qid,label_en,description_en,instance_of_uuid,instance_of,doi_uuid,doi,doi_ref1_hash,doi_ref1_referenceUrl,doi_ref1_retrieved_nodeId,doi_ref1_retrieved_val,doi_ref1_retrieved_prec,pmid_uuid,pmid,pmid_ref1_hash,pmid_ref1_referenceUrl,pmid_ref1_retrieved_nodeId,pmid_ref1_retrieved_val,pmid_ref1_retrieved_prec,published_uuid,published_nodeId,published_val,published_prec,published_ref1_hash,published_ref1_referenceUrl,published_ref1_retrieved_nodeId,published_ref1_retrieved_val,published_ref1_retrieved_prec,title_en_uuid,title_en,title_en_ref1_hash,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec,journal_uuid,journal,journal_ref1_hash,journal_ref1_referenceUrl,journal_ref1_retrieved_nodeId,journal_ref1_retrieved_val,journal_ref1_retrieved_prec,volume_uuid,volume,volume_ref1_hash,volume_ref1_referenceUrl,volume_ref1_retrieved_nodeId,volume_ref1_retrieved_val,volume_ref1_retrieved_prec,page_uuid,page,page_ref1_hash,page_ref1_referenceUrl,page_ref1_retrieved_nodeId,page_ref1_retrieved_val,page_ref1_retrieved_prec,issue_uuid,issue,issue_ref1_hash,issue_ref1_referenceUrl,issue_ref1_retrieved_nodeId,issue_ref1_retrieved_val,issue_ref1_retrieved_prec
Q104738349,Building Institutional Repositories in Theological Libraries,conference paper,3e4fa04b-4598-1fd2-5ea8-edf529ead222,Q23927052,,,,,,,,,,,,,,,7ed12b8f-410c-5177-f0f4-9ad811f2e55d,80e747dd2faf3349d5cebc85e661f0c1,2016-12-31T00:00:00Z,11,,,,,,63e2d29c-4664-5992-46a1-31269e8bc4ba,Building Institutional Repositories in Theological Libraries,,,,,,745174a3-4916-184a-f04c-42bcc2f64510,Q96705802,,,,,,53594be9-4cba-c823-665b-3d8e9ef8819a,70,,,,,,97035bbd-478a-aa74-e95b-30d2e8dab20b,153-163,,,,,,,,,,,,
Q104778096,A Reflection on Seven Years in the Divinity Library Exhibit Programs,blog posting,23e8b514-42b2-2ff6-9d25-d3953cf7ce7a,Q7216866,,,,,,,,,,,,,,,987de760-4b4c-ada5-3e29-5d00c209278e,3d7a2ded17f0c4ce77f662b817d5c458,2016-10-19T00:00:00Z,11,,,,,,35107757-4c85-d616-4e41-0f579d8bae51,A Reflection on Seven Years in the Divinity Library Exhibit Programs,,,,,,2c28d1f4-47cf-9b63-6252-0b59b5da9c5f,Q104778085,,,,,,,,,,,,,,,,,,,,,,,,,,
Q104822949,The library's role in countering infodemics,scholarly article,a8c46efa-43f2-d80a-d6e2-054020a5e0a9,Q18918145,a2d764d4-4e90-8139-3110-929e21f3cc35,10.5195/JMLA.2021.1044,,,,,,,,,,,,,f67cf2ae-48c7-85ff-9d04-6a1e3ffb140d,960cfbee4b1595f13401e824a055f4d0,2021-01-01T00:00:00Z,10,,,,,,4d615517-4497-9daf-6842-3447a1a46771,The library's role in countering infodemics,,,,,,0ec2027a-416e-5ba1-1ff0-3b554986b66f,Q15752795,,,,,,,,,,,,,,,,,,,,,,,,,,
Q104976160,Data Curation 101 for Theological Librarians,conference paper,8fc9320a-47fa-e88f-ce27-3a1f3d6053b5,Q23927052,,,,,,,,,,,,,,,6a36fed8-47d6-168b-55c6-6775e5111d79,c46565f21d8de8ea8b597dfaa738109a,2017-01-01T00:00:00Z,9,,,,,,26f41046-40ff-5f31-dab1-7c989a18fafc,Data Curation 101 for Theological Librarians,,,,,,2ba20fef-49dc-b5f6-b864-72401e3491cb,Q96705802,,,,,,87e63e3c-4fc5-d39d-cb81-4f0edb907f46,71,,,,,,1e243236-4cd9-19d3-9a8f-0cac6ae17881,200-207,,,,,,,,,,,,
Q104976841,Digital Humanities and Academic Libraries,encyclopedia article,98df7427-42f6-0001-ef4b-e3d82f287df9,Q13433827,,,,,,,,,,,,,,,e62cd182-4c18-261e-3efb-c114e2e52e2c,a112a6fb4487071d1ae3a0c6951488f6,2018-01-01T00:00:00Z,9,,,,,,9962cd49-4933-7fb2-39a9-0f4820fd3347,Digital Humanities and Academic Libraries,,,,,,e054363b-4b15-918c-043d-5b720c38dbbb,Q104976455,,,,,,,,,,,,,,,,,,,,,,,,,,
Q104977852,Crosswalking the Disciplines: Reimagining Information Literacy Instruction for a History Methods Course,book chapter,e920e193-4139-294e-26f5-606b4f747133,Q21481766,,,,,,,,,,,,,,,9bebefaa-4a76-0419-b5c7-98f4223b37c7,1c9551a398cfb51623c28b80416004d3,2019-01-01T00:00:00Z,9,,,,,,99033b18-4b1c-a124-2615-34705121ea74,Crosswalking the Disciplines: Reimagining Information Literacy Instruction for a History Methods Course,,,,,,7782c7b8-4ce9-c7ab-c5f1-acf13c0eca1a,Q104977554,,,,,,,,,,,,,b86515d8-4852-960c-355c-dc291b9abb63,43-52,,,,,,,,,,,,
Q104978597,"From Humanities to Scholarship: Librarians, Labor, and the Digital",book chapter,7e2badf2-4dd5-2bf4-b678-dc6471687a1d,Q21481766,4b8c26c4-430b-fd46-6939-bbf78a8a8bfc,10.5749/J.CTVG251HK.38,,,,,,,,,,,,,013c84ca-4483-0ac7-d582-5502ccf409ef,1c9551a398cfb51623c28b80416004d3,2019-01-01T00:00:00Z,9,,,,,,0dc5a7ed-4904-716e-340d-f6ba4d76ccff,"From Humanities to Scholarship: Librarians, Labor, and the Digital",,,,,,1c926cc5-4a4d-5e83-4fc7-61d256b5158d,Q104978058,,,,,,,,,,,,,2c129e70-4ff6-56e9-ec1d-77cadf27a6a8,413-419,,,,,,,,,,,,
Q104986918,New Haven,encyclopedia article,1c1002fc-4745-6dab-d7fb-916fa2686284,Q13433827,,,,,,,,,,,,,,,4f3fd443-4eae-e0a3-3a71-dab2bc7c9a76,c46565f21d8de8ea8b597dfaa738109a,2017-01-01T00:00:00Z,9,,,,,,e8ba03bf-47aa-b67d-e46e-b6bf41b65359,New Haven,,,,,,fe330e32-4e83-e142-9e9b-fb8fa8af65ee,Q104979387,,,,,,,,,,,,,97c5a6cd-4118-41f2-7892-ea2f7d5d9c7c,405-406,,,,,,,,,,,,
Q104987001,"Taylor, Nathaniel William (1786-1858)",encyclopedia article,523d0a2b-412a-690c-e93f-a220f52159ef,Q13433827,,,,,,,,,,,,,,,6a5c44fe-4204-5412-0dc9-b20c6a6aa860,c46565f21d8de8ea8b597dfaa738109a,2017-01-01T00:00:00Z,9,,,,,,6b459494-44e2-a3b7-b3d6-080e69103e73,"Taylor, Nathaniel William (1786-1858)",,,,,,793cf6fe-416e-8858-97ba-f02783e3ddcf,Q104979387,,,,,,,,,,,,,81516ca4-4046-7d0c-66eb-30614486b49a,558,,,,,,,,,,,,
Q104987222,Saudi Arabia,encyclopedia article,ec9117ba-4faa-4be5-1de6-692904fea8e1,Q13433827,,,,,,,,,,,,,,,59b7ddcf-4b74-e536-f7a2-889adf0764eb,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,20462b0b-42fb-abd9-6ed5-c656244cab0e,Saudi Arabia,,,,,,24c12d8a-4ed2-8263-daea-76f3c0fb842c,Q104987086,,,,,,,,,,,,,65fb52ce-49b3-7d59-20c0-33fa8e5dd5d9,1132,,,,,,,,,,,,
Q104987330,Sudan,encyclopedia article,29a061ae-4ad1-1806-bf6a-5eb60ca7504c,Q13433827,,,,,,,,,,,,,,,b2e9a3eb-4482-9c97-1d66-0f15ddffd409,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,a974feaf-4b27-7f9b-cd00-6094fbc4a4b0,Sudan,,,,,,11afe647-4997-2a92-0958-36127e34d1f6,Q104987086,,,,,,,,,,,,,597e96d4-427a-1e47-8cdb-d098daa878a0,1227-1228,,,,,,,,,,,,
Q104987401,"Publishing Theory and Praxis: Information Literary, Theological Librarianship, and Atla Open Press",conference paper,7acec98f-4ef8-218c-396e-ca2338a1a310,Q23927052,1f8cd5c6-4801-7ab2-6e58-e24012f104b9,10.31046/PROCEEDINGS.2020.1898,,,,,,,,,,,,,935e7113-4a27-ef86-bd38-24073d172d9e,018d3e563d283a80cd8422d6196984eb,2020-01-01T00:00:00Z,9,,,,,,a0750241-469c-237f-913a-0fcda6fd1fbb,"Publishing Theory and Praxis: Information Literary, Theological Librarianship, and Atla Open Press",,,,,,a85f5669-4616-3921-9a85-f5da7beebe79,Q96705802,,,,,,fbb07c4f-4474-46e6-842a-09a954d39e10,74,,,,,,2ad05868-4a35-4cb6-b600-31cf7af3f246,135-139,,,,,,,,,,,,
Q104987548,Theological Librarianship in the Age of Digital Humanities,conference paper,d09bb4a5-43b5-bc55-4566-c0f463381630,Q23927052,,,,,,,,,,,,,,,7f9e2726-4340-1ece-13bc-2ebd5534622c,864c28093f3e70d5e1967de207df801e,2016-01-01T00:00:00Z,9,,,,,,c2421354-4e3c-bde9-5b84-c172f40d8c10,Theological Librarianship in the Age of Digital Humanities,,,,,,07591ea0-485d-d38a-c84b-c50c66acefab,Q96705802,,,,,,b9815396-4a89-5831-71aa-0728f92461cd,70,,,,,,4c80df42-4944-3153-6147-7d62f87ac977,20-32,,,,,,,,,,,,
Q104987704,Sensational Religion: Sensory Cultures in Material Practice,book review,c9fb2754-4fbf-3e37-ba8a-41880b8e54f5,Q637866,47e96bbe-4a08-3fac-03c0-639141d8a3e1,10.1111/RSR.12789,,,,,,,,,,,,,43b838c5-433b-5093-336f-3327dab0021f,59869939e7a24f38a21076d333ac32bf,2017-03-01T00:00:00Z,10,,,,,,7f8d4937-4783-3a8f-06bb-354fab1a7590,Sensational Religion: Sensory Cultures in Material Practice,,,,,,44daf149-48b3-a287-668b-81c154654f4e,Q7311312,,,,,,11049cf4-45c0-f022-9c43-98f5cee4839e,43,,,,,,349c2eff-4fab-b4c5-318a-0a68a9640eeb,44-45,,,,,,4ed6b1cd-473b-7a81-e793-1e3ffaa44c07,1,,,,,
Q104987956,Comparative Textual Media: Transforming the Humanities in the Postprint Era,book review,a5ca824a-47d1-adda-cd33-b458d38a9c4a,Q637866,,,,,,,,,,,,,,,16b99631-4913-9830-eb96-a85f4a4bc1f6,dc70c93670fc0f8c699104d9d4c0b830,2014-11-01T00:00:00Z,10,,,,,,815b5da1-412f-0304-5e5f-916a25a8cbd4,Comparative Textual Media: Transforming the Humanities in the Postprint Era,,,,,,0869c3b4-4f48-2156-ba25-ea65f0a092b9,Q6030640,,,,,,,,,,,,,,,,,,,,,,,,,,
Q104988071,Import of the Archive: U.S. Colonial Rule of the Philippines and the Making of American Archival History,book review,67dd73dd-4c6f-12a8-8b17-5b047b34e97a,Q637866,,,,,,,,,,,,,,,7a5eb274-4537-15b0-9f98-746748820f88,f5b9138fce38f8a136bef537923e1cfe,2015-03-01T00:00:00Z,10,,,,,,fc258661-4991-166b-7227-e57526c73f62,Import of the Archive: U.S. Colonial Rule of the Philippines and the Making of American Archival History,,,,,,94b3e78a-4d1a-38e6-6237-fdb31f042bc5,Q6030640,,,,,,,,,,,,,,,,,,,,,,,,,,
Q104988221,Toward Spatial Humanities: Historical GIS and Spatial History,book review,64738429-4ebc-e46a-1f23-da2cba13a673,Q637866,,,,,,,,,,,,,,,9962817b-4fb7-7036-5ab1-e570ec855d4f,7979e5c0da0c377afd81aebfe341f352,2015-08-01T00:00:00Z,10,,,,,,e4157352-4018-b3d2-f37b-f0f3dda8b30e,Toward Spatial Humanities: Historical GIS and Spatial History,,,,,,b76b8318-4dc7-29f4-d52d-6b1bfd8dedf0,Q6030640,,,,,,,,,,,,,,,,,,,,,,,,,,
Q104988832,Proposed Model of Information Behaviour in Crisis: The Case of Hurricane Sandy,journal article,872dd5a3-40ec-3b15-6678-63189f03404d,Q13442814,,,,,,,,,,,,,,,dda78fcd-4db9-6c48-2c95-a716997c84f2,f93c9637d05cb09270ba896d27832998,2014-03-01T00:00:00Z,10,,,,,,a5e0ac49-43ca-0d57-e2bb-eb3b1e89dafd,Proposed Model of Information Behaviour in Crisis: The Case of Hurricane Sandy,,,,,,5bec9ef7-425d-592e-2862-c726b191ddc7,Q6030783,,,,,,c4f08f87-4c88-af02-4a32-fc3ee7aedc96,19,,,,,,,,,,,,,1e56eb17-4cd6-6513-a1c4-e0a93139bf4a,1,,,,,
Q105090971,Checking Under the Hood: Evaluating Google Scholar for Reference Use,book chapter,1794252d-488f-e445-c28f-367f176edb5b,Q1980247,34821936-2D31-4C4C-BEB6-1B13DDBA450C,10.1300/J136V10N03_12,,,,,,,,,,,,,9bfb5b47-4a52-2b4e-677f-39b4c450cea0,e9fb92a10cba9810496dcd2069ca7a89,2005-01-01T00:00:00Z,9,,,,,,b5d8d5b6-457a-3664-cb8a-07a0cbc0a9bc,Checking Under the Hood: Evaluating Google Scholar for Reference Use,,,,,,BB573CEF-6EDD-41B2-BAE9-A918C60BC8B7,Q15749551,c023ca9b82fe813b6bad3533b00410b7069bd174,https://www.tandfonline.com/doi/abs/10.1300/J136v10n03_12,,,,7CF84ACA-6B9D-4FBF-84EF-44A51C8B1AEE,10,,,,,,ca305936-49c8-a899-b42b-9fe8b6ff6e78,135-148,,,,,,8B130842-FBF9-4CF1-AB55-82A8B1FAEA19,3/4,,,,,
Q105100042,Talking about Religion: Faculty Book Interviews as a Contribution to Interreligious Dialogue,conference paper,fde72175-45ef-a7d0-c8e5-2434114afcea,Q23927052,,,,,,,,,,,,,,,5d476d73-4d3d-399b-4920-a8a3852f4670,c46565f21d8de8ea8b597dfaa738109a,2017-01-01T00:00:00Z,9,,,,,,0064d318-4574-5df3-2c9f-dc84b6fda059,Talking about Religion: Faculty Book Interviews as a Contribution to Interreligious Dialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q105100066,Doing Digital Humanities in Theological Libraries,conference paper,ee467b78-47aa-19eb-de0b-28ceef78e4cf,Q23927052,,,,,,,,,,,,,,,2491bcdd-48fe-9ca0-68d1-57ad05ca8c46,418aedfba643e02a5ba758952f8f7765,2015-01-01T00:00:00Z,9,,,,,,6c085bf1-4be0-6fda-1e5f-b4696e27476b,Doing Digital Humanities in Theological Libraries,,,,,,c48ce9d4-4cef-8130-5a87-72d417366c30,Q96705802,,,,,,08cfe302-4325-d574-8198-38d049dec206,69,,,,,,a1ccc8cc-48b2-3592-51f4-b7e040c24a68,189-197,,,,,,,,,,,,
Q105100078,"Virtual Reference: The Good, the Bad, and the In-Between",conference paper,af4a6f39-4f41-e3bb-41ca-3b0257916209,Q23927052,,,,,,,,,,,,,,,07007cee-4378-3f10-a511-7c4b9914af07,fc1d2395f6a4679c97b3b7f23f202c19,2009-01-01T00:00:00Z,9,,,,,,31825286-469d-e991-22df-d07e6ecd37e0,"Virtual Reference: The Good, the Bad, and the In-Between",,,,,,dbe1d0fc-44fd-9256-e5a4-563590406708,Q96705802,,,,,,002b9248-429b-1691-b25b-dcb6e5436dd4,63,,,,,,0b42fb25-4da3-54bb-2ff1-4710b333c9e9,231-235,,,,,,,,,,,,
Q105100088,Battle of the Bibliographic Managers: EndNote vs. RefWorks vs. Zotero!,conference paper,84530bbc-4eb6-82bc-7c02-fc3b3a6adf1a,Q23927052,,,,,,,,,,,,,,,599121f1-430b-4d70-32e8-a1cd621e67e4,4f272fae38ee73a331afd0407cdc74b9,2010-01-01T00:00:00Z,9,,,,,,8437f70b-4230-7f67-8252-80ffd12f2bab,Battle of the Bibliographic Managers: EndNote vs. RefWorks vs. Zotero!,,,,,,9236d480-4fa0-1d16-c3d2-69dcfa2deee7,Q96705802,,,,,,93904f6b-4e05-5bdb-f32f-054df9db6bfa,64,,,,,,738db37d-4e7e-6fbb-d1bd-751dd3798690,81-87,,,,,,,,,,,,
Q105100111,Author Interviews Panel: Faculty Involvement via Self-Promotion,conference paper,966aae53-4871-0dc1-1737-a34a9a43761f,Q23927052,,,,,,,,,,,,,,,817e7d65-4554-dbb7-b9a5-26192f1b5eb3,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,ba0c139f-43f3-4737-bcf3-23f3dcf4f25d,Author Interviews Panel: Faculty Involvement via Self-Promotion,,,,,,1dfa9568-4e51-36a5-4e55-10180fe57f6c,Q96705802,,,,,,57980a2a-4c4d-5a5d-76b6-67d245895bdf,66,,,,,,adb9276c-47ee-370e-5382-71b12736c3eb,212-222,,,,,,,,,,,,
Q105100120,Next-Generation Library Systems for Theological and Religious Studies Panel Discussion,conference paper,ac86cd9a-418c-7da7-c1c5-ec1122c3e45f,Q23927052,,,,,,,,,,,,,,,07811770-43df-2f77-e786-c32bc2e453d9,fc1d2395f6a4679c97b3b7f23f202c19,2009-01-01T00:00:00Z,9,,,,,,244bfdc4-4471-7f89-cefd-708c74f727b7,Next-Generation Library Systems for Theological and Religious Studies Panel Discussion,,,,,,9a28f6d6-4aa2-554b-eecf-ca35cb89a3af,Q96705802,,,,,,87da9896-4f14-b1e1-ef24-99a86bf07236,63,,,,,,eac0e3d6-4c9d-ee8f-7ca4-c0aa4d191766,179-182,,,,,,,,,,,,
Q105100164,User Design,book review,e722a11b-485d-2ecf-c2bd-f14204aca547,Q637866,01e7b0b2-45b0-07ee-f913-4ce22f830fbd,10.1080/19322900802111502,,,,,,,,,,,,,dedbcf5c-4a03-21c1-4072-aba7fdec0d7a,bf79b4a0ef5c9675e3340ced2c4949b7,2007-01-01T00:00:00Z,9,,,,,,0140714b-4d2a-23eb-a7bc-da99c0a5c05a,User Design,,,,,,517dc7b4-411c-8d4b-fdf2-8a4e93e52003,Q15749550,,,,,,10e48fa7-4fa8-94ed-48aa-208642656f29,1,,,,,,51c25de4-4b91-032e-22da-64f4bfb6d9c5,119-121,,,,,,1f77e90d-4417-a2b0-83af-1b7344e09326,4,,,,,
Q105100764,Christian Literature,book review,ac6fcad5-4912-ae49-4a02-afe87e489465,Q637866,fdb8bc5e-4479-01f9-e2e1-ed3c8c67c705,10.31046/TL.V1I2.49,,,,,,,,,,,,,85f039bf-4dc6-bab5-4c84-7ca62b639643,ce90feaacda74eb7f8326b25fb625c6d,2008-01-01T00:00:00Z,9,,,,,,852a1d71-4608-591c-a3d2-5f2cf5ec7f1c,Christian Literature,,,,,,6aa7065a-4582-5188-c863-e7a8a934a656,Q50668124,,,,,,5c23bd45-4cb1-aac0-0d99-faf35bb5245f,1,,,,,,2e3170eb-424d-0b0e-911f-655ec6eee213,77-79,,,,,,c38fca8d-4904-46ec-da18-544329dce5de,2,,,,,
