qid,label_en,editor_uuid,editor,editor_stated_as,editor_series_ordinal,editor_ref1_hash,editor_ref1_referenceUrl,editor_ref1_stated_in,editor_ref1_retrieved_nodeId,editor_ref1_retrieved_val,editor_ref1_retrieved_prec
Q117194027,Theology and Empires & Friedrich Schleiermacher,61A835D5-63C3-43C4-A46B-889D6E29871C,Q12493238,Kwok Pui-lan,,81077f63b808bfc292928266e7c7390e18f02279,,Q114403967,38174758-3c22-4f44-9d55-1046d903dddc,2023-03-17T00:00:00Z,11
Q117194028,Schleiermacher and Empire,048A4B85-2C0B-4C25-B9A2-A321BACE1C64,Q27643173,Joerg Rieger,1,81077f63b808bfc292928266e7c7390e18f02279,,Q114403967,77a41001-d9b9-4076-8bf3-4b7d53bb1764,2023-03-17T00:00:00Z,11
Q117194028,Schleiermacher and Empire,4252F534-75ED-4597-A12E-BF817AC33CA5,Q5292723,Don H. Compier,2,81077f63b808bfc292928266e7c7390e18f02279,,Q114403967,754dfd17-70cd-4a25-b07e-16252722ebd0,2023-03-17T00:00:00Z,11
Q117194028,Schleiermacher and Empire,F3D8E6AD-E4F6-4D40-B286-2E6688782D8F,Q12493238,Kwok Pui-lan,3,81077f63b808bfc292928266e7c7390e18f02279,,Q114403967,4ac94b34-0caf-45a4-a2aa-b714e92a0316,2023-03-17T00:00:00Z,11
Q117197769,Trauma,6A948955-0454-4B94-9EAD-D63B36A35F6D,Q4648029,A K M Adam,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,d3599b90-0007-4324-82b5-f31bcaf0a447,2023-03-18T00:00:00Z,11
Q117197775,Economy and the future of liberation theology in North America,DDBFA467-3CA9-4739-9ECA-43690D134486,Q27643173,Jorg Rieger,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,d6c0674b-a7fc-482b-82ae-18493d867a48,2023-03-18T00:00:00Z,11
Q117199776,Ritual Practice: The View from Liturgical Theology,127290D2-E69D-4BB5-8DD2-EF930F0161A8,Q117202267,Joanna E Ziegler,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,d0ff4791-2ec3-41f2-bfcf-afabf9fb2964,2023-03-18T00:00:00Z,11
Q117199776,Ritual Practice: The View from Liturgical Theology,ADB530A4-6466-42FA-873E-E8B8F783ECAE,Q67638472,Susan Rodgers,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,9dd2e0e0-ede4-4341-abff-bee304a1f5c1,2023-03-18T00:00:00Z,11
Q117199778,Practicing the Pastoral Care of the Sick: The Sacramental Body in Liturgical Motion,54C468A4-1449-4CBB-BB2F-E2C441EAA057,Q117202267,Joanna E Ziegler,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,f00a91f1-31a2-4d69-9ae7-2bc930cae068,2023-03-18T00:00:00Z,11
Q117199778,Practicing the Pastoral Care of the Sick: The Sacramental Body in Liturgical Motion,3FCD316C-8EF7-4D23-8ED2-B375CF28D6CD,Q67638472,Susan Rodgers,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,8d8dcce2-3cc6-4d54-b340-6e66532caf5c,2023-03-18T00:00:00Z,11
Q117199779,Day of Pentecost (Year B),C8127938-73A2-4820-8DA6-39A5E5881769,Q92207288,Ronald J Allen,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,fc8523f9-88f5-49b2-ab4c-21438d36f9cc,2023-03-18T00:00:00Z,11
Q117199779,Day of Pentecost (Year B),73B11B4B-4617-45CF-B9CC-3EC5E0CA24B5,Q92216692,Dale P Andrews,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,c292a60b-cfca-4c14-82e1-6142b377bf30,2023-03-18T00:00:00Z,11
Q117199779,Day of Pentecost (Year B),916F5645-8FBE-445C-B458-D5B75C7A959A,Q92207043,Dawn Ottoni Wilhelm,3,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,0c1cf8e7-1284-4d28-99aa-f52c59284b96,2023-03-18T00:00:00Z,11
Q117201912,Day of Pentecost (Year C),9A600D3E-2384-49B8-81EE-D2937CB082EA,Q92207288,Ronald J Allen,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,b318be63-a395-4192-9e69-5a5800872336,2023-03-18T00:00:00Z,11
Q117201912,Day of Pentecost (Year C),3C0B2C44-25C9-4729-B35D-53757A4A3B35,Q92216692,Dale P Andrews,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,b630d548-b1cb-4192-87a9-d3613a8f6b55,2023-03-18T00:00:00Z,11
Q117201912,Day of Pentecost (Year C),6F326B11-6533-4D5B-AC7F-098041A257A3,Q92207043,Dawn Ottoni-Wilhelm,3,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,c366e88e-9f1a-4098-a2d4-65f98cd21f06,2023-03-18T00:00:00Z,11
Q117199782,Freud v. Freud: Freud's Readings of the Denkwürdigkeiten eines Nervenkranken,96A7167D-4663-4779-B944-3D72FEDA001D,Q325219,Sander L Gilman,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,a6ee51b2-3f80-48bd-8847-4fb10a1070e5,2023-03-18T00:00:00Z,11
Q117199782,Freud v. Freud: Freud's Readings of the Denkwürdigkeiten eines Nervenkranken,F7D8E21D-F409-4160-B79D-580312B51864,Q111995042,Valerie D Greenberg,3,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,7b665ead-90f9-415a-9ba1-fa6370fe6e18,2023-03-18T00:00:00Z,11
Q117199782,Freud v. Freud: Freud's Readings of the Denkwürdigkeiten eines Nervenkranken,7EBFB804-996C-471C-9046-137394F26F05,Q83389821,Jay Geller,4,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,55ec26d1-c360-4a28-8779-af92f5938bf8,2023-03-18T00:00:00Z,11
Q117199783,First Natural then Spiritual’: The Context and Contours of Black Faith in the COVID-19 Era,B5057EBB-4277-42C2-B25A-0ED9C42B89C3,Q7595851,Stacey M Floyd-Thomas,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,58217a99-e7b7-432d-bf4c-817adfd15dff,2023-03-18T00:00:00Z,11
Q117199784,2020 Hindsight: The Racial Realization and Religious Significance of the COVID-19 Pandemic,89CEF04B-BDFB-4130-B0EB-167E355FC2DE,Q7595851,Stacey M Floyd-Thomas,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,8df21d0b-1aa5-4749-bb97-067184411658,2023-03-18T00:00:00Z,11
Q117199785,The Current Shape of Womanist Practical Theology,0B88C6DB-C81E-494C-8084-DA8161FCED6B,Q83505887,Phillis Isabella Sheppard,,04afc0986018803cabdcc801415e8665af8097c8,https://doi.org/10.1057/9780230118027_3,,9e7300c1-64f8-493e-bf77-53b823db854c,2023-03-18T00:00:00Z,11
Q117199786,Black Psychoanalysis and Black Feminist Psychoanalytic Literary Criticism: Resources toward a Critical Appropriation of Psychoanalysis,4ADE5530-DADC-43C9-AB5B-C3AB02013D00,Q83505887,Phillis Isabella Sheppard,,f4520550b36e0f1dfaed31fc6200105805c098ab,https://doi.org/10.1057/9780230118027_5,,6a56cd65-9176-428c-8fad-267cb52e2c8e,2023-03-18T00:00:00Z,11
Q117199787,Black Women and Self Psychology: Toward a Usable Dialogue,6B6B4865-047B-4FA6-860D-F853E0B7F237,Q83505887,Phillis Isabella Sheppard,,00072af1c836810a216d5c5cc7ac7803ca30a69c,https://doi.org/10.1057/9780230118027_6,,8b28c909-2053-47b4-920f-32db54e5b848,2023-03-18T00:00:00Z,11
Q117199788,"A Dark Body of Goodness Created in the Image of God: Navigating Sexuality, Race, and Gender, Alone and Together",5F41A385-9B2B-4B75-A93E-0A1411FDDB40,Q83505887,Phillis Isabella Sheppard,,582a8be40cb1b07d55616e01f8d2f6d07fc9a6dc,https://doi.org/10.1057/9780230118027_8,,ca1058b8-b92e-4a77-a2c9-62dfd0eff4dd,2023-03-18T00:00:00Z,11
Q117199794,Teaching about Language and the Holocaust,45C7A469-40A4-48C5-9DC4-445644D932AC,Q5709784,Helmut Walser Smith,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,76276827-83ba-4eea-89eb-49d55d452df7,2023-03-18T00:00:00Z,11
Q117199795,Teaching Film in the Holocaust Curriculum,09A356DD-5C2D-41FF-8740-D4FC58202590,Q5709784,Helmut Walser Smith,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,d2cd47b1-7be6-4b3d-91ce-54fbdce232e4,2023-03-18T00:00:00Z,11
Q117199797,Context is What Hurts: Rethinking Contextual Theology in Light of Empire and Economics,7F3A5FB3-2A6D-4AF1-B242-657208C08478,Q113775364,Thia Cooper,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,873ea483-0f69-443b-b641-42e12c946874,2023-03-18T00:00:00Z,11
Q117199799,Race and Racism,02FEEF23-D22E-41EE-A12F-429A40445716,Q63038665,Bonnie J Miller-McLemore,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,fc9c5ed0-00e6-4066-b4b3-c47edbc314b9,2023-03-18T00:00:00Z,11
Q117199800,Homiletics,B3E3A935-396A-4E58-9CBD-7D96D7C80630,Q63038665,Bonnie J Miller-McLemore,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,1499a852-81b9-43db-ba2e-d84617bb99b3,2023-03-18T00:00:00Z,11
Q117199801,Toward Latino/a American biblical criticism: Latin(o/a)ness as problematic,F88D5E45-2341-4108-96F1-9B8EE8E94EE8,Q109600229,Randall C Bailey,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,e66dffe7-145e-4e1e-8df1-b5ea7bd7c499,2023-03-18T00:00:00Z,11
Q117199801,Toward Latino/a American biblical criticism: Latin(o/a)ness as problematic,D5AE80D1-06E3-4107-AAD2-3EB730BD86F5,Q87181391,Tat-siong Benny Liew,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,b8b05f86-1732-41de-9415-9a1d9863e9b0,2023-03-18T00:00:00Z,11
Q117199802,Minority Biblical Criticism: A Reflection on Achievements and Lacunae,F489F1ED-15ED-42BE-B099-E51231EBBE86,Q109600229,Randall C Bailey,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,f649f1ab-6173-4227-aa36-b9cf0621f5dc,2023-03-18T00:00:00Z,11
Q117199802,Minority Biblical Criticism: A Reflection on Achievements and Lacunae,96E2E9C8-7F44-4210-A9B1-9FD4388207AF,Q87181391,Tat-siong Benny Liew,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,eb0102e4-e087-481f-8b44-b06e3239cc6c,2023-03-18T00:00:00Z,11
Q117199812,"Christ the Healer: An Investigation of Liturgical, Pastoral, and Biblical Approaches",1D003B78-0AFD-4C34-9E57-D2BD98F4336C,Q117202267,Joanna E Ziegler,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,271e63b6-740c-4afb-bce4-a6b8aadb9fe7,2023-03-18T00:00:00Z,11
Q117199812,"Christ the Healer: An Investigation of Liturgical, Pastoral, and Biblical Approaches",57DD78C4-A066-4840-BCA1-6C7A3127B667,Q67638472,Susan Rodgers,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,77182d19-c693-4643-b148-f7a3f5990e26,2023-03-18T00:00:00Z,11
Q117199813,"Introduction to Practicing Catholic: Ritual, Body, and Contestation in Catholic Faith",782BF508-DB6F-4AA9-93FB-92E4180A4519,Q117202267,Joanna E Ziegler,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,13a07acd-db40-4e0e-83aa-b7a5a417ea83,2023-03-18T00:00:00Z,11
Q117199813,"Introduction to Practicing Catholic: Ritual, Body, and Contestation in Catholic Faith",21431F5A-9D39-4791-BE81-4ED97D7CFFEA,Q67638472,Susan Rodgers,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,8fd0bab9-5205-48c0-9438-cb0de5b06f66,2023-03-18T00:00:00Z,11
Q117199820,Black Embodiment and Religious Experience after Trauma: A Womanist Self Psychological Perspective on Mourning the Loss of Cultural Selfobjects,F5A23708-C064-4108-86AD-286B96462EC2,Q83505887,Phillis Isabella Sheppard,,909a9ebb35ead19bff54ce30be755f47515ce6ad,https://doi.org/10.1057/9780230118027_7,,6ae5b8ea-fe93-4842-8705-ceb7b2c0647c,2023-03-18T00:00:00Z,11
Q117199823,Preaching and Practical Theology,9EB1BB91-7C4A-4D98-BCC9-997F39246F8D,Q63038665,Bonnie J Miller-McLemore,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,ea2bb795-8cb1-4c19-87ff-4662ddaf53a8,2023-03-18T00:00:00Z,11
Q117199824,Introduction : the contributions of practical theology,D75F4AA8-B951-4942-8C03-30FBC5196AFA,Q63038665,Bonnie J Miller-McLemore,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,97ca5674-2c7b-4a23-b762-56af5395d5f7,2023-03-18T00:00:00Z,11
Q117199825,The Contributions of Practical Theology,0DFEB7AE-C27C-4B6A-B3AC-CE1CC4CE6923,Q63038665,Bonnie J Miller-McLemore,,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,69431d7d-b72c-4b0f-9486-001e0afd4813,2023-03-18T00:00:00Z,11
Q117204299,Day of Pentecost (Year A),24768CC7-7660-4415-8F61-3B0E1467464D,Q92207288,Ronald J Allen,1,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,91329dab-b3e7-43c3-a41f-c6fba466f11b,2023-03-18T00:00:00Z,11
Q117204299,Day of Pentecost (Year A),8BA4EAF6-04C5-4CBA-815A-73D1DE5E86D3,Q92216692,Dale P Andrews,2,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,d7df0f89-1a3e-4a6e-a569-925d7d6d7cf5,2023-03-18T00:00:00Z,11
Q117204299,Day of Pentecost (Year A),BF29766A-B7EF-4451-8F25-F9F620878469,Q92207043,Dawn Ottoni Wilhelm,3,a522bb61a9e3dcb6d819ea4c81151e59a6334d41,,Q114403967,9adcb7ec-ed08-4a77-80c9-d4340cacd87d,2023-03-18T00:00:00Z,11
Q117216164,"""A wise and discerning mind"": essays in honor of Burke O. Long",85ABB8FC-52D7-457B-A28C-53D71273F786,Q93240030,Saul M Olyan,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,814e8531-6fc0-44e7-add4-5a3b22ea8b01,2023-03-19T00:00:00Z,11
Q117216164,"""A wise and discerning mind"": essays in honor of Burke O. Long",2DC55B40-5D1F-4498-831B-9016EF15F6CA,Q110080174,Robert C Culley,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,1cac13df-7732-4283-98bf-a94747100074,2023-03-19T00:00:00Z,11
Q117216168,"""Sha'Arei Talmon"": Studies in the Bible, Qumran, and the Ancient Near East Presented to Shemaryahu Talmon",B58F38E5-6D91-4CA2-A608-36E522BA42E3,Q6830314,Michael A Fishbane,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,952d30cc-b5f5-4aaf-b841-baf593caef00,2023-03-19T00:00:00Z,11
Q117216168,"""Sha'Arei Talmon"": Studies in the Bible, Qumran, and the Ancient Near East Presented to Shemaryahu Talmon",89E89FC9-C5C3-4A3D-A32D-6E344B32F976,Q363134,Emanuel Tov,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,b6533652-937a-47a0-8abe-524f8e8f4546,2023-03-19T00:00:00Z,11
Q117216168,"""Sha'Arei Talmon"": Studies in the Bible, Qumran, and the Ancient Near East Presented to Shemaryahu Talmon",AD3B803C-3D92-44C3-92EA-93F3BB69BD0E,Q216499,Shemaryahu Talmon,3,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,e13165c7-0ed0-4e32-a3f8-39393ef1d806,2023-03-19T00:00:00Z,11
Q117216169,A commentary on the general instruction of the Roman Missal,5A612811-2E3D-4266-8274-0D1BF347871A,Q112432347,Edward Foley,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,783224d9-14bf-45cb-af00-bcbb14392a5b,2023-03-19T00:00:00Z,11
Q117216169,A commentary on the general instruction of the Roman Missal,EAACE096-DCE0-47AE-A7CD-F17FDFB19271,Q93221648,Joanne M Pierce,3,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,e9fb3e4c-307b-4cc8-9a35-7f94d915426d,2023-03-19T00:00:00Z,11
Q117216170,A Companion to Ancient Epic,64BA6A21-754D-43C5-AB94-7F456727D6CB,Q15130482,John Miles Foley,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,c9d41a66-fe08-421a-8457-a9bfcce95cf9,2023-03-19T00:00:00Z,11
Q117216171,A Critical Engagement: Essays on the Hebrew Bible in Honour of J. Cheryl Exum,F1F72DC8-B9FB-44DF-9C3C-FBA554394C79,Q15429831,David J A Clines,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,75379604-7e2c-4b07-871f-9ff506142bde,2023-03-19T00:00:00Z,11
Q117216171,A Critical Engagement: Essays on the Hebrew Bible in Honour of J. Cheryl Exum,F7A01810-A0A9-43E5-BA9B-1CEA65713AC7,Q1923428,Ellen van Wolde,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,d2a52bc3-736f-4681-b892-192ac59a2ec9,2023-03-19T00:00:00Z,11
Q117216172,A Feminist Companion to Tobit and Judith,48C682C9-D44B-40EB-A73A-221BB8CA7045,Q12410470,Athalya Brenner-Idan,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,22ede29c-5502-4141-925b-1adf095b1ecd,2023-03-19T00:00:00Z,11
Q117216172,A Feminist Companion to Tobit and Judith,21BF9F91-CF3F-4662-88B3-4AC16F3B103E,Q113824670,Helen Efthimiadis-Keith,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,c34ac654-703c-4c46-b7b3-fb113bc19917,2023-03-19T00:00:00Z,11
Q117216173,A legacy of learning: essays in honor of Jacob Neusner,A7F1D4BD-E341-46A7-8A09-2E3088D9B715,Q1384317,Jacob Neusner,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,de1dbebf-f236-4cf7-82bf-2fc59af1d26c,2023-03-19T00:00:00Z,11
Q117216173,A legacy of learning: essays in honor of Jacob Neusner,FC049BA6-E05A-4BF9-9E22-618BD29CDD65,Q93242005,Alan J Avery-Peck,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,364add90-3492-417d-b959-115b63327e70,2023-03-19T00:00:00Z,11
Q117216174,A Most Reliable Witness: Essays in Honor of Ross Shepard Kraemer,6A7AE9AE-7832-44AB-972C-E04677DFB471,Q29855452,Susan Ashbrook Harvey,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,aafabd17-c28e-4412-88eb-442046f81a79,2023-03-19T00:00:00Z,11
Q117216174,A Most Reliable Witness: Essays in Honor of Ross Shepard Kraemer,461C48F6-60E8-4901-97F9-1882ED241BD0,Q87400995,Nathaniel P DesRosiers,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,f4e01524-8091-4cb1-bf56-a76060875904,2023-03-19T00:00:00Z,11
Q117216174,A Most Reliable Witness: Essays in Honor of Ross Shepard Kraemer,F40F26BB-F1CE-40F0-B1A9-7D746425FE07,Q113752712,Shira L Lander,3,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,0363f1a3-bdd4-4e44-a41a-c4fe16f9db78,2023-03-19T00:00:00Z,11
Q117216174,A Most Reliable Witness: Essays in Honor of Ross Shepard Kraemer,A611DBC1-F98C-45C3-B8B6-A1D7A87A2F69,Q113835684,Daniel Ullucci,5,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,c0dfba76-2dbd-431a-ac18-4d178c5127f1,2023-03-19T00:00:00Z,11
Q117216176,A scientific humanist : studies in memory of Abraham Sachs,A1621F77-E6D8-41AF-8703-F25F32F07E87,Q59532288,Erle Leichty,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,f7f7d140-a0ca-442c-804d-b5ec7c8666e7,2023-03-19T00:00:00Z,11
Q117216183,An Eerdmans Reader in Contemporary Political Theology,3AB75E3A-8DF0-43B1-AF54-87C4A5E8B5C0,Q16976629,William T Cavanaugh,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,fb418db8-895a-4acc-bc2f-9430258c2752,2023-03-19T00:00:00Z,11
Q117216183,An Eerdmans Reader in Contemporary Political Theology,D6D402AD-8491-47DF-BB11-D8B7F9B05003,Q112397014,Craig Hovey,3,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,0ba5b5c2-66fc-4deb-a899-ed99bc6e92fe,2023-03-19T00:00:00Z,11
Q117216185,Analogie und Differenz: das dynamische Verhältnis von jüdischer und christlicher Liturgie,3FED49DC-1E53-40A0-80C4-E10799C78882,Q113845909,Claudia D Bergmann,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,57ca32d7-8234-4371-a3b0-ad505fc36ca5,2023-03-19T00:00:00Z,11
Q117216185,Analogie und Differenz: das dynamische Verhältnis von jüdischer und christlicher Liturgie,C22C19FB-1C6B-4CBE-91DB-E1FA8BD048AD,Q816972,Benedikt Kranemann,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,f222c757-822b-4b4c-8c2d-88f0b05190b6,2023-03-19T00:00:00Z,11
Q117216186,"Ancient manuscripts in digital culture: visualisation, data mining, communication",2679B03B-751A-4CAB-8A56-DF381757F2D7,Q926654,Claire Clivaz,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,f90feb1e-6219-4652-a8c2-0d8d83d8eac7,2023-03-19T00:00:00Z,11
Q117216189,Anselm Academic study Bible,C18B038C-75CF-436F-883C-E18013808C91,Q93232554,Carolyn Osiek,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,92433096-4098-457f-95db-2c19e0597337,2023-03-19T00:00:00Z,11
Q117216189,Anselm Academic study Bible,8ECBBA58-5F8C-4D2B-A203-85EA98686D08,Q58099619,Leslie J Hoppe,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,ac58aef1-a6fc-48cb-b85a-9d7b1b6dd5c5,2023-03-19T00:00:00Z,11
Q117216189,Anselm Academic study Bible,836AC995-2BA4-44B3-8672-E97846D1F222,Q4749053,Amy-Jill Levine,3,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,d4735846-73d1-4111-b96b-a3137e9ef870,2023-03-19T00:00:00Z,11
Q117216190,Anti-Judaism and the Gospels,27A4A1DE-2177-433C-91E2-DCAAFB2EAB8D,Q86835698,William R Farmer,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,fe7e73da-2c00-4e7e-b455-a52a3912694a,2023-03-19T00:00:00Z,11
Q117216194,Approaching Yehud new approaches to the study of the Persian period,6C71866E-DE4B-4939-8FF4-DE8B67B36408,Q112394074,Jon L Berquist,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,2becd420-58ac-42d6-8dd2-3ae6d71be448,2023-03-19T00:00:00Z,11
Q117216195,Are we amused?: humour about women in the biblical worlds,E5898C6E-A2CC-4D3A-941D-B97730450099,Q12410470,Athalya Brenner,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,dbb728e2-c010-40ef-a2c0-f0df8b8ede2e,2023-03-19T00:00:00Z,11
Q117216203,Best advice: wisdom on ministry from 30 leading pastors and preachers,F5261734-669D-4781-95BC-D0AA3BC3E846,Q113730825,William J Carl,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,04d8c326-e474-4c42-8d65-c57153d7f0a8,2023-03-19T00:00:00Z,11
Q117216205,Between Capital and Cathedral: Essays on Church-State relationships,699384B3-A301-4C5D-A4AF-EBEA8F0C2218,Q57416227,Wessel Bentley,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,13bfb87c-ca9a-476b-94f4-e45cdbb8173e,2023-03-19T00:00:00Z,11
Q117216205,Between Capital and Cathedral: Essays on Church-State relationships,DB5110B9-AC28-4E8D-8663-5193F3A99B8C,Q5279275,Dion A Forster,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,5136beda-e03b-48b2-821b-5366523ce476,2023-03-19T00:00:00Z,11
Q117216208,Between Foucault and Derrida,4A1C467C-147B-4B13-AE29-6A7E73078537,Q113821538,Vernon W Cisney,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,93a5994f-5067-4ead-beef-68f544242e7e,2023-03-19T00:00:00Z,11
Q117216208,Between Foucault and Derrida,2F4895B7-E140-4EE5-84A0-AD0A415CD566,Q92432333,Nicolae Morar,3,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,31d19084-0f70-4f04-81e9-7763536ca0bd,2023-03-19T00:00:00Z,11
Q117216211,"Beyond Babylon: art, trade, and diplomacy in the second millennium B.C.",6FCFEA46-2AFD-4A1B-B33B-181D259376A4,Q16725750,Joan Aruz,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,5b966104-ac83-4cc0-abc9-a50099cc1b95,2023-03-19T00:00:00Z,11
Q117216211,"Beyond Babylon: art, trade, and diplomacy in the second millennium B.C.",8EB1F3A4-F4C0-468E-A1A6-FBFA0E38AFDA,Q113834594,Kim Benzel,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,bac28bd3-ee9f-4a8e-a660-40bf3c324259,2023-03-19T00:00:00Z,11
Q117216213,Beyond Hatti: A Tribute to Gary Beckman,029869C8-1D18-4700-9F96-6946FB6499F0,Q106577759,Billie Jean Collins,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,c6fcd4cb-04b3-4831-bb36-2fef7a768129,2023-03-19T00:00:00Z,11
Q117216213,Beyond Hatti: A Tribute to Gary Beckman,DED64761-A8A1-41C0-903C-1D49D627726E,Q94508639,Piotr Michalowski,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,ddf69c8d-4695-4696-b1a5-07aa102512a8,2023-03-19T00:00:00Z,11
Q117216214,Beyond slavery : overcoming its religious and sexual legacies,55040A45-682C-4047-B656-3D83B5733BD4,Q4892782,Bernadette J Brooten,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,ee978289-14a7-458d-98bc-b90f4484cba4,2023-03-19T00:00:00Z,11
Q117216216,Bible World: Essays in Honor of Cyrus H. Gordon,266EDB09-4AEA-4862-B922-FFC1089E6410,Q25999465,Gary Rendsburg,,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,3d08bf33-84ad-43fa-99a4-351fe321528d,2023-03-19T00:00:00Z,11
Q117216217,"Biblical essays in honor of Daniel J. Harrington, SJ, and Richard J. Clifford, SJ : opportunity for no little instruction",68F7135B-DDF9-4989-8D9F-0DE3242EE8A8,Q59610740,Thomas Stegman,1,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,f23c25c8-f5be-4dca-aaf3-a3a4f5ebceec,2023-03-19T00:00:00Z,11
Q117216217,"Biblical essays in honor of Daniel J. Harrington, SJ, and Richard J. Clifford, SJ : opportunity for no little instruction",012C534D-6D94-4747-A4C0-F99629B4E08C,Q113828660,Christopher G Frechette,2,59a7a5486c1c7d5105791b44178fd59116efcc97,,Q114403967,ddb2ed3b-32bd-490e-9d1e-c50b1f14ce24,2023-03-19T00:00:00Z,11
