Key,skipped,Divinity Faculty,Publication Year,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,Item Type,Title
125,,"Segovia, Fernando F.",1996,0-664-22083-5,,,,,1996,5/21/14 18:40,5/21/14 18:40,,,,,,,,,,,,,Westminster John Knox Press,"Louisville, Ky",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001236406&site=ehost-live&scope=cite,,Traditions criticism; Bible. John; Bible. New Testament --Study,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Exploring the Gospel of John
126,,"Morrill, Bruce T.",2008,978-1-84730-025-6,,,,"Answers the need for an eminently readable, accessible yet erudite introduction to Catholic Theology. Its twenty-six chapters outline key areas of contemporary Catholic theology and provide a broad overview and succinct introduction to contemporary issues and challenges facing Catholic theologians. This first book in the Exploring series is ideal for students of theology, for non-specialist readers with a general interest in theology as well as those studying programmes which equip them to teach Religious Education in the primary and post-primary school context.  The style is readable and engaging. The content is focused and refreshingly clear. The chapters, written by experts from Ireland, the UK and the USA, will make a serious contribution to the demystification of Catholic theology in the minds of many students, as well as its accessibility to a wider student and general audience.",10/6/08,10/30/14 17:31,10/30/14 17:31,,,,,,,,,,,,,Veritas Publications,Dublin,English,,,,,Amazon.com,,,,,http://www.amazon.com/Exploring-Theology-Making-Catholic-Tradition/dp/1847300251,,,"Hession, Anne; Kieran, Patricia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Exploring Theology: Making Sense of the Catholic Tradition
127,,"Azzoni, Annalisa",2014,,,,,,2014,1/31/18 22:06,1/31/18 22:08,,,,,,,,,Studies in Ancient Oriental Civilization,68,,,Oriental Institute of the University of Chicago,Chicago,,,,,,,,,,,,,,"Kozuh, Michael G.; Henkelman, Wouter F.; Jones, Charles E.; Woods, Christopher; Stolper, Matthew W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Extraction & Control: Studies in Honor of Matthew W. Stolper
128,,"Michelson, David A.",2019,,,,,"Over the past century, the work of Peter R.L. Brown has repeatedly broken new ground as a model for understanding the centrality of religion in the Mediterranean cultures of Late Antiquity and the Middle Ages. This article is the introduction to a special issue of Études byzantines et post-byzantines in honor of Peter Brown. The article summarizes the findings of essays by an international group of scholars whose work both refines and challenges Brown’s legacy.",2019,7/27/21 22:39,6/30/22 18:46,7/27/21 22:39,,,,,,,Introduction,Études Byzantines et Post Byzantines,"new series, vol. I",,,Heidelberg: Herlo Verlag UG,Heidelberg,en_US,,,,,ir.vanderbilt.edu,,,,C:\Users\xus12\Zotero\storage\L6SHPBK4\Guran and Michelson - 2019 - Introduction Dynamics of Faith and Community arou.pdf; C:\Users\xus12\Zotero\storage\LTUNHQQF\16324.html,,,,"Guran, Petre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Faith and Community around the Mediterranean: In Honor of Peter R. L. Brown,"
129,,"Floyd-Thomas, Stacey",2021,978-1-60833-905-1,,,,"""Essays by religious scholars and activists assess the lessons of the Trump era, both for the nation and the religious community""--",2021,6/30/21 16:28,6/30/21 16:29,,,,,,,,,,,,,Orbis Books,"Maryknoll, New York",English,,,,,Open WorldCat,,,,,,,,"De La Torre, Miguel A",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Faith and reckoning after Trump
130,,"Rieger, Joerg",2017,,,,,"For many people of faith, the election of Donald Trump represents not just a political crisis -- a threat to our republic and a danger for the entire world -- but also a confessional crisis, a moment that calls into question the deepest meaning of our religious claims and values. Reflections by notable religious scholars, ministers, and activists address this crisis. With chapters treating issues of gender, race, disability, LGBT justice, immigration, the environment, peace, and poverty, the contributors seek to name our situation and to set forth an agenda for faith and resistance.",2017,9/30/20 16:34,9/30/20 16:38,9/30/20 16:34,,,,,,,,,,,,Orbis Books,"Maryknoll, New York",en,,,,,,,,,C:\Users\xus12\Zotero\storage\VESAI63H\fulldisplay.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Faith and resistance in the age of Trump
131,,"Rieger, Joerg",2014,978-0-9819921-5-0,,,,"The Best of Zion's Herald and The Progressive Christian, 2000-2011",10/1/14,6/26/18 16:52,12/11/18 17:08,,,,,,,,,,,,,Rider Green Book Publishers,"North Berwick, ME",English,,,,,Amazon,,,,,https://www.amazon.co.uk/Faith-Common-Good-Progressive-Christian/dp/0981992153,,,,,,,,"Swecker, Stephen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Faith and the Common Good: The Best of Zion's Herald and The Progressive Christian, 2000-2011"
132,,"Rieger, Joerg",2002,,,,,,2002,6/28/18 17:17,6/28/18 17:19,,,,,,,,,,,,,World Alliance of Reformed Churches,,,,,,,,,,,,,,,"Duchrow, Ulrich",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Faith Communities and Social Movements Facing Globalization: International and Interfaith Colloquium 2000 on Faith-Theology-Economy
133,,"Miller-McLemore, Bonnie",2015,978-1-77064-799-2,,,,,2015,3/21/16 20:16,5/10/16 14:49,,,,,,,,,,,,,CopperHouse,"Kelowna, BC",English,,,,,WorldCat Discovery Service,,,,,,,,"Csinos, David M.; Bray, Melvin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Faith forward. Volume 2, Re-imagining children's and youth ministry"
134,,"Rieger, Joerg",2020,978-93-88945-81-3,,,,,2020,8/18/21 17:30,8/18/21 17:32,,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,"Vinayarāj, Vai. T̲t̲i",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Faith in the age of empire: Christian doctrines in a postcolonial sensibility
135,,"Floyd-Thomas, Juan Marcial",2020,978-1-72525-716-0 978-1-72525-717-7,,,,,2020,6/23/21 20:15,6/23/21 20:16,,,,,,,,,,,,,,,English,,,,,Open WorldCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Faith, class, and labor: intersectional approaches in a global context"
136,,"Knight, Douglas A.",2002,1-58684-218-8,,,,"$$C Contents: $$V The decline of academic theology at Göttingen / Gerd Lüdemann -- A ŗofessor of theology is no ""normal"" university teacher / Gerhard Besier -- Bruce D. Chilton -- Hypocrisy and the New Testament / Philip R. Davies -- The end of a great tradition? / Robert W. Funk -- Academic freedom and the plight of German theological studies / Douglas A. Knight -- Academic theology in Germany / Reinhard G. Kratz -- Wissenschaftliche Theologie in Deutschland / Reinhard G. Kratz -- Bernhard Lang -- The gentilemen's agreement / Amy-Jill Levine -- Jacob Neusner -- Vocational school, professor Lüdemann and the university / Stephen B. Presser -- Robert M. Price -- A Catholic perspective on protestant Göttingen / William Shea -- Donald Wiebe -- Response. This theology is not an academic discipline / Gerd Lüdemann -- Reply from the theological faculty of the University of Rostock -- Whither theology? / Gerd Lüdemann -- Kirche der Scheinheiligen -- Statement (10.02.1999) of the Dean in regard to the academic position to be held by professor Dr. Gerd Lüdemann -- ... -- Christianity untrue says teacher / Ray Waddle -- Nonbeliever has an unlikely following at First Presbyterian / Ray Waddle -- Gerd Lüdemann / Rob Simbeck.",2002,1/8/15 19:28,1/8/15 19:29,,,,,,,,,Academic studies in religion and the social order ^A1119449,,,,Global Publications,"Binghamton, NY",eng,,,,,Primo,BS2351 .L834 F358 2002,,,,,,"Academic freedom; Bible scholars (New Testament); Biblical scholars (New Testament); Educational freedom; Freedom, Academic; Lüdemann, Gerd; Luedemann, Gerd; New Testament scholars; New Testament scholars Germany Biography; Scholars, New Testament","Lüdemann, Gerd; Neusner, Jacob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Faith, truth, and freedom : the expulsion of professor Gerd Lüdemann from the theological faculty at Göttingen University : symposium and documents / edited by Jacob Neusner."
137,,"Rieger, Joerg",,978-2-8254-1755-3,,,,"Published to commemorate the 50th anniversary of the WCC’s Programme on Interreligious Dialogue and Cooperation, this volume celebrates a common confidence that dialogue can be linked to liberation in ways that can be both faithful and fruitful. From the Introduction: “The heartbeat of this book is its concern to reimagine interreligious dialogue as a “dialogue of and for life” by interlinking it with liberation. What drives it is a passion that seeks to hold together two distinct concerns that emerged within theological thinking during the latter half of the 20th century and have since freed theological imagination in manifold ways.”",,6/28/22 20:39,6/28/22 20:42,6/28/22 20:39,,,,,,,,,,,,World Council of Churches,,en,,,,,,,,,C:\Users\xus12\Zotero\storage\6L2LNTRL\faiths-seeking-justice.html,,,,Peniel Jesudason Rufus Rajkumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Faith(s) Seeking Justice World Council of Churches
138,,"Andrews, Dale P.",2013,978-0-664-23540-6,,,,"$$Ccontents$$VVolume 1. Chapters 1-13 -- Volume 2. Chapters 14-18., $$Cbibliography_note$$VIncludes bibliographical references.",2013,10/11/16 17:45,6/29/20 18:12,,,,,,,,,,,,,Westminster John Knox Press,"Louisville, Kentucky",eng,,,,,discoverlibrary.vanderbilt.edu,"BS2575.52 .F37 2013 v.2, BS2575.52 .F37 2013 v.1",,,,,,Bible. Matai den; Bible. Matai ni yoru fukuinsho; Bible. Matʻae pogŭm; Bible. Matius; Bible. Mattá; Bible. Matteo; Bible. Matthäusevangelium; Bible. Matthieu; Bible. New Testament. Matai den; Bible. New Testament. Matai ni yoru fukuinsho; Bible. New Testament. Matʻae pogŭm; Bible. New Testament. Matius; Bible. New Testament. Mattá; Bible. New Testament. Matteo; Bible. New Testament. Matthäusevangelium; Bible. New Testament. Matthew; Bible. New Testament. Matthieu; Evangelie volgens Matteus; Evangelie volgens Matthéüs; Matai den; Matai ni yoru fukuinsho; Matʻae pogŭm; Matius (Book of the New Testament); Mattá; Matteo (Book of the New Testament); Matteus; Matthäusevangelium; Matthéüs; Matthew (Book of the New Testament); Matthieu (Book of the New Testament); nnea Bible. N.T. Matthew; Bible. Matthew; Bible. Matthew Commentaries; Commentaries,"Jarvis, Cynthia A.; Johnson, E. Elizabeth",,,,,,,,,,,,,,,,,,,First edition.,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Feasting on the Gospels: a feasting on the word commentary. Matthew
139,,"McClure, John S.",2008,978-0-664-23096-8,,,,"$$CContents: $$VYear A, v. 1 : Advent through Transfiguration -- Year A, v. 2 : Lent through Eastertide -- Year A, v. 3 : Pentecost and Season after Pentecost 1 (Propers 3-16) -- Year B, v. 1 : Advent through transfiguration -- Year B, v. 2 : Lent through Eastertide -- Year B, v. 3 : Pentecost and Season after Pentecost 1 (Propers 3-16) -- Year B, v. 4 :Season after Pentecost 2 (Propers 17 : Reign of Christ) -- Year C, v. 1 : Advent through transfiguration -- Year C, v. 2 : Lent through Eastertide -- Year C, v.3 : Pentecost and Season after Pentecost 1 (Propers 3-16) -- Year C, v.4 : Season after Pentecost 2 (Propers 17 : Reign of Christ)., John Louis Kesler Circulating Library.",2008,5/1/14 19:03,11/18/14 22:18,,,,,,,,,,,,,Westminster John Knox Press,Louisville,eng,,,,,Primo,"BV4235 .L43 F43 2008 Year B v.1, BV4235 .L43 F43 2008 Year B v.2, BV4235 .L43 F43 2008 Year B v.3, BV4235 .L43 F43 2008 Year B v.4, BV4235 .L43 F43 2008 Year C v.1, BV4235 .L43 F43 2008 Year C v.2, BV4235 .L43 F43 2008 Year C v.4, BV4235 .L43 F43 2008 Year C v.3, BV4235 .L43 F43 2008 Year A v.1, BV4235 .L43 F43 2008 Year A v.2, BV4235 .L43 F43 2008 Year A v.3, BV4235 .L43 F43 2008 Year A v.4",,,,,,Lectionary preaching; Common lectionary (1992); Revised common lectionary,"Bartlett, David Lyon; Taylor, Barbara Brown",,,,,,,,,,,,,,,,,,,1st ed.,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Feasting on the Word: preaching the revised common lectionary
140,,"Miller-McLemore, Bonnie",2008,978-0-664-23097-5,,,,,2008,10/20/14 14:25,10/20/14 14:25,,,,,,,,,,,,,Westminster John Knox Press,Louisville,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Lectionary preaching. RELIGION / Christian Ministry / Preaching Lectionary preaching. Genre/Form: Electronic books,"Bartlett, David Lyon; Brown, Barbara Taylor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Feasting on the Word : preaching the revised common lectionary. Year B, v. II"
141,,"Miller-McLemore, Mark",2009,978-0-664-23098-2,,,,"With this new lectionary commentary series, Westminster John Knox offers the most extensive resource for preaching on the market today. When complete, the twelve volumes of the series will cover all the Sundays in the three-year lectionary cycle, along with movable occasions, such as Christmas Day, Epiphany, Holy Week, and All Saints' Day.For each lectionary text, preachers will find four brief essays--one each on the theological, pastoral, exegetical, and homiletical challenges of the text. This gives preachers sixteen different approaches to the proclaimation of the Word on any given occasion.The editors and contributors to this series are world-class scholars, pastors, and writers representing a variety of denominations and traditions. And while the twelve volumes of the series will follow the pattern of the Revised Common Lectionary, each volume will contain an index of biblical passages so that nonlectionary preachers, as well as teachers and students, may make use of its contents.",1/27/09,1/5/15 20:28,7/10/18 19:10,,,,,,,,,,,,,Westminster John Knox Press,Louisville,English,,,,,Amazon.com,,,,,http://www.amazon.com/Feasting-Word-Pentecost-Season-Propers/dp/0664230989/ref=sr_1_7?ie=UTF8&qid=1420489325&sr=8-7&keywords=feasting+on+the+word+year+b,,,"Bartlett, David L.; Taylor, Barbara Brown",,,,,,,,,,,,,,,,,,,1ST edition,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Feasting on the Word: Year B, Vol. 3: Pentecost and Season after Pentecost 1"
142,,"Townes, Emilie",2001,0-8264-4726-0,,,,,2001,9/24/14 1:33,10/13/14 15:05,,,,,,,,,,,,,Continuum,London,eng,,,,,Primo,BL458 .F457 2001,,,,,,Feminism Religious aspects; nne Women in religion; Religion and women; Women and religion,"Juschka, Darlene M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Feminism in the study of religion : a reader
143,,"Armour, Ellen T.",1997,0-271-01635-3,,,,,1997,5/7/14 19:26,5/7/14 19:36,,,,,,,,,,,,,Pennsylvania State University Press,"University Park, Pa.",,,,,,acorn.library.vanderbilt.edu Library Catalog,B2430 .D484 F46 1997,,,,,,,"Holland, Nancy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Feminist interpretations of Jacques Derrida
144,,"Armour, Ellen T.",2001,0-271-02155-1,,,,,2001,5/7/14 19:15,5/7/14 19:17,,,,,,,,,,,,,Pennsylvania State University Press,"University Park, Pa.",,,,,,acorn.library.vanderbilt.edu Library Catalog,B3279 .H49 F395 2001,,,,,,,"Holland, Nancy; Huntington, Patricia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Feminist interpretations of Martin Heidegger
145,,"Armour, Ellen T.",2004,0-415-25750-6,,,,,2004,5/7/14 19:09,5/7/14 19:10,,,,,,,,,,,,,Routledge,London,,,,,,acorn.library.vanderbilt.edu Library Catalog,BL51 .F357 2004,,,,,,,"Anderson, Pamela Sue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Feminist philosophy of religion: critical readings
146,,"Sasson, Jack",2007,,,,,,2007,12/15/14 15:53,10/7/20 18:30,,,,,v. 97,,,,Wiener Zeitschrift für die Kunde des Morgenlandes,,,,Universität Wien - Institut f Orientalistik,Wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"Festschrift für Hermann Hunger, zum 65. Geburtstag gewidmet von seinen Freunden, Kollegen, und Schülern"
147,,"Hudnut-Beumler, Jim",1999,978-0-7619-9037-6,,,,,1999,6/14/18 19:58,6/14/18 20:00,,,,,,,,,,,,,AltaMira Press,"Walnut Creek, CA",English,,,,,acorn.library.vanderbilt.edu Library Catalog,BV772 .F47 1999,,,,,,,"Chaves, Mark; Miller, Sharon L.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Financing American religion
148,,"Levine, Amy-Jill",2011,978-1-60608-989-7,,,,"$$Ccontents$$VA remembrance -- List of contributors -- Carolyn Osiek, R.S.C.J.: a bibliography -- Abbreviations -- Introduction / David Balch, Jason T. Lamoreaux -- The river of life / Sharon Karam -- Part one: Visual and oral documents. Values of Roman women including priests visually represented in Pompeii and Herculaneum / David Balch -- The art of translating for oral performance / David Rhoads -- Part two: Synoptic documents and Acts. God as ""father"" in Matthew: imperial intersections / Warren Carter -- A man's place in Matthew 19:3-15: creation and kingdom as transformative space of identity / Halvor Moxnes -- ""This widow keeps bothering me"" / Any-Jill Levine -- Symposiac humor in Luke 14:1-24 / Terri Bednarz -- The women householders of Acts in light of recent research on families / Margaret Y. MacDonald -- Part three: Johannine documents. Birthed from the side of Jesus (John 19:34) / Barbara Reid -- History and theology in the Johannine presentation of the causes for the death of Jesus: John 11:45-53 as convergence point / Donald Senior -- Til death do us part: uniting social-scientific and narrative criticism in Johannine exegesis / Jason L. Merritt -- Part four: Pauline documents. Seen but not heard: women prophets in Caesarea / Laurie Brink -- Two visions of the Lord: a comparison of Paul's revelation to his opponents' revelation in 2 Corinthians 12:1-10 / Jeremy W. Barrier -- Part five: Early church documents. Tertullian's reception of Paul's instructions about women / Adela Yarbro Collins -- Women's ordination in Hippolytus' commentary On the Song of Songs, and the question of provenance / Yancy W. Smith., $$Cbibliography_note$$VIncludes bibliographical references and indexes., $$Cbibliography_note$$VCarolyn Osiek, R.S.C.J.: a bibliography--p.xiii-xxix.",2011,11/1/16 19:45,11/1/16 19:46,,,,,,,,,Princeton theological monograph series 150. ^A99019,,,,Pickwick Publications,Eugene,eng,,,,,discoverlibrary.vanderbilt.edu,BS2545 .W65 F56 2011,,,,,,"Women in the Bible; Women in Christianity History Early church, ca. 30-600; Osiek, Carolyn; Osiek, Carolyn Bibliography; Rome Social life and customs","Osiek, Carolyn; Balch, David L.; Lamoreaux, Jason T.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Finding a woman's place:  essays in honor of Carolyn Osiek
149,,"Rieger, Joerg",2000,,,,,,2000,6/28/18 18:19,6/28/18 18:21,6/28/18 18:19,,,,,,,,,,,,"Northaven United Methodist Church,","Dallas, TX",,,,,,,,,,C:\Users\xus12\Zotero\storage\F5NP863P\view.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Finishing the Journey: Questions and Answers from United Methodists of Conviction
150,,"Sasson, Jack",1994,,,,,"French, German and English., Other title: &nbsp;<span class=""searchword"">Recueil</span> <span class=""searchword"">d</span>'<span class=""searchword"">études</span> <span class=""searchword"">à</span> <span class=""searchword"">la</span> <span class=""searchword"">mémoire</span> <span class=""searchword"">de</span> <span class=""searchword"">Maurice</span> <span class=""searchword"">Birot</span>",1994,12/16/14 13:46,12/16/14 13:52,,,,,3,,,,Mémoires de N.A.B.U.,,,,Société pour l'étude du Proche-Orient ancien,Paris,fre;ger;eng,,,,,Primo,DS44 .F567 1994,,,,,,"Middle East Antiquities; Birot, Maurice","Charpin, Dominique; Durand, J.-M.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Florilegium marianum II : recueil d'études à la mémoire de Maurice Birot / textes réunis par Dominique Charpin et Jean-Marie Durand.
151,,"Marbury, Herbert",2012,978-0-567-62894-7,,,,,2012,10/22/14 15:01,10/22/14 15:03,,,,,,,,,,,,,T & T Clark,London,eng,,,,,Primo,BS1171.3 .F638 2012,,,,,,"Judaism, Hellenistic; Antico Testamento; Bible. Antico Testamento; Bible. Hebrew Bible; Bible. Hebrew Scriptures; Bible. Kitve-ḳodesh; Bible. Miḳra; Bible. Palaia Diathēkē; Bible. Pentateuch, Prophets, and Hagiographa; Bible. Phanthasanyā D̄œm; Bible. Sean-Tiomna; Bible. Stary Testament; Bible. Tanakh; Bible. Tawrāt; Bible. Torah, Neviʼim u-Khetuvim; Bible. Torah, Neviʼim, Ketuvim; Bible. Velho Testamento; Hebrew Bible; Hebrew Scriptures; Kitve-ḳodesh; Miḳra; nnea Bible. O.T; Old Testament; Palaia Diathēkē; Pentateuch, Prophets, and Hagiographa; Sean-Tiomna; Stary Testament; Tanakh; Tawrāt; Torah, Neviʼim u-Khetuvim; Torah, Neviʼim, Ketuvim; Velho Testamento; Bible. Old Testament Historiography; Bible History of inter-testamental events; Hellenistic Judaism; Jews History 586 B.C.-70 A.D; Jews History 586 B.C.-70 A.D. Historiography; Judaism History Greco-Roman period, 332 B.C.-210 A.D; Judaism History Inter-testamental period, 140 B.C.-30 A.D; Judaism History Post-exilic period, 586 B.C.-210 A.D; Judaism History Pre-Talmudic period, 586 B.C.-10 A.D","Berquist, Jon L.; Hunt, Alice",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Focusing Biblical Studies: The Crucial Nature of the Persian and Hellenistic Periods: Essays in Honor of Douglas A. Knight
152,,"Sasson, Jack",2004,978-88-901286-8-4,,,,,2004,12/15/14 16:58,5/1/15 18:01,,,,,9,,,,History of the ancient Near East. Studies,,,,Sargon editrice e libreria,Padova,Italian,,,,,Amazon.com,,,,,http://www.amazon.com/Food-Identity-Ancient-World-History/dp/8890128682,,,"Grottanelli, Cristiano; Milano, Lucio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Food and Identity in the Ancient World
153,,"Townes, Emilie",1995,1-878009-25-7,,,,,1995,10/13/14 13:26,10/13/14 13:26,,,,,,,,,,,,,Order of Saint Luke Publications,"Akron, Ohio",English,,,,,OCLC WorldCat FirstSearch,,,,,,,Devotional calendars; United Methodist Church (U.S.),"Guthrie, Clifton F.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,For all the saints: a calendar of commemorations for United Methodists
154,,"Miller-McLemore, Bonnie",2008,0-8028-3744-1,,,,,2008,10/14/14 2:24,11/30/22 20:27,,,,,,,,Practical theology and pedagogy,,,,,William B Eerdmans Pub,"Grand Rapids, Mich",English,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001770017&site=ehost-live&scope=cite,,"Ministry--Study; Practice (Theology); Theological education--Methods; Theological seminaries--Curriculum; Theology, Practical--Study","Bass, Dorothy; Dykstra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"For life abundant : practical theology, theological education, and Christian ministry"
155,,"Seow, C.L.",1995,0-8028-0790-9,,,,,1995,10/10/14 22:38,10/21/14 17:08,,,,,,,,,,,,,William B. Eerdmans Pub. Co.,"Grand Rapids, Mich.",,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001212954&site=ehost-live&scope=cite,,Bible. Ecclesiastes; Autobiographies,"Beck, Astrid B.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Fortunate the Eyes That See: essays in honor of David Noel Freedman in celebration of his seventieth birthday
156,,"Knight, Douglas A.",2010,978-1-58983-533-7,,,,,2010,5/20/14 16:08,5/23/14 16:42,,,,,,,,,Society of Biblical Literature: Biblical Scholarship in North America,,,,Society of Biblical Literature,Atlanta,,,,,,EBSCOhost,,,,,http://search.ebscohost.com/login.aspx?direct=true&db=nlebk&AN=411107&site=ehost-live&scope=cite,,RELIGION / Biblical Studies / Bible Study Guides,"Richards, Kent Harold; Miller, Charles William; Ames, Frank Ritchel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Foster Biblical Scholarship : Essays in Honor of Kent Harold Richards
157,,"Levine, Amy-Jill",2018,978-1-61249-496-8,,,,,2018,6/11/20 18:53,6/11/20 18:53,,,,,,,,,,,,,Purdue University Press,"West Lafayette, Indiana",eng,,,,,catalog.library.vanderbilt.edu,,,,,,,"Electronic books; Bible Old Testament; Greenspoon, Leonard J (Leonard Jay); Translating","Barker, James W.; Le Donne, Anthony; Lohr, Joel N.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,Found in translation: essays on Jewish Biblical translation in honor of Leonard J. Greenspoon
158,,"Floyd-Thomas, Juan Marcial",2013,1-4384-4725-6,,,,,2013,5/20/14 18:51,12/16/14 19:25,,,,,,,,,,,,,State University of New York Press,Albany,,,,,,acorn.library.vanderbilt.edu Library Catalog,E185.61 .F9158 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,From Every Mountainside: Black Churches and Civil Rights Beyond the Southern Movement
159,,"Floyd-Thomas, Juan Marcial",2013,978-1-4384-4726-1,,,,,2013,11/22/22 18:05,11/22/22 18:05,,,,,,,,,,,,,,,English,,,Scopus,,Scopus,,,,C:\Users\xus12\Zotero\storage\ES89VI4U\display.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,From Every Mountainside: Black Churches and the Broad Terrain of Civil Rights
160,,"Miller-McLemore, Bonnie",2008,978-0-8028-4002-8,,,,,2008,10/14/14 2:23,10/14/14 2:23,,,,,,,,,,,,,William B. Eerdmans Pub. Co.,"Grand Rapids, Mich.",English,,,,,OCLC WorldCat FirstSearch,,,,,,,"Pastoral theology. Theology, Practical. Pastoral theology. Theology, Practical","Cole, Allan Hugh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,From midterms to ministry: practical theologians on pastoral beginnings
161,,"Marbury, Herbert",2002,0-313-01656-9,,,,"Covering the very beginnings of Western civilization, this biographical dictionary introduces readers to the great cultural figures of the ancient world, including those who contributed significantly to architecture, astronomy, history, literature, mathematics, philosophy, painting, sculpture, and theology. While focusing on great cultural figures of the Mediterranean basin, such as Homer, Sophocles, and Aristophanes, the volume also includes those who impinged on Greco-Roman Civilization such as Hannibal Barca and King Darius of Persia. Showing how the era's intellectual milieu was interwoven.",2002,10/30/14 13:37,7/1/20 17:00,,,,,,,,,,,,,Greenwood Publishing Group,"Westport, Conn",eng,,,,,Primo,D54,,,,,,"E-Books; Ebooks; Electronic books; Internet books (Electronic publications); Online books; Web books (Electronic publications); World Wide Web books (Electronic publications); Ancient history; Ancient world history; History, Ancient; History, Ancient Dictionaries","Traver, Andrew G.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,book,"From polis to empire, the ancient world, c. 800 B.C.-A.D. 500 a biographical dictionary"
