qid,label_en,author_string_uuid,author_string,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q111638695,The 1918 Influenza Pandemic in Literature and Memory,E0E81259-AA8F-4B80-A79D-EFE8C0B6BD1A,Caroline Louise Hovanec,d60dee044d9fb9d41f3ada33f935bce70bb1f973,http://hdl.handle.net/1803/12501,0bac83bf-85b7-45e8-a1f6-c014015504b5,2022-02-18T00:00:00Z,11
Q111638696,Distributed and Adaptive Parallel Computing for Computational Finance Applications,9BD6E7C9-998B-4337-983A-0239A5502A57,Pooja Varshneya,196ecf50f33c60b6f43e1b05411f09a750e3cf2d,http://hdl.handle.net/1803/12502,9f5a803d-4599-49fa-8d1b-2977879053af,2022-02-18T00:00:00Z,11
Q111638698,Behavioral and neural indices of auditory temporal processing in children with autism spectrum disorders,FF3C8BA1-B381-42CF-9F34-A531DC95AFC6,Jennifer H Foss-Feig,45730a0f09b5b6d6f22f44a4fb62cdbe640ac191,http://hdl.handle.net/1803/12503,a37ccf74-8f23-4057-8a82-f20126ba82b1,2022-02-18T00:00:00Z,11
Q111638699,"The Indestructible Bond of Blood: Foreign Perceptions, Caricatures, and Visual Culture in the Mexican Press, 1898-1921",5C956ECC-8566-4879-94D4-C65B1A104A0E,Christian Rocha,b2de55fb42d99ed29b5409434ff210a7d2e15417,http://hdl.handle.net/1803/12504,5c306c99-ce13-442b-9aea-f1310657f200,2022-02-18T00:00:00Z,11
Q111638700,Wire-Actuated Parallel Robots for Cochlear Implantation with In-vivo Sensory Feedback,022539E7-9F46-447E-9AB5-2EDE85EABF82,Jason Anthony Pile,b6bc6e9fc94134b44376e225fc22141548938132,http://hdl.handle.net/1803/12505,afac3ab9-f5dc-4cb6-9160-2d7d45e27758,2022-02-18T00:00:00Z,11
Q111638701,Social Learning Pathways in the Intergenerational Transmission of Risk for Chronic Pain and Functional Impairment from Parents to Offspring,009C4E6F-2871-410F-8B12-22DA624F025F,Amanda L Stone,a15210f9197767e39403a1477d0182d110295fdb,http://hdl.handle.net/1803/12506,eba07cf7-8b2f-4eac-b241-aaab700b0ad4,2022-02-18T00:00:00Z,11
Q111638702,Essays on the Role of Durables and Financial Frictions in Business Cycles and International Trade,48FDAA22-8F79-47F9-8605-AFDD8B74AE34,Dong Cheng,e9b8ce5218686f351ecbb6c09f6bdfd061cc3aba,http://hdl.handle.net/1803/12507,fe333abe-06fb-4df8-b632-1e12b467ba8e,2022-02-18T00:00:00Z,11
Q111638703,Friendship Integration and Adolescent Mental Health,37F64728-0308-4F9E-A369-7B534C1C1138,Koji Ueno,58beb56d29c3f62d97ec860b2ea6a7454a75f2c4,http://hdl.handle.net/1803/12508,be6e2ae2-7068-4c91-bcbc-0490fbd321cd,2022-02-18T00:00:00Z,11
Q111638706,Effect of Self-regulated Strategy Development Story-writing Instruction: Adult School Volunteers in Action,29FEB5BA-84D0-4187-B408-BDE82791961A,Leslie Ann Rogers,d3a8c0b81faf7507d3d9ddf331eb855da9c3b771,http://hdl.handle.net/1803/12510,ec4a8e85-e085-4acd-ad68-ecde9bd17d38,2022-02-18T00:00:00Z,11
Q111638707,"Coping, Communication, and Adjustment in Pediatric Cancer: The Role of Children's Executive Function",1953C2FA-F45F-4508-AD07-D945CA980501,Erin M Rodriguez,1258a11bc9579448f94d0d77a4bc2ff5bb9eb421,http://hdl.handle.net/1803/12511,af2cb2ee-6d7f-4afa-a873-55bc55021888,2022-02-18T00:00:00Z,11
Q111638708,Anonymization of Longitudinal Electronic Medical Records for Clinical Research,2FF698C8-519D-41C9-BE47-4CCADA68F33C,Acar Tamersoy,f5313ca848ea7f66f1509d59263ad84cac056877,http://hdl.handle.net/1803/12512,36de6849-5de6-4aa0-9764-6e169cd73a10,2022-02-18T00:00:00Z,11
Q111638709,"Examining relationships among teachers’ preparation, efficacy, and writing practices",4D147247-54C8-4DD9-848A-E9DB38D2B9CF,Mary Elisabeth Brindle,64f30fa811c96e9d9cd01988432c2f56bff23e98,http://hdl.handle.net/1803/12513,5cdc67dd-29a9-42e7-b179-04d866e1dfaa,2022-02-18T00:00:00Z,11
Q111638710,Paracrine regulation of glucagon secretion from pancreatic islets,4189D618-E4CF-48AB-BF9B-B229F978CA5B,Amicia Devin Elliott,79bd8d776bcc6d83fcd0642868cc9778f6dbdbf7,http://hdl.handle.net/1803/12514,3cbd0589-0eeb-48fc-a301-6e0bbdb42137,2022-02-18T00:00:00Z,11
Q111638711,Sensitive Molecular Magnetic Resonance Imaging Of Hyperpolarized Contrast Agents In Low Magnetic Fields,BC4FE567-0A6E-4461-890C-4692D31F3A58,Aaron Michael Coffey,ebfba02794b4bf07843685957d1c1a762d1e7f45,http://hdl.handle.net/1803/12515,2b234bd5-9a21-4f4d-9aec-083be8051a1d,2022-02-18T00:00:00Z,11
Q111638712,Surgical Navigation Using Tracked Ultrasound,3C4E6648-B391-4285-8FCA-D20EF8869160,Thomas Steven Pheiffer,69799cebbdb45aa527eb2544585fbc5e41344cd4,http://hdl.handle.net/1803/12516,681738b6-8869-476d-877c-4cdc26735c1a,2022-02-18T00:00:00Z,11
Q111638714,"On the Rhetoric of Defining Confucianism as ""a Religion"": A Hermeneutic Reading of the Controversy on Confucian Religiosity and its Significance to the Understanding of Chinese Tradition and Modernity",8C3D31AD-F0C4-4C8B-BF00-48901D42B025,Yong Chen,08600cbfde06626ba8c133055c12eb9b0fdef78e,http://hdl.handle.net/1803/12517,87035932-9e4e-4370-b7b0-78bbb5ef0cc5,2022-02-18T00:00:00Z,11
Q111638715,In Search of Lost Time: La Notte and the Time-Image,73595C76-E223-4974-AC2B-094406BA343B,Chu-Jiun Alice Chuang,f482b0cfbe4992df3657ec9ac43c6865497a87bb,http://hdl.handle.net/1803/12518,fdc0152b-9696-4994-b471-5257a21fdfe0,2022-02-18T00:00:00Z,11
Q111638716,Orienting and maintenance of gaze in contamination-based OCD: biases for disgust and fear cues,749A6091-036F-41DA-8981-D65AED2A99A0,Thomas Richard Armstrong,075e9ae66db414c0350b0e65cc6930c0145c3496,http://hdl.handle.net/1803/12519,0befe95b-70d5-4bb4-abd7-2363c12ddebc,2022-02-18T00:00:00Z,11
Q111638717,"""Your Wish is My Command"" and Other Fictions: Reluctant Possessions in Richard Burton's ""Aladdin""",6FC9C9EE-3D38-460E-9090-7739B31E6453,Dan Fang,24232881b0557ced2913f760f19903842d7c4afc,http://hdl.handle.net/1803/12520,9bf50b3c-cc4c-4462-be10-2faa12b00045,2022-02-18T00:00:00Z,11
Q111638718,Inappropriate and Excesive Guilt: Measure Validation and Developmental Findings in the Relation to Depression across Development,DC497D86-9EE0-49CD-8B21-9587B7894438,Carlos Emanuel Tilghman-Osborne,8986e573888f484358dbf5c574fbff2bcb3e5370,http://hdl.handle.net/1803/12521,31a46a21-8ed1-485a-8e4f-19801314a8cf,2022-02-18T00:00:00Z,11
Q111638719,"Structural, Behavioral and Functional Modeling of Cyber-Physical Systems",4C9419D8-FAD4-4B59-B272-97E9499520F4,Tamas Szarka,30eb6a36e08947d2e5b2ff24b13a453a8ef60888,http://hdl.handle.net/1803/12522,bba14901-d51b-4eef-bce4-deeef63fe9fc,2022-02-18T00:00:00Z,11
Q111638720,Demystifying alexithymia: An empirical approach and roadmap for remediation,8D18D20C-BF7F-496E-B135-17C98F6E8D1C,Rachel Vickery Aaron,bc29c9882d423e984e0b9d663eec0bac2abbde98,http://hdl.handle.net/1803/12523,1e48a9d1-7f1c-4762-9ae8-c34f0569e489,2022-02-18T00:00:00Z,11
Q111638722,Translingual Home to School Connections: Including Students’ Heritage Languages and Cultural Experiences in the Curriculum through Family eBooks,7D803142-7165-47F9-8730-EF30EAAD9F5F,Mary Ellen Miller,68205e95d75cf98c2f10a608ccf77ac4cf93bdb4,http://hdl.handle.net/1803/12524,46956ec5-0844-4f55-8b14-9e0a06c6f830,2022-02-18T00:00:00Z,11
Q111638723,Properties of stretched 830 EW Aquivion,EAE7C8A3-9070-4F8F-8795-6B0CD74E0831,Remington Eric Fischer,c12d0309eb5a21aa7d5430966db7aa4108c0606c,http://hdl.handle.net/1803/12525,61fd5828-7f60-47a4-bb7d-06f738716e50,2022-02-18T00:00:00Z,11
Q111638724,"Problem Behaviors in Young Children:
The Impact of Hearing Loss and Language Impairment",267ACD9E-561D-4271-8D1C-7DEBBE79D376,Sarah Elizabeth Orfanedes,2e6ee5bc437745fda3a657e85ea8dd814badfe32,http://hdl.handle.net/1803/12526,31de3622-cb30-4687-b519-d6154b1be42d,2022-02-18T00:00:00Z,11
Q111638725,Language as an Identification Resource in Secondary English Teacher Preparation: An Analysis of Discourses,405C8417-5A11-4891-9547-C8F003096FC9,Frank Blake Tenore,f8813950c878b1b7f0c30459327dbffecb77289c,http://hdl.handle.net/1803/12527,d988cf6b-6c0e-4793-9921-6be1b9968984,2022-02-18T00:00:00Z,11
Q111638726,Concept Development through Practice: Preservice Teachers Learning to Teach Writing,E7B92405-BCAE-49D5-B4DC-BD6C4FEC9FD1,Britnie Delinger Kane,129bdfe7a83442efc5d6ffcc8e52afece12291aa,http://hdl.handle.net/1803/12528,e25482fa-280f-4bf1-9391-cfcaea1c1d66,2022-02-18T00:00:00Z,11
Q111638727,Resonant All-Dielectric Optical Metamaterials,5EFAAC39-6AD3-47F9-BC35-86DADEFE072A,Yuanmu Yang,04e79985aa9f27e8f32ce898677d1f4e23052f7c,http://hdl.handle.net/1803/12529,ba5cb064-9d88-4d91-b8d3-44f5ff67d3e9,2022-02-18T00:00:00Z,11
Q111638728,Investigating the Role of Frugivorous Ungulates in Forest Nutrient Cycling,E26CDBAE-374F-466F-A7CF-3B653B034BD5,Kristy Marie Barnes,270d8943680c53048dbdd17fcd3cc051e9d5b834,http://hdl.handle.net/1803/12530,41188809-6ec2-4431-a9c6-8c90b8c6f1a4,2022-02-18T00:00:00Z,11
Q111638730,Essays in International Trade,121507C7-A112-484B-8ECD-41DEC50BEF84,Jason Amare Campbell,b1e3f1c2c5b0c6f0b9fe0c2a195930e9193c8d26,http://hdl.handle.net/1803/12531,415cdf34-143c-4667-8932-ab4fbcc8225b,2022-02-18T00:00:00Z,11
Q111638731,Partisanship and Politics in the U.S. Civil Service,D3E32762-D2DB-4065-9B93-F3471F18A068,Scott Andrew Limbocker,138c1814ae2b1fd948f68434c5a60abfd71b6c28,http://hdl.handle.net/1803/12532,162dbe71-bf3d-4739-bb9d-9ed4169eb39e,2022-02-18T00:00:00Z,11
Q111638733,Algorithms and Techniques for Dynamic Resource Management across Cloud-Edge Resource Spectrum,3FF89322-146E-4547-BDD8-0EACDABA3EF0,Shashank Shekhar,9a667ce13eaa53e3cafac638e6593a0beea5f561,http://hdl.handle.net/1803/12533,7e6208e7-80f0-4d2e-b72e-32f8088c51cb,2022-02-18T00:00:00Z,11
Q111638734,Characterization of the Function and Localization of the Alpha2A-Adrenergic Receptor in the Bed Nucleus of the Stria Terminalis,AD2B96C9-75CF-47C7-B3C3-FB6596891982,Angela Delight Shields,f2b7e4dd6fc90feb359337f9edda36004ef429fa,http://hdl.handle.net/1803/12534,f5d38728-e6e4-4420-9dcc-5188c6696f6c,2022-02-18T00:00:00Z,11
Q111638735,Parsing anhedonia: effort-based decision-making as a translational model of motivational deficits in Major Depressive Disorder,40593495-D5ED-4F90-845D-39752692A542,Michael Tilghman Treadway,447fdf2587eea6fa6a1c518d9bdca13783bd961d,http://hdl.handle.net/1803/12535,9c9eae95-b498-4dc8-9767-cfaf541030a9,2022-02-18T00:00:00Z,11
Q111638736,Chemotherapy Plan Abstraction Method,313B6686-0002-4377-B23B-A938A3D7A3F2,Haresh Lokumal Bhatia,a256f630b9a496bfbf1883daec9b4213458edebc,http://hdl.handle.net/1803/12536,e7070d5a-28ba-4c1c-9b88-c27d70774f97,2022-02-18T00:00:00Z,11
Q111638737,The Detection and Functional Contribution of ALCAM in Cancer Progression,06A91554-DB7B-497A-B99C-2E72D35D628E,Amanda Georgia Hansen,2cb01ce6c9304027181cd4cd35464391e5cd99f6,http://hdl.handle.net/1803/12537,e3d6d0d3-d37a-4295-b6d7-ec64f4c77a47,2022-02-18T00:00:00Z,11
Q111638739,Development and Application of Dendritic Systems for Targeted Intracellular Delivery,47447B1E-6F24-4943-B3EB-7F43B3782044,Artez Laurant Sims,6964b9d5dacbb47e48da408ab1861bc707a0d591,http://hdl.handle.net/1803/12538,3e274d24-bf14-4239-8e49-cf09d0fbac1e,2022-02-18T00:00:00Z,11
Q111638740,Iconoclash: Transfiguring the Icon in <i>The Spoils of Poynton</i>,A2C72C44-CFEC-4818-B280-017D120741EF,Wietske Maria Smeele,2867bc450550da0c8d8197594e711356c340427e,http://hdl.handle.net/1803/12539,488d642c-a23e-4337-b368-a97e3df4abab,2022-02-18T00:00:00Z,11
Q111638743,Active Learning for Named Entity Recognition in Clinical Text,DAC712A0-387C-415D-B46C-D221C2F04914,Yukun Chen,b27d751830199a9a7e4e662a0e6fc00d46346268,http://hdl.handle.net/1803/12541,c0ebbbec-d403-4666-9812-97c47e21932b,2022-02-18T00:00:00Z,11
Q111638744,"Legibility and Empire: Mediating the Inka Presence in Huarochirí Province, Peru",CD17A335-B017-43E4-98F1-A869698E295E,Carla Cecilia Hernández Garavito,176cd6412fa233c4d6760cf2aca762fd2715f363,http://hdl.handle.net/1803/12542,55fbee4c-b142-4b2f-807a-b415d6c4550c,2022-02-18T00:00:00Z,11
Q111638745,"Armor, Heirloom, Bauble: Three Case Studies on Tibetan Jewelry",9725B257-56A4-4C74-BE64-46F26B4AB979,Briana Isabelle Foley,e2f64afb39c0d9e268c8493894730ad9ca9625d7,http://hdl.handle.net/1803/12543,73ad4f11-dcc7-41c9-aa71-79362a1b6bd0,2022-02-18T00:00:00Z,11
Q111638747,"TOTAL SYNTHESIS AND BIOLOGICAL SIGNIFICANCE 
OF PROSTAGLANDIN D2 AND E2 METABOLITES",6A3C1D19-AD59-46E1-B653-8C4B11898E05,Jennifer Rae Benoy,888e5633bb2d8f07203ef03296e9473ed8f39623,http://hdl.handle.net/1803/12544,b01b2437-2cd1-45ef-b29b-cc921e2ef3d1,2022-02-18T00:00:00Z,11
Q111638748,Astrocyte Metabolic Networks in Neurodegeneration,78659729-F143-4EC0-964E-9006632B8162,Melissa Leigh Cooper,335c80d3d28be620f3170b317b31bda478ac3f14,http://hdl.handle.net/1803/12545,2edad70a-da28-4ff3-b2a6-964f68a65163,2022-02-18T00:00:00Z,11
Q111638749,A Comparative Study of Laugh Acoustics in Children With and Without Autism,8A7FBD0F-4CD6-4CF2-9148-50643B1C5CDB,William John Hudenko,8ac0ecaf31d156154440e07c1b5f400ed693e7e7,http://hdl.handle.net/1803/12546,adad716c-9976-438a-a5a6-151aa2b35c75,2022-02-18T00:00:00Z,11
Q111638750,"“Mer all sin kölle”: Colognian identity, Colognian carnival and the evolution of Heimatwerte.",814A3495-2BC5-486B-A153-8F57501B412E,Jeremy John DeWaal,2b1a9551b2033f31df313ed7d3949343b45097ec,http://hdl.handle.net/1803/12547,1b2595b0-6da8-422b-ba17-39a0d5abadbc,2022-02-18T00:00:00Z,11
Q111638751,Oncogenic STRAP regulates c-Jun stability and persistent migration,27D598E8-C45E-4B28-8196-AF2A99452EBD,Jennifer Elisabeth Reiner,89b5b1c247060eb4f85c89b46d3c7ded13cb760e,http://hdl.handle.net/1803/12548,3b336d25-e403-4248-bede-3479a7244c4e,2022-02-18T00:00:00Z,11
Q111638752,"Posttraumatic stress symptoms, coping, emotion processes, and parenting in parents of children with cancer",F6AEEB34-6A94-4F71-B3DD-BC3A7F97E8C9,Madeleine Jackson Dunn,2dd8a5f5cb7e7704568ae7db674799076d3a53a2,http://hdl.handle.net/1803/12549,331b47a9-33bf-492b-a4d5-00842d854f78,2022-02-18T00:00:00Z,11
Q111638753,"Black and Blue: Jazz, Technology, and Afro-Diasporic Identity",2D6B56DB-8168-4BD5-855D-3E4F3E377E02,Andrew Joseph Hines,f069fd2acc55c438f32a6e772385f9f089bb4de9,http://hdl.handle.net/1803/12550,1b85df6c-0c5d-44fb-80e8-7d83e6d56300,2022-02-18T00:00:00Z,11
Q111638754,Three Essays on Leader-Member Exchange in U.S. and China,43B0B2E2-D550-402C-8665-928C774AADC2,Ying Chen,d3e2cdcf2a1640821fba9dde0f03cdc2ca8ed87e,http://hdl.handle.net/1803/12551,757e797c-b2ce-45c0-9598-4d091cc87c01,2022-02-18T00:00:00Z,11
Q111638756,"Understanding the What, When, Where, and Why of Supereruptions",3C57394F-4179-43B2-AF5F-1BCE824272C1,Ayla Susan Pamukcu,93039911d86482cbcb9b7b57dee3a3d5e5117d16,http://hdl.handle.net/1803/12552,54cc9947-1651-40a2-be35-69e151ffbd56,2022-02-18T00:00:00Z,11
Q111638757,Impact of Depression and Anxiety on Antiretroviral Therapy Initiation and Adherence among Newly Diagnosed HIV-infected Men Who Have Sex with Men in China,8CB0833D-20D0-4828-8204-95494C696AF4,Jun Tao,e6073205a48d2be061dbdfffe0773fd3fffb3f7b,http://hdl.handle.net/1803/12553,653e1369-a604-4248-866d-e0c919ab19ff,2022-02-18T00:00:00Z,11
Q111638758,Nuthin' but a G (protein) thang: Insights into the Mechanics of G protein Signaling from Sequence and Structure,FB5ADC61-3CA7-4D82-925B-F31D9F416051,Alyssa Dawn Lokits,02fbeec7cf2c61f71eaaeb1975c29573a2d5e7cf,http://hdl.handle.net/1803/12554,e0abeae2-d74f-42bb-81a2-612ab83b5954,2022-02-18T00:00:00Z,11
Q111638759,"Does a Loss or a Win Affect Who Tunes In? Political Advantage, Disadvantage, and Media Consumption",10798E2E-50C7-4CEF-B959-156DD1ED095F,Allison Michelle N Archer,0b5a6ea745f2ed6157ea07272d8d7b7aea08b856,http://hdl.handle.net/1803/12555,508cb36b-3223-4b1f-86a5-5e9f9ffb3b13,2022-02-18T00:00:00Z,11
Q111638760,Systems Biology of Mature Human B cells in Health and Illness,E6FE24B3-32B7-4BB5-801B-1109E9A5E5C9,Cara Ellen Wogsland,54e43eab18a680252457d3624b25a4e99df91640,http://hdl.handle.net/1803/12556,16618b4c-99c3-4f35-9c4e-bec12fecb8a7,2022-02-18T00:00:00Z,11
Q111638761,A Comparison of Approaches for Unplanned Sample Size Changes in Phase II Clinical Trials,E50BC6DE-019F-4DE0-826F-AD01BD296736,Molly Ann Olson,471d1f30c3c3a2c6f5bca4e9cbda2abaac6d720e,http://hdl.handle.net/1803/12557,1ae7f304-1a82-443d-83c1-bd6ec01bad31,2022-02-18T00:00:00Z,11
Q111638762,Blue Run,CD2D54F1-FD1A-4C19-859E-07556CC6BDDB,Mary Flannery Somerville,2037cc1ac8c339155a63a2b1e28ad02aa1ff5c61,http://hdl.handle.net/1803/12558,40161226-6f2e-4402-b7c7-982f25f8939d,2022-02-18T00:00:00Z,11
Q111638764,The role of vascular activation on monocytes in hypertension,276CB4CD-4D67-4B68-A783-EA1AE72854AF,Roxana Loperena Cortes,5a026354c70a2882ecc85dc421fd643a128b51d8,http://hdl.handle.net/1803/12559,468e2408-f096-441b-ae40-9d94d9d7f569,2022-02-18T00:00:00Z,11
Q111638765,Identifying the Effects of Classroom Observations on Teacher Performance,7F150B3C-D68C-4DC7-831F-E03E6D491A31,Seth Baxter Hunter,24457b60b6262cbc4a6e62a89399ab7811139524,http://hdl.handle.net/1803/12560,3d208f14-9327-45c9-b30f-9cee1c08eb8d,2022-02-18T00:00:00Z,11
Q111638766,"Dragomans and Crusaders: The Role of Translators and Translation in the Medieval Eastern Mediterranean, 1098-1291",15E3872E-A109-469F-909C-54CA53FD8163,William Stephen Murrell,0a03d7d0ee10a615f9930fae16d7664476782b60,http://hdl.handle.net/1803/12561,59366ee6-3381-4293-a69e-8f2ae700c50c,2022-02-18T00:00:00Z,11
Q111638768,Neural Stem Cell Positional Identity Corresponds to Differential mTORC1 Signaling and Tumor Susceptibility,D1C7BC5E-B1A6-4B61-88C6-EB1E9152F5C3,Gabrielle Victoria Rushing,1570f60c5e7a39d769f6e1f382d61ba05f8d3a33,http://hdl.handle.net/1803/12563,c5d0681e-c67d-4c30-8655-59e5592ba4c3,2022-02-18T00:00:00Z,11
Q111638769,Identification of a vesicle budding mechanism for the release of a meiotic maturation hormone from Caenorhabditis elegans,87ABCE66-4716-4C93-B0BC-8EB6C5C0ECFB,Mary E Kosinski,596da4051551c33baac1fdb690154f992b139c6c,http://hdl.handle.net/1803/12564,af9c81d4-abdd-4c17-ae5d-40fb41b86139,2022-02-18T00:00:00Z,11
Q111638771,Essays in Financial Market Imperfections,8606DBFE-079E-47DD-88DC-202E141E1BFB,Rajdeep Sengupta,6b211bbc8156050153b3cc60e40c8ac58453271c,http://hdl.handle.net/1803/12565,992fb1d0-ae18-494e-b48f-04a6146f64ec,2022-02-18T00:00:00Z,11
Q111638772,Topics in the design of an auction for licenses,2CA4B0E4-E156-408C-A01D-6A905BD73AAA,Aniruddha Bagchi,a215fc14337c7011b160c1dc74e523a05dbcdf05,http://hdl.handle.net/1803/12566,b5854980-337d-4239-b80d-454d46061896,2022-02-18T00:00:00Z,11
Q111638773,Video Image Processing using MPEG Technology for a Mobile Robot,B3A33221-258A-4A63-BCCC-F365F01880CB,Soradech Krootjohn,9af884569e33805de702b9caa74ea39afc97a0a9,http://hdl.handle.net/1803/12567,5b9d3dc9-b1a0-4b8b-ab19-b0c07660121b,2022-02-18T00:00:00Z,11
Q111638774,Three essays in empirical corporate finance,BCC48CEB-15ED-4A46-99B8-B6A185DFD9F0,Shage Zhang,38a66021fe5c0bdddb29450356388e35d8ee103c,http://hdl.handle.net/1803/12568,7cd02c11-f37b-4ea5-9f45-e540ff1f1bc7,2022-02-18T00:00:00Z,11
Q111638775,Counter-mapping the Neighborhood: A Social Design Experiment for Spatial Justice,0201D50A-2B0B-452C-9CDF-4D4B42091B3A,Katie Headrick Taylor,2d6d1cc3fffba561bf1160b24652b45925b1cc23,http://hdl.handle.net/1803/12569,5aef651b-ad80-4651-8a63-786db3f084e6,2022-02-18T00:00:00Z,11
Q111638776,"Fighting from the Margins: Discourse, Subversion, and Realism in Early Modern Spanish Narrative",EDBBDB31-753B-4371-A386-5654DA151FD5,Gerald Cory Duclos,b5d44662d90c3df9a4b7e181f906c8d66690af27,http://hdl.handle.net/1803/12570,e52b2f20-fb15-4df4-8e8a-e1ab819e4bc0,2022-02-18T00:00:00Z,11
Q111638777,Essays on Trade Agreements and Export Dynamics,D12FAE60-9277-4405-9794-C82971020AC2,Youngwoo Rho,6139ccc705dbafbd7c440a0c7bdf70fbe0a9434c,http://hdl.handle.net/1803/12571,b0cf5f93-0b52-4056-a2c3-56dcc0a55e9b,2022-02-18T00:00:00Z,11
Q111638780,Predicting Colorectal Cancer Recurrence by Utilizing Multiple-View Multiple-Learner Supervised Learning,9A6BFC60-D1FC-4DF4-9945-ABDA86DD2518,Jason Alfred Castellanos,cd05f87bbf1d7d9b555392e1b95456c000b6df51,http://hdl.handle.net/1803/12572,a8bc0104-ae8e-4ec8-b004-15341f78ff8d,2022-02-18T00:00:00Z,11
Q111638781,Mechano-Electrochemistry for Advanced Energy Storage and Harvesting Devices,35852A6E-8B5A-4EF2-BFCC-59F3C0A373A2,Nitin Muralidharan,f511a3114733428456cd2183003639c1515263f6,http://hdl.handle.net/1803/12573,8d5cdf1d-bb41-4bd9-a873-1b02d5e28558,2022-02-18T00:00:00Z,11
Q111638782,"Saved “Out,” Sanctified “Out,” and Souled “Out”: A Critical Analysis of Disgust and the Prophetic Immanence of James Baldwin’s Gender Sexual Politics",11BEE874-93F7-4DED-948D-5FFAEF02D05E,Terrance Dean,dda2b56896c76cf365b845c9d173a943a9538a8e,http://hdl.handle.net/1803/12574,cf81ea32-bef2-4167-bf3d-aeaf9a74cf6e,2022-02-18T00:00:00Z,11
Q111638783,"Bridging High School and College:
Supporting Enrollment for College-Intending High School Seniors in Tennessee",CC7749EF-95DC-4277-BDFB-D2E4B2F59419,Jenna Weber Kramer,cff5778bdba04a0ded5f4b9a821928565e3c2eed,http://hdl.handle.net/1803/12575,9425e510-43cb-4e93-a7ce-9df9aadc28bf,2022-02-18T00:00:00Z,11
Q111638784,Blackness and the Problem of Belonging: A Political Theology of Race and Reproduction,0D8720A1-4ADC-4F0B-9DC2-F5D1445909F5,Amaryah Shaye Armstrong,9476946a652622d42b0488deb4dd6e77b9768b3e,http://hdl.handle.net/1803/12576,fa425287-d9e3-44a1-852c-7df229e559f1,2022-02-18T00:00:00Z,11
Q111638788,Defensive Adaptation: Managing Social Anxieties in Literature and Film,1ED8A31A-9E31-4716-A937-8996679AA51A,Christina Maria Neckles,9fb5606e05ce1da65a640ce52173c50565e84e74,http://hdl.handle.net/1803/12579,abaf9703-961a-4bf7-ab18-57ccd93248d5,2022-02-18T00:00:00Z,11
Q111638789,Kinetic Analysis of the Multi-Step Cytochrome P450 1A2 and 19A1 Enzymes,4CBA9699-1D86-43CE-A4FB-38B30E48B7E4,Christal Dyane Sohl,4621c6748cd08b464e054fe3dda0661d4dc1ef7a,http://hdl.handle.net/1803/12580,7317db78-b96c-441c-9e14-b4caf57eb74e,2022-02-18T00:00:00Z,11
Q111638790,Performance Monitoring by the Medial Frontal Cortex,92CCDDB7-A455-4F0B-B410-45D0609BC9C6,Erik Eduardo Emeric,06d4a1737912f7c263bc11fc3abeadf6ad58c0ee,http://hdl.handle.net/1803/12581,64c5c157-ec7a-4262-8cc1-af4380e67da3,2022-02-18T00:00:00Z,11
Q111638792,"To Tell the Impossible Story: Morrison, Patching History, and the Creative Demand of the Black Archive",9888F9BB-2F33-4367-8BC4-F0012164A58F,Hashim Khalil Pipkin,ddb741655c63ab4a8e54e4597033adf76832ffe0,http://hdl.handle.net/1803/12583,3c5d8e52-56fd-4efa-8368-4125ddcc551f,2022-02-18T00:00:00Z,11
Q111638796,"Mexico City in the Age of Theater, 1830-1901",07BB0354-54A5-46D5-898F-2840583D6438,Lance Richard Ingwersen,53ec97e68b1e5c80e4648f814a8341e2ce88d5ac,http://hdl.handle.net/1803/12586,28b959a2-4dc3-4f8d-ace3-a37984ba1d14,2022-02-18T00:00:00Z,11
Q111638797,Analysis of Signal Reconstruction Algorithms Based on Consistency Constraints,EB08D23A-D8B6-460A-8B76-8E7EF267485E,Chang Hsin Lee,cdab8f2ae1f3e8f6495d2b2ce2ff0be5e1350cb4,http://hdl.handle.net/1803/12587,6eeb3a1c-97b9-4424-a387-6d8d0138ad6d,2022-02-18T00:00:00Z,11
Q111638799,"Psychological Well-being in Young Adults: The Enduring Effects of 
Child Adversity on Self-concept",BE9FB2DC-946E-499C-9D6C-E010A90BEBB8,Cleothia G Frazier,997e3bc07c66fb9a4a36b8d7f21a0c354aff5d72,http://hdl.handle.net/1803/12588,d074303f-b6e1-4bde-83f1-4eaf0dc08630,2022-02-18T00:00:00Z,11
Q111638800,Three Essays in Health Economics: Evidence from U.S. Vaccination Policy,9137B06B-C247-43D2-A607-03DD610C3BBF,Emily Christine Lawler,e3ff64430c152db17e368b1827ad8c5a10d205d0,http://hdl.handle.net/1803/12589,3ccf253c-cb7d-47bf-8ed9-116088c4ee8e,2022-02-18T00:00:00Z,11
Q111638801,Next generation quantitative measurements to validate a model for Saccharomyces cerevisiae,92D9BF45-FD0F-4A49-A94D-34228F5455ED,Christopher Clay Stowers,ed29fc7cb63c7e65bab02a05186c9f15c10d3062,http://hdl.handle.net/1803/12590,d0614534-8706-4bf6-8e48-ecae61ff3819,2022-02-18T00:00:00Z,11
