qid,label_en,author_uuid,author,author_stated_as,author_ref1_hash,author_ref1_referenceUrl,author_ref1_retrieved_nodeId,author_ref1_retrieved_val,author_ref1_retrieved_prec
Q111635835,Large-Scale Integration of Heterogeneous Simulations,8D965814-DD11-4B16-980E-223DE2F8EFAB,Q86851976,Himanshu Neema,73dc6e1858175b763810578751c9d3122e98dbb4,http://hdl.handle.net/1803/10444,482185ec-4a3a-4da0-82e9-36fd7abf887d,2022-02-18T00:00:00Z,11
Q111635843,"Metabotropic glutamate receptor mediated synaptic plasticity in the bed nucleus of the stria terminalis as a target for stress, anxiety and addiction disorders",06C483B3-0B7C-4DDA-B4A6-9284017E8662,Q42822736,Brad Alan Grueter,d3658c1f61c452cb9f1c4487d421f6d1256d891d,http://hdl.handle.net/1803/10451,bfa9073a-a736-43f8-9429-9568ac734a9e,2022-02-18T00:00:00Z,11
Q111635849,Airway Bacteria Drive a Progressive COPD-Like Phenotype in Mice with Polymeric Immunoglobulin Receptor Deficiency,5663CA2D-5A65-4055-95BA-A48E9E3E23E9,Q87091450,Bradley Winston Richmond,4fab6d9c9a165a77157409c8aa34e74dacd2d591,http://hdl.handle.net/1803/10456,86580d22-5a97-458b-ae0b-53ee5ed7b50b,2022-02-18T00:00:00Z,11
Q111635868,Amphetamine induces accumulation of the norepinephrine transporter into Rab4- and Rab11-positive compartments,E030409B-5AAB-428D-8C43-77F510EF0B0B,Q60058145,Jessica Lauren Moore,c90439d0e1debfea3d46128fd3be64dea21ac5c2,http://hdl.handle.net/1803/10472,95f34fad-ca7a-4d6f-b70e-b169675af84c,2022-02-18T00:00:00Z,11
Q111635901,Feature-level information fusion methods for urban surveillance using heterogeneous sensor networks,116D00BB-F78B-48BF-9DD8-5544F6BBCD00,Q102994746,Manish Kushwaha,49810990edbddff2285f7d8a5b5bf114bf8416d3,http://hdl.handle.net/1803/10499,ad7776ef-d92f-4440-8e13-33dfddad319e,2022-02-18T00:00:00Z,11
Q111635911,Dexterity and Guidance Without Automation: Surgical Robot-Like Capabilities at a Fraction of the Cost,A7E787AF-F588-4F02-BA22-524ED046F9FA,Q59751645,Ray Adams Lathrop,ba6b85a3c3b4ecd42e8c0f82e21a9ecfddcf6fc0,http://hdl.handle.net/1803/10507,f87f2053-b718-415a-bab8-b4f51c837fbd,2022-02-18T00:00:00Z,11
Q111635922,Essays on the Effects of Trade Liberalization and Oil Price Volatility in Open Economies,D06C4935-78F3-40C6-9862-036BDDB10939,Q102879596,Osayi Ethel Ovbiosa-Akinbosoye,4838c07b7607b4512ad57ad7fcbc05a22131e4a8,http://hdl.handle.net/1803/10516,43ac6e22-764b-4b54-840f-fe0d2334fb5b,2022-02-18T00:00:00Z,11
Q111635945,PEG-PCL Copolymers Reinstating Human Mesenchymal Stem Cell Potency: Study of Structure-Function Relationship,660BDF5B-8560-4AE5-858D-94BDC0DDCF86,Q38546444,Daniel Adam Balikov,2e3e7491d582c471a2e10a4053cebe4f7c433007,http://hdl.handle.net/1803/10536,fcc39e9f-f498-4285-af2f-c9e818bfe689,2022-02-18T00:00:00Z,11
Q111635956,RNA Recognition by the Histone Demethylase LSD1 and Proteinaceous RNase P: Characterization of the Binding of Highly Structured RNAs by Enzyme Complexes,F85E6343-CB69-47C6-95B4-C3F00FF13D0F,Q86835827,William Jay Martin,15c7cff99521837501530350f0c87e46d53559f8,http://hdl.handle.net/1803/10546,72ff0e35-b955-42ae-a654-a060417400da,2022-02-18T00:00:00Z,11
Q111635969,Automated Learning Of Health Behaviors Through Consumer Authored Natural Language Text,B20E4E84-670B-43B4-B976-6E0A85A76EC2,Q85320571,Zhijun Yin,aeff1405f65c3053a8947f49088fd9c10f3daa0d,http://hdl.handle.net/1803/10557,4e70da4e-eeb3-401a-a4f7-92fe360a645d,2022-02-18T00:00:00Z,11
Q111635982,Uncertainty Quantification and Integration in Engineering Systems,5141A886-9096-4613-B0FB-17B8765B5DB8,Q106396506,Shankar Sankararaman,474d4ddff8bf7f3d384e88cb52a5fec96932bf92,http://hdl.handle.net/1803/10567,b38a3402-25d2-4e0e-8c9c-e8683237b345,2022-02-18T00:00:00Z,11
Q111635991,Resilient Anomaly Detection in Cyber-Physical Systems,AB65D118-A152-441F-8220-6FE5FA23BA2D,Q102994874,Amin Ghafouri,cdca8d33c5e0491b8590e7b9d1630294e792abac,http://hdl.handle.net/1803/10575,4a0a65d5-8fbe-49d6-ba95-c256f34d7ecf,2022-02-18T00:00:00Z,11
Q111636000,Shh signaling in limb development,98EE20C6-3221-4E97-8C78-5318FFBB3A91,Q79276512,Jiang Liu,2e737f78fce0265f1d204ec1cdf18b7d64c44759,http://hdl.handle.net/1803/10583,4e95150a-a727-449f-b97f-98d2aceeaf6c,2022-02-18T00:00:00Z,11
Q111636002,Extracellular and Intracellular microRNA Gene Regulatory Networks in Cardiovascular Disease,5C15E1DC-19F1-4BE4-B1F3-F2630D66ECB2,Q91400294,Carrie Beth Wiese,fd1804c81230145f4a177515fcf2293999706a07,http://hdl.handle.net/1803/10585,2f61f495-a501-4146-aacc-7dcf53a78c54,2022-02-18T00:00:00Z,11
Q111636038,Do nice guys finish last? The role of prosocial and aggressive behavior in peer interactions,23284A5D-5EE6-4FE2-A7E2-DC38A5AD586F,Q61147568,Stephanie Michelle Reich,49adc14e3c4336b221db981a373d31e41357f735,http://hdl.handle.net/1803/10616,2f03f79a-0cb5-45b1-9f40-fc865bdf203e,2022-02-18T00:00:00Z,11
Q111636058,Comprehensive Analysis of the Spatial Distribution of Missense Variants in Protein Structures Reveals Patterns Predictive of Pathogenicity,BEA4C042-9885-4631-942E-7F5C9ED782AB,Q87160535,Robert Michael Sivley,289e4666452b0bb49cb40d352ab9097d8f2a21c9,http://hdl.handle.net/1803/10634,e1f33e7d-901f-4036-b4e1-0ae7744bfa2e,2022-02-18T00:00:00Z,11
Q111636066,Chemical genetics of Vertebrate development,74996AE1-F2B7-4937-832C-C91DA867B349,Q59679200,Charles Houston Williams,bf2bc97de4a9aed476740ecf8bd652501cf72e6e,http://hdl.handle.net/1803/10641,ad567737-10fe-497e-b34a-04018c436ced,2022-02-18T00:00:00Z,11
Q111636068,Imaging Mass Spectrometry and Microbial Pathogenesis: The Effect of Calprotectin on Pathogen-Host Interactions,BD90ACF1-688D-4CED-9838-83E3FE39DB7E,Q60058145,Jessica Lindsey Moore,26b940789c3f68ca1bd7dc849bc78fa5b075425c,http://hdl.handle.net/1803/10642,92fea1a9-83dc-4870-b57b-22433b6ff463,2022-02-18T00:00:00Z,11
Q111636085,Designing and Using Clinical Simulations to Prepare Teachers for Culturally Responsive Teaching,8DE5E525-342E-443F-BD5C-2615DDC5FC22,Q83569006,Elizabeth Anne Self,7d9ffe77c2630e23658ffe6971363de2c5df21a2,http://hdl.handle.net/1803/10656,71cafc54-9f1d-43f8-8108-54b77f99524e,2022-02-18T00:00:00Z,11
Q111636087,An Extension to and Application of the Multifactor Dimensionality Reduction Pedigree Disequilibrium Test,9A3757B0-9B1B-4A6E-B52C-75919BB605B3,Q58232623,Todd L Edwards,0fff4b9d79aa2b135c6e10d99b70ee39ae7df5e8,http://hdl.handle.net/1803/10658,42c4d149-eb13-450b-b911-b8f9777029fc,2022-02-18T00:00:00Z,11
Q111636099,Probing Planetary Formation and Evolution: Transiting Planets and Occulting Disks,E4B83387-BDC6-44A4-BF50-C00637BE7801,Q59675667,Joseph Enrique Rodriguez,6c932593ffe0ea9b3204d1b04034f8d786c1c0e8,http://hdl.handle.net/1803/10669,d1e12407-aa52-4f58-954c-7f059673eafa,2022-02-18T00:00:00Z,11
Q111636107,Genetic Predisposition to Prostate Cancer: The Contribution of the HPCX locus and TGFB1 gene,21341E5E-9D7F-47D2-86AD-AD003518CC78,Q61264929,Brian Louis Yaspan,df413a2c4fe022593f05a470fffc3a4dbc309171,http://hdl.handle.net/1803/10676,ecaa96d3-97c7-4d4c-9a9a-9c317a65a745,2022-02-18T00:00:00Z,11
Q111636118,Scalable Pathogen Extraction Platform for the Treatment of Blood-borne Infections,9E5DDDC9-695D-4456-B7CB-EB5D215E0607,Q13562906,Sinead Emily Miller,9b75a9995debbae52f3f6efbe38505120090b2a9,http://hdl.handle.net/1803/10684,ca99775f-6ecd-4d4a-8fbd-e49fbb027e92,2022-02-18T00:00:00Z,11
Q111636132,Characterization of aptamer-small molecule interactions with backscattering interferometry,4A3A2516-A673-452A-9786-3FA754296F92,Q84426485,Michael Nolan Kammer,21cefe4eaae3f625a565456467f838bf38ebc893,http://hdl.handle.net/1803/10696,f653d1b6-ca7e-424c-a1d9-5ce1ae7dc70a,2022-02-18T00:00:00Z,11
Q111636154,Statistical Modeling Approaches and User-Centered Design for Nursing Decision Support Tools Predicting In-Hospital Cardiopulmonary Arrest,8BC1CB6A-A3A2-4DDA-98E9-605E2C4AAE5B,Q97398125,Alvin Dean Jeffery,e6f6dda33ed90d51c42544af54ddc12b30b22bc7,http://hdl.handle.net/1803/10715,27ed8c21-98ab-4375-b8b7-4b597ee52656,2022-02-18T00:00:00Z,11
Q111636172,Structure and Assembly of the Fungal Prion-forming Domain HET-s(218-289),14A0B36A-B942-4C9E-B8E1-D9D7EE652852,Q60036960,William Nicholas Wan,a68fe178e4191ad526e475f74f42ddea773d0bbb,http://hdl.handle.net/1803/10730,f42b28f8-1169-40ce-8ca9-9fa854201446,2022-02-18T00:00:00Z,11
Q111636175,Voluntary Medical Male Circumcision for Reducing HIV Incidence among Men Who Have Sex with Men,2AFF01C9-B30C-42B9-9BD3-50A0EE9F398E,Q88718597,Chen Zhang,5cd0b6e8dc56847f159bc9ddc99935d7d9c06e11,http://hdl.handle.net/1803/10733,99fff03f-d9a6-4700-b1a1-791acbfc73ab,2022-02-18T00:00:00Z,11
Q111636187,Studies of Neutron-rich Nuclei from 252Cf and 238U + 9Be Fission Fragments,DAF01D09-3506-4F47-A8EC-EA41455FEA62,Q79276736,Enhong Wang,f5f9a2203e88780ec1b9cb8c49607e3aa3c3faaa,http://hdl.handle.net/1803/10743,3eb580e1-6359-4706-a686-4163d0c3e286,2022-02-18T00:00:00Z,11
Q111636196,The Regulation and Essential Functions of Matrix Metalloproteinases during Wound Healing,A5B3C8B4-C0DD-43E1-9D7C-98D0FB82FE33,Q95597758,Laura Jeanette Stevens,c659ea6d23d8ed31d40db6e4fbc2c1ac7111585c,http://hdl.handle.net/1803/10751,56c3250a-029c-4738-88ee-81e37e7e9acc,2022-02-18T00:00:00Z,11
Q111636197,Necessary conditions for finite decidability in locally finite varieties admitting strongly abelian behavior,328C34CC-40E8-42C4-8902-B9B287BBFFEB,Q102418165,Matthew Raine Smedberg,eedc3b93ddb5f424044977871b8d1bf85999706e,http://hdl.handle.net/1803/10752,1e04eb9d-2f71-4664-adc6-9ad99e081a1f,2022-02-18T00:00:00Z,11
Q111636204,Structural Medical Image Analyses using Consistent Volume and Surface Image Processing,1609570B-392F-4499-B599-87689048A832,Q86851820,Yuankai Huo,dd8fa3f6975713cf0d34f76a6f8e80d27530b794,http://hdl.handle.net/1803/10758,e90012fd-9897-4a42-8a57-db1d7cd22595,2022-02-18T00:00:00Z,11
Q111636212,Developing Networks for Educational Collaboration: An Event History Analysis of the Spread of Statewide P-16 Councils,54D31F14-3FD0-4CBA-BE9D-EC47A16E6844,Q94676475,Christine G Mokher,e1ac9da69eea131d568d98ce7438cd1afd399690,http://hdl.handle.net/1803/10764,53dd2b7f-5181-4dc0-95c8-6af137bdcb3e,2022-02-18T00:00:00Z,11
Q111636217,Development of Simple Methods for RNA Biomarker Extraction and Detection,975E2D31-F7EE-413D-B60D-426643DF2F47,Q86839147,Nicholas Morgan Adams,e6db9b654cadddbf8e421a203a4419488f803c25,http://hdl.handle.net/1803/10769,df2c02a7-f2d5-4042-a1a4-c578a929f8e8,2022-02-18T00:00:00Z,11
Q111636220,Political Resistance and the Constitution of Equality,D0D5835C-2473-4F0C-AD07-4BE401EDFD00,Q106395929,Adam Benjamin Burgos,5a17747d7f8278a4ee230ffe94b29028d59b8649,http://hdl.handle.net/1803/10771,f401cba3-126d-4fb4-88a3-b2eb8cb88ea2,2022-02-18T00:00:00Z,11
Q111636221,Photothermal and Photoelectrical Energy Conversion in Plasmonic Nanostructures,85760823-0473-4F66-B1EF-18601575AB49,Q58670902,Wei Li,c2652d3f9ddff82898a7de4144772fde9c78957c,http://hdl.handle.net/1803/10772,a16101f7-3485-4ebb-9c76-24fce92ebf61,2022-02-18T00:00:00Z,11
Q111636224,Embedding Peer-Implemented Aided AAC Modeling within a Peer Network Intervention for Students with Complex Communication Needs,61704EC6-8FC1-41AE-989F-0E6268AC8673,Q83563896,Elizabeth Erin Biggs,fca518c63c1003c34692e2cafbe8809941ce530a,http://hdl.handle.net/1803/10775,92161e52-45f9-47f5-b9e4-9fd856d2d16a,2022-02-18T00:00:00Z,11
Q111636233,Learned helplessness and depressive symptoms in patients following acute myocardial infarction,0C859A2F-7178-4BC9-AE7C-D3B264E2071A,Q96224057,Benjamin Allan Smallheer,6d95b538792613ba2d039af80bd4a71aa7d40040,http://hdl.handle.net/1803/10783,5c1e8627-c7d4-499c-b781-45526422d955,2022-02-18T00:00:00Z,11
Q111636245,Layout-Aware Modeling and Analysis Methodologies for Transient Radiation Effects on Integrated Circuit Electronics,28E3EC1D-8BED-4BBE-B940-52BA0082D1BB,Q86851962,Jeffrey Scott Kauppila,03792cb605c97d0d76f5145753228750eab55e9d,http://hdl.handle.net/1803/10793,660d056d-d98b-49f9-9831-f43f1f15ee33,2022-02-18T00:00:00Z,11
Q111636246,Skein theory for subfactor planar algebras,2BB5D4E2-5A43-4DE2-A4A4-04AD49020919,Q102450221,Zhengwei Liu,431068da3f1e97beb3af9e0b3886d979e11c5b8e,http://hdl.handle.net/1803/10794,7d6e399a-462a-4591-89c3-ebc5bb29efb0,2022-02-18T00:00:00Z,11
Q111636278,Organizational Domains Influencing Interprofessional Protocol Implementation in Intensive Care,B039B26F-5FA8-476D-B735-D850F68BFC47,Q92471341,Leanne Marie Boehm,f56acddaa0e4cb4b8d44c41b3d31c4f2568e6493,http://hdl.handle.net/1803/10820,f13d06a6-0a01-452b-ab2d-a1f88f28c589,2022-02-18T00:00:00Z,11
Q111636311,Language Environments for Young Children with Hearing Loss:  Teachers' Use of Linguistic Input Strategies that Support Vocabulary Development,776F9F0B-EC53-46D0-AB56-A7F87E562AF8,Q90458194,Dana Lynn Kan,735a5221faef019afd40a5881ae723782fb675f1,http://hdl.handle.net/1803/10846,3a8f36a3-581e-45ec-af73-dc964df2371f,2022-02-18T00:00:00Z,11
Q111636321,Adsorption equilibrium and mass transfer in metal-organic frameworks and adsorption on carbon surfaces in the Henry's law region,BD4A98D2-90FA-4644-BD5C-87A909B069D4,Q79276512,Jian Liu,e328dbbdd1b480fb34dcf1c7243b13d88cfc8a96,http://hdl.handle.net/1803/10855,d49e2ca0-628f-4a84-a035-a06a933ef9e9,2022-02-18T00:00:00Z,11
Q111636331,Development of pH-responsive nano-polyplexes for intracellular delivery of therapeutic biomacromolecules,B0A33BAC-891B-41AD-BAB5-13B097848D12,Q86839183,Brian Connor Evans,b622e464fd9b1417b75e72f8870822361e2be9bd,http://hdl.handle.net/1803/10864,258880e6-0dc5-4c7f-9d24-fd87cf989dd7,2022-02-18T00:00:00Z,11
Q111636336,Systems Analysis of Eukaryotic Proteomic Regulatory Mechanisms,6DF864A3-27E7-446C-82C6-3572AE61ED59,Q59611889,Parimal Samir,d29e1264f447676593dcae071c91e45b27e2ac06,http://hdl.handle.net/1803/10868,5be8b81c-e096-4094-9b0d-05c75de902c6,2022-02-18T00:00:00Z,11
Q111636337,The Essential Role of p73 in Multiciliated Cell Development,348290AF-F568-4852-B410-DADEF920CF58,Q90244190,Clayton Benjamin Marshall,da0cb0ac3fc5119c21f44a88fb14f088941ef4dc,http://hdl.handle.net/1803/10869,5f183cd4-5840-42b7-b4f7-6b6c29413e99,2022-02-18T00:00:00Z,11
Q111636344,Stratification of Adult Glioblastoma with Signaling and Single Cell Biology,E61FF933-D7BB-4D01-A8EC-8056B7B92F78,Q87002591,Nalin Leelatian,fad6af7aa23897eed8897b6409466332ad41ffaf,http://hdl.handle.net/1803/10874,1fe918ca-bf87-4b82-86e2-5dc10575bf6b,2022-02-18T00:00:00Z,11
Q111636361,Effect of Electron and Phonon Excitation on the Optical Properties of Indirect Gap Semiconductors,B1035C64-8271-4E81-8B72-3A3B79A1F8FA,Q83357553,Justin Mark Gregory,2428148f8e41cad2e891383aacdcf4a87898af4b,http://hdl.handle.net/1803/10889,651e1f5e-369e-4053-8125-8db83b268203,2022-02-18T00:00:00Z,11
Q111636375,Multiparticle Azimuthal Correlation Measurements in Lead-Lead and Proton-Lead Collisions at LHC with the CMS Detector,8BA2168C-945F-46EE-8659-AA1787B3292E,Q79276701,Shengquan Tuo,6b9c125c010da86e0e7dd9e867b88a6f11dcdfd4,http://hdl.handle.net/1803/10900,b2b1a678-8c0b-465d-8d63-7adac28cca9d,2022-02-18T00:00:00Z,11
Q111636387,Observation of Collective Behavior in High-Multiplicity Proton-Gold Collisions with PHENIX at RHIC,8289ACA6-7C53-4557-9727-9B2CE2E93AC9,Q57275195,Qiao Xu,e7a84fab092b8d7ba65a4e3362d40c03057454da,http://hdl.handle.net/1803/10910,38785375-d3e5-4e13-91df-9181e3cdf26d,2022-02-18T00:00:00Z,11
Q111636394,Dynamical Sampling and its Applications,17135166-73A8-4AAE-8AB8-74F454B9E281,Q103373774,Longxiu Huang,61c75e8ea3b74555a8b0ad15a226c1f0920e11bc,http://hdl.handle.net/1803/10916,4c2253b5-9d87-428b-81b0-b87e4f36e6e4,2022-02-18T00:00:00Z,11
Q111636410,Topological properties of asymptotic cones,BD50A618-9131-4B31-BEE6-61B3716767FA,Q102434431,Curtis Andrew Kent,ddc0cc25fc49fe217858a9fd69691aff7e079675,http://hdl.handle.net/1803/10930,1a96d761-8d8b-44b7-803b-f10bfb4c58aa,2022-02-18T00:00:00Z,11
Q111636421,Mechanoregulation of endocardial to mesenchymal transformation and subsequent remodeling during heart valve development,B494DC96-4662-405A-8364-3BB45E5660B4,Q102421152,Mary Kathryn Sewell-Loftin,04171b98c8c73d650e0e932633c11a9aea001370,http://hdl.handle.net/1803/10940,bcc3d2f8-79b9-4421-a5f0-8878d2554c6f,2022-02-18T00:00:00Z,11
Q111636433,A Gatekeeper Function for p120 and the E-cadherin Complex in Intestinal Tumorigenesis,B21F852B-E7C4-4AA5-BCB8-D02F6C0E207E,Q59683576,Sarah Palmer Short,a8b1dacd507dbacab60f33e08dc3735ab0a2fadf,http://hdl.handle.net/1803/10950,c307497f-bc75-42d9-8915-675eabcf0c3e,2022-02-18T00:00:00Z,11
Q111636454,Characterization of the CMOS FinFET structure on single-event effects – basic charge collection mechanisms and soft error modes,9B5F6F6B-3DF9-49C2-8AA2-4662B58F054B,Q106396423,Patrick Nsengiyumva,ab1c448823795aa7fd835cc5d300cb8dc4156411,http://hdl.handle.net/1803/10968,c8fcc026-668e-45b2-97a5-454f51871fa5,2022-02-18T00:00:00Z,11
Q111636462,Balian-Low Type Results for Gabor Schauder Bases,C62FCA1F-DAD5-4DE9-A0CD-FDB9AE77870C,Q103097527,Sara Leshen,af359074c6e374530e2450c93fef7e2b86f3e0ac,http://hdl.handle.net/1803/10973,edcc79f8-d50a-431a-8a01-7c99b264be53,2022-02-18T00:00:00Z,11
Q111636497,Hamiltonicity and Structure of Classes of Minor-Free Graphs,4CF313E1-5379-4E4B-A459-3198B14B8BF9,Q103059058,Emily Abernethy Marshall,6dadbe23551a4ce71cbc73b729066c5b8f04d213,http://hdl.handle.net/1803/10999,3b4fbdd4-0f3f-40af-b48d-fc6faada160b,2022-02-18T00:00:00Z,11
Q111636508,"SGK1, influenced by salt and IL-17A, promotes hypertension and end-organ damage",5ABF96B3-9EB4-4B54-B4C3-5BF533800AA1,Q57612447,Allison Elizabeth Norlander,ac54f4962217c9eabf327c5efc0f1007eb22fa72,http://hdl.handle.net/1803/11007,9ab9ed44-bea2-470f-8fc4-0aaca2506df9,2022-02-18T00:00:00Z,11
Q111636511,Structure prediction and variant interpretation of membrane proteins aided by machine learning algorithms,7013F99F-F96B-4A13-98A6-DFAD8AFFE1A6,Q96277074,Bian Li,a13c978ac6d9ba7404edf624ac5cba81b2c96ffb,http://hdl.handle.net/1803/11010,29017265-1d9c-4dff-a0ca-6cc3d2d0d41b,2022-02-18T00:00:00Z,11
