qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q109417541,Mothering While Imprisoned: The Effects of Family and Child Dynamics on Mothering Attitudes,340D1B6D-48EE-4D9D-BF09-9AAF6B448103,Ebonie Cunningham Stringer,1,c8fea89dd2f737cd0bff0f573cc8274b06f36ee0,http://doi.org/10.1111/J.1741-3729.2011.00696.X,955efa89-5615-48f6-9ccc-fe4c3a62e181,2021-11-05T00:00:00Z,11
Q109417563,Theology when Everything is Out of Control,A89BF933-2C7C-4B12-AC9D-104FDB18DB03,Seow Choon-Leong,1,10e7fb4e67d575e9f0736e411b549754fc77c590,http://doi.org/10.1177/002096430005500302,dc66884a-25d3-4cf7-8b0f-8ef61dc0cdd4,2021-11-05T00:00:00Z,11
Q109417589,Isaiah’s Suffering Servant: Before and After Christianity,99B7A258-63EB-4651-B03D-1C96EABA0959,Marc Brettler,1,c19315deb983affdcafffdc8134c4b91c48e947f,http://doi.org/10.1177/0020964318820594,c7ebc951-caa6-449d-b181-8d03424f0672,2021-11-05T00:00:00Z,11
Q109417633,Book Review: Studien zum Richterbuch und seinen Völkernamen. By Walter Gross and Erasmus Gass,4016575F-209A-431B-A621-FC9B19521443,Richard D. Nelson,1,5370c2c948504869e9249694accacaba121bbd69,http://doi.org/10.1177/0040563913519056,9e7ddc8d-fbb2-4840-8280-ffbb784276dd,2021-11-05T00:00:00Z,11
Q109417673,Con un pie a cada lado/With a Foot in Each Place,4238F0A7-5274-4D1F-BC68-816E8044276F,Laura Gillman,1,058076a7beaa7f541156bcacbb3356ed0995d287,http://doi.org/10.1215/15366936-2.1.158,98f93bd4-94b4-42de-8590-10514e537ee9,2021-11-05T00:00:00Z,11
Q109417675,From the Co-editors' Keyboards,2926EF99-3F69-4D78-8BB7-B871EC768E51,Marie M. Fortune,1,ad8609c2d16f1dfc2f89d606fda80253ef336435,http://doi.org/10.1300/J154V04N01_01,03679dc0-9f88-4172-a11f-a2048b5d8e30,2021-11-05T00:00:00Z,11
Q109417972,Presidential Address,F34723EF-D939-4C40-A214-41F784C839C6,Meyers,1,344eceba7bb2c4396ffc919e07c50bc4c69b1ec2,http://doi.org/10.15699/JBIBLLITE.133.1.3,5a2a3d4f-1f9f-4089-8381-49e50723f8fb,2021-11-05T00:00:00Z,11
Q109418029,Women's Working Poverty: Feminist and Religious Alliances in the Living Wage Movement,823AED76-3054-412F-8655-14BC3E9729DC,Snarr,1,0a8380bab3ac13f49a5859af5d07c9d9efca677d,http://doi.org/10.2979/JFEMISTUDRELI.27.1.75,85e74aa9-adf3-4cd8-9733-2e5974a35f02,2021-11-05T00:00:00Z,11
Q109418030,Transing the Study of Religion: A (Christian) Theological Response,C92C10E9-1D04-4653-A50D-D45BB0058C19,Ellen T. Armour,1,0bf7dcea57e38350000d8b7cebe54a106e41b0db,http://doi.org/10.2979/JFEMISTUDRELI.34.1.07,659fb7f4-a519-478e-8244-07c7aca96d0b,2021-11-05T00:00:00Z,11
Q109418046,An Examination of the Sexual Behavior of Middle-Class African American Female College Freshmen,ED76CB23-0788-4472-B93D-B49B1ADAAD3C,Mia Smith Bynum,2,57845a033538fb66167162758eb55430bd5e3e1c,http://doi.org/10.5406/BLACWOMEGENDFAMI.4.2.0001,bd5eef60-de8a-4f7e-8564-3138ffca60d7,2021-11-05T00:00:00Z,11
Q109418049,Appropriation and Reciprocity in the Doing of Feminist and Womanist Ethics,7D5DAFF0-3D07-4AA1-AD3B-B9647077B533,Kristine A. Culp,3,38773343ff37c5bc4ab558b5e1166283163a3f6c,http://doi.org/10.5840/ASCE19931310,b5e0b72e-ee5e-46e8-9153-94543ec3179f,2021-11-05T00:00:00Z,11
