Title,Url,yes/no
Giving Birth: Reclaiming Biblical Metaphor for Pastoral Practice,,
Will the Real Pro-Family Contestant Please Stand Up?  Another Look at Families and Pastoral Care,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000895199&site=ehost-live,
Representations of Motherhood,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000299260&site=ehost-live,
Reclaiming Space in Contested Terrain: The Role of the Congregation,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000905912&site=ehost-live,
Assessing Spiritual Needs: A Guide for Caregivers; Spiritual Assessment in Pastoral Care: A Guide to Selected Resources,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000291201&site=ehost-live,
"Blessed Are the Poor: Women's Poverty, Family Policy, and Practical Theology",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000631762&site=ehost-live,
Women Respond to the Men's Movement: A Feminist Collection,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000640975&site=ehost-live,
Epistemology or bust : a maternal feminist knowledge of knowing,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000851309&site=ehost-live,
"The Bonds of Love: Psychoanalysis, Feminism & the Problem of Domination",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000618624&site=ehost-live,
Loving and Working: Reweaving Women's Public and Private Lives,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000621237&site=ehost-live,
Brave New Families: Stories of Domestic Upheaval in Late 20th Century America,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000620152&site=ehost-live,
Thinking theologically about modern medicine,,
Produce or perish : generativity and new reproductive technologies,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000844771&site=ehost-live,
Dictionary of Pastoral Care and Counseling,,
The Moral Revolution: A Christian Humanist Vision,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000590235&site=ehost-live,
Mortal Gods: Ernest Becker and Fundamental Theology,,
The sting of death,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000810888&site=ehost-live,
"Women's Ways of Knowing: The Development of Self, Voice, and Mind",,
Religious insanity : history of a diagnosis : Comment : Bonnie J. Miller-Mclemore,,
Co-Creating: A Feminist Vision of Ministry,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000570088&site=ehost-live,
Teologia pastoral como teologia pública,http://periodicos.est.edu.br/index.php/estudos_teologicos/article/view/253/328,
Tribute to Don S. Browning (1934–2010),,
Guess who's coming to the classroom ? Postmodernity and doctoral programs in religion and personality,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000010821&site=ehost-live,
"Christian Constructions of Children and Youths: Gift, Task, and Agent",,
Setting Limits: Medical Goals in an Aging Society,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000565859&site=ehost-live,
Words made flesh: writings in pastoral and practical theology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001878950&site=ehost-live,
Word among Us: A Curriculum of the United Church of Christ,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000296145&site=ehost-live,
"Women's Ways of Knowing: The Development of Self, Voice, and Mind",,
Women Respond to the Men's Movement: A Feminist Collection,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000640975&site=ehost-live,
Toward greater understanding of practical theology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001920382&site=ehost-live,
Through the Landscape of Faith: Christian Life Maps,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000549502&site=ehost-live,
Thinking about children: Christian faith and popular psychology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001472985&site=ehost-live,
The social structure of Christian families: a historical perspective,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001495649&site=ehost-live,
The public character of the university-related divinity school,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001363970&site=ehost-live,
The pastoral psychotherapist in Disciple ministry : anomaly or needed partner?,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000845151&site=ehost-live,
Theology and pastoral counseling: a new interdisciplinary approach,,
Theology and families,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001699961&site=ehost-live,
The mystery of the child,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001611913&site=ehost-live,
The Moral Revolution: A Christian Humanist Vision,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000590235&site=ehost-live,
The human web : Reflections on the state of pastoral theology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000862109&site=ehost-live,
The family in theological perspective,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000345780&site=ehost-live,
The doctorate of ministry as an exercise in practical theology : qualitative research with living human documents,,
The death and dying movement : psychologies and the formation of culture,,
"The Bonds of Love: Psychoanalysis, Feminism & the Problem of Domination",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000618624&site=ehost-live,
The arts of ministry : feminist-womanist approaches,,
Taught by God: teaching and spiritual formation,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001619692&site=ehost-live,
Story hour,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001538608&site=ehost-live,
Setting Limits: Medical Goals in an Aging Society,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000565859&site=ehost-live,
Scholars for the church: preparing seminary teachers,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001634765&site=ehost-live,
"Returning to the ""mother's house"" : a feminist look at Orpah",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000836936&site=ehost-live,
Representations of Motherhood,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000299260&site=ehost-live,
Religious imagination and the body: a feminist analysis,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000521839&site=ehost-live,
"Religion and psychology in transition: psychoanalysis, feminism, and theology",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000357770&site=ehost-live,
Regarding children: a new respect for childhood and families,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000341077&site=ehost-live,
Produce or perish : a feminist critique of generativity,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000822914&site=ehost-live,
"Motherhood in the balance: children, career, me, and God",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001413765&site=ehost-live,
Mortal Gods: Ernest Becker and Fundamental Theology,,
Loving and Working: Reweaving Women's Public and Private Lives,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000621237&site=ehost-live,
Living alone,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000341218&site=ehost-live,
Let the children come,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000840666&site=ehost-live,
Leaving home,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000341075&site=ehost-live,
Hospital Ministry: The Role of the Chaplain Today,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000560339&site=ehost-live,
"Hitting home: feminist ethics, women's work, and the betrayal of ""family values""",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001524777&site=ehost-live,
Giving Birth: Reclaiming Biblical Metaphor for Pastoral Practice,,
"Family and Work : Can Anyone ""Have It All""?",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000905911&site=ehost-live,
Everyday knowledge and uncommon truths: women of the academy,,
Eros for the other: retaining truth in a pluralistic world,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000521767&site=ehost-live,
Epistemology or Bust : Where Are We Really Headed?,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000869516&site=ehost-live,
"Doing wrong, getting sick, and dying",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000798871&site=ehost-live,
Dictionary of Pastoral Care and Counseling,,
Death and the moral life : Odd bedfellows in our postmodern age,,
Converging on culture: theologians in dialogue with cultural analysis and criticism,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001524759&site=ehost-live,
Contemporary Psychoanalysis and Religion: Transference and Transcendence,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000613421&site=ehost-live,
Co-Creating: A Feminist Vision of Ministry,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000570088&site=ehost-live,
Can One Be Faithful While Teaching Research Methods to DMin Students,,
Brave New Families: Stories of Domestic Upheaval in Late 20th Century America,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000620152&site=ehost-live,
Body theology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000285300&site=ehost-live,
"Blessed Are the Poor: Women's Poverty, Family Policy, and Practical Theology",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000631762&site=ehost-live,
Assessing Spiritual Needs: A Guide for Caregivers,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000291201&site=ehost-live,
"""Also a Mother"" : Beyond Family Values",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001018746&site=ehost-live,
"Sandwiched but Not Smashed: Connection, Loss, and Responsibility in the Middle Years",https://rsn.aarweb.org/columns/sandwiched-not-smashed-connection-loss-and-responsibility-middle-years,
The Hubris and Folly of Defining a discipline: Reflections on the Evolution of The Wiley-Blackwell Companion to Practical Theology,http://www.metapress.com/content/g62m0053jv317164/fulltext.pdf,
Introduction : the contributions of practical theology,,
"Feminism, children, and mothering : three books and three children later",www.svenskakyrkan.se/forskning/e-bocker,
"Mutuality matters: family, faith, and just love",,
Faith's wisdom for daily living,,
Marriage debate,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001678173&site=ehost-live,
Christianity teaches forgiveness - and that includes you,http://archives.umc.org/interior.asp?mid=5378,
Spiritual contemplation in the chaos of parenthood,http://www.disciplesworldmagazine.com/node/6536,
Birthing and mothering as powerful rites of passage,,
Shaping the future of religion and psychology: feminist transformations in pastoral theology,,
"Health, Christian marriage traditions, and the ethics of marital therapy",,
Generativity and gender : the politics of care,,
Feminismus/Feministische Theologie: VI Praktische Theologie,,
"Pastoral theology as public theology : revolutions in the ""Fourth Area""",,
Religious rites of passage,,
Protestantism,,
Practical theology,,
"Pastoral perspectives for 7th Sunday of Easter, 1 John 5:9-13",,
"Pastoral perspective for 6th Sunday of Easter, 1 John 5:1-6; Ascenion of the lord 1:15-23",,
Christian Discipline of Children,https://divinity.uchicago.edu/sightings/articles/christian-discipline-children,
Essential books on marriage,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001894069&site=ehost-live,
The American chalk circle : whose child is this?,,
Gender and pastoral care,,
The living human web : pastoral theology at the turn of the century,,
"Many gifts, one body : towards a practical, feminist, disciple view of pastoral care",,
Protestantism and the European-American family : like oil and water,,
The subject and practice of pastoral theology as a practical theological discipline: pushing past the nagging identity crisis to the poetics of resistance,,
Feminist theory in pastoral theology,,
"Pastoral theology as public theology : revolutions in the ""fourth area""",,
A feminist Christian theologian looks (askance) at headship,,
Pastoral theology and public theology: developments in the U.S,,
Mundane grief,,
"Generativity, self-sacrifice, and the ethics of family life",,
Practical theology and pedagogy: embodying theological know-how,,
Spinning gold from straw : a matter of multiple vocations,,
"Children, chores, and vocation : a social and theological lacuna",,
"Children and religion in the public square : 'too dangerous and too safe, too difficult, and too silly",,
Introduction : Children and childhood in American religions,,
The academic paradigm and the denigration of practical theological know-how,,
Redefining children's spirituality,,
Are there limits to multicultural inclusion? Difficult questions for feminist pastoral theology,,
"Work, labor, and chores: Christian ethical reflection on children and vocation",,
Engaging practice : the work of Christian theology,,
Sex and the pastoral life,,
Two views on mothering :  becoming a mother and birthing and mothering as powerful rites of passage,,
Feminist and womanist pastoral theology,,
"Poverty, suffering and HIV-AIDS : international practical theological perspectives",,
Sloppy mutuality : just love for children and adults,,
Children and childhood in American religions,,
"Death, sin, and the moral life : contemporary cultural interpretations of death",,
Also a mother : work and family as theological dilemma,,
From culture wars to common ground : religion and the American family debate,,
Let the children come : reimagining childhood from a Christian perspective,,
In the midst of chaos : caring for children as spiritual practice,,
Christian theology in practice : discovering a discipline,,
Globalisation and the family: a practical theological analysis,,
Ideals and realities of motherhood: a theological perspective,,
"Is the creation museum for kids : balancing fact with faith in children's lifes, editorial",,
"""Pondering all these things"" : Mary and motherhood",,
Spirituality and the Disciples of Christ: sanctifying the ordinary,,
"Aesthetics, hermeneutics, and practical theology",,
Beyond silence and denial: death and dying reconsidered: four perspectives,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001277044&site=ehost-live,
Gender experience and fetal life : a proposal,,
Survival Manual for Women in Religious Studies,,
Who's minding the children?,,
Evaluating 'What the Bible Says': New Family Models challenge Male Headship,,
Heard and seen: the challenge of religious formation in families,,
Family: a Christian social perspective,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000647520&site=ehost-live,
The church and wellness,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000826949&site=ehost-live,
"Family and Work : Can Anyone ""Have It All""?",,
Family : Feminist Theology,,
Children,,
Family,,
Myths and realities of mental illness,,
"Pastoral Theology as Public Theology: Revolutions in the ‘Fourth Area,’",,
Not a Snazzy Title But...,https://my.vanderbilt.edu/vanderbiltdivinity/2014/08/read-this-book-august-2014/,
"Theology, religious communities and practice","www.faithandleadership.com/qa/bonnie-j-miller-mclemore-theology-religious-communities-and-practice?page=0,1&utm_source=newsletter&utm_medium=headline&utm_campaign=FL_headline4",
Academic Theology and Disciple Dissent,http://ddh.uchicago.edu/news/Fall_2011.pdf,
Contemporary Psychoanalysis and Religion: Transference and Transcendence,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000613421&site=ehost-live,
Body theology,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000285300&site=ehost-live,
The family in theological perspective,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000345780&site=ehost-live,
"Motherhood in the balance: children, career, me, and God",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001413765&site=ehost-live,
The social structure of Christian families: a historical perspective,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001495649&site=ehost-live,
The mystery of the child,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001611913&site=ehost-live,
Religious institutions and issues of health care,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000809669&site=ehost-live,
Re-Evaluating 'What the Bible Says': New Family Models Challenge Male Headship,,
Work and Family: Can Anyone 'Have it All?',,
"Publishing, Teaching, Advising, Committees, and a Personal Life? Handling the Demands of the Academy without Sacrificing Home and Health",http://scholar.cc.emory.edu/ scripts/openings/eisartmnu.html,
"Bonnie J. Miller-McLemore: Theology, religious communities and practice",http://www.faithandleadership.com/qa/bonnie-j-miller-mclemore-theology-religious-communities-and-practice?,
Dying Well Against the Odds: Cultural and Religious Horizons,,
Childhood Studies and Pastoral Counseling,http://www.aapc.org/media/166224/bmmchildhoodstudiespastjune2014ed.pdf,
Coming to our senses: feeling and knowledge in theology and ministry,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0002001010&site=ehost-live,
Women who work and love : caught between cultures,,
What's a feminist mother to do?,,
How sexuality and relationships have revolutionized pastoral theology,,
"""Let the children come"" revisited: contemporary feminist theologians on children",,
Through the Eyes of Mircea Eliade: United States Football as Religious Rite de Passage,,
Contemplation in the Midst of Chaos: Contesting the Maceration of the Theological Teacher,,
The Radical Reconstruction of Childhood: Is There a Place for Theology?,,
"Children’s Voices, Spirituality, and Mature Faith",Table of contents http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&local_base=BVB01&doc_number=018951067&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA,
Childhood Studies and Pastoral Counseling,,
Motherhood and the theological pie (or crisis of generativity : a theological issue),,
Promising again,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000341078&site=ehost-live,
Becoming married,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000341076&site=ehost-live,
Disciplining,,
Spooning,,
Calling all years good: Christian vocation throughout life's seasons,,
City of desires - a place for God? : practical theological perspectives,,
The Wisdom of the Body,https://collegevilleinstitute.org/bearings/the-wisdom-of-the-body/,
"Foreword, Graced vulnerability",,
Foreword,,
"Foreword, Hopes and fears",,
Pastoral Care and Gender,http://firstsearch.oclc.org/WebZ/FSFETCH?fetchtype=fullrecord:sessionid=fsapp6-39264-jjfxeb83-cin34y:entitypagenum=4:0:recno=17:resultset=1:format=FI:next=html/record.html:bad=error/badfetch.html:entitytoprecno=17:entitycurrecno=17:numrecs=1,
The Contributions of Practical Theology,,
Practical Theology and Pedagogy (Portugeuse trans.),,
Getting it Write: On the Craft of Academic Writing,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAiB8W170116003564&site=ehost-live&scope=site,
The theory-practice distinction and the complexity of practical knowledge,,
Desire: Practical Theological Explorations,,
Conundrums in practical theology,http://proxy.library.vanderbilt.edu/login?url=http://site.ebrary.com/lib/vanderbilt/docDetail.action?docID=11269596,
Pedagogy in Practical Theology: Examining Six Sub-Disciplines,http://hdl.handle.net/1803/7442,
Protestantism and the Family,http://hdl.handle.net/1803/2804,
"Christian practical wisdom: what it is, why it matters",,
A graceful embrace: theological reflections on adopting children,,
And the ‘Hall Was Burned to the Ground’: Mothers and Theological Body Knowledge,,
Forward,,
Reimaging Vocation Across the Lifespan and Into Childhood,,
Religion and the Social Sciences,,
The Living Human Web: A Twenty-five Year Retrospective,https://doi.org/10.1007/s11089-018-0811-7,
The Wiley Blackwell reader in practical theology,,
Children--where religion hits the road: why society needs religious views of children,https://ir.vanderbilt.edu/handle/1803/8262,
Taken for granted? four ways to do church better,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001679372&site=ehost-live,
Ministry: how Disciples understand it,,
Twenty-two keys to being a minister without quitting or wishing for early retirement,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001554015&site=ehost-live,
How to get along with your pastor,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001755622&site=ehost-live,
Leadership in scarcity,http://search.ebscohost.com/login.aspx?direct=true&db=a6h&AN=ATLA0001820215&site=ehost-live,
"Revaluing ""self-care"" as a practice of ministry",http://search.ebscohost.com/login.aspx?direct=true&db=a6h&AN=ATLA0001840163&site=ehost-live,
Signs of Excellence in Ministry,http://www.disciplesworldmagazine.com/,
The dark side of sabbatical for pastors | Faith & Leadership,http://www.faithandleadership.com/content/the-dark-side-sabbatical,
Assessment: Richer Perspectives,http://www.guidestar.org/rxa/news/articles/2012/nonprofit - assessment - richer - perspectives.aspx,
Seminary and church: similarities and differences,http://www.cpx.cts.edu/network/blog/pastoral - excellence - network/2013/09/19/seminary - and - church - similarities - and - differences,
"The Bibfeldt Hustle,",,
Ministry to Cancer Patients,,
The Lively Congregation,,
Funerals for Non-Members,,
It’s Not Just the Bakkers and the Priests: An Abuse of Power and Trust,,
Advent Inviting,,
Vision: One Congregation’s Story,,
"Pieces of the Puzzle, Pieces of the Process",,
Two in a Canoe: Reflections on Marriage,,
"Pastoral Commentary on Psalms 29, 103, and 104 (Day of Pentecost, Trinity Sunday, Proper 3 in Year B)",,
For Companions in the Call: A Convocation Prayer,https://ddh.uchicago.edu/resources/winged-words/,
Faltering Steps: Imagining Our Way Across the Seminary-Church Divide,http://proxy.library.vanderbilt.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=lsdar&AN=ATLAi9KZ181119000992&site=ehost-live&scope=site,
"An ethics of remembering: history, heterology, and the nameless others",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000366423&site=ehost-live,
"Interruptions: mysticism, politics, and theology in the work of Johann Baptist Metz",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000362854&site=ehost-live,
Sacramental orders,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000023801&site=ehost-live,
Breath of life: a theology of the creator spirit,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001532280&site=ehost-live,
Eucharist: the meal and the word,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001708726&site=ehost-live,
Holy conversation: spirituality for worship,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001846017&site=ehost-live,
Dorothee Soelle--mystic and rebel: the biography,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001934711&site=ehost-live,
Emerging Critical Resources for Liturgical Studies,,
"Introduction for the Diekmann Award, presented to Louis-Marie Chauvet",,
Liturgical Theology as Critical Practice,,
"Introduction for the Berakah Award, presented to John F. Baldovin",,
Sacramental Resources Underused in Care,,
"The meaning of confirmation: searching with the bishop, the liturgy, and the Holy Spirit",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001404675&site=ehost-live,
Anamnetic Action: The Ethics of Remembrancing,,
Practicing Political Holiness: The Call to a Life of Contrasts in the Work of Edward Schillebeeckx,,
Hidden presence: the mystery of the assembly as body of Christ,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001510316&site=ehost-live,
Liturgia a Etika: Krestansky Zivot ako Bohosluzba,,
The paschal mystery personified: a commentary on the rites of the RCIA,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001595485&site=ehost-live,
"Le Christ guérisseur. Enquête critique sur les sources liturgiques, pastorales et bibliques",,
Challenges and Resources for a Liturgical Theology of Healing: Roman Catholic Practice and Postmodern Theory,http://dx.doi.org/10.1080/04580630701274023,
Healing and Anointing: Introduction,http://dx.doi.org/10.1080/04580630701273918,
Anointing of the sick as sacrament within a larger pastoral process of faith,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001619268&site=ehost-live,
The christology of ordinary time,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001689064&site=ehost-live,
La théologie des sacrements comme théologie fondamentale,,
The liturgical spirituality of Lent,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001785042&site=ehost-live,
"Pratiques occasionnels ou pratiques régulières: miracles, médias, marchandisation, et fonction des rites",,
Les raisons pour lesquelles les Américains apprécient L.-M. Chauvet,,
Contemplating Suffering: Liturgical Imagination and Ethical Conviction,,
"Performing the Rite of Marriage: Agency, Identity, and Ideology",,
Holy Communion as a Public Act: Ethics and Liturgical Participation,,
Baptism and Identity Formation: Convergences in Ritual and Ethical Perspectives,,
Liturgical music: bodies proclaiming and responding to the Word of God,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000005350&site=ehost-live,
Worship as public act on the American Catholic university campus,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001277380&site=ehost-live,
Seasonal Themes,,
"Liturgia és	etika: a keresztény élet mint Isten dicsérete",,
The Intimate Connection Between Word and Rite in the Liturgy,,
Anointing as Pastoral-Sacramental Ministry to the Sick,,
"The Power of the Powerless: The Word of Liberation for Today, by Jurgen Moltmann",,
Toward a theology of the body,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0000338357&site=ehost-live,
Treasures from the Storeroom: Medieval Religion and the Eucharist by Gary Macy,,
Wise and Discerning Hearts: An Introduction to Wisdom Liturgical Theology by Jill Y. Crainshaw,,
"The journals of Father Alexander Schmemann, 1973-1983",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001330920&site=ehost-live,
The Sacraments: Theo Word of God at the Mercy of the Body by Louis-Marie Chauvet,,
Worship seeking understanding: windows into Christian practice,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001450821&site=ehost-live,
Holy Ground: A Liturgical Cosmology by Gordon Lathrop,,
Political worship: ethics for Christian citizens,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001517679&site=ehost-live,
Christian symbol and ritual: an introduction,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001569630&site=ehost-live,
"Meeting mystery: liturgy, worship, sacraments",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001644846&site=ehost-live,
Immersed in the life of God: the healing resources of the Christian faith: essays in honor of William J. Abraham,http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001791471&site=ehost-live,
"What, Then, Is Liturgy? Musings and Memoir by Anscar J. Chupungco",,
Way of Forgiving,http://search.ebscohost.com/login.aspx?direct=true&db=rlh&AN=79648801&site=ehost-live,
A Passion for God: The Mystical-Political Dimension of Christianity,,
The Struggle for Tradition,,
The Prophetic Challenge: Introduction,,
The Practical Character of Liturgy and Theology,,
Walking the Labyrinth: Recovering a Sacred Tradition,,
Liturgical Music: Bodies Proclaiming and Responding to the Word of God,,
The Many Bodies of Worship: Locating the Spirit's Work,,
Initial Consideration: Theory and Practice of the Body in Liturgy Today,,
Alexander Schmemann: Liturgy for the Life of the World,,
"Christ the Healer: An Investigation of Liturgical, Pastoral, and Biblical Approaches",,
Ritual Practice: The View from Liturgical Theology,,
Practicing the Pastoral Care of the Sick: The Sacramental Body in Liturgical Motion,,
What Difference Does it Make for Me as a Liturgist to be a Jesuit--or Vice Versa?,,
Reading Texts of Terror: Liturgical Imagination and Ethical Conviction,,
Easter,,
Sacraments: Key Symbols for the Christian Way of Life,,
Chapter Three: The Duties and Ministries in the Mass (De Officiis et Ministeriis in Missa),,
"Time, Absence, and Otherness: Divine-Human Paradoxes Bonding Liturgy and Ethics",,
"Building Appreciatively on	 Chauvet’s Work: An Overview",,
Taufe und Identitätsbildung: Annäherungen aus ritueller und ethischer Perspektive,,
Change as the Norm,,
"Nichtordinierte Leiter von	Gottesdiensten	in der katolischen Kirche in den USA. Verbreitete Fortschritte, offizieller Rückzug",,
"Practicing Catholic ritual, body, and contestation in Catholic faith",,
Sacraments : revelation of the humanity of God : engaging the fundamental theology of Louis-Marie Chauvet,,
Anamnesis as dangerous memory : political and liturgical theology in dialogue,,
Divine worship and human healing : liturgical theology at the margins of life and death,,
"Encountering Christ in the Eucharist : the Paschal mystery in people, word, and sacrament",,
"Christ the healer: a critical investigation of liturgical, pastoral, and biblical sources",http://search.ebscohost.com/login.aspx?direct=true&db=rfh&AN=ATLA0001511848&site=ehost-live,
Reconciliation and Conversion,http://ejournals.bc.edu/ojs/index.php/ctsa/article/view/4746,
Sacramental Life & Liturgy: Liturgy’s Prophetic Dimensions,http://ejournals.bc.edu/ojs/index.php/ctsa/article/view/4992,
Theology and Suffering,http://ejournals.bc.edu/ojs/index.php/ctsa/article/view/4534,
Sacramental and Liturgical Theology: The Communion Rite as Ecclesial Act,http://ejournals.bc.edu/ojs/index.php/ctsa/article/view/4365,
"Sacramental and Liturgical Theology: Practicing Liturgical	Scholarship: Liturgical Theology as Vocation",http://ejournals.bc.edu/ojs/index.php/ctsa/article/view/4609,
