qid,label_en,depicts_uuid,depicts,depicts_ref1_hash,depicts_ref1_statedIn,depicts_ref1_referenceUrl,depicts_ref1_retrieved_nodeId,depicts_ref1_retrieved_val,depicts_ref1_retrieved_prec
Q102975553,Two Actors in Female Roles in a Scene from a Kabuki Play (one of three prints from a triptych),,,,,,,,
Q102975567,Two Bulls,,,,,,,,
Q102975576,Two Cherubs and a Child Dancing,,,,,,,,
Q102975585,"Two Doors, from the portfolio Travaux Publics (Public Works)",,,,,,,,
Q102975591,Two Handled Bowl,,,,,,,,
Q102975601,Two Horses Feeding,,,,,,,,
Q102975609,"Two Identical Units Joined Eight Ways, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102975617,Two Men Conversing on a Bluff by Water,,,,,,,,
Q102975625,Two Personages,,,,,,,,
Q102975634,Two Reclining Nudes on a Rug,,,,,,,,
Q102975645,Two Saints,,,,,,,,
Q102975650,Two Sparrows and Flowers (hanging scroll),,,,,,,,
Q102975655,"Two Systems-10, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q102975663,Two Types of Flowers,,,,,,,,
Q102975671,Two-handled bowl with pig snout,,,,,,,,
Q102975679,Two-handled jar decorated with swirls,,,,,,,,
Q102975685,Two's Company-Three's a Crowd,,,,,,,,
Q102975692,Ukiyo E Ruiko,,,,,,,,
Q102975700,Ukiyo Shizuki (Floating World Drips),,,,,,,,
Q102975711,Un Cheval de Chasse et un petit Cheval,,,,,,,,
Q102975718,"Un paysage en 1870. (The scenery in 1870.), from Album du Siége",,,,,,,,
Q102975726,Une Pastorale,,,,,,,,
Q102975733,Une Poignee (A Handle),,,,,,,,
Q102975741,Unglazed elephant effigy figurine,,,,,,,,
Q102975756,Unglazed pot,,,,,,,,
Q102975765,Unknown,,,,,,,,
Q102975774,Unknown,,,,,,,,
Q102975782,Unknown title,,,,,,,,
Q102975791,Untitled,,,,,,,,
Q102975797,Untitled,,,,,,,,
Q102975803,Untitled,,,,,,,,
Q102975813,Untitled,,,,,,,,
Q102975821,Untitled,,,,,,,,
Q102975828,Untitled,,,,,,,,
Q102975839,Untitled,,,,,,,,
Q102975856,Untitled,,,,,,,,
Q102975865,Untitled,,,,,,,,
Q102975870,Untitled,,,,,,,,
Q102975877,Untitled,,,,,,,,
Q102975891,Untitled,,,,,,,,
Q102975898,Untitled,,,,,,,,
Q102975910,Untitled,,,,,,,,
Q102975918,Untitled,,,,,,,,
Q102975924,Untitled,,,,,,,,
Q102975937,Untitled,,,,,,,,
Q102975944,Untitled,,,,,,,,
Q102975953,Untitled,,,,,,,,
Q102975960,Untitled,,,,,,,,
Q102975969,Untitled,,,,,,,,
Q102975975,Untitled,,,,,,,,
Q102975983,Untitled,,,,,,,,
Q102975994,Untitled,,,,,,,,
Q102976002,Untitled,,,,,,,,
Q102976011,Untitled,,,,,,,,
Q102976018,Untitled (Bear hunt by river),,,,,,,,
Q102976025,Untitled (Dedicated poster),,,,,,,,
Q102976032,Untitled (Dedicated work),,,,,,,,
Q102976041,Untitled (Falconry),,,,,,,,
Q102976056,"Untitled (from 16 ""Magma drawings"")",,,,,,,,
Q102976074,Untitled (Gathering sponges at low tide),,,,,,,,
Q102976089,Untitled (Landscape with a Rocky Path),,,,,,,,
Q102976102,Untitled (Shepherd),,,,,,,,
Q102976116,Untitled (Snaring birds),,,,,,,,
Q102976132,Untitled (Three men and a dog on a path above a waterfall),,,,,,,,
Q102976142,Untitled (Tribute Scene),,,,,,,,
Q102976149,Untitled (Village scene with church by a bay),,,,,,,,
Q102976158,Untitled 1992,,,,,,,,
Q102976171,Untitled from Political Abstraction,,,,,,,,
Q102976179,Untitled from Political Abstraction (Bottle),,,,,,,,
Q102976187,Untitled from Political Abstraction (Building and Nude),,,,,,,,
Q102976198,Untitled from Political Abstraction (Bush and Graffiti),,,,,,,,
Q102976204,Untitled from Political Abstraction (Bust and Bricks),,,,,,,,
Q102976210,Untitled from Political Abstraction (Chairs),,,,,,,,
Q102976216,Untitled from Political Abstraction (Curtain and Busts),,,,,,,,
Q102976222,Untitled from Political Abstraction (Graffiti and Silhouette),,,,,,,,
Q102976232,Untitled from Political Abstraction (Hanger and Nude),,,,,,,,
Q102976238,Untitled from Political Abstraction (Man in Suit and Crutch),,,,,,,,
Q102976248,Untitled from Political Abstraction (Pool),,,,,,,,
Q102976254,Untitled from Political Abstraction (Shoe and Nude),,,,,,,,
Q102976264,Untitled from Political Abstraction (Skyscraper and Man),,,,,,,,
Q102976270,Untitled from Political Abstraction (Text and Plant),,,,,,,,
Q102976277,Untitled from Political Abstraction (Traffic Light and Hat),,,,,,,,
Q102976289,"Untitled, from ""America: Now + Here"" a portfolio",,,,,,,,
Q102976296,"Untitled, from ""Chagall"" by Jacques Lassaigne",,,,,,,,
Q102976302,"Untitled, from a portfolio of work by 18 artists titled Ediciones Polígrafa, S.A. 15 Years of Graphic Work",,,,,,,,
Q102976310,"Untitled, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q102976316,"Untitled, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q102976323,"Untitled, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102976338,"Untitled, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102976346,"Untitled, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102976358,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102976364,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102976374,"Untitled, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102976381,"Untitled, from Galería Carl Van der Voort, Mini Collección",,,,,,,,
Q102976389,"Untitled, from: 10 West Coast Artists",,,,,,,,
Q102976398,"Untitled, from: 10 West Coast Artists",,,,,,,,
Q102976412,"Untitled, from: 10 West Coast Artists",,,,,,,,
Q102976419,"Untitled, from: 10 West Coast Artists",,,,,,,,
Q102976428,"Untitled, from: 10 West Coast Artists",,,,,,,,
Q102976437,"Untitled, from: 10 West Coast Artists",,,,,,,,
Q102976444,"Untitled, from: 10 West Coast Artists",,,,,,,,
Q102976457,"Untitled: Computer Generated Image, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q102976471,Vaches Sous Bois (Cows in the Woods),,,,,,,,
Q102976477,"Variation in Black and White No. 1, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q102976485,Vase,,,,,,,,
Q102976497,Vase,,,,,,,,
Q102976507,Vase with a design in blue under glaze of a phoenix and clouds,,,,,,,,
Q102976513,Vase with a design in red underglaze of flowers,,,,,,,,
Q102976519,Vase with a design of birds and flowers,,,,,,,,
Q102976527,"Vase with a foliate rim with a design of cranes, pine and bamboo",,,,,,,,
Q102976534,Vase with cobalt blue glaze and incised design of flowers and tendrils,,,,,,,,
Q102976549,Vase with green and ochre glazes,,,,,,,,
Q102976556,Vase with incised decoration on shoulder with brown and black glazes,,,,,,,,
Q102976568,Vase with incised rings on shoulder with incised calligraphic inscription (reproduction),,,,,,,,
Q102976576,Vase with small opening,,,,,,,,
Q102976587,"Veduta dell' Anfiteatro Feavio, detto il colosseo",,,,,,,,
Q102976596,Veduta dell' Arco di Tito (View of the Arch of Titus),,,,,,,,
Q102976602,Veduta della Cascata di Tivoli,,,,,,,,
Q102976607,Veduta della Piazza della Rotonda (View of the Plaza Rotunda),,,,,,,,
Q102976613,Veduta della Piazza di Monte Cavallo (View of the Piazza del Monte Cavallo),,,,,,,,
Q102976626,Veduta di Campo Vaccino [View of the Roman Forum (Cow Pasture)] from Vedute di Roma (Views of Rome),,,,,,,,
Q102976632,"Veduta di Porta Sanguinaria in Ferentino, after Marianna Candidi Dionigi",,,,,,,,
Q102976639,"Veduta Interna dell' Atrio del Portico di Ottavia (Internal View of the Atrium of the Portico of Octavia), from Vedute di Roma (Views of Rome)",,,,,,,,
Q102976651,Venetian Scene-View of the Ca d'Oro,,,,,,,,
Q102976659,Venetian Water Gate,,,,,,,,
Q102976664,"Vento (Wind), from Paesaggi (Landscapes)",,,,,,,,
Q102976673,Verliebtes Mädchen (Amorous Maiden),,,,,,,,
Q102976678,Vestal Virgins Making an Offering,,,,,,,,
Q102976687,"Vestera, after Baern",,,,,,,,
Q102976694,Veue d'un coin de Calais (Ships by a Fort),,,,,,,,
Q102976703,"Viaduct across the Sankey Valley, plate 4",,,,,,,,
Q102976709,"Vibrations/Metaphors, from the Revolutions Per Minute (The Art Record)",,,,,,,,
Q102976718,"Victory is a Question of Stamina Send - the Wheat, Meat, Fats, Sugar, the fuel for Fighters - United States Food Administration",,,,,,,,
Q102976723,View inside the Basilica of St. Paul's outside the walls,,,,,,,,
Q102976730,"View of North Church Tunnel, London and Birmingham Railway",,,,,,,,
Q102976742,View of the Queen's Theatre from the Rotonda,,,,,,,,
Q102976755,"View of the Railway across Chat Moss, plate 5",,,,,,,,
Q102976764,Village of Plums,,,,,,,,
Q102976771,Village scene with a mill on the right,,,,,,,,
Q102976779,Village Street,,,,,,,,
Q102976785,Vintage poster for Bridlington,,,,,,,,
Q102976794,Vintage poster for Royal Dutch Airlines,,,,,,,,
Q102976799,Vintage poster for Tuscany-Siena,,,,,,,,
Q102976817,Vintage poster for Yorkshire,,,,,,,,
Q102976828,Vitesse,,,,,,,,
Q102976848,Votive object for a festival in the form of a medallion with the face of Okame,,,,,,,,
Q102976854,Votive object for a festival in the form of a Resting Cow,,,,,,,,
Q102976862,Votive object for a festival in the Form of the Bodhisattva Hotei (One of the Seven Lucky Gods),,,,,,,,
Q102976872,Vue d'un Moulin près d'Athenes,,,,,,,,
Q102976880,Wakizashi (Short Sword),,,,,,,,
Q102976891,Walking Cat,,,,,,,,
Q102976897,Wall hanging with a design of flowers and maple leaves with orange border,,,,,,,,
Q102976904,Wall Plaque with red and gold design of dragon and clouds,,,,,,,,
Q102976911,Wall plaque with red and gold design of musicians and merrymakers,,,,,,,,
Q102976921,Warrior Reservoir,,,,,,,,
Q102976928,Water Bottle,,,,,,,,
Q102976935,Waterpot in form of a fruiting peach branch,,,,,,,,
Q102976941,Wave,,,,,,,,
Q102976949,Wayside Madonna,,,,,,,,
Q102976959,"Wedding hair ornament set with elements depicting a landscape containing pine trees, cranes, tortoise",,,,,,,,
Q102976965,"Wedding outfit, jacket and skirt",,,,,,,,
Q102976971,"West Broadway Liquor Store Bar, from the series ""Tribeca, 10013""",,,,,,,,
Q102976979,What a Golden Beak! (They Want War),,,,,,,,
Q102976987,When a Man's in Love,,,,,,,,
Q102976995,When Day is Done,,,,,,,,
Q102977001,When Rosy Plumelets Tuft the Larch,,,,,,,,
Q102977009,"White Animals - Rhythm & Brews, Chattanooga, TN, Fri. April 14 2000",,,,,,,,
Q102977017,White bowl with a faded green floral motif,,,,,,,,
Q102977026,White bowl with blue trim,,,,,,,,
Q102977031,"White Cat, Black Tail",,,,,,,,
Q102977038,White covered pot,,,,,,,,
Q102977047,White figurine (Man with a gun),,,,,,,,
Q102977061,White glazed bowl,,,,,,,,
Q102977068,White jade dish,,,,,,,,
Q102977075,White jade drinking cup,,,,,,,,
Q102977085,White Sail,,,,,,,,
Q102977092,White teapot,,,,,,,,
Q102977099,"Wichita, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102977108,Wigeon,,,,,,,,
Q102977115,Windfall (Czech-Republic),,,,,,,,
Q102977123,Wine cup,,,,,,,,
Q102977132,"Wine cup in the shape of an open lotus blossom, encircled with hawthorn branches, leaves and blossoms",,,,,,,,
Q102977136,Winter Landscape (reproduction),,,,,,,,
Q102977148,"Wintermonat, Novembre (November), from a suite of allegorical prints illustrating the months of the year with text in German and French",,,,,,,,
Q102977157,"Wire: Stainless Steel, Copper, from American Abstract Artists 75th Anniversary Print Portfolio",,,,,,,,
Q102977165,Without Title (Subway Drawing),,,,,,,,
Q102977175,Woman and Landscape,,,,,,,,
Q102977186,Woman and Man,,,,,,,,
Q102977193,Woman and Parrot,,,,,,,,
Q102977204,Woman and Two Children in a Kitchen,,,,,,,,
Q102977211,Woman Dressing,,,,,,,,
Q102977217,Woman Gathering Fagots,,,,,,,,
Q102977224,Woman Harvester at Rest (Tailpiece to Book IV of Virgil's Georgics),,,,,,,,
Q102977231,Woman holding a child,,,,,,,,
Q102977247,Woman Reading,,,,,,,,
Q102977253,"Woman washing cloth, some drying on a board, and boy with a kite",,,,,,,,
Q102977260,Women Viewing Plum Blossoms,,,,,,,,
Q102977273,Women who Killed in Self Defense Serve Three times Longer than the Males who Killed their Wives,,,,,,,,
Q102977282,"Women's dress, white beads with red and blue design at center",,,,,,,,
Q102977291,"Wood Block with a Design of a Building on One Side, Figures on the Other",,,,,,,,
Q102977300,"Wood Block with a Design of Bamboo and Fence on One Side, Railings on the Other",,,,,,,,
Q102977306,"Wood Block with a Design of Figures on One Side, Railings on the Other",,,,,,,,
Q102977313,Wood Block with a Design of Flowers and Railing,,,,,,,,
Q102977318,Wood carving,,,,,,,,
Q102977324,Woodcut,,,,,,,,
Q102977331,Wooden architectural ornament,,,,,,,,
Q102977340,"Words on Edge, from American Abstract Artists 60th Anniversary Print Portfolio",,,,,,,,
Q102977350,Work 74-57 Sun,,,,,,,,
Q102977358,"Would Not Say No to Some Help, from the Revolutions Per Minute (The Art Record)",,,,,,,,
Q102977363,Woven bracelet,,,,,,,,
Q102977369,Writing Box with Brush and Design of a Stylized Landscape on the Lid,,,,,,,,
Q102977377,Wuthering Heights: Chapter Head,,,,,,,,
Q102977390,Wyoming State Death House,,,,,,,,
Q102977398,Yaozhou ware conical bowl with russet glaze,,,,,,,,
Q102977407,Yatate,,,,,,,,
Q102977416,Yatate (Ink Horn) with a fan-shaped design with an inlaid pattern on lid,,,,,,,,
Q102977424,Yatate (Ink Horn) With Ink Pot in the Form of a Basket,,,,,,,,
Q102977433,Yatate (Ink Horn) With Ruler on Handle,,,,,,,,
Q102977444,Yatate with a ball at the end of the handle,,,,,,,,
Q102977456,Yatate with a design in blue underglaze of plant forms,,,,,,,,
Q102977463,Yatate with a movable ring and leather thong,,,,,,,,
Q102977472,Yatate with an inlaid silver handle,,,,,,,,
Q102977480,Yatate with crab design,,,,,,,,
Q102977487,Yatate with linear scroll design,,,,,,,,
Q102977497,Yellow and tan ceramic bottle,,,,,,,,
Q102977504,Yellow brown bowl with incised lines,,,,,,,,
Q102977512,Yi (Bronze vessel with animal spout),,,,,,,,
Q102977517,"Yi-xing ware teapot with a design of pine, plum, and bamboo",,,,,,,,
Q102977524,York - London & North Eastern Railway of England and Scotland,,,,,,,,
Q102977529,"You Only Call the Old Doctor Once, from the Revolutions Per Minute (The Art Record)",,,,,,,,
Q102977536,You're Right and You Know It and So Should Everyone Else,,,,,,,,
Q102977544,"Young Woman With a Tray of Chrysanthemums, from 100 Poems by 100 Poets",,,,,,,,
Q102977550,"Yui, from ""The Fifty-three Stations of the Tokaido""",,,,,,,,
Q102977559,Zertretene - Leichnam und Frauenakt am Pfahl (The Downtrodden - Corpse and Nude Woman at a Post),,,,,,,,
Q103296109,113,,,,,,,,
Q103296119,"""A Corner of the Forest"" from The Wood engravings of Ethelbert White",,,,,,,,
Q103296127,"""For the Mighty One has done great things for me: and holy is his name"", Luke 1:49, after Guidi Reni",,,,,,,,
Q103296133,(Shinzo) Ukiyo E Ruiko; two volumes,,,,,,,,
Q103296142,[Ethiopian Text] [One young man in a striped t-shirt] Wegen AIDS Talkline,,,,,,,,
Q103296148,[Ethiopian Text] [Three children; green panel to the right],,,,,,,,
Q103296160,[Ethiopian text] [Two women washing clothes],,,,,,,,
Q103296168,[Text in Ethiopian] [A heterosexual couple sitting on a park bench],,,,,,,,
Q103296177,#113,,,,,,,,
Q103296183,#126,,,,,,,,
Q103296194,#201,,,,,,,,
Q103296205,#202,,,,,,,,
Q103296215,#207,,,,,,,,
Q103296222,#208,,,,,,,,
Q103296231,#209,,,,,,,,
Q103296240,#210,,,,,,,,
Q103296252,#301 from a set of three,,,,,,,,
Q103296266,#302 from a set of three,,,,,,,,
Q103296274,#303 from a set of three,,,,,,,,
Q103296286,#501 from a set of five,,,,,,,,
Q103296295,#502 from a set of five,,,,,,,,
Q103296300,#503 from a set of five,,,,,,,,
Q103296306,#504 from a set of five,,,,,,,,
Q103296311,#505 from a set of five,,,,,,,,
Q103296317,"$170,500,000.00 November 11 to 18. He Serves.",,,,,,,,
Q103296329,"05-01, Carrara, Italy",,,,,,,,
Q103296335,"05-16, Carrara, Italy",,,,,,,,
Q103296343,"05-23, Carrara, Italy",,,,,,,,
Q103296350,"06-08, Carrara, Italy",,,,,,,,
Q103296357,"06-11, Carrara, Italy",,,,,,,,
Q103296366,"06-22, Carrara, Italy",,,,,,,,
Q103296373,10 Drawings with Chinese Characters; from a Chinese art book,,,,,,,,
Q103296378,"10,000,000 Members by Christmas",,,,,,,,
Q103296385,15th Invitational Art Exhibition at Cinema I and Cinema II,,,,,,,,
Q103296392,"1946 A Classic Bluegrass Experience, Wednesday, July 21 The Station Inn",,,,,,,,
Q103296400,"4 Food Groups We've got at least 12, Aug 19-29, 1999",,,,,,,,
Q103296413,A Church Tower,,,,,,,,
Q103296424,A Connemara Peasant,,,,,,,,
Q103296439,"A Dwarf of Philip IV, after Velasquez",,,,,,,,
Q103296446,A Flower Piece (after Jan van Huysum),,,,,,,,
Q103296455,A Good Story,,,,,,,,
Q103296464,A Group of Auriculas,,,,,,,,
Q103296468,A Group of Carnations,,,,,,,,
Q103296474,A Kabuki Actor as the Imposter Tagotohime,,,,,,,,
Q103296483,A Macaroni of the 18th Century,,,,,,,,
Q103296490,A Mountain Man,,,,,,,,
Q103296500,A New Volume of the Golden Jar and the First Plum Blossom,,,,,,,,
Q103296506,A Picture from an Outline of Women's Manners - Sewing,,,,,,,,
Q103296515,A Plantation Dance,,,,,,,,
Q103296523,"A Rooster, ""Gallas Furcatus,"" Forked Tail Wild Cock",,,,,,,,
Q103296534,"A Rooster, ""Gallus Oeneus,"" Wild Golden Cock",,,,,,,,
Q103296542,A Sailor's Infancy,,,,,,,,
Q103296548,A Scene from Homer's Odyssey,,,,,,,,
Q103296557,"A scene from Laurence Sterne's novel ""A Sentimental Journey Through France and Italy.""",,,,,,,,
Q103296564,A Small Statement for the Propagation of the Grotesque in the Medium,,,,,,,,
Q103296569,A standing Bijin,,,,,,,,
Q103296578,A Sybil,,,,,,,,
Q103296586,"A Tray of Octopus, Blowfish, Crab, and Two Other Fish (facsimile)",,,,,,,,
Q103296598,A Turkish Cafe,,,,,,,,
Q103296603,"A Young Roman in the Costume of a Ciociarian, sitting on a stone bench",,,,,,,,
Q103296611,A Young Woman,,,,,,,,
Q103296618,Abschied (Parting),,,,,,,,
Q103296626,Adam and Eve are Banished from Paradise,,,,,,,,
Q103296631,"Adam and Eve, from the suite Triomphe de l'amour (Triumph of Love)",,,,,,,,
Q103296642,Adoration of the Magi,,,,,,,,
Q103296647,After,,,,,,,,
Q103296650,Agrippina (from a painting by Benjamin West),,,,,,,,
Q103296659,Aiguiere de crystal de Roche,,,,,,,,
Q103296669,"Al Gore, from ""America: Now + Here"" a portfolio",,,,,,,,
Q103296674,"Albertus, Last Duke of Brabant",,,,,,,,
Q103296684,Alicia IV,,,,,,,,
Q103296689,Allegorical Group,,,,,,,,
Q103296700,"Allium, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103296709,"Altar vase, ku shape, square form from antique bronze shape with deep relief design of clouds and geometric patterns",,,,,,,,
Q103296715,"Altar vase, triangular shaped vessel in the shape of a gu (antique bronze) Decorated in low relief of clouds and dancing leopards",,,,,,,,
Q103296722,"Amadeo Gabino, Galeria Carl van der Voort, Ibiza",,,,,,,,
Q103296729,Amend the Second Amendment,,,,,,,,
Q103296734,American Flamingo,,,,,,,,
Q103296741,American Icon/ Road Sign,,,,,,,,
Q103296751,American Icon/24 Karat Rabbit,,,,,,,,
Q103296759,American Icon/Insignia,,,,,,,,
Q103296766,Amida (Buddha) composed of minuscule Chinese characters,,,,,,,,
Q103296772,Amiens Cathedral,,,,,,,,
Q103296780,Amphora,,,,,,,,
Q103296793,Amphora-shaped urn with drip glaze,,,,,,,,
Q103296797,Amy and the Butterflies,,,,,,,,
Q103296801,An Aged Spaniard,,,,,,,,
Q103296807,An Apostle Reading,,,,,,,,
Q103296815,An Emotion,,,,,,,,
Q103296819,An Idyll,,,,,,,,
Q103296829,Anaïs II,,,,,,,,
Q103296837,Ancestral Portrait of an Elderly Man,,,,,,,,
Q103296847,Ancestral Portrait of an Elderly Woman,,,,,,,,
Q103296857,"And His Strength Went From Him, from ""Ten Wood Engravings for the Old Testament""",,,,,,,,
Q103296862,Andy Warhol and Christopher Makos in Colorado,,,,,,,,
Q103296873,Aneas Carrying Anchises from Troy (after Georges Lallemand),,,,,,,,
Q103296880,Angel and Man with a Staff,,,,,,,,
Q103296889,Angel Posed,,,,,,,,
Q103296895,"Angel's Trumpet, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103296903,"Angela Lansbury, 76, from Wise Women: A Celebration of Their Insights, Courage, and Beauty",,,,,,,,
Q103296908,Angular pot with painted abstract design,,,,,,,,
Q103296916,Animal page from The Manga,,,,,,,,
Q103296921,Antes de pensar na cor faca o teste da SIDA-,,,,,,,,
Q103296926,Anthropomorphic pot decorated with red and yellow slip,,,,,,,,
Q103296932,"Anthurium, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103296940,Antike,,,,,,,,
Q103296950,Antique menorah,,,,,,,,
Q103296962,Antique white jade garment hook,,,,,,,,
Q103296966,"Antonio Mari Ribas, Galeria Carl van der Voort, Ibiza",,,,,,,,
Q103296971,"Antonio saura-21 julio-10 agosto 1973-horas 11-2, 5-9 galería carl van der voort plaza tur palau 13 Ibiza (Dedicated poster)",,,,,,,,
Q103296978,"Antonio saura-21 julio-10 agosto 1973-horas 11-2, 5-9 galería carl van der voort-plaza tur palau 13- ibiza",,,,,,,,
Q103296988,Anunciation to the Shepherds,,,,,,,,
Q103296995,"Apollo, from a suite of four prints",,,,,,,,
Q103297004,Appearing at the Ryman - A Fund Raising Reception for Nashville's Next Mayor Bill Purcell,,,,,,,,
Q103297009,Apsara Standing upon a Lotus Pedestal,,,,,,,,
Q103297016,Architectural Scene with Figures,,,,,,,,
Q103297025,Architectural Scene with Still Life,,,,,,,,
Q103297030,Arm Rest with a Design of Grass Orchids and a Poem,,,,,,,,
Q103297038,Arm Rest with an Owl in a Tree and a Crescent Moon,,,,,,,,
Q103297044,Arm Rest With Design of a Ghost of a Courtesan,,,,,,,,
Q103297050,"Arm Rest with Landscape Design of Mountains, Trees, Rocks, and a Pavilion",,,,,,,,
Q103297058,"Armengol, Galeria Carl van der Voort, Ibiza",,,,,,,,
Q103297063,"Arms, from A Word Made Flesh (with verse from Emily Dickinson)",,,,,,,,
Q103297071,Arrowhead,,,,,,,,
Q103297078,ART Works. I'm living proof.,,,,,,,,
Q103297085,"Artist's sketchbook with small ink sketches of figures, animals, birds, flowers, and landscapes",,,,,,,,
Q103297090,Arturo Toscanini and unidentified baby,,,,,,,,
Q103297096,"Asia Guitarmaker Symposium and Exhibition, March 22-26, Exhibition and sale of handmade stringed instruments",,,,,,,,
Q103297106,Ask Your Dealer For Shoes Like These,,,,,,,,
Q103297114,"Assorted Fruits and Vegetables, a Chicken, and Fish",,,,,,,,
Q103297121,At the sign of the red triangle - the Y.M.C.A. keeps the home ties from breaking,,,,,,,,
Q103297128,At the Spring,,,,,,,,
Q103297140,"Augustus and the Tiburtine Sibyl, after Parmigianino (1503-1540)",,,,,,,,
Q103297148,Aura,,,,,,,,
Q103297154,Auto-Portrait,,,,,,,,
Q103297165,Autumn (Young Woman with Leaves and Grapes),,,,,,,,
Q103297175,Axe head,,,,,,,,
Q103297180,B,,,,,,,,
Q103297187,Bacchante,,,,,,,,
Q103297199,"Back, from A Word Made Flesh (with verse from Emily Dickinson)",,,,,,,,
Q103297207,"Badende (Bathers) from the periodical Das Kunstblatt, vol 2, no. 11",,,,,,,,
Q103297218,Barn Owl in Flight,,,,,,,,
Q103297223,Barone Vincenzio Mistrali di Parma,,,,,,,,
Q103297230,Bassin de cristal de Roche,,,,,,,,
Q103297237,Bastienne,,,,,,,,
Q103297242,Batatajikin I Spotika,,,,,,,,
Q103297247,Be a U.S. Marine,,,,,,,,
Q103297254,Be a U.S. Marine!,,,,,,,,
Q103297260,"Be Patriotic, sign your Country's pledge to save food. U.S. Food Administration",,,,,,,,
Q103297265,Bear effigy water bottle with abstract design in black pigment,,,,,,,,
Q103297268,"Beardless Youth Standing to Right of Devil at an Easel, Allegory of the Misuse of Worldly Property, after Maarten van Heemskerck",,,,,,,,
Q103297278,Bechtold,,,,,,,,
Q103297284,"Bechtold, Galeria Carl van der Voort, Ibiza",,,,,,,,
Q103297290,"Bechtold: Painting, Graphic, Integration (Dedicated book)",,,,,,,,
Q103297298,Beckoning cat,,,,,,,,
Q103297306,Bed and Wall Lamp,,,,,,,,
Q103297312,"Beer Street, state 3",,,,,,,,
Q103297320,Before,,,,,,,,
Q103297330,Belt,,,,,,,,
Q103297340,"Benkei and the Giant Carp, from the series ""The Hundred Poets""",,,,,,,,
Q103297353,Betel Nut Cutter with a Design of a Peacock,,,,,,,,
Q103297365,Betel Nut Cutter with a Floral Design,,,,,,,,
Q103297378,Betengna. Listen In! [And Ethiopian text],,,,,,,,
Q103297390,Bianca Jagger,,,,,,,,
Q103297396,Bichunokuni Ooezu (Map of Okayama Prefecture) with accordian folding pages,,,,,,,,
Q103297408,"Big Grey, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103297415,Big Sausage,,,,,,,,
Q103297421,Billy Gilman 2000,,,,,,,,
Q103297430,Bird on a Branch and Rock,,,,,,,,
Q103297438,Bird page from The Manga,,,,,,,,
Q103297445,Birdman,,,,,,,,
Q103297452,Birds and Bamboo,,,,,,,,
Q103297456,Bishop Hacket,,,,,,,,
Q103297460,Black and Etc. #4,,,,,,,,
Q103297469,Black Field,,,,,,,,
Q103297476,"Black Horse, All Saints Bay, Itaparica, Brazil",,,,,,,,
Q103297486,Black kimono with five family crests and design of grass orchids,,,,,,,,
Q103297493,"Black/White, from American Abstract Artists 50th Anniversary Print Portfolio",,,,,,,,
Q103297498,"Blood or Bread: Others are giving their blood - You will shorten the war - save life, if you eat only what you need, and waste nothing. USFA no. 16",,,,,,,,
Q103297505,"Blow Up II (Armory), from ""America: Now + Here"" a portfolio",,,,,,,,
Q103297512,Blue and white bottle-vase with bamboo design,,,,,,,,
Q103297518,Blue and white ginger jar with a carved wooded lid,,,,,,,,
Q103297524,Blue and white ginger jar with lid,,,,,,,,
Q103297532,Blue and white lidded sauce pitcher,,,,,,,,
Q103297540,Blue Arc,,,,,,,,
Q103297548,Blue Flower,,,,,,,,
Q103297555,Blue Night,,,,,,,,
Q103297567,Blue Nude: Salome,,,,,,,,
Q103297576,Blushing Bride from Intimacy,,,,,,,,
Q103297583,"Blushing Bride, from Flower Portraits: The Life Cycle of Beauty",,,,,,,,
Q103297588,Bodhisattva,,,,,,,,
Q103297592,Bodhisattva in Lotus position,,,,,,,,
Q103297600,Bone weapon (fragment),,,,,,,,
Q103297608,Bonjour Tristesse,,,,,,,,
Q103297616,Bonnie Wintersteen (1 of 7),,,,,,,,
Q103297620,Bonnie Wintersteen (2 of 7),,,,,,,,
Q103297624,Bonnie Wintersteen (3 of 7),,,,,,,,
Q103297636,Bonnie Wintersteen (4 of 7),,,,,,,,
Q103297642,Bonnie Wintersteen (5 of 7),,,,,,,,
Q103297649,Bonnie Wintersteen (6 of 7),,,,,,,,
Q103297655,Bonnie Wintersteen (7 of 7),,,,,,,,
