department,qid,name,labelEn,alias,description,orcidStatementUuid,orcid,orcidReferenceHash,orcidReferenceValue_nodeId,orcidReferenceValue_val,orcidReferenceValue_prec,employerStatementUuid,employer,employerReferenceHash,employerReferenceSourceUrl,employerReferenceRetrieved_nodeId,employerReferenceRetrieved_val,employerReferenceRetrieved_prec,affiliationStatementUuid,affiliation,affiliationReferenceHash,affiliationReferenceSourceUrl,affiliationReferenceRetrieved_nodeId,affiliationReferenceRetrieved_val,affiliationReferenceRetrieved_prec,instanceOfUuid,instanceOf,sexOrGenderUuid,sexOrGenderQId,gender,degree,category,wikidataStatus,role
radiology,Q91537259,Colin D McKnight,Colin D McKnight,[],radiologist,,,,,,,521497D0-3AE0-4FEA-B81E-BC23A311F0E9,Q29052,3efaad9a94c6c15166c4bbf5bdd5f80038781a76,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,07F79D1A-127A-4E48-9A74-ABC0CC2937ED,Q89954005,3efaad9a94c6c15166c4bbf5bdd5f80038781a76,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,E44D6865-3800-4838-860E-F053181D6B62,Q5,36B75FE6-3BD3-4E8E-B96B-4D6EC5FD7FB2,Q6581097,m,M.D.,M,7,"[{""title"": ""Assistant Professor"", ""department"": ""Radiology & Radiological Sciences""}]"
english,Q5145037,Colin Dayan,Colin Dayan,[],Professor in the Humanities at Vanderbilt University,,,,,,,ABD07E6F-E6EE-4AD0-8AE5-D166761D6ABF,Q29052,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,8174e0f5-d78d-4892-a041-7ee4fec79699,2020-01-17T00:00:00Z,11,10C50777-DF73-4EE1-B4C6-E19D65BA8159,Q79117817,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/english/people/index.php?group=faculty,8174e0f5-d78d-4892-a041-7ee4fec79699,2020-01-17T00:00:00Z,11,E0046D25-BB29-445D-96F2-0709C8B6C7E8,Q5,e4db8cd2-4912-2666-0137-c7515fe4dce6,Q6581072,f,,faculty,4,"[{""title"": ""Robert Penn Warren Professor"", ""department"": ""the Humanities""}]"
americanstudies,Q5145037,Colin Dayan,Colin Dayan,[],Professor in the Humanities at Vanderbilt University,,,,,,,ABD07E6F-E6EE-4AD0-8AE5-D166761D6ABF,Q29052,205c8362d3927a42469cb9993afb85f20fc22475,https://www.vanderbilt.edu/americanstudies/people/,d7deea46-7dc4-4072-9bba-a239243f7d7a,2020-02-25T00:00:00Z,11,E8E0DB06-B6D6-4BB7-B30D-E1CE55F14298,Q79117740,d257fe0d5b15e1b4ce0645a377e6816e82feba31,https://www.vanderbilt.edu/americanstudies/people/,d7deea46-7dc4-4072-9bba-a239243f7d7a,2020-02-25T00:00:00Z,11,E0046D25-BB29-445D-96F2-0709C8B6C7E8,Q5,e4db8cd2-4912-2666-0137-c7515fe4dce6,Q6581072,f,,secondary,4,"[{""title"": ""Robert Penn Warren Professor in the Humanities"", ""department"": ""Robert Penn Warren Professor in the Humanities""}]"
wgs,Q5145037,Colin Dayan,Colin Dayan,[],Professor in the Humanities at Vanderbilt University,,,,,,,ABD07E6F-E6EE-4AD0-8AE5-D166761D6ABF,Q29052,205c8362d3927a42469cb9993afb85f20fc22475,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,D45D7375-EB75-4D96-AEDB-0AD202FE0F51,Q79117951,dd710d76944e08911838e24fa4f353f5d2ac9640,https://as.vanderbilt.edu/wgs/core-faculty-and-staff/affiliated-faculty/,16bc003b-c5fd-4d9b-a614-18bca931da61,2020-02-29T00:00:00Z,11,E0046D25-BB29-445D-96F2-0709C8B6C7E8,Q5,e4db8cd2-4912-2666-0137-c7515fe4dce6,Q6581072,,,affiliated-faculty/,13,[]
law,Q5145037,Colin Dayan,Colin Dayan,[],Professor in the Humanities at Vanderbilt University,,,,,,,ABD07E6F-E6EE-4AD0-8AE5-D166761D6ABF,Q29052,205c8362d3927a42469cb9993afb85f20fc22475,https://law.vanderbilt.edu/people/?type=joint,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,5ED0FFC2-88BA-4301-9A3F-3844972B3262,Q7914456,133c8ea65aecf7c931a3ccb4721ae2f9394815ec,https://law.vanderbilt.edu/people/?type=joint,e6c2f37c-d719-457d-ba1e-dbf120a14396,2020-03-01T00:00:00Z,11,E0046D25-BB29-445D-96F2-0709C8B6C7E8,Q5,e4db8cd2-4912-2666-0137-c7515fe4dce6,Q6581072,f,,joint,13,"[{""title"": ""Robert Penn Warren Professor in the HumanitiesProfessor"", ""department"": ""Law""}]"
bioinformatics,Q90330753,Colin Walsh,Colin G. Walsh,[],bioinformatician,,,,,,,2BD55E01-9B59-4E9A-BF03-F7C7985BFD7C,Q29052,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,50BC0B02-E9B4-43B7-9180-BAA8F29A1661,Q89953900,51d870762acab2022c353558485067e38999ca58,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,B11F227B-4C0C-46A3-A23B-52846368372A,Q5,8E487B5E-99D7-4F23-A04E-BD8EBAAC0DB6,Q6581097,m,M.D.,W,7,"[{""title"": ""Assistant Professor"", ""department"": ""Biomedical Informatics""}]"
medicine,Q91133384,Colin M. Barker,Colin M. Barker,[],physician,,,,,,,F7938972-1E11-44F0-A904-0A9239CE08A4,Q29052,0aa219fbc0ef8302ef0ebeb546d65a2f5cd68acd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,EC17956A-8BC9-42C3-A55E-446FB0BC3FDF,Q89953931,0aa219fbc0ef8302ef0ebeb546d65a2f5cd68acd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,2663B837-4892-456F-AEF0-DA3406E00345,Q5,154589A4-C80A-4650-8B6A-1E6763AA30A5,Q6581097,m,M.D.,B,7,"[{""title"": ""Associate Professor"", ""department"": ""Medicine""}]"
emergency,Q90443710,Colin O'Shea,Colin O'Shea,[],emergency medicine physician,,,,,,,D4B4A99C-107B-4B9E-A120-02694B4ADD55,Q29052,49b4369bc4b1cc97ef143939dca740bd31dd87ea,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=O,ac81730e-11f6-40d7-aff6-df8341973f08,2020-04-14T00:00:00Z,11,1F504414-A4A2-44A3-AD23-D098CCAA37BB,Q89953919,49b4369bc4b1cc97ef143939dca740bd31dd87ea,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=O,ac81730e-11f6-40d7-aff6-df8341973f08,2020-04-14T00:00:00Z,11,71D3B0CA-3D78-4793-B855-EB4F022154CC,Q5,159EA625-8093-46B8-9A95-8A1D50149DA3,Q6581097,m,M.D.,O,7,"[{""title"": ""Instructor"", ""department"": ""Emergency Medicine""}]"
surgery,Q91547826,Colleen M. Brophy,Colleen M. Brophy,[],surgeon,,,,,,,E597E368-A324-4B3C-8C8E-06A05EB2B2A5,Q29052,b109d69b4f2680fc09491094fb761ba96a1fa9c5,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,F5DD2F87-322F-46EC-BD9C-717836C1DCFE,Q89954010,b109d69b4f2680fc09491094fb761ba96a1fa9c5,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,D2DFE045-0F61-450B-909B-FFE85FA3E1F4,Q5,B0407F96-0A02-4DB3-9E31-1C4CF6049455,Q6581072,f,M.D.,B,7,"[{""title"": ""Professor"", ""department"": ""Surgery""}]"
surgery,Q91547833,Colleen M. Kiernan,Colleen M. Kiernan,[],surgeon,,,,,,,759CF0F8-6676-404C-81F7-792E8E128C86,Q29052,0a45a45ad19659361da574e5a009270780b36ef0,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,6AF519D3-A678-4B48-973A-1E65406FF43E,Q89954010,0a45a45ad19659361da574e5a009270780b36ef0,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=K,34b2f82b-b581-4458-bd6e-c49d25c20b2e,2020-04-23T00:00:00Z,11,ADBC9966-5C16-46AB-95C2-30BC3A150E49,Q5,6E63C5F0-8322-4B59-9343-7B98A416826D,Q6581072,f,M.D.,K,7,"[{""title"": ""Assistant Professor"", ""department"": ""Surgery""}]"
pharma,Q67215380,Colleen M. Niswender,Colleen M. Niswender,[],pharmacologist,,,,,,,C9B467ED-28C6-4038-BC40-EF4B5C6C7853,Q29052,c60335f63610915c48ae84a1f22b096536a7c9b7,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,367F57E6-7BC2-4BF9-9529-55E3DF0C2632,Q89953981,c60335f63610915c48ae84a1f22b096536a7c9b7,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=N,a35a396a-5c95-4d36-aebb-0e9eaac67b06,2020-04-22T00:00:00Z,11,0D9D8294-6195-42AE-8A10-D17A922AEC2E,Q5,1D885DDB-E178-4E9F-B3B8-49805A8D5821,Q6581072,f,Ph.D.,N,10,"[{""title"": ""Research Professor"", ""department"": ""Pharmacology""}]"
nursing,Q93015084,Colleen Reilly Moss,Colleen Reilly Moss,[],nursing educator,FF837084-83AC-4B74-A3D0-4B9CADB241AB,0000-0003-3090-1400,fad55f41ed8a024ee9bd1f7ea1fdefa053a16e53,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,4804B9A9-6E49-4085-9863-7922D168C2D3,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,BF133FAF-2D97-4029-B7C3-EA66EE3D906B,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,EDD02AD8-146D-46A4-B774-F37FC5BFEB49,Q5,E391AE47-1F3E-437E-8DCA-9801E44C6831,Q6581072,f,"MSN, APRN, NNP-BC",,5,"[{""title"": """", ""department"": ""Vanderbilt School of Nursing""}]"
medicine,Q91272593,Colleen Tracy Morton,Colleen Tracy Morton,[],medical researcher,,,,,,,9815EDE0-002D-4E3B-A2F5-CE352A40FC37,Q29052,8808dc5764b1f8fe646afd0ed3c89edb0ae55358,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,430D889E-2FE8-4FBE-92A3-BFD775A41A2B,Q89953931,8808dc5764b1f8fe646afd0ed3c89edb0ae55358,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=M,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,485A84D7-65FB-4EE3-A6BD-E3F1723DBDB7,Q5,A2A2D79C-6F90-4AC3-ABA9-90B08844CF7B,Q6581072,f,M.B.B.Ch.,M,7,"[{""title"": ""Associate Professor"", ""department"": ""Medicine""}]"
math,Q83426641,Constantine Tsinakis (Κώστας Τσινάκης),Constantine Tsinakis,[],mathematician,,,,,,,AFFA3323-78DB-42CA-A351-1A8A3D6E73CB,Q29052,0d323236805dd6dd3630c899b3963e84b051130b,https://as.vanderbilt.edu/math/people/?group=faculty,b0731d1c-aa35-45bd-823c-ea1e1f9124f1,2020-01-22T00:00:00Z,11,5B8A108D-F7E8-493D-A9A8-40483E3690CB,Q79117878,0d323236805dd6dd3630c899b3963e84b051130b,https://as.vanderbilt.edu/math/people/?group=faculty,b0731d1c-aa35-45bd-823c-ea1e1f9124f1,2020-01-22T00:00:00Z,11,106D0FF3-5865-4CF9-AD41-DC12C4EC5B9F,Q5,66DD5755-AE6B-44D9-8D40-753FC9ECDD00,Q6581097,m,,faculty,7,"[{""title"": ""<p>Professor</p>"", ""department"": """"}]"
medicine,Q22073733,Consuelo H. Wilkins,Consuelo H. Wilkins,[],physician,A59F2A18-17DE-4026-B8FC-FA43994E7B88,0000-0002-8043-513X,2b78c1aacc8ed75bce734224c910ab3f04c06d56,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,EE699612-0C3F-4061-B9BD-B704FD81A779,Q29052,71355413b9a9870730d1430eed67ecb72893c08d,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,AA6343FC-FD0E-41FA-A35A-F66CC10C767A,Q89953931,71355413b9a9870730d1430eed67ecb72893c08d,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=W,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,0BFBA994-E377-453E-988C-5368F749E09D,Q5,07C2BE5B-4015-45C3-929C-8C13CB80CB9C,Q6581072,f,M.D.,W,11,"[{""title"": ""Professor"", ""department"": ""Medicine""}]"
lpo,Q83555563,Corbette Doyle,Corbette Doyle,[],educational leadership and policy researcher,,,,,,,75126C5B-AA5C-4886-AA0B-EE355ABA3276,Q29052,0c458f8ca7cd90e0aa66def6a4e41fc284737710,https://peabody.vanderbilt.edu/people/lpo/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,52DA261D-C100-4005-BB85-A0FFA601DB54,Q83550305,0c458f8ca7cd90e0aa66def6a4e41fc284737710,https://peabody.vanderbilt.edu/people/lpo/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,8CCFBEE4-C562-40B2-BDCE-A5186A9F8725,Q5,6AEE89AB-2D16-4F18-9694-1F71FD73657A,Q6581072,f,,,7,"[{""title"": ""Senior Lecturer in Organizational Leadership, Department"", ""department"": ""Leadership, Policy, and Organizations""}, {""title"": """", ""department"": """"}]"
owen,Q83555563,Corbette Doyle,Corbette Doyle,[],leadership and policy researcher,,,,,,,75126C5B-AA5C-4886-AA0B-EE355ABA3276,Q29052,0c458f8ca7cd90e0aa66def6a4e41fc284737710,https://business.vanderbilt.edu/our-school/faculty/faculty-directory/,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,25AD83DD-A721-40B8-A502-5E69E0263D8B,Q14710143,883c542b65d6a4f4d9de1e385418c97bc11615d4,https://business.vanderbilt.edu/our-school/faculty/faculty-directory/,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,8CCFBEE4-C562-40B2-BDCE-A5186A9F8725,Q5,6AEE89AB-2D16-4F18-9694-1F71FD73657A,Q6581072,f,,,13,"[{""title"": ""scholar"", ""department"": ""Owen Graduate School of Management""}]"
teach,Q58156729,Corey E. Brady,Corey E. Brady,[],teaching and learning educator,944136E2-374C-493C-9673-7997617C14DF,0000-0002-4086-9638,818c1ab9b87d646066ced29697070542bc9b8d39,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,D49F36B6-F293-48F4-A5F8-764118D661DC,Q29052,3b02837a61ab1c17a04716439723f22984767789,https://peabody.vanderbilt.edu/people/tl/index.php?group=tl,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,5878EF5D-7F2C-47B4-9696-0AD0901AA4A6,Q83550321,82bbb5dfb6716ad0c8be0788277cbd0be40bdd2d,https://peabody.vanderbilt.edu/people/tl/index.php?group=tl,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,F98ED407-13DF-4783-B62A-0A572B413042,Q5,806CB75B-A280-4D53-AA57-A6A0E5291168,Q6581097,m,,,1,"[{""title"": ""Assistant Professor, Mathematics Education, Department"", ""department"": ""Teaching and Learning""}, {""title"": """", ""department"": """"}]"
medicine,Q91133388,Corey Jamar Batson,Corey Jamar Batson,[],physician,,,,,,,65888312-E0B4-4DA1-A36D-7466E644AD99,Q29052,0aa219fbc0ef8302ef0ebeb546d65a2f5cd68acd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,E0F3025C-245D-4450-9EB1-38E21777FE6C,Q89953931,0aa219fbc0ef8302ef0ebeb546d65a2f5cd68acd,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,D66E4E59-6353-4DDF-AEA0-1316866C279E,Q5,,,,M.D.,B,7,"[{""title"": ""Instructor in Clinical"", ""department"": ""Medicine""}]"
owen,Q86915926,Corey M. Cleek,Corey M. Cleek,[],business management researcher,,,,,,,BEB0CF73-F6DB-4424-ABB2-08A2DD3673AC,Q29052,883c542b65d6a4f4d9de1e385418c97bc11615d4,https://business.vanderbilt.edu/our-school/faculty/faculty-directory/,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,5636BD38-FE66-4868-A7D8-147D3FE53F34,Q14710143,883c542b65d6a4f4d9de1e385418c97bc11615d4,https://business.vanderbilt.edu/our-school/faculty/faculty-directory/,7fd48b50-3705-4dba-aace-5154fb9914fc,2020-03-02T00:00:00Z,11,DB8155F4-AA81-4B29-99EA-042C85653147,Q5,E2C7733F-512B-43CC-A340-A08221AE26AE,Q6581097,m,,,7,"[{""title"": ""scholar"", ""department"": ""Owen Graduate School of Management""}]"
emergency,Q90443817,Corey M. Slovis,Corey M. Slovis,[],emergency medicine physician,,,,,,,8863B9EB-A666-45F5-BE88-F78A516AF9EA,Q29052,585f986cb00b706f2768f57205d920a5cc1abcd9,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,ac81730e-11f6-40d7-aff6-df8341973f08,2020-04-14T00:00:00Z,11,B9711F0E-F46D-4013-A21B-407D724631E6,Q89953919,585f986cb00b706f2768f57205d920a5cc1abcd9,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,ac81730e-11f6-40d7-aff6-df8341973f08,2020-04-14T00:00:00Z,11,C68637DB-E5BE-432E-B8CF-20E69F4F7622,Q5,2D3CB62A-C394-453A-A5D0-EA2871D74377,Q6581097,m,M.D.,S,7,"[{""title"": ""Professor"", ""department"": ""Emergency Medicine""}]"
medicine,Q91272988,Corina Borza,Corina Borza,[],medical researcher,EECC4EE1-B22B-4B55-B8D4-EBF14648F5AA,0000-0001-9113-110X,7f81f24a4148728c2eb8e030140bb2808f105296,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,C8CA89EE-193D-4C25-BF4B-129A3E2DC0BF,Q29052,c53dc5c01e9f06fc48c4ef84185bd91cb0d7f0ab,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,9528F8A7-F932-4ABD-BD4D-0C2F492F3E97,Q89953931,c53dc5c01e9f06fc48c4ef84185bd91cb0d7f0ab,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,e05068de-a989-4efb-8e7d-d276e31a4919,2020-04-20T00:00:00Z,11,6F2D37A5-B6CA-473E-8A02-A17923FDF11F,Q5,,,,Ph.D.,B,7,"[{""title"": ""Research Assistant Professor"", ""department"": ""Medicine""}]"
blair,Q83546370,Cornelia L. Heard,Cornelia L. Heard,"[""Connie Heard""]",musician educator,,,,,,,F9C2D5F6-112D-4A9C-B3EC-368DF53E4CCA,Q29052,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,A50A8E59-EA14-4FA0-A401-8259F1E06ED0,Q4924165,faa08979b60f68bdee3926e703fcaf71854d4cb1,https://blair.vanderbilt.edu/people/,deca55a4-3eec-4724-aaf7-61b087d73f5d,2020-01-24T00:00:00Z,11,2EB1AD1F-931A-44D8-941F-1DCD2E1DE466,Q5,1E8C9CC7-CBD2-4C2E-8721-8C371431D87F,Q6581072,f,,,7,"[{""title"": ""Valere Potter Chair at the Blair School"", ""department"": ""Music; Professor""}, {""title"": """", ""department"": """"}]"
medicine,Q91133392,Cosby Allen Stone,"Cosby Allen Stone, Jr.","[""Cosby Allen Stone""]",physician,,,,,,,7816D3C9-A805-4A26-BBD6-227D02697D48,Q29052,1c1d3033729972142ff60d696ff2da069ac05d07,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,5D71F4E4-CC0A-43FE-94FA-5F137B65374A,Q89953931,1c1d3033729972142ff60d696ff2da069ac05d07,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=S,345c890d-d4dc-4558-b580-fd91b16dd25a,2020-04-19T00:00:00Z,11,9FFAA0DD-61B0-4C1D-854A-6FE1869159F9,Q5,20FC0DEF-87F9-4F76-99AA-5FE4747C39AB,Q6581097,m,M.D.,S,7,"[{""title"": ""Instructor"", ""department"": ""Medicine""}]"
bioinformatics,Q90330560,Cosmin Adrian Bejan,Cosmin Adrian Bejan,"[""Adi Bejan""]",bioinformatician,,,,,,,5C6A52A6-EFB0-40D2-806D-939DC910FB8E,Q29052,f993b1b491cb37e0c2f3d02e4f75a97ce630bbfa,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,88E92006-7931-4617-957E-6F7C8AC7868E,Q89953900,f993b1b491cb37e0c2f3d02e4f75a97ce630bbfa,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=B,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,CD0B7A35-98B1-49A4-8CA4-23AD000852F6,Q5,08FF956D-02E7-4D13-9967-7E90FE1E472A,Q6581097,m,Ph.D.,B,7,"[{""title"": ""Assistant Professor"", ""department"": ""Biomedical Informatics""}]"
biochemistry,Q90270926,Courtney Alison Lovejoy,Courtney Alison Lovejoy,[],biochemist,9B8990CE-DB44-42D8-8E35-26A61D629345,0000-0001-9178-5226,f1c486e013a4cc48096a105e6699f49665d279bc,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,4DA327CA-B99F-47F1-950B-FAFE8CEBEC64,Q29052,de9117a363b634f3c5965b042e7444592b79a89b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,9A79A5EC-E50E-4FFB-9897-E364947B21F8,Q89953896,de9117a363b634f3c5965b042e7444592b79a89b,https://wag.app.vanderbilt.edu//PublicPage/Faculty/PickLetter?letter=L,da5d2ad8-1332-43bc-95de-974897b2353e,2020-04-12T00:00:00Z,11,93F192BD-57F7-4D5D-A39A-BF2617FC8821,Q5,1EA688F1-EC9A-4C02-B394-00921D38DB65,Q6581072,f,Ph.D.,L,7,"[{""title"": ""Research Assistant Professor"", ""department"": ""Biochemistry""}]"
communication,Q86553315,Courtney Caudle Travers,Courtney Caudle Travers,[],communicators scholar,,,,,,,48B3AA38-8187-444F-9CBC-BE2BA807DE2B,Q29052,724a0d4328a00f92f2387610c80046cc911f7821,https://as.vanderbilt.edu/communication/people/,295970e9-c22b-4709-84e5-4f3b5e9725dd,2020-02-28T00:00:00Z,11,BEC9370A-7F62-42F1-BAFD-3B82DEA0C58C,Q79117795,724a0d4328a00f92f2387610c80046cc911f7821,https://as.vanderbilt.edu/communication/people/,295970e9-c22b-4709-84e5-4f3b5e9725dd,2020-02-28T00:00:00Z,11,EB2428A8-7185-4469-98A9-1298023D3F1C,Q5,B770EBC4-9E34-4277-9836-83E08CD19DD3,Q6581072,f,,,7,[]
nursing,Q97398092,Courtney Cook,Courtney Cook,[],nursing educator,,,,,,,89D233BD-2A65-4D25-A5A6-9683CBD4A8E8,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,A0D3B598-AF36-4D8A-82A3-E2CA3D180567,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,F7F8B488-E2C1-4EC7-AF15-51830DDDCB2D,Q5,58D0F4E6-9371-44F2-8045-2AC5D9EB22F0,Q6581072,f,"DNP, ACNP-BC",,7,"[{""title"": ""Assistant Professor"", ""department"": ""Vanderbilt School of Nursing""}]"
nursing,Q97398211,Courtney J.  Pitts,Courtney J.  Pitts,[],nursing educator,05076A4F-F3F7-4D2D-BD39-E1DB02A20F66,0000-0002-0883-8241,fad55f41ed8a024ee9bd1f7ea1fdefa053a16e53,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,A7551042-26CB-40D1-A38D-3CA2504A0255,Q29052,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,28CE19C6-00E3-48D8-9A45-BE2DEE737391,Q7914461,eeb9449c155fbb983c6a48ba984a14dbb9f41301,https://nursing.vanderbilt.edu/people/index.php,aa66a6e2-8d97-438a-8ba9-ebed1c28d6af,2020-07-15T00:00:00Z,11,1EB30A04-75E3-4C39-A343-7E5639911B4B,Q5,B8CCAD49-9264-42FE-891F-35CACC28F0B3,Q6581072,f,"DNP, MPH, FNP-BC",,7,"[{""title"": ""Director, Family NP Specialty"", ""department"": ""Vanderbilt School of Nursing""}, {""title"": ""Associate Professor of Nursing"", ""department"": ""Vanderbilt School of Nursing""}]"
