qid,label_en,description_en,doi_uuid,doi,doi_ref1_hash,doi_ref1_referenceUrl,doi_ref1_retrieved_nodeId,doi_ref1_retrieved_val,doi_ref1_retrieved_prec,pmid_uuid,pmid,pmid_ref1_hash,pmid_ref1_referenceUrl,pmid_ref1_retrieved_nodeId,pmid_ref1_retrieved_val,pmid_ref1_retrieved_prec,published_uuid,published_nodeId,published_val,published_prec,published_ref1_hash,published_ref1_referenceUrl,published_ref1_retrieved_nodeId,published_ref1_retrieved_val,published_ref1_retrieved_prec,title_en_uuid,title_en,title_en_ref1_hash,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec,journal_uuid,journal,journal_ref1_hash,journal_ref1_referenceUrl,journal_ref1_retrieved_nodeId,journal_ref1_retrieved_val,journal_ref1_retrieved_prec,volume_uuid,volume,volume_ref1_hash,volume_ref1_referenceUrl,volume_ref1_retrieved_nodeId,volume_ref1_retrieved_val,volume_ref1_retrieved_prec,page_uuid,page,page_ref1_hash,page_ref1_referenceUrl,page_ref1_retrieved_nodeId,page_ref1_retrieved_val,page_ref1_retrieved_prec,issue_uuid,issue,issue_ref1_hash,issue_ref1_referenceUrl,issue_ref1_retrieved_nodeId,issue_ref1_retrieved_val,issue_ref1_retrieved_prec,isbn10_uuid,isbn10,isbn10_ref1_hash,isbn10_ref1_referenceUrl,isbn10_ref1_retrieved_nodeId,isbn10_ref1_retrieved_val,isbn10_ref1_retrieved_prec,isbn13_uuid,isbn13,isbn13_ref1_hash,isbn13_ref1_referenceUrl,isbn13_ref1_retrieved_nodeId,isbn13_ref1_retrieved_val,isbn13_ref1_retrieved_prec,publisher_uuid,publisher,publisher_ref1_hash,publisher_ref1_referenceUrl,publisher_ref1_retrieved_nodeId,publisher_ref1_retrieved_val,publisher_ref1_retrieved_prec
Q106976698,An exquisitely poetic introduction to the Psalter,scholarly article,ABE31397-1C1C-41C6-B65A-E6A03C4CFCC6,10.1353/JBL.2013.0032,f4193622612859cc0e281f88d0f7df86a0ec08bb,http://doi.org/10.1353/JBL.2013.0032,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,,,,,,,,E737F48B-9ACE-475B-90E2-5B9BDE344C30,d3aaf11d3f154c6bf809448d48c7d271,2013-07-14T00:00:00Z,11,f4193622612859cc0e281f88d0f7df86a0ec08bb,http://doi.org/10.1353/JBL.2013.0032,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,A6CC6EB5-E7FB-4A08-8B61-426D78E6DABA,An exquisitely poetic introduction to the Psalter,,,,,,F63CEC8A-0B2A-4678-B13F-F4921B4AD9F8,Q4041879,f4193622612859cc0e281f88d0f7df86a0ec08bb,http://doi.org/10.1353/JBL.2013.0032,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,40E53C49-10AF-43ED-9A3C-FFFC8FCFABA2,132,f4193622612859cc0e281f88d0f7df86a0ec08bb,http://doi.org/10.1353/JBL.2013.0032,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,CA595DAE-CA69-42CC-A632-266C84DC16F8,275-293,f4193622612859cc0e281f88d0f7df86a0ec08bb,http://doi.org/10.1353/JBL.2013.0032,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,E20B7067-E5D4-477D-82DA-765BD6D3CD6B,2,f4193622612859cc0e281f88d0f7df86a0ec08bb,http://doi.org/10.1353/JBL.2013.0032,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,
Q106976755,"Introduction to the Society of Biblical Literature presidential address, N 23 2013",scholarly article,111fcf7e-4c7e-6670-b09a-2dd0708598e9,10.15699/JBIBLLITE.133.1.3,,,,,,,,,,,,,ECF49E5A-E750-4F3A-901A-BC3A854427AE,c91277cf69500270615dc91eeba92a40,2014-01-01T00:00:00Z,9,361814ec736d36e698b4ef1bdf3f4def026e055a,https://www.jstor.org/stable/10.15699/jbibllite.133.1.3,db5d66b405c9aa2128914134f8a64e52,2022-01-19T00:00:00Z,11,3D9DD444-3DF9-4768-B3D4-8C02B0ED2A7A,"Introduction to the Society of Biblical Literature presidential address, N 23 2013",361814ec736d36e698b4ef1bdf3f4def026e055a,https://www.jstor.org/stable/10.15699/jbibllite.133.1.3,db5d66b405c9aa2128914134f8a64e52,2022-01-19T00:00:00Z,11,FF0058FE-82BD-4F2B-8981-43A839CE9CB7,Q4041879,361814ec736d36e698b4ef1bdf3f4def026e055a,https://www.jstor.org/stable/10.15699/jbibllite.133.1.3,db5d66b405c9aa2128914134f8a64e52,2022-01-19T00:00:00Z,11,A2ED870C-4154-4EAE-8CC1-2A10BDC9D203,133,361814ec736d36e698b4ef1bdf3f4def026e055a,https://www.jstor.org/stable/10.15699/jbibllite.133.1.3,db5d66b405c9aa2128914134f8a64e52,2022-01-19T00:00:00Z,11,,,,,,,,02928298-E5B2-4D71-B8B9-03AF8481EA50,1,361814ec736d36e698b4ef1bdf3f4def026e055a,https://www.jstor.org/stable/10.15699/jbibllite.133.1.3,db5d66b405c9aa2128914134f8a64e52,2022-01-19T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,
Q106976805,Criticism in critical times: reflections on vision and task,scholarly article,7A843056-14AD-4588-B1C8-38A049C96601,10.1353/JBL.2015.0002,ad0502c6186b416e9d31d0300a989314a1a1dce6,http://doi.org/10.1353/JBL.2015.0002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,,,,,,,,7932CA51-6C76-4BFC-9BBD-A116E74B2AA1,4c9848d09ca3755db7a47a6c95d4adc9,2015-05-10T00:00:00Z,11,ad0502c6186b416e9d31d0300a989314a1a1dce6,http://doi.org/10.1353/JBL.2015.0002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,4F3C0FE1-BF3A-49A2-BCE7-415225D3BE88,Criticism in critical times: reflections on vision and task,ad0502c6186b416e9d31d0300a989314a1a1dce6,http://doi.org/10.1353/JBL.2015.0002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,90E75601-8286-4841-A35E-A25C46277477,Q4041879,ad0502c6186b416e9d31d0300a989314a1a1dce6,http://doi.org/10.1353/JBL.2015.0002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,13324B71-4A05-4D75-91F4-E04B44A02502,134,ad0502c6186b416e9d31d0300a989314a1a1dce6,http://doi.org/10.1353/JBL.2015.0002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,ED634BC0-AA8C-46F7-8624-CACA726AA606,6-29,ad0502c6186b416e9d31d0300a989314a1a1dce6,http://doi.org/10.1353/JBL.2015.0002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,929BFD9F-9411-4E7F-AB28-1A9974F268CB,1,ad0502c6186b416e9d31d0300a989314a1a1dce6,http://doi.org/10.1353/JBL.2015.0002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,
Q107275810,Commentary on Zaman: Taneja,journal article,,,,,,,,,,,,,,,06FCD297-C254-466C-8A96-F8697D42384F,418aedfba643e02a5ba758952f8f7765,2015-01-01T00:00:00Z,9,,,,,,16A1E84A-F0B6-4B0D-9D7A-3F6FF910D70C,Commentary on Zaman: Taneja,,,,,,E7EB69E0-2E6C-4CC3-BFAF-254FABB1F60D,Q90496050,,,,,,3D03B43A-3074-437E-90E8-9B874A38A91C,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275811,Sewer Gas,journal article,,,,,,,,,,,,,,,D7B4B975-ED0F-4033-8593-31E97B1446E0,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,8E9A675E-64E8-4069-8513-223C78C28096,Sewer Gas,,,,,,FA5D6F93-C06A-40BD-BF8D-07BBB8868594,Q107268007,,,,,,67CBA843-AD4E-49B1-A176-B30CA768CC46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275812,"The Calls of Islam: Sufis, Islamists, and Mass Mediation in Urban Morocco",book review,e86caede-463b-894c-af4a-e5bf1d2995ef,10.1086/693118,,,,,,,,,,,,,564A6479-17C8-4234-81FB-F65DFACE95CF,efc410629c7b0b674a06485342b7c2f0,2017-10-01T00:00:00Z,10,,,,,,F37C635F-26D2-4CA9-8D52-43E2337DF021,"The Calls of Islam: Sufis, Islamists, and Mass Mediation in Urban Morocco",,,,,,2F685BA7-9400-466E-8CA7-6D7A8443EB34,Q7743622,,,,,,04EF323C-831C-4AA8-9370-C87D7A37358C,97,,,,,,B18589D6-B93C-42E7-9F82-4172ACE933E2,581-583,,,,,,20245604-0D24-47FB-B84B-C61DE587A88A,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275814,Jinnealogy: Everyday Life and Islamic Theology in Post-Partition Delhi,journal article,933725c3-462f-3d33-48b0-2cc01201da0b,10.14318/HAU3.3.007,,,,,,,,,,,,,EC1CD688-8FF0-4E39-8BEA-C17C0EB52C59,ac3f54d758c2b8d235d9d0e9fbf2f43a,2013-01-01T00:00:00Z,9,,,,,,359C740A-B8D7-41B2-BCE1-FF515E27B99B,Jinnealogy: Everyday Life and Islamic Theology in Post-Partition Delhi,,,,,,FAABCE06-EA22-425B-A498-3175EA69C2DA,Q27726993,,,,,,5CAF0922-E50B-46C5-A4E2-86F942D87115,3,,,,,,662B2074-45CA-4A01-B468-51853892CCC6,139-165,,,,,,BC974F07-5992-4455-9291-516B0C1D7CD2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275815,Poetry Among the Ruins,book review,,,,,,,,,,,,,,,633F61EA-1CDF-45E7-807D-CF5A4079E582,a5e1ad8bfda69fe589472d98b7ad44cd,2018-07-22T00:00:00Z,11,,,,,,1A44D5B4-2BC4-4F9E-9EDC-05969FEBEA98,Poetry Among the Ruins,,,,,,0F25771D-EFC0-489C-A87C-AB4618BD85A8,Q926175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275816,Saintly Animals: The Shifting Moral and Ecological Landscapes of North India,journal article,3AAF0297-AF0D-4F1B-8382-BB5EC2974830,10.1215/1089201X-3138988,,,,,,,,,,,,,56520E38-2A42-4DC9-B16B-D62394EC7A25,418aedfba643e02a5ba758952f8f7765,2015-01-01T00:00:00Z,9,,,,,,478DA149-9B19-4218-B361-A8844192F82E,Saintly Animals: The Shifting Moral and Ecological Landscapes of North India,,,,,,87B33E58-6EEC-4456-98B5-DA1D947BD2E5,Q15757807,,,,,,6729EE9D-8814-4A75-A829-802F289434FC,35,,,,,,4ACDEEDC-253A-4DB4-BD22-625085BE138E,204-221,,,,,,E92AB61A-C9B7-47FB-A967-49195C7B742F,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275817,"Book Review: Ruth Vanita, Gender, Sex, and the City: Urdu Rekhti Poetry in India, 1780–1870",book review,0EAD83E0-781E-4FA4-ABB0-2F4A944C4F28,10.1177/0019464614527537,,,,,,,,,,,,,FF180909-3E63-47BF-B104-178F4AC77C7F,4755748741739c53456596b64165b84b,2014-01-01T00:00:00Z,9,,,,,,6E94EDAC-FFDF-48EB-9BF6-E7DB03F1416C,"Book Review: Ruth Vanita, Gender, Sex, and the City: Urdu Rekhti Poetry in India, 1780–1870",,,,,,98782FEC-DEA0-4B53-99FE-2DD49E56C7D5,Q6020249,,,,,,030E5DED-B374-418B-BC58-7ED92BB0867A,51,,,,,,AD680A95-9B86-4EFE-BE48-2140B487AE57,279-282,,,,,,0E9AD028-6CA7-4098-B40C-335370F38D16,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275818,Saintly Visions: Other Histories and History's Others in the Medieval Ruins of Delhi,journal article,D1026242-8A60-431D-94F5-84A07B476E87,10.1177/0019464612463843,,,,,,,,,,,,,34D280A6-74CE-4B96-96A9-B3AB07197AD0,a4cd9904a78844d854ea927fbdded8f2,2012-01-01T00:00:00Z,9,,,,,,FCCA6405-7E90-44C9-8A23-C0C01AAF1C36,Saintly Visions: Other Histories and History's Others in the Medieval Ruins of Delhi,,,,,,2B9BBB0E-EA22-430E-8554-44DB9F8F73D4,Q6020249,,,,,,E9507A4E-CAFD-475A-94A8-251CC69C1D02,49,,,,,,538F5099-3D88-4D04-A390-ED95EEBAD35D,557-590,,,,,,BC0B177D-62DD-45F2-8BDB-819B9E7AF3CE,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275819,Pirate Modernity: Delhi's Media Urbanism,book review,DC948626-6C90-4214-99F7-1703CDE7B78A,10.1080/09584935.2011.594289,,,,,,,,,,,,,6EED94F7-2730-41E4-AA22-942BD75AFB18,19fb1e607fb895edac44d92bd9141272,2011-01-01T00:00:00Z,9,,,,,,D4EA20FE-C145-4599-A182-F929E955D4E4,Pirate Modernity: Delhi's Media Urbanism,,,,,,F4ACE7AC-1DD8-4894-80E8-40BEFE9BBEE7,Q15751277,,,,,,3A11D348-28FE-431E-9773-17D7977DED16,19,,,,,,C223393B-DFCE-491C-A83E-A171644EDE04,347-348,,,,,,7C37306D-86A5-4197-8C3F-BE08475CAEE2,3,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275821,Bombay Cinema: An Archive of the City,book review,c19932fd-4422-6507-f203-7f15fcae78e9,10.1080/09584930902834202,,,,,,,,,,,,,36E63A7A-E745-4DD7-BB46-949D63A51D1B,fc1d2395f6a4679c97b3b7f23f202c19,2009-01-01T00:00:00Z,9,,,,,,10FDFEC5-3CBC-4414-93CC-D1941BDDA0CE,Bombay Cinema: An Archive of the City,,,,,,160B9015-61ED-4744-84D3-C03B027ACB5F,Q15751277,,,,,,19B80963-E802-4AC0-A848-8DF08829ED90,17,,,,,,725D2014-EF43-466C-8591-A38982F665A8,232-233,,,,,,3216C037-B397-4906-9414-BC590B20B031,2,,,,,,,,,,,,,,,,,,,,,,,,,,
Q107275822,"Village Cosmopolitans: Or, I See Kabul from Lado Sarai",,,,,,,,,,,,,,,,4A417731-E4BC-47DA-836A-A2D2B53D4CD5,864c28093f3e70d5e1967de207df801e,2016-01-01T00:00:00Z,9,,,,,,F1A4B403-72FE-408C-9414-25A8F14EF399,"Village Cosmopolitans: Or, I See Kabul from Lado Sarai",,,,,,F8A4A5A7-2FCB-4759-B70B-FC222F81E860,Q106732828,,,,,,,,,,,,,29C4EC81-840E-492A-9BA6-A947F6D87509,175-195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
