qid,label_en,editor_uuid,editor,editor_series_ordinal,editor_stated_as,editor_ref1_hash,editor_ref1_referenceUrl,editor_ref1_retrieved_nodeId,editor_ref1_retrieved_val,editor_ref1_retrieved_prec
Q111819998,Impure Thoughts: Reflections on the Possibility of Knowing From the Divine today,,,,,,,,,
Q111819999,"When Hell Freezes Over: Feminism, Ontology, and Multiplicity",,,,,,,,,
Q111820000,Globalization as a Feminist Issue,,,,,,,,,
Q111820001,The Future of Disarmament,,,,,,,,,
Q111820097,'God Bless America',,,,,,,,,
Q111820128,Re-imagining the Divine: Challenges of the Backlash to Feminist Theology,,,,,,,,,
Q112267023,"The Mechanism of Organic Preservation at Monte Verde, Chile, and One Use of Biomolecules in Archaeological Interpretation",,,,,,,,,
Q112774351,Review of A Critical Edition of 'Umdat Al-Nāzir 'alā Al-Ashbāh wa'l-Nazā 'ir,,,,,,,,,
Q112774584,Foreword,,,,,,,,,
Q112774699,Illumination Philosophy as a Resource for Mutual Understanding: A Study of the Literature of Jalāluddīn Rūmī and Farīduddīn ʿAṭṭār,,,,,,,,,
Q112774862,Ṣaḥīḥ Al-Bukhari’s Criteria: An Epistemological Perspective,,,,,,,,,
Q112775014,"Review of Sarah Risha, Education and Curricular Perspectives in the Qurʾān",,,,,,,,,
Q112775500,The Rise of Syrian Salafism: From Denial to Recognition,,,,,,,,,
Q112775541,Confession in the Public Sphere: A Trusteeship Criticism of Foucault’s Concepts of Confession and Power,,,,,,,,,
Q112777258,The Development of Uṣūl al-Ḥadīth During the Seljuk Era,,,,,,,,,
Q112919125,On the Origins of Hadith Terminology: the Dividing Line Between Early and Late Hadith Scholars,,,,,,,,,
Q112919222,Early Ḥadīth Scholars and their criteria of Ḥadīth Criticism,,,,,,,,,
Q113028863,A resumptive formulation of modern science,,,,,,,,,
Q113030886,"Review of Carrying on the Tradition: A Social and Intellectual History of Hadith Transmission across a Thousand Years, by Garrett A. Davidson",,,,,,,,,
Q113030924,Ḥanafī’s Criteria of Ḥadīth Criticism: the Role of Islamic Legal Maxims,,,,,,,,,
Q113152281,Religious Groups and Scholars of Islam in the Syrian Revolution,,,,,,,,,
Q113152434,Canons: Specific and General aṣl,,,,,,,,,
Q113152519,Lived or Non-Lived Ḥadīth? Content vs. Narrator Criteria in Early Ḥanafī Law,,,,,,,,,
Q113152594,"Early Ḥanafī Jurists, Court Practice, and the Authority of General Afflictions (ʿUmūm al-Balwā)",,,,,,,,,
Q113152646,Tools for Interpreting Ḥadīth in Shaybānī’s Ḥujja,,,,,,,,,
Q113152703,Al-Buti: al-Fatwa and Revolution,,,,,,,,,
Q113292450,[The Description of Ḥadīth Science (uṣūl al-ḥadīth) and the Characteristics of its Scholars],,,,,,,,,
Q113292514,[The Efforts of Contemporary Ḥadīth Scholars in Uṣūl al-Ḥadīth: Characteristics of the Modern Era and Its Most Important Books],,,,,,,,,
Q113292532,[Significant Obstacles to Verfying Ḥadīth in the Contemporary Era],,,,,,,,,
Q113292561,The Syrian Uprising: Reopening the Theological Question,,,,,,,,,
Q113292708,The Sunnah,,,,,,,,,
Q113383843,[The Qur’anic Manuscript Race: Western Controversy and Reception Controversies],,,,,,,,,
Q113384098,[Martin Lings: The Prophet’s Life and Western Islam],,,,,,,,,
Q113384163,[The Arab Uprising: the Conflict of Values and Fractured Groups],,,,,,,,,
Q113384169,[The End of Revisionism: Patricia Crone (1945-2015)],,,,,,,,,
Q113384231,[ISIS: The Explosion of Narratives],,,,,,,,,
Q113384276,ISIS: The Explosion of Narratives - The Land of the Revolution Between Political and Metaphysical Eternities,,,,,,,,,
Q113535350,"I May Not Get There with You: The True Martin Luther King, Jr.",,,,,,,,,
Q24539009,Preceramic irrigation canals in the Peruvian Andes,,,,,,,,,
Q26746166,Conflations of Marital Status and Sanity: Implicit Heterosexist Bias in Psychiatric Diagnosis in Physician-Dictated Charts at a Midwestern Medical Center,,,,,,,,,
Q27347674,"New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile",,,,,,,,,
Q28137054,Tears We Cannot Stop: A Sermon to White America,,,,,,,,,
Q28181268,"Mold: ""tsara'at,"" Leviticus, and the history of a confusion",,,,,,,,,
Q28732151,"Preceramic maize from Paredones and Huaca Prieta, Peru",,,,,,,,,
Q33391315,Starch grains on human teeth reveal early broad crop diet in northern Peru,,,,,,,,,
Q33725351,"Simple technologies and diverse food strategies of the Late Pleistocene and Early Holocene at Huaca Prieta, Coastal Peru",,,,,,,,,
Q34327648,"Voyeur nation? Changing definitions of voyeurism, 1950-2004.",,,,,,,,,
Q34725957,Structural competency: theorizing a new medical engagement with stigma and inequality,,,,,,,,,
Q34777545,"Monte Verde: seaweed, food, medicine, and the peopling of South America",,,,,,,,,
Q36236112,Selective complexity and adaptive mortuary behavior,,,,,,,,,
Q37037312,Structural Competency in the U.S. Healthcare Crisis: Putting Social and Policy Interventions Into Clinical Practice,,,,,,,,,
Q37079022,Probing deeper into first American studies,,,,,,,,,
Q37357198,Long-term human response to uncertain environmental conditions in the Andes,,,,,,,,,
Q37582416,The late Pleistocene colonization of South America: an interdisciplinary perspective,,,,,,,,,
Q37653205,Integrating and Assessing Structural Competency in an Innovative Prehealth Curriculum at Vanderbilt University,,,,,,,,,
Q38104609,Structural health and the politics of African American masculinity.,,,,,,,,,
Q38476801,Making history: lessons from the great moments series of pharmaceutical advertisements.,,,,,,,,,
Q38660765,Using a structural competency framework to teach structural racism in pre-health education.,,,,,,,,,
Q38675830,Developing and Evaluating an Innovative Structural Competency Curriculum for Pre-Health Students.,,,,,,,,,
Q38973392,"Preceramic adoption of peanut, squash, and cotton in northern Peru.",,,,,,,,,
Q38973399,Archaeology. Climate and human migrations.,,,,,,,,,
Q39083016,New Medicine for the U.S. Health Care System: Training Physicians for Structural Interventions.,,,,,,,,,
Q43118086,"Correction: New Archaeological Evidence for an Early Human Presence at Monte Verde, Chile.",,,,,,,,,
Q46007796,Queer Frontiers in Medicine: A Structural Competency Approach.,,,,,,,,,
Q46790441,Mainstream anxieties about race in antipsychotic drug ads.,,,,,,,,,
Q47178359,Structural Competency and Psychiatry.,,,,,,,,,
Q47185447,Finding the first Americans.,,,,,,,,,
Q47379082,Palaeoanthropology: tracking the first Americans.,,,,,,,,,
Q48065592,"Structural competency meets structural racism: race, politics, and the structure of medical knowledge.",,,,,,,,,
Q48645579,Understanding psychotropic medications as literary symbols.,,,,,,,,,
Q51945137,Assessing the impact of SSRI antidepressants on popular notions of women's depressive illness.,,,,,,,,,
Q52052549,Thinking theologically about modern medicine.,,,,,,,,,
Q53141308,Revisiting the living human web: theological education and the role of clinical pastoral education.,,,,,,,,,
Q53183427,"Great moments: authenticity, ideology, and the telling of medical ""history"".",,,,,,,,,
Q53204013,Medicalisation in the 21st century: introduction.,,,,,,,,,
Q55391517,What Truth Sounds Like,,,,,,,,,
Q56032450,The late Pleistocene cultures of South America,,,,,,,,,
Q56045278,"Documenting Cultural Selection Pressure Changes on Chile Pepper (Capsicum baccatum L.) Seed Size Through Time in Coastal Peru (7,600 B.P.–Present)",,,,,,,,,
Q56067925,From scopophilia toSurvivor: A brief history of voyeurism,,,,,,,,,
Q56485428,The Role of Religion among Sex Workers in Thailand,,,,,,,,,
Q56534532,Early Holocene coca chewing in northern Peru,,,,,,,,,
Q56555624,"Were Hominins in California ∼130,000 Years Ago?",,,,,,,,,
Q56625151,Potato remains from a late pleistocene settlement in southcentral Chile,,,,,,,,,
Q56812519,Mysticism and Psychoanalysis,,,,,,,,,
Q57095243,Arrival routes of first Americans uncertain-Response,,,,,,,,,
Q57232389,"Chronology, mound-building and environment at Huaca Prieta, coastal Peru, from 13 700 to 4000 years ago",,,,,,,,,
Q57271117,"Mapuche ceremonial landscape, social recruitment and resource rights",,,,,,,,,
Q57474097,Compromised Landscapes: The Proto-Panoptic Politics of Colonial Araucanian and Spanish Parlamentos,,,,,,,,,
Q57518330,"A late pleistocene human presence at Huaca Prieta, Peru, and early Pacific Coastal adaptations",,,,,,,,,
Q57634506,Jewish identification and critical theory: The political significance of conceptual categories,,,,,,,,,
Q57661218,"Gifting the other, or why are nineteenth-century German bourgeois men acting like Trobriand Islanders?",,,,,,,,,
Q58353097,"The 'Court', the 'Country' and the Northamptonshire Connection: Watching the 'Puritan Opposition' Think (Historically) about Politics on the Eve of the English Civil War",,,,,,,,,
Q58355360,Jewish Women in Fin de Siècle Vienna by Alison Rose,,,,,,,,,
Q58356149,Late Quaternary Bison Population Changes On The Southern Plains,,,,,,,,,
Q58500793,Hypothetical Universalism and Real Calvinism in Seventeenth Century England,,,,,,,,,
Q58512176,"Puritanism, Arminianism and a Shropshire Axe-Murder",,,,,,,,,
Q58537299,Abstinence Halls (zhaitang 齋堂) in Lay Households in Early Medieval China,,,,,,,,,
Q58587950,The Scripture on Great Peace: The Taipingjing and the Beginnings of Daoism,,,,,,,,,
Q58889935,The Spanish quest for Empire,,,,,,,,,
Q59075077,Early cultural evidence from Monte Verde in Chile,,,,,,,,,
Q59103843,Standards and expectations,,,,,,,,,
Q59128998,Issues in Brazilian archaeology,,,,,,,,,
Q59223749,"Monte Verde, Chile: A Comment on Lynch",,,,,,,,,
Q59223770,"Arqueología y ciencia: Segundas jornadas. Gallardo I. Francisco, Suárez S. Loreto, and Cornejo B. Luis, editors. Museo Nacional de Historia Natural, Santiago de Chile, 1985. iv + 218 pp., figures, tables, references. No price given (paper)",,,,,,,,,
Q59224002,Palaeoenvironment and Site Context. Monte Verde: A Late Pleistocene Settlement in Chile,,,,,,,,,
Q59225024,"America Past, America Present: Genes and Languages in the Americas and Beyond",,,,,,,,,
Q59231625,"Paleoindian Archaeology: A Hemisphere Perspective. Julia E. Morrow and Cristobal Gnecco, editors. 2006. University Press of Florida, Gainesville. 263 pp. $65.00 (cloth), ISBN-13 978-0-8130-3014-2",,,,,,,,,
Q59235757,"Ecology and Civilization: An Interdisciplinary Perspective on Andean Ecological Complementarity. Shozo Masuda, Izumi Shimada, and Craig Morris, editors. Papers from Wenner-Gren Foundation for Anthropological Research Symposium No. 91. University of T",,,,,,,,,
Q59235922,"Les Gravures Rupestres de la Quebrada las Pintadas de Marquesa (Norte Chico, Chile). Dominique Ballereau, Hans Niemeyer F., and Eduardo Pizarro W. Cahier No. 18. Editions Recherche sur les Civilisations, Paris, 1986. 236 pp., tables, figures, photogr",,,,,,,,,
Q59499893,"On a Pleistocene human occupation at Pedra Furada, Brazil",,,,,,,,,
Q60038816,Prehistoric human occupation in the arid chacabuco-colina ecotone in central chile,,,,,,,,,
Q60383916,The Protest Psychosis,,,,,,,,,
Q60440354,Book Reviews,,,,,,,,,
Q60616940,"Gender, Judaism, and Literature: Unwelcome Guests in Household Configurations",,,,,,,,,
Q60946275,Short stories by Jesus: the enigmatic parables of a controversial rabbi,,,,,,,,,
Q60949936,Paul and Hellenism,,,,,,,,,
Q60949937,Matthew's Christian-Jewish community,,,,,,,,,
Q60949938,Matthew 1-13,,,,,,,,,
Q60949939,Ruth: a commentary,,,,,,,,,
Q60949940,The mystery of Romans: the Jewish context of Paul's letter,,,,,,,,,
Q60949942,"Luke, Judaism and the scholars: critical approaches to Luke-Acts",,,,,,,,,
Q60949943,Brother Jesus: the Nazarene through Jewish eyes (English),,,,,,,,,
Q60949944,"Lazarus, Mary and Martha: social-scientific approaches to the Gospel of John",,,,,,,,,
Q61000826,"Christian Faith and the Study of the Historical Jesus: A Response to Bock, Keener, and Webb",,,,,,,,,
Q61000827,"""To all the Gentiles"": a Jewish perspective on the Great Commission",,,,,,,,,
Q61000828,"The ""teaching of contempt"" and ecumenical publications",,,,,,,,,
Q61000829,"Roland Murphy, The pontifical Biblical Commission, Jews, and the Bible",,,,,,,,,
Q61000830,The Understanding Scribe: Matthew and the Apocalyptic Ideal by David E. Orton,,,,,,,,,
Q61440689,Earliest hunters and gatherers of South America,,,,,,,,,
Q64604447,Social Landscape and Ritual Pause,,,,,,,,,
Q65066239,Dying of Whiteness,,,,,,,,,
Q69685319,Marital therapy caught between person and public: Christian traditions on marriage,,,,,,,,,
Q69685321,Teaching practical theology: introducing six perspectives,,,,,,,,,
Q69685324,"Embodied knowing, embodied theology: what happened to the body?",,,,,,,,,
Q69685325,Five misunderstandings about practical theology,,,,,,,,,
Q69685326,Also a pastoral theologian: in pursuit of dynamic theology (or: meditations from a recalcitrant heart),,,,,,,,,
Q69685330,Words made flesh: writings in pastoral and practical theology,,,,,,,,,
Q69685331,Cognitive neuroscience and the question of theological method,,,,,,,,,
Q69685333,"The royal road: children, play, and the religious life",,,,,,,,,
Q69685336,Practising what we preach: the case of women in ministry,,,,,,,,,
Q69685355,Theology and families,,,,,,,,,
Q69685361,Taught by God: teaching and spiritual formation,,,,,,,,,
Q69685363,"The ""clerical paradigm"": a fallacy of misplaced concreteness?",,,,,,,,,
Q69685365,Wisdom in pastoral care and counseling: what does it entail?,,,,,,,,,
Q69685367,Whither the children? Childhood in religious education,,,,,,,,,
Q69685370,"Children and religion in the public square: ""too dangerous and too safe, too difficult and too silly""",,,,,,,,,
Q69685371,Psychology for Christian Ministry,,,,,,,,,
Q69685375,"Hitting home : feminist ethics, women's work, and the betrayal of ""family values"" (Review)",,,,,,,,,
Q69685385,Converging on culture : theologians in dialogue with cultural analysis and criticism (Review),,,,,,,,,
Q69685386,Family: a Christian social perspective,,,,,,,,,
Q69685392,"From Bedlam to Shalom: Toward a Practical Theology of Human Nature, Interpersonal Relationships and Mental Health Care",,,,,,,,,
Q69685394,Everyday knowledge and uncommon truths: women of the academy,,,,,,,,,
Q69685396,Feminist studies in psychology: an overview,,,,,,,,,
Q69685401,The Ontological Status of God and Other Small Questions,,,,,,,,,
Q69685402,"Religion and psychology in transition: psychoanalysis, feminism, and theology",,,,,,,,,
Q69685404,Theology and pastoral counseling: a new interdisciplinary approach,,,,,,,,,
Q69685413,"Faith, Family, and Feminism : Irreconcilable Differences?",,,,,,,,,
Q69685414,Eros for the other: retaining truth in a pluralistic world,,,,,,,,,
Q69685417,Religious imagination and the body: a feminist analysis,,,,,,,,,
Q69685420,Giving Birth: Reclaiming Biblical Metaphor for Pastoral Practice,,,,,,,,,
Q69685421,Will the Real Pro-Family Contestant Please Stand Up? Another Look at Families and Pastoral Care,,,,,,,,,
Q69685422,Assessing Spiritual Needs: A Guide for Caregivers; Spiritual Assessment in Pastoral Care: A Guide to Selected Resources,,,,,,,,,
Q69685425,"Blessed Are the Poor: Women's Poverty, Family Policy, and Practical Theology",,,,,,,,,
Q69685427,Epistemology or bust : a maternal feminist knowledge of knowing,,,,,,,,,
Q69685429,Produce or perish : generativity and new reproductive technologies,,,,,,,,,
Q69685436,Dictionary of Pastoral Care and Counseling,,,,,,,,,
Q69685446,The Moral Revolution: A Christian Humanist Vision,,,,,,,,,
Q69685448,"Kenel, Sally A. Mortal Gods: Ernest Becker and Fundamental Theology",,,,,,,,,
Q69685450,Lucy Bregman's Beyond silence and denial: death and dying reconsidered: four perspectives,,,,,,,,,
Q69685451,The sting of death,,,,,,,,,
Q69685457,Tribute to Don S. Browning (1934–2010),,,,,,,,,
Q69685459,Guess who's coming to the classroom? Postmodernity and doctoral programs in religion and personality,,,,,,,,,
Q71853415,"Calvinism, Donald Woods Winnicott, Masochism, and Protestantism",,,,,,,,,
Q7758616,The Protest Psychosis,,,,,,,,,
Q79828351,If direct-to-consumer advertisements come to Europe: lessons from the USA,,,,,,,,,
Q89010806,Repeal the Dickey Amendment to Address Polarization Surrounding Firearms in the United States,,,,,,,,,
Q89502989,Johannes Reuchlin and the Campaign to Destroy Jewish Books,,,,,,,,,
Q89601331,"The Butcher's Tale: Murder and Anti-Semitism in a German Town, Helmut Walser Smith; Exclusionary Violence: Antisemitic Riots in Modern Germany History, Christhard Hoffman, Werner Bergman, and Helmut Walser Smith, eds.",,,,,,,,,
Q90387178,The Cultivation of Technological Intelligence,,,,,,,,,
Q91649499,Black scholarly aesthetics and the religious critic : black experience as manifolds of manifestations and powers of presentations,,,,,,,,,
Q91654769,Masculinities beyond good and evil : representations of the down low in the fictional imagination of Alphonso Morgan's Sons,,,,,,,,,
Q91666895,Beyond ontological blackness : an essay on African American religious and cultural criticism,,,,,,,,,
Q91672926,Pragmatic theology and the natural sciences at the intersection of human interests,,,,,,,,,
Q91678147,Contour of an African American public theology,,,,,,,,,
Q92210099,A relational concept of race in African American religious thought,,,,,,,,,
Q92212019,The wrestle of Christ and culture in pragmatic public theology,,,,,,,,,
Q92214070,The narrative turn in Christian ethics : a critical appraisal,,,,,,,,,
Q92324839,Pragmatic theology : negotiating the intersections of an American philosophy of religion and public theology,,,,,,,,,
Q92329361,Creative exchange : a constructive theology of African American religious experience,,,,,,,,,
Q92483904,The Black church and the curious body of the Black homosexual,,,,,,,,,
Q92787723,Theology and modern physics by Peter E. Hodgson (Review),,,,,,,,,
Q92798124,Blessed assurance : Martin Luther King Jr. and the consolation of the soul,,,,,,,,,
Q93299826,Three versions of human sexuality,,,,,,,,,
Q93305884,The mimesis of salvation and dissimilitude in the scandalous gospel of Jesus,,,,,,,,,
Q93390864,"The legacy of pragmatism in the theologies of D.C. MacIntosh, H. Richard Niebuhr, and James M. Gustafson",,,,,,,,,
Q93395017,Mimetic reflections : the religious critic between the church and empire,,,,,,,,,
Q93432588,Blessed Are Those Who Mourn: Depression as Political Resistance,,,,,,,,,
Q93433071,Best Practices in Pastoral Counseling: Is Theology Necessary?,,,,,,,,,
Q93433138,The Social Trifecta of Human Misery and Problematical Constructions of the Self: Implication for Formation and Supervision,,,,,,,,,
Q93455213,"The Christian imagination : theology and the origins of race, by Willie James Jennings (Review)",,,,,,,,,
Q93521183,Preparation Pathways and Movement Participation: Insurgent Schooling and Nonviolent Direct Action in the Nashville Civil Rights Movement,,,,,,,,,
Q93532195,"Making a way out of no way : womanist theology, by Monica A. Coleman (Review)",,,,,,,,,
Q93536359,"Liberation theologies, postmodernity, and the Americas, edited by David Batstone et al. (Review)",,,,,,,,,
Q93540434,"Changing conversations : religious reflection & cultural analysis, edited by Dwight N. Hopkins & Sheila Greeve Davaney (Review)",,,,,,,,,
Q93646525,"The promptings of some beneficent force : dimensions of the ""spiritual"" in the life and language of Martin Luther King Jr.",,,,,,,,,
Q93651542,"Responsibility, vengeance, and the death penalty",,,,,,,,,
Q93984402,Three paths to empowerment in recent African American theology and ethics,,,,,,,,,
Q94000072,Black ontology and theology,,,,,,,,,
Q94158441,"Fear, trembling, and transcendence in the everyday of Richard Wright : a quare reading",,,,,,,,,
Q94159921,An American public theology in the absence of giants : creative conflict and democratic longings,,,,,,,,,
Q94166862,Augustine,,,,,,,,,
Q94168717,Jean-Jacques Rousseau on order,,,,,,,,,
Q94327041,Sing of Mary : giving voice to Marian theology and devotion,,,,,,,,,
Q94449528,"""God is the creator of all life and the energy of this world"" : German intersex Christians’ reflection on the image of God and being created in God’s image",,,,,,,,,
Q94550156,"Draw a wider circle—or, pehaps, erase : queer(ing) hymnody",,,,,,,,,
Q94556723,Mary star of hope : Marian congregational song as an expression of devotion to the Blessed Virgin Mary in the United States from 1854 to 2010,,,,,,,,,
Q94704704,The search for public theology in the United States,,,,,,,,,
Q94858554,Abominations of a million men,,,,,,,,,
Q94970230,Political participation and the social self : a critical study in contemporary Christian ethics,,,,,,,,,
Q94970890,Social selves and political reforms : five visions in contemporary Christian ethics,,,,,,,,,
Q94972047,All you that labor : religion and ethics in the living wage movement,,,,,,,,,
Q94972721,"A new discipline? : Beverly Harrison and ""malestream"" Christian ethics",,,,,,,,,
Q94973731,"""Oh Mary, don't you weep"" : progressive religion in the living wage movement",,,,,,,,,
Q95000047,"Remembering the Poor: Interfaith Collaboration, Neoliberalism, and an Anti-Imperial Gospel",,,,,,,,,
Q95000146,Elaborating faith : labor and interfaith resistance to economic inequality,,,,,,,,,
Q95149907,The pragmatic secularization of theology,,,,,,,,,
Q95152039,Deadly silence : reflections on homosexuality and human rights,,,,,,,,,
Q95154103,Ontological blackness in theology,,,,,,,,,
Q95645430,Is Cornel West also among the theologians? : the shadow of the divine in the religious thought of Cornel West,,,,,,,,,
Q95689098,Critical reflection on the problems of history and narrative in a recent African-American research program,,,,,,,,,
Q95689328,"""We see through a glass darkly"" : black narrative theology and the opacity of African American religious thought",,,,,,,,,
Q95691032,"Nitty-gritty hermeneutics : Anthony B. Pinn, Why Lord? : suffering and evil in black theology (Review)",,,,,,,,,
Q95691969,African American church traditions,,,,,,,,,
Q95693369,Secularization and the worldliness of theology,,,,,,,,,
Q95740428,Foreword to The rise and demise of black theology,,,,,,,,,
Q95742260,Theorizing African American religion,,,,,,,,,
Q95746204,Is America possible? The land that never has been : democratic hope and creative exchange,,,,,,,,,
Q96154435,"Sacred scripture, sacred war : the Bible and the American Revolution",,,,,,,,,
Q96156605,"The challenges of Roger Williams : religious liberty, violent persecution, and the Bible",,,,,,,,,
Q96159853,Roger Williams's radical biblicism : scripture versus Christendom in Puritan New England,,,,,,,,,
Q96186037,Jonathan Edwards for armchair theologians,,,,,,,,,
Q96186489,Jonathan Edwards for armchair theologians (Japanese),,,,,,,,,
Q96187147,"Jonathan Edwards, war, and the Bible",,,,,,,,,
Q96196809,We can if we will : regeneration and benevolence,,,,,,,,,
Q96197738,Powers and Principalities: Initial Reflections toward a Post-Capitalist Pastoral Theology,,,,,,,,,
Q96198189,Class Power and Human Suffering,,,,,,,,,
Q96198511,Caring for Souls in a Neoliberal Age,,,,,,,,,
Q96200965,Persecution and polemics : Baptists and the shaping of the Roger Williams tradition in the nineteenth century,,,,,,,,,
Q96243960,Baptists : tradition and heritage,,,,,,,,,
Q96245957,Charting a new vision : the School of Religion,,,,,,,,,
Q96315706,"Erasmus, the Anabaptists, and the Great Commission (Review)",,,,,,,,,
Q96316243,Becoming America : the revolution before 1776 (Review),,,,,,,,,
Q96338864,The 'new world' of North America and Canada and the globalization of critical Biblical scholarship,,,,,,,,,
Q96357700,Job 1-21: interpretation and commentary,,,,,,,,,
Q96359308,"Amazing grace in John Newton : slave-ship captain, hymnwriter, and abolitionist, by William E. Phipps (Review)",,,,,,,,,
Q96405145,A cumulative index to the grammar and syntax of biblical Hebrew,,,,,,,,,
Q96463006,A grammar for Biblical Hebrew,,,,,,,,,
Q96464070,A grammar for Biblical Hebrew : handbook : answer keys and study guide,,,,,,,,,
Q96464173,Daniel,,,,,,,,,
Q96464231,Ecclesiastes: a new translation with introduction and commentary,,,,,,,,,
Q96630756,On Rebaptism: Social Organization in the Third Century Church,,,,,,,,,
Q97134538,The Dynamic Congregation: A Manual for Energizing Your Church,,,,,,,,,
Q97134539,Operation Inasmuch: Mobilizing Believers beyond the Walls of the Church (Book review),,,,,,,,,
Q97399600,Strange Writing: Anomaly Accounts in Early Medieval China,,,,,,,,,
Q97400254,To Live as Long as Heaven and Earth: a Translation and Study of Ge Hong's Traditions of Divine Transcendent,,,,,,,,,
Q97400314,Making Transcendents: Ascetics and Social Memory in Early Medieval China,,,,,,,,,
Q97451293,A Garden of Marvels: Tales of Wonder from Early Medieval China,,,,,,,,,
Q97451295,Signs from the Unseen Realm: Buddhist Miracle Tales from Early Medieval China,,,,,,,,,
Q97451415,Relations with the Unseen World,,,,,,,,,
Q97451416,Tales of Strange Events,,,,,,,,,
Q97452332,Chinese History and Writing about 'Religion(s)': Reflections at a Crossroad,,,,,,,,,
Q97466002,"""Faith’s Unfinished Business: Can the Easter Season’s Mysticism Empower Ethical Praxis?""",,,,,,,,,
Q97573359,On the Very Idea of Religions (in the Modern West and in Early Medieval China),,,,,,,,,
Q97585100,Two Religious Thinkers of the Early Eastern Jin: Gan Bao and Ge Hong in Multiple Contexts,,,,,,,,,
Q97585127,Religious Repertoires and Contestation: A Case Study based on Buddhist Miracle Tales,,,,,,,,,
Q97585158,The Meanings of Cuisines of Transcendence in Late Classical and Early Medieval China,,,,,,,,,
Q97621676,The Sword Scripture: Recovering and Interpreting a Lost 4th-century Daoist Method for Cheating Death,,,,,,,,,
Q97621677,"Miracle Tales as Scripture Reception: A Case Study involving the Lotus Sutra in China, 370-750 CE",,,,,,,,,
Q97621678,'Religious' as a Category: A Comparative Case Study,,,,,,,,,
Q97621679,"Secrecy and Display in the Quest for Transcendence in China, ca. 220 BCE-350 CE",,,,,,,,,
Q97622961,Notes on the Devotional Uses and Symbolic Functions of Sutra Texts as Depicted in Early Chinese Buddhist Miracle Tales and Hagiographies,,,,,,,,,
Q97622964,Return-from-Death Narratives in Early Medieval China,,,,,,,,,
Q97622969,Ghosts Matter: The Culture of Ghosts in Six Dynasties Zhiguai,,,,,,,,,
Q97622971,"Demons, Gods and Pilgrims: The Demonology of the Hsi-yu chi",,,,,,,,,
Q97622975,Buddhist Revelation and Taoist Translation in Early Medieval China,,,,,,,,,
Q97622978,The Real Presence,,,,,,,,,
Q97622982,'Survival' as an Interpretive Strategy: A Sino-Western Comparative Case Study,,,,,,,,,
Q97622986,Cosmogony and Self-Cultivation: Demonic and the Ethical in 2 Chinese Novels,,,,,,,,,
Q97654641,English Akkadian analytical index to the Chicago Assyrian dictionary,,,,,,,,,
Q98115435,Popular Religion,,,,,,,,,
Q98130849,On the Very Idea of Religions (in the Modern West and in Early Medieval China),,,,,,,,,
Q98137273,Narrative in the Self-Presentation of Transcendence-Seekers,,,,,,,,,
Q98137274,Living Off the Books: Fifty Ways to Dodge Ming in Early Medieval China,,,,,,,,,
Q98137275,The Earliest Tales of the Bodhisattva Guanshiyin,,,,,,,,,
Q98137277,"To Hell and Back: Death, Near-Death and Other Worldly Journeys in Early Medieval China",,,,,,,,,
Q98137278,Taoist Bioethics in the Final Age: Therapy and Salvation in the Book of Divine Incantations for Penetrating the Abyss,,,,,,,,,
Q98137279,Ingesting the Marvelous: The Practitioner's Relationship to Nature according to Ge Hong,,,,,,,,,
Q98137280,Xunzi and Durkheim as Theorists of Ritual Practice,,,,,,,,,
Q98380024,Libro dei monti e dei mari (Shanhai jing): Cosmografia e mitologianella China Antica and The Classic of Mountains and Seas,,,,,,,,,
Q98380025,Religion in Modern Taiwan: Tradition and Innovation in a Changing Society,,,,,,,,,
Q98380026,Divine Traces of the Daoist Sisterhood: 'Records of the Assembled Transcendents of the Fortified Walled City' by Du Guangting (850-933),,,,,,,,,
Q98380027,Monastic Life in Medieval Daoism: A Cross-Cultural Perspective,,,,,,,,,
Q98380028,Effortless Action: Wu-wei as Conceptual Metaphor and Spiritual Ideal in Early China,,,,,,,,,
Q98380029,The Five 'Confucian' Classics,,,,,,,,,
Q98380030,A Chinese Bestiary: Strange Creatures from the Guideways Through Mountains and Seas,,,,,,,,,
Q98536167,Structural Competency,,,,,,,,,
Q98536215,Should the Mentally Ill Bear Arms?: Mental Illness Stigma in the Aftermath of Tucson,,,,,,,,,
Q98536904,Selling Sanity Through Gender: The Psychodynamics of Psychotropic Advertising,,,,,,,,,
Q98537032,"Depression and Art: Albrecht Dürer’s Melencolia, I",,,,,,,,,
Q98537043,‘Mother's Little Helper’: The Crisis of Psychoanalysis and the Miltown Resolution,,,,,,,,,
Q98537076,"Prozac, and the Pharmacokinetics of Narrative Form",,,,,,,,,
Q98690494,Metamorphosis and identity,,,,,,,,,
Q98690495,Coming to terms with Chinese Buddhism: a reading of the Treasure Store Treatise,,,,,,,,,
Q98690496,Daoism and Chinese culture,,,,,,,,,
Q98690497,[Demons and wonders in the Chinese literature of the Six Dynasties: the fantastic and the anecdotal in Gan Bao's Soushen ji],,,,,,,,,
Q98690498,The eminent monk: Buddhist ideals in medieval Chinese hagiography,,,,,,,,,
Q98690499,Great perfection: religion and ethnicity in a Chinese millennial kingdom,,,,,,,,,
Q98690500,Demon hordes and burning boats: the cult of Marshal Wen in late imperial Chekiang,,,,,,,,,
Q98690501,"From deluge to discourse: myth, history, and the generation of Chinese fiction",,,,,,,,,
