qid,label_en,author_string_uuid,author_string,author_string_series_ordinal,author_string_ref1_hash,author_string_ref1_referenceUrl,author_string_ref1_retrieved_nodeId,author_string_ref1_retrieved_val,author_string_ref1_retrieved_prec
Q108802822,Divine Promiscuity,,,,,,,,
Q108802823,"""Nothing in This World is Indifferent to Us"" : A Dialogical Reflection on the Queerness of Theology and Science",,,,,,,,
Q108802824,More Than a Feeling: A Queer Notion of Survivance,,,,,,,,
Q108802826,"Healing Anthropology: History, Health and Science in Systematic Theology",,,,,,,,
Q108802827,God,,,,,,,,
Q108802828,Arms Control Impact Statements,,,,,,,,
Q108802829,"AIDS, Teens and the Church: A Leaders’ Guide",,,,,,,,
Q108802830,"Language, Violence, and God",,,,,,,,
Q108802831,Who Sees Eye To Eye: Date/Acquaintance Rape and Right Relationship,,,,,,,,
Q108802895,What Race is Your Sex?,,,,,,,,
Q108816828,"Meeting God on the Cross: Christ, the Cross, and the Feminist Critique",,,,,,,,
Q108816830,After Christianity,,,,,,,,
Q108816831,The Face of the Deep: A Theology of Becoming,,,,,,,,
Q108816832,Native Americans and the Christian Right: The Gendered Politics of Unlikely Alliances,,,,,,,,
Q108816833,"Homosexuality, Queer Theory, and Christian Theology",,,,,,,,
Q108816834,"Review of The Serpent and the Goddess by Mary Condren (HarperCollins, 1989)",,,,,,,,
Q108816835,"Defying the Darkness: Gay Theology in the Shadows by Michael J.  Clark (Cleveland: Pilgrim Press, 1997)",,,,,,,,
Q108816836,"In A Blaze of Glory: Womanist Spirituality as Social Witness by Emilie Townes (Nashville, Abingdon Press, 1995)",,,,,,,,
Q108816837,"When God Becomes Goddess: The Transformation of American  Religion, by Richard Grigg (NY: Continuum, 1995)",,,,,,,,
Q108816838,"Dictionary of Feminist Theologies, edited by Letty M. Russell and J.  Shannon Clarkson (Louisville KY: Westminster John Knox Press, 1996)",,,,,,,,
Q108816839,Michelle Voss Roberts' Dualities,,,,,,,,
Q108816840,Becoming Divine: Towards a Feminist Philosophy of Religion,,,,,,,,
Q109404829,Christianity and Empire,,,,,,,,
Q109404830,Black Church Giving,,,,,,,,
Q109407333,Just Capitalism: A Christian Ethic of Globalization. By Brent Waters,,,,,,,,
Q109407334,Deep solidarity: Broadening the basis of transformation,4B434522-4660-4A3E-A23B-494B56B08521,Rosemarie Henkel-Rieger,2,186331b0e927fcd38765a1b8083194a6ee367a51,http://doi.org/10.4102/HTS.V73I3.4578,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109407335,"Empire, Deep Solidarity, and the Future of Liberation Theology",,,,,,,,
Q109407336,The Touch of Transcendence: A Postcolonial Theology of God - By Mayra Rivera,,,,,,,,
Q109407337,Controversies in Political Theology: Development or Liberation? - By Thia Cooper,,,,,,,,
Q109407338,Karl Barth: God's Word in Action - By Paul S. Chung,,,,,,,,
Q109407937,The Ethics of Wealth in a World of Economic Inequality: A Christian Perspective in a Buddhist-Christian Dialogue,,,,,,,,
Q109408050,Power and Christian Theology - By Stephen Sykes,,,,,,,,
Q109408051,Power and Empire in the Study of Nineteenth-Century Theology: The Case of Schleiermacher,,,,,,,,
Q109408052,Radikale Theologie - By Ingolf U. Dalferth,,,,,,,,
Q109408054,Re-envisioning Ecotheology and the Divine from the Margins,,,,,,,,
Q109408056,Religion and Class,,,,,,,,
Q109408058,"Solidarisch Mensch Werden: Psychische Und Soziale Destruktion IM Neoliberalismus-Wege Zu Ihrer Überwindung - By Ulrich Duchrow, Reinhold Bianchi, René Krüger, and Vincenzo Petracca",,,,,,,,
Q109408059,The Politics of Human Frailty: A Theological Defence of Political Liberalism – By Christopher J. Insole,,,,,,,,
Q109408060,Divine Currency: The Theological Power of Money in the West - By Devin Singh,,,,,,,,
Q109408061,"The Turning of the Tide: Theology, Religion, and Economics",,,,,,,,
Q109408063,Wesleyan Perspectives on the New Creation – Edited by M. Douglas Meeks,,,,,,,,
Q109408064,The Cambridge Companion to Liberation Theology Edited by Christopher Rowland,,,,,,,,
Q109408065,"Where is God? Earthquake, Terrorism, Barbarity, and Hope - By Jon Sobrino",,,,,,,,
Q109408066,The Suffering of Economic Injustice: A Response to Ulrich Duchrow and David Loy,,,,,,,,
Q109408068,"Religion, Labor, Class, and Justice: Buddhist—Christian Dialogue in Fresh Perspective",,,,,,,,
Q109408069,Occupy Religion: Theology of the Multitude and Interreligious Dialogue,,,,,,,,
Q109408070,Theology and Mission Between Neocolonialism and Postcolonialism,,,,,,,,
Q109408071,"Is Political and Intercultural Theology Real Theology, and Why Should Anyone Care?",,,,,,,,
Q109408074,Book Review: With the Grain of the Universe: The Church's Witness and Natural Theology,,,,,,,,
Q109408075,Book Review: Theologie aus asiatischen Quellen: Der theologische Weg Choan-Seng Songs vor dem Hintergrund der asiatischen ökumenischen Diskussion,,,,,,,,
Q109408076,Capitalism and Christian theology,,,,,,,,
Q109408077,Engaging whiteness (more) constructively: Conversations with James Cone and Frederick Herzog on the future of race and class in theology,,,,,,,,
Q109408079,Hoping against Hope: Dealing with Hopelessness in Ancient Times and Today †,,,,,,,,
Q109408080,Restructuring Interreligious Dialogue from the Bottom Up through the Lenses of Deep Solidarity and the Multitude,,,,,,,,
Q109408397,Protestants and giving: The tithes that bind?,,,,,,,,
Q109408398,"Idols, Fetishes and Foreskins: The Other of Religion",,,,,,,,
Q109408399,Academic Freedom and the Plight of German Theological Studies,,,,,,,,
Q109408400,The Gentilemen's Agreement,,,,,,,,
Q109408403,Comment,,,,,,,,
Q109408404,Seeing Things Differently and Not Being Looked At,,,,,,,,
Q109408522,Resistance to Women in Ministry and the Psychodynamics of Sadness,,,,,,,,
Q109408524,Revisiting Forgiveness as a Pastoral Theological “Problem”,,,,,,,,
Q109408525,On Getting away with It: Jesus and the Temptation in the Desert,,,,,,,,
Q109408526,The Memory of Feeling: Envy and Happiness,,,,,,,,
Q109408527,A Review of Kirk A. Bingaman’s The Power of Neuroplasticity for Pastoral and Spiritual Care,,,,,,,,
Q109408528,Getting it Write: On the Craft of Academic Writing,,,,,,,,
Q109408530,"The Organ of Tactility: Fantasy, Image, and Male Masturbation",,,,,,,,
Q109408531,The Living Human Web: A Twenty-five Year Retrospective,,,,,,,,
Q109408533,“I’m the King of Debt”: Pastoral Reflections on Debt in the Age of Trump,,,,,,,,
Q109408534,The Psychodynamics of Conversion: Winnicottian Perspectives on the Transformation of Job,,,,,,,,
Q109408535,Toys: a Man Has His Reasons. Winnicottian Perspectives on the Playing of Men,,,,,,,,
Q109408536,The Least of These: Black Church Children’s and Youth Outreach Efforts,,,,,,,,
Q109408537,"Theological, Denominational, and Organizational Influences on Ecumenical Involvement between Black and White Churches",,,,,,,,
Q109408538,Black Megachurches: Social Gospel Usage and Community Empowerment,,,,,,,,
Q109408540,Black Church Electoral and Protest Politics from 2002 to 2012: a Social Media Analysis of the Resistance Versus Accommodation Dialectic,,,,,,,,
Q109408541,"To Educate, Equip, and Empower: Black Church Sponsorship of Tutoring or Literary Programs",,,,,,,,
Q109408542,Interprofessional Simulation for Nursing and Divinity Students: Learning Beyond Checklists,657BC10C-439D-4E26-89BF-EDA28E653491,Jessica VanRegenmorter,3,0f71fdf0e73ae12ef1cc4b1a7e82e9e3c4099d9c,http://doi.org/10.1016/J.ECNS.2019.05.002,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109408544,"Too Poor to Get Sick? The Implications of Place, Race, and Costs on the Health Care Experiences of Residents in Poor Urban Neighborhoods",,,,,,,,
Q109408545,"Alistair Dougall. The Devil's Book: Charles I, the Book of Sports and Puritanism in Tudor and Early Stuart England.",,,,,,,,
Q109408546,Hitler's Monsters: A Supernatural History of the Third Reich. By Eric Kurlander.,,,,,,,,
Q109408547,Baptists in America. By Bill J. Leonard. Columbia Contemporary American Religion Series.,,,,,,,,
Q109408549,Cotton Mather and Biblia Americana: America's First Bible Commentary. Essays in Reappraisal. Edited by Reiner Smolinski and Jan Stievermann.,,,,,,,,
Q109408551,The Syro-Palestinian Context of Solomon's Dream,,,,,,,,
Q109408552,Reason and religion in the English Revolution. The challenge of Socinianism. By Sarah Mortimer.,,,,,,,,
Q109408553,“The Word of the Lord”: Liturgy's Use of Scripture. By David N. Power,,,,,,,,
Q109409866,The Burning of Rebellious Thoughts: MOVE as Revolutionary Black Humanism,,,,,,,,
Q109409867,Enter Into His Gates: An Analysis of Black Church Participation Patterns,,,,,,,,
Q109409868,Healing and Anointing: Introduction,,,,,,,,
Q109409869,Challenges and Resources for a Liturgical Theology of Healing: Roman Catholic Practice and Postmodern Theory,,,,,,,,
Q109409870,The Narrative Function of Preaching,,,,,,,,
Q109409871,Peace and Justice: The Eucharistic Community of Gifting,,,,,,,,
Q109409872,Good Table Manners? The Presence and Participation of Fellow Christians at Roman Catholic Mass,,,,,,,,
Q109409873,"Confessing Sin, Proclaiming Reconciliation in Contemporary U.S. Catholic Liturgy",,,,,,,,
Q109409874,The folklore of state socialism: Semiotics and the study of the Soviet state,F948E5E6-0BD4-49D1-A721-363D1B8E2FDE,Michael E. Urban,1,2c76dddde312619fb0f6fb85270d7a9607006d3c,http://doi.org/10.1080/09668138308411498,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109409875,Epistemology or Bust: Where are we Really Headed?,,,,,,,,
Q109409876,Remembering the Dismembered: Teaching for Transformation and Restoration,,,,,,,,
Q109409878,Womanist–Lesbian Pastoral Ethics: A Post-Election Perspective,,,,,,,,
Q109409896,Understanding Pastoral Counseling,,,,,,,,
Q109417469,"Hegemonic Imagination, Historical Ethos, and Colonized Minds in the Pedagogical Space: Pastoral Ethics and Teaching as if our Lives Depended on it",,,,,,,,
Q109417472,Empowering Activist Pedagogies in Pastoral Theology: Accountabilities and Transformative Possibilities,3F3556F5-A350-4A14-B668-C0257B72DA69,Melinda A. McGarrah Sharp,2,a46efe106c8278a97d71c8bd13208845af36f75e,http://doi.org/10.1080/10649867.2018.1453015,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417472,Empowering Activist Pedagogies in Pastoral Theology: Accountabilities and Transformative Possibilities,4FA82CC7-EF33-4C5D-ACE6-A3FDB2CD454C,K. Samuel Lee,1,a46efe106c8278a97d71c8bd13208845af36f75e,http://doi.org/10.1080/10649867.2018.1453015,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417475,"Object Relations, Buddhism, and Relationality in Womanist Practical Theology",,,,,,,,
Q109417477,A Case Study of the Working Poor Single Mother Experience: An Analysis of the Structure versus Agency Discourse,,,,,,,,
Q109417480,The Ebonics Enigma: An analysis of attitudes on an urban college campus,,,,,,,,
Q109417483,"African American Religions, 1500–2000: Colonialism, Democracy, and Freedom",,,,,,,,
Q109417487,"“Be Real Black for Me”: The Icon, Idol, and Incarnation of America’s First Black President",,,,,,,,
Q109417489,“That’s Not How the Story Ends:” Vincent Harding’s Liberating Vision of African American Religious History,,,,,,,,
Q109417493,Women in Late Antiquity: Pagan and Christian Lifestyles. Gillian Clark,,,,,,,,
Q109417495,"The New Moses: A Matthean Typology. Dale C. Allison, Jr.",,,,,,,,
Q109417499,Dual Allegiance: Freud as a Modern Jew by Moshe Gresser,,,,,,,,
Q109417501,The Jewish Novel in the Ancient World. Lawrence M. Wills,,,,,,,,
Q109417502,Vehicle for God: The Metaphorical Theology of Eberhard Jüngel. Roland Daniel Zimany,,,,,,,,
Q109417503,The Fourth Great Awakening and the Future of Egalitarianism. Robert William Fogel,,,,,,,,
Q109417504,"The Ambiguous Infinite: Jüngel, Marion, and the God of Descartes",,,,,,,,
Q109417505,Jesus and the Politics of Interpretation. Elisabeth Schüssler Fiorenza,,,,,,,,
Q109417506,The Servant’s Tale: How Rebekah Found a Spouse,,,,,,,,
Q109417507,"Mark Edmundson, . The Death of Sigmund Freud: The Legacy of His Last Days.",,,,,,,,
Q109417509,"Hayes, Peter, and John K. Roth, eds. The Oxford Handbook of Holocaust Studies.",,,,,,,,
Q109417510,"Friends of the Unrighteous Mammon: Northern Christians and Market Capitalism, 1815–1860 by Stewart Davenport",,,,,,,,
Q109417511,Stefania Tutino . Thomas White and the Blackloists: Between Politics and Theology during the English Civil War,,,,,,,,
Q109417512,Otto Maduro: In Remembrance and Celebration,,,,,,,,
Q109417513,Work and Faith in the Kentucky Coal Fields: Subject to Dust. By Richard J. Callahan Jr.,,,,,,,,
Q109417514,To Serve the Living: Funeral Directors and the African American Way of Death. By Suzanne E. Smith.,,,,,,,,
Q109417515,Mau Mau in Harlem? The U.S. and the Liberation of Kenya,,,,,,,,
Q109417516,The Iconography of Malcolm X,,,,,,,,
Q109417517,America's Public Bible: Biblical Quotations in U.S. Newspapers,,,,,,,,
Q109417518,New World A-Coming: Black Religion and Racial Identity during the Great Migration,,,,,,,,
Q109417519,Why Politics Needs Religion: The Place of Religious Arguments in the Public Square. By Brendan Sweetman.,,,,,,,,
Q109417520,"In the Beginning Was the Word: The Bible in American Public Life, 1492-1783. By Mark A. Noll",,,,,,,,
Q109417521,"Where 'Difference is the Norm': Exploring Refugee Student Ethnic Identity Development, Acculturation, and Agency at Shaw Academy",,,,,,,,
Q109417523,Particularism and Universalism in the Sermon on the Mount: A Narrative-Critical Analysis of Matthew 5-7 in the Light of Matthew's View on Mission. By Boris Paschke,,,,,,,,
Q109417524,Exploring Our Hebraic Heritage: A Christian Theology of Roots and Renewal. By Marvin R. Wilson,,,,,,,,
Q109417525,A Paleontological View of Freud's Study of Religion: Unearthing the Leitfossil Curcumcision,,,,,,,,
Q109417526,Atheist Jew or Atheist Jew: Freud’s Jewish Question and Ours,,,,,,,,
Q109417527,Godless Intellectuals? The Intellectual Pursuit of the Sacred Reinvented,,,,,,,,
Q109417528,The Black Church Revisited: Toward a New Millennium DuBoisian Mode of Inquiry,,,,,,,,
Q109417530,Towards a Religious History of the Black Atlantic: Charles H. Long's Significations and New World Slavery,,,,,,,,
Q109417531,"Identity Quests, Indebted Diversities, and Serving “The Church”: Living the Questions of Ministerial Formation",,,,,,,,
Q109417532,Surge of Piety: Norman Vincent Peale and the Remaking of American Religious Life. By Christopher Lane.,,,,,,,,
Q109417533,Teaching for Conflict Resolution: Metaethical Case Study Analysis as a Teaching Strategy,,,,,,,,
Q109417534,Responses to the AAR-Teagle White Paper: “The Religious Studies Major in a Post-9/11 World”,C28B7F03-8585-4FDF-A70A-E79026E9EC0C,Jane S. Webster,1,a297c9f53a7f38e5885763d0736f99338bea4f40,http://doi.org/10.1111/J.1467-9647.2010.00673.X,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417534,Responses to the AAR-Teagle White Paper: “The Religious Studies Major in a Post-9/11 World”,12D766F1-656C-451E-AB7D-DC882005FF76,James J. Buckley,2,a297c9f53a7f38e5885763d0736f99338bea4f40,http://doi.org/10.1111/J.1467-9647.2010.00673.X,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417534,Responses to the AAR-Teagle White Paper: “The Religious Studies Major in a Post-9/11 World”,9139718A-E981-4343-9A37-26A3E4F6CCCD,Tim Jensen,3,a297c9f53a7f38e5885763d0736f99338bea4f40,http://doi.org/10.1111/J.1467-9647.2010.00673.X,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417536,"On Being Heard but not Seen: Milbank and Lash on Aquinas, Analogy and Agnosticism",,,,,,,,
Q109417538,The New Spirituality: An Introduction to Progressive Belief in the Twenty-First Century - By Gordon Lynch,,,,,,,,
Q109417539,Book Review: Black on the Block: The Politics of Race and Class in the City,,,,,,,,
Q109417540,Teaching to Transform: From Volatility to Solidarity in an Interdisciplinary Family Studies Classroom*,58A7D319-D306-423D-A9A8-D949F3E4CC5F,Katherine R. Allen,1,2a9a6eb1d96c6e296eec73d71d6446b1cdd93b22,http://doi.org/10.1111/J.1741-3729.2001.00317.X,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417540,Teaching to Transform: From Volatility to Solidarity in an Interdisciplinary Family Studies Classroom*,FD2CB7B3-05C5-4742-BA9B-1688AD5FE7D0,Laura Gillman,3,2a9a6eb1d96c6e296eec73d71d6446b1cdd93b22,http://doi.org/10.1111/J.1741-3729.2001.00317.X,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417541,Mothering While Imprisoned: The Effects of Family and Child Dynamics on Mothering Attitudes,340D1B6D-48EE-4D9D-BF09-9AAF6B448103,Ebonie Cunningham Stringer,1,c8fea89dd2f737cd0bff0f573cc8274b06f36ee0,http://doi.org/10.1111/J.1741-3729.2011.00696.X,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417543,"Religion, Race, and Bridge Building in Economic Justice Coalitions",,,,,,,,
Q109417545,Sex and Character: An Investigation of Fundamental Principles – By Otto Weininger,,,,,,,,
Q109417546,The Evangelical Conversion Narrative: Spiritual Autobiography in Early Modern England - By D. Bruce Hindmarsh,,,,,,,,
Q109417547,Invocation and Assent: The Making and Remaking of Trinitarian Theology – By Jason E. Vickers,,,,,,,,
Q109417548,“The Passage from Mind to Heart is so Long …”: The Riddle of “Repetition” and Kierkegaard's Ontology of Agency,,,,,,,,
Q109417550,"Improvising the Paradigms: Aquinas, Creation and the Eternal Ideas as Anti-Platonic Ontology",,,,,,,,
Q109417551,Chinese Megachurch Persecution: Application of an Indigenous Resource Framework,,,,,,,,
Q109417552,Character Ethics and the Old Testament: Moral Dimensions of Scripture,,,,,,,,
Q109417553,"Second Temple Judaism, Jesus, and Women Yeast of Eden",,,,,,,,
Q109417554,The Emerging Project of Asian Biblical Hermeneutics: Reading Asian Readers,,,,,,,,
Q109417556,Postcolonialism and Comparative Analysis in Biblical Studies,,,,,,,,
Q109417557,Text Critical Notes on 4QJoba,,,,,,,,
Q109417559,En Jeu: Lincoln Logs or Pick-up Sticks,,,,,,,,
Q109417560,Table Dancing in an Opium Den: Marx’s Conjuration of Criticism out of “Criticism of Religion” in 1844,,,,,,,,
Q109417562,"Book Review: Let Justice Roll Down: The Old Testament, Ethics, and Christian Life",,,,,,,,
Q109417563,Theology when Everything is Out of Control,,,,,,,,
Q109417564,"Book Review: Lament: Reclaiming Practices in Pulpit, Pew, and Public Square",,,,,,,,
Q109417566,Book Review: Transforming Spirituality: Integrating Theology and Psychology,,,,,,,,
Q109417570,Book Review: Global Neighbors: Christian Faith and Moral Obligation in Today's Economy,,,,,,,,
Q109417573,Book Review: Who Is Jesus Christ for Us Today? Pathways to Contemporary Christology,,,,,,,,
Q109417576,Book Review: Atheist Delusions: The Christian Revolution and its Fashionable Enemies,,,,,,,,
Q109417578,The Peril of Usury in the Christian Tradition,,,,,,,,
Q109417582,Perspectives on Aging and the Elderly in the Hebrew Bible,,,,,,,,
Q109417585,Luke and the Jewish Religion,,,,,,,,
Q109417589,Isaiah’s Suffering Servant: Before and After Christianity,99B7A258-63EB-4651-B03D-1C96EABA0959,Marc Brettler,1,c19315deb983affdcafffdc8134c4b91c48e947f,http://doi.org/10.1177/0020964318820594,1a33e8170ee201bef4524f5ebbdbb797,2021-11-05T00:00:00Z,11
Q109417591,"Book Review: God, Marx, and the Future",,,,,,,,
Q109417594,Book Review: A Handbook For The Church,,,,,,,,
Q109417598,The Significance of Social Location in Reading John's Story,,,,,,,,
Q109417602,Reconceiving Infertility: Biblical Perspectives on Procreation and Childlessness,,,,,,,,
Q109417604,"Subverting Forced Identities, Violent Acts, and the Narrativity of Race",,,,,,,,
Q109417608,The Significance of Body and Resurrection in the Roman Catholic Order of Christian Funerals,,,,,,,,
Q109417611,Holy Communion as Public Act: Ethics and Liturgical Participation,,,,,,,,
Q109417615,Baptism and Identity Formation: Convergences in Ritual and Ethical Perspectives a Dialogue,,,,,,,,
Q109417618,"Models of Liturgical Memory: Mystical-Political Dimensions, Mythic-Historic Tensions",,,,,,,,
Q109417620,"Book Review: An Ethics of Remembering: History, Heterology, and the Nameless others",,,,,,,,
Q109417623,Book Review: Justification: The Heart of the Christian Faith,,,,,,,,
Q109417627,Book Review: Power and the Spirit of God: Toward an Experience-Based Pneumatology,,,,,,,,
Q109417630,Book Review: The Eucharistic Liturgies: Their Evolution and Interpretation,,,,,,,,
Q109417636,Book Review: A Priestly People: Baptismal Priesthood and Priestly Ministry. By Jean-Pierre Torrell. Translated from the French by Peter Heinegg,,,,,,,,
Q109417639,"Sign of Reconciliation and Conversion? Differing Views of Power—Ecclesial, Sacramental, Anthropological—among Hierarchy and Laity",,,,,,,,
Q109417641,Book Review: Hope in Action: Subversive Eschatology in the Theology of Edward Schillebeeckx and Johann Baptist Metz. By Steven M. Rodenborn,,,,,,,,
Q109417642,"Book Review: Feet Rooted, Hearts Radiant, Minds Raised: Living Sacraments in India. By Francis Gonsalves, SJ",,,,,,,,
Q109417643,"The Creature Makes Itself: Aquinas, the De-idealization of the Eternal Ideas, and the Fate of the Individual",,,,,,,,
Q109417644,"Book Review: From Passion to Paschal Mystery: A Recent Magisterial Development concerning the Christological Foundation of the Sacraments. By Dominic M. Langevin, OP",,,,,,,,
Q109417645,"Book Review: Snodgrass, Klyne R.: Stories with Intent",,,,,,,,
Q109417646,Book Review: The Oxford Handbook of Sacramental Theology By Hans Boersma and Matthew Levering (eds.),,,,,,,,
Q109417647,Eberhard Jüngel on the Structure of Theology,,,,,,,,
Q109417648,The Market Economy and Christian Ethics By Peter H. Sedgwick,,,,,,,,
Q109417650,Cross Talk: Preaching Redemption Here and Now: Sally Brown,,,,,,,,
Q109417651,Elihu's revelation,,,,,,,,
Q109417652,The Church and the Crisis of Community: A Practical Theology of Small-Group Ministry by Theresa F. Latini,,,,,,,,
Q109417653,The Creative Suffering of God by Paul S.,,,,,,,,
Q109417654,The Amnesty of Grace: Justification by Faith from a Latin American Perspective; By Elsa Tamez; Translated by Sharon H. Ringe.,,,,,,,,
Q109417655,Jesus in the Power of the Spirit: By C. S. Song,,,,,,,,
Q109417657,Behind the Stained Glass Windows: Money Dynamics in the Church by John and Sylvia Ronsvalle,,,,,,,,
Q109417658,Notes Toward Refining the Postcolonial Optic,,,,,,,,
Q109417659,Exiles in a Foreign Land,,,,,,,,
Q109417660,Poetic Closure in Job: The First Cycle,,,,,,,,
Q109417661,Ruth III: a Response,,,,,,,,
Q109417662,The Issue of Ge'Ullah in rUth,,,,,,,,
Q109417663,On Choosing Models for Recreating Israelite Pre-Monarchic History,,,,,,,,
