qid,local_filename,local_identifier,rank,label,notes,kilobytes,height,width,photo_inception,subdir
Q103296413,1971.052.jpg,1971.052,suppress,,,141,500,259,2010-04-04,1971
Q103296413,1971.052.tif,1971.052,suppress,,,31082,2343,4528,2010-03-02,1971
Q102967188,1971.053.jpg,1971.053,suppress,,,233,354,500,2010-04-04,1971
Q102967188,1971.053.med.jpg,1971.053,primary,,,7304,3641,5141,2010-03-23,1971
Q102963326,1971-054.tif,1971.054,primary,,,83790,3355,4261,2020-08-17,1971
Q102963326,1971.054.jpg,1971.054,suppress,,,236,388,500,2010-04-04,1971
Q102963326,1971.054.tif,1971.054,suppress,,,23015,2467,3180,2010-02-25,1971
Q103300077,1971.055.jpg,1971.055,suppress,,,176,490,340,2010-04-11,1971
Q103300077,1971.055.tif,1971.055,primary,,,16857,2868,2006,2010-03-22,1971
Q102966007,1971.056.tif,1971.056,primary,,,7946,1255,2155,2012-08-01,1971
Q102965068,1971.057.tif,1971.057,primary,,,5791,1115,1765,2012-08-01,1971
Q102971078,1971.058.tif,1971.058,suppress,,,30889,3056,3450,2010-02-25,1971
Q102971078,1971.058.jpg,1971.058,suppress,,,325,443,500,2010-04-04,1971
Q102971078,1971-058.tif,1971.058,primary,,,64253,3100,3536,2020-08-17,1971
Q102975335,1971.059.tif,1971.059,suppress,,,13654,1471,3168,2010-03-22,1971
Q102975335,1971.059.jpg,1971.059,suppress,,,150,232,500,2010-04-11,1971
Q102975335,1971-059.tif,1971.059,primary,,,38398,1963,3337,2020-08-20,1971
Q102961587,1971.060.tif,1971.060,suppress,,,24846,2775,3056,2010-02-16,1971
Q102961587,1971.060.jpg,1971.060,suppress,,,340,454,500,2010-02-21,1971
Q102961587,1971-060.tif,1971.060,primary,,,53530,2860,3193,2020-08-18,1971
Q103301561,1971.061.tif,1971.061,primary,,,42292,4442,3248,2012-08-01,1971
Q105092339,1971.062.tif,1971.062,primary,,,89384,3214,4745,2012-07-03,1971
Q102970243,1971.063.jpg,1971.063,suppress,,,303,419,500,2010-04-04,1971
Q102970243,1971.063.med.jpg,1971.063,primary,,,6126,3659,4368,2010-03-23,1971
Q103300240,1971.064.tif,1971.064,suppress,,,46139,5150,3056,2010-02-25,1971
Q103300240,1971.064.jpg,1971.064,suppress,,,202,500,297,2010-04-04,1971
Q103300240,1971-064.tif,1971.064,primary,,,111696,4261,3355,2020-08-17,1971
Q106577292,1971-065.zip,1971.065,,,,279202,0,0,2020-11-12,1971
Q106577292,1971.065.tif,1971.065,,,,49368,3305,2548,2012-07-03,1971
Q106577292,1971-065.dng,1971.065,,,,32779,171,256,2020-08-12,1971
Q106577292,1971-065.tiff,1971.065,,,,88399,4490,6720,2020-11-10,1971
Q103297567,1971.067.tif,1971.067,primary,,,70146,4072,2939,2012-07-03,1971
Q103306358,1971.068.jpg,1971.068,suppress,,,273,500,350,2011-02-08,1971
Q103306358,1971.068.tif,1971.068,primary,,,8548,2043,1428,2011-02-07,1971
Q103312685,1971.069.tif,1971.069,primary,,,71867,4287,2860,2014-08-10,1971
Q102966954,1971.070.tif,1971.070,suppress,,,44242,3196,4725,2010-03-02,1971
Q102966954,1971.070.jpg,1971.070,suppress,,,248,338,500,2010-04-04,1971
Q102966954,1971-070.tif,1971.070,primary,,,91441,3288,4745,2020-08-18,1971
Q103306218,1971.071.jpg,1971.071,primary,,,181,494,360,2010-02-22,1971
Q103312016,1972.002.tif,1972.002,primary,,,18749,3262,1959,2010-04-15,1972
Q103312016,1972.002.med.jpg,1972.002,suppress,,,2695,2100,1261,2010-05-14,1972
Q103312016,1972.002.jpg,1972.002,suppress,,,178,500,300,2010-07-14,1972
Q94553168,1972.003.tif,1972.003,,,,17729,3024,1998,2010-05-14,1972
Q94553168,1972.003.jpg,1972.003,,,,2524,2100,1302,2010-02-22,1972
Q94553168,1972.003old.tif,1972.003,,,,20190,3331,2066,2008-02-18,1972
Q103301440,1972.004.tif,1972.004,primary,first page,,9149,2476,1257,2010-04-15,1972
Q103301440,1972.004.jpg,1972.004,suppress,,,232,500,253,2010-04-25,1972
Q103301440,1972.004_copy.tif,1972.004,suppress,,,9149,2476,1257,2010-04-15,1972
Q103301440,1972.004a.jpg,1972.004,suppress,,,233,500,254,2010-04-25,1972
Q103301440,1972.004b.tif,1972.004,secondary,second page,,9146,2481,1254,2010-04-15,1972
Q102973699,1972.007lg.jpg,1972.007,,,,7169,2652,3424,2009-02-16,1972
Q102973699,1972.007.jpg,1972.007,,,,217,387,500,2009-02-16,1972
Q103310211,1972.008.tif,1972.008,primary,,,64081,3692,2961,2012-08-02,1972
Q102974797,1972.009.jpg,1972.009,,,,246,400,504,2009-02-16,1972
Q102974797,1972.009lg.jpg,1972.009,,,,5920,2420,3052,2009-02-16,1972
Q103309598,1972.010.tif,1972.010,primary,,,68827,3927,2990,2012-06-26,1972
Q102969173,1972.011.tif,1972.011,primary,,,74198,3103,4079,2012-05-02,1972
Q103302324,1972.013.tif,1972.013,primary,,,68546,3769,3103,2012-07-03,1972
Q103296772,1972.014.tif,1972.014,primary,,,23441,3256,2454,2010-04-08,1972
Q103296772,1972.014.jpg,1972.014,suppress,,,273,500,377,2010-04-25,1972
Q103308788,1972.015.tif,1972.015,primary,,,72310,4398,2805,2012-08-02,1972
Q103309831,1972.017.tif,1972.017,primary,,,62878,4753,2257,2013-04-01,1972
Q103299480,1972.018.tif,1972.018,primary,,,34491,4205,2798,2012-07-30,1972
Q102971257,1972.019.jpg,1972.019,primary,,,450,835,1287,2010-02-22,1972
Q102970691,1972.020.jpg,1972.020,suppress,,,210,891,1321,2010-02-22,1972
Q102970691,1972.020.tif,1972.020,primary,,,72124,4349,2829,2021-04-06,1972
Q102975330,1972.021.tif,1972.021,primary,,,33926,2769,4182,2012-07-30,1972
Q102969115,1972.022.tif,1972.022,primary,,,34520,2775,4246,2012-07-30,1972
Q102969115,1972.022_2.tif,1972.022,suppress,,,135809,5472,8470,2020-02-28,1972
Q102966512,1972.023.tif,1972.023,primary,,,34258,2769,4223,2012-07-30,1972
Q106577384,1972.024.jpg,1972.024,primary,,,276,800,1238,2010-02-22,1972
Q103305982,1972.025.tif,1972.025,primary,,,88254,4685,3214,2013-04-01,1972
Q102970306,1972.026.jpg,1972.026,primary,,,115,503,788,2010-02-22,1972
Q102973835,1972.027.jpg,1972.027,primary,,,319,1275,870,2010-02-22,1972
Q103309859,1972.028.jpg,1972.028,primary,,,244,1275,879,2010-02-22,1972
Q103310185,1972.029.jpg,1972.029,primary,,,272,1212,837,2010-02-22,1972
Q103309875,1972.030.jpg,1972.030,primary,,,362,1275,888,2010-02-22,1972
Q103310733,1972.031.jpg,1972.031,primary,,,355,1188,834,2010-02-22,1972
Q103309850,1972.032.jpg,1972.032,primary,,,701,1120,779,2010-02-22,1972
Q103309008,1972.033.jpg,1972.033,primary,,,405,1222,871,2010-02-22,1972
Q102974461,1972.034.jpg,1972.034,suppress,,,68,376,500,2011-01-31,1972
Q102974461,1972.034.tif,1972.034,primary,,,70558,3009,4000,2011-01-28,1972
Q103309820,1972.035.jpg,1972.035,primary,,,230,1212,817,2010-02-22,1972
Q103304452,1972.036.jpg,1972.036,primary,,,268,1186,823,2010-02-22,1972
Q102971052,1972.037.jpg,1972.037,primary,,,295,873,1177,2010-02-22,1972
Q103309895,1972.038.jpg,1972.038,primary,,,537,1137,802,2010-02-22,1972
Q103310049,1972.039.jpg,1972.039,primary,,,133,912,609,2010-02-22,1972
Q103309867,1972.040.jpg,1972.040,primary,,,199,1220,856,2010-02-22,1972
Q103309842,1972.041.jpg,1972.041,primary,,,248,1113,737,2010-02-22,1972
Q103296474,1972.042.jpg,1972.042,primary,,,366,1150,820,2010-02-22,1972
Q103301905,1972.043.jpg,1972.043,primary,,,292,1125,792,2010-02-22,1972
Q102974469,1972.044.jpg,1972.044,primary,,,299,871,1125,2010-02-22,1972
Q103311857,1972.045.jpg,1972.045,primary,,,336,1113,759,2010-02-22,1972
Q103305215,1972.046.tif,1972.046,primary,,,37690,4340,2962,2010-12-08,1972
Q103305215,1972.046.jpg,1972.046,suppress,,,209,500,341,2010-12-08,1972
Q105092190,1972.047.jpg,1972.047,primary,,,550,1075,764,2010-02-22,1972
Q105091643,1972.048.jpg,1972.048,suppress,,,380,858,1150,2010-02-22,1972
Q105091643,1972.048.tif,1972.048,primary,,,77551,3129,4228,2012-03-21,1972
Q102963128,1972.052.jpg,1972.052,primary,,,225,594,1175,2010-02-22,1972
Q102961327,1972.053.jpg,1972.053,primary,,,199,581,1137,2010-02-22,1972
Q102965751,1972.061.jpg,1972.061,,,,79,333,500,2010-07-19,1972
Q102965751,1972-061.dng,1972.061,,,,29805,171,256,2020-08-03,1972
Q102965751,1972.061.TIF,1972.061,,,,17651,2000,3008,2010-07-19,1972
Q102965751,1972-061.zip,1972.061,,,,87589,0,0,2020-11-12,1972
Q102965751,1972-061.tiff,1972.061,,,,88399,4490,6720,2020-11-10,1972
Q105091884,1972.062.tif,1972.062,primary,,,104993,5184,3456,2013-04-01,1972
Q94971573,1972.063.jpg,1972.063,primary,,,735,2304,3168,2010-07-11,1972
Q105096016,1972.067.jpg,1972.067,suppress,,,246,500,337,2010-04-04,1972
Q105096016,1972.067.tif,1972.067,suppress,,,23731,3463,2336,2010-02-25,1972
Q105096016,1972-067.tif,1972.067,primary,,,49199,3529,2378,2020-08-18,1972
Q103307095,1972.068.tif,1972.068,primary,,,19776,2250,3000,2010-02-16,1971
Q103307095,1972.068.jpg,1972.068,suppress,,,213,500,375,2010-02-21,1972
Q103302297,1972.069.tif,1972.069,primary,,,40058,4163,3282,2010-02-04,1972
Q103302297,1972.069.jpg,1972.069,suppress,,,276,500,394,2010-02-07,1972
Q102973957,1972.071.jpg,1972.071,suppress,,,162,285,500,2010-03-21,1972
Q102973957,1972.071.tif,1972.071,suppress,,,10727,1443,2531,2010-02-18,1972
Q102973957,1972-071.tif,1972.071,primary,,,10867,929,1995,2020-08-18,1972
Q102961707,1972.072.jpg,1972.072,suppress,,,146,236,500,2010-03-21,1972
Q102961707,1972.072.tif,1972.072,suppress,,,8677,1180,2502,2010-02-18,1972
Q102961707,1972-072.tif,1972.072,primary,,,20973,1347,2656,2020-08-18,1972
Q102974819,1972.073.jpg,1972.073,suppress,,,310,500,480,2010-03-21,1972
Q102974819,1972.073.tif,1972.073,suppress,,,8151,1698,1632,2010-02-18,1972
Q102974819,1972-073.tif,1972.073,primary,,,19046,1833,1772,2020-08-18,1972
Q103306223,1972.074.jpg,1972.074,suppress,,,201,500,345,2010-12-08,1972
Q103306223,1972.074.tif,1972.074,primary,,,7617,1940,1340,2010-12-08,1972
Q103309960,1972.075.jpg,1972.075,primary,,,322,963,670,2010-02-22,1972
Q103312113,1972.077.jpg,1972.077,suppress,,,115,504,381,2012-02-17,1972
Q103312113,1972.077.tif,1972.077,suppress,,,72675,5731,4327,2012-11-19,1972
Q103312113,1972-077.tif,1972.077,primary,,,110668,5160,3659,2020-08-17,1972
Q103296548,1972.079.tif,1972.079,primary,,,18130,2109,2934,2010-02-09,1972
Q103296548,1972.079.jpg,1972.079,suppress,,,148,626,450,2013-09-18,1972
Q102971358,1972-080.tif,1972.080,primary,,,74794,3123,4086,2020-08-20,1972
Q102971358,1972.080.tif,1972.080,suppress,,,32928,2953,3806,2010-03-22,1972
Q102971358,1972.080.jpg,1972.080,suppress,,,282,388,500,2010-04-11,1972
Q106567537,1972.081.tif,1972.081,primary,,,40302,3282,4188,2010-02-11,1972
Q106567537,1972.081.jpg,1972.081,suppress,,,298,392,500,2010-02-21,1972
Q103306293,1972-082.tif,1972.082,primary,,,15750,2010,1336,2020-08-20,1972
Q103306293,1972.082.tif,1972.082,suppress,,,6374,1828,1190,2010-03-22,1972
Q103306293,1972.082.jpg,1972.082,suppress,,,231,500,325,2010-04-11,1972
Q102966204,1972.083.tif,1972.083,primary,,,5531,1171,1612,2010-03-22,1972
Q102966204,1972.083.jpg,1972.083,suppress,,,223,363,500,2010-04-11,1972
Q102967223,1972.084.tif,1972.084,primary,,,47629,3659,4443,2010-02-04,1972
Q102967223,1972.084.jpg,1972.084,suppress,,,284,412,500,2010-02-07,1972
Q102966287,1972.085.tif,1972.085,suppress,,,21978,2306,3253,2010-02-24,1971
Q102966287,1972-085.tif,1972.085,primary,,,77305,3039,4340,2020-08-17,1972
Q102966287,1972.085.jpg,1972.085,suppress,,,281,355,500,2010-03-21,1972
Q102966282,1972.086.tif,1972.086,suppress,,,20938,2216,3225,2010-02-24,1971
Q102966282,1972-086.tif,1972.086,primary,,,42922,2253,3250,2020-08-17,1972
Q102966282,1972.086.jpg,1972.086,suppress,,,239,344,500,2010-03-21,1972
Q102968055,1972.087.tif,1972.087,suppress,,,19748,2109,3196,2010-02-24,1971
Q102968055,1972-087.tif,1972.087,primary,,,43872,2305,3247,2020-08-17,1972
Q102968055,1972.087.jpg,1972.087,suppress,,,270,330,500,2010-03-21,1972
Q105091699,1972.088.jpg,1972.088,suppress,,,263,363,500,2010-04-11,1972
Q105091699,1972.088.tif,1972.088,suppress,,,10194,1593,2184,2010-03-22,1972
Q105091699,1972-088.tif,1972.088,primary,,,18651,1567,2030,2020-08-20,1972
Q102969623,1972.089.jpg,1972.089,suppress,,,236,328,500,2010-04-11,1972
Q102969623,1972.089.tif,1972.089,suppress,,,37944,2915,4443,2010-03-22,1972
Q102969623,1972-089.tif,1972.089,primary,,,78494,2990,4479,2020-08-20,1972
Q103308784,1972-090.tif,1972.090,primary,,,41168,3049,2303,2020-08-20,1972
Q103308784,1972.090.tif,1972.090,suppress,,,20824,3065,2319,2010-03-22,1972
Q103308784,1972.090.jpg,1972.090,suppress,,,266,500,378,2010-04-11,1972
Q103301777,1972.091.tif,1972.091,primary,,,27046,3678,1254,2014-08-10,1972
Q103308379,1972.092.tif,1972.092,primary,,,50764,3628,2387,2014-08-10,1972
,1972.912.jpg,x1972.912,,,,324,398,500,2010-02-21,1972
Q105096006,1973.001.tif,1973.001,primary,,,103147,5200,3384,2011-07-11,1973
Q105096006,1973.001.jpg,1973.001,suppress,,,128,500,325,2011-07-11,1973
Q103301445,1973.003.jpg,1973.003,primary,,,202,477,360,2007-02-06,1973
Q103310014,1973.004.jpg,1973.004,primary,,,228,504,326,2006-09-26,1973
Q102962942,1973.005.tif,1973.005,primary,,,86592,3065,4820,2011-07-11,1973
Q102962942,1973.005.jpg,1973.005,suppress,,,187,318,500,2011-07-11,1973
Q103310258,1973.006.tif,1973.006,primary,,,71555,4017,3039,2012-07-23,1973
Q103300055,1973.007.tif,1973.007,primary,,,81526,4390,3168,2012-07-03,1973
Q105091722,1973.008.tif,1973.008,primary,,,23093,1293,3045,2012-07-24,1973
Q103310743,1973.009.jpg,1973.009,primary,,,253,1102,783,2010-02-22,1973
Q102966798,1973.010.jpg,1973.010,primary,,,260,569,1188,2010-02-22,1973
Q102969634,1973.012.tif,1973.012,primary,,,76834,2965,4421,2012-06-26,1973
Q102974180,1973.013.tif,1973.013,primary,,,104999,3456,5184,2014-09-30,1973
Q102964735,1973.014.tif,1973.014,,,,15684,2203,2425,2010-04-16,1973
Q102964735,1973.014.med.jpg,1973.014,,,,4632,1908,2100,2010-05-14,1973
Q102964735,1973.014.jpg,1973.014,,,,322,454,500,2010-07-14,1973
Q102964735,1973.014old.tif,1973.014,,,,15398,2200,2384,2008-02-18,1973
Q102970665,1973.015.tif,1973.015,,,,16466,2250,2493,2010-04-15,1973
Q102970665,1973.015.jpg,1973.015,,,,322,452,500,2010-07-14,1973
Q102970665,1973.015old.tif,1973.015,,,,15752,2184,2457,2008-02-18,1973
Q102970665,1973.015.med.jpg,1973.015,,,,4336,1875,2100,2010-05-14,1973
Q102965329,1973.016.med.jpg,1973.016,primary,,,1032,2081,2559,2010-02-10,1973
Q102965329,1973.016.jpg,1973.016,suppress,,,204,403,500,2010-02-21,1973
Q102963306,1973.017.tif,1973.017,primary,,,14367,1436,3415,2012-08-16,1973
Q105091830,1973.019.med.jpg,1973.019,primary,,,1306,2784,3543,2010-02-10,1973
Q105091830,1973.019.jpg,1973.019,suppress,,,155,500,393,2010-02-21,1973
Q106567578,1973.020.jpg,1973.020,suppress,,,160,341,500,2010-04-22,1973
Q106567578,1973.020.tif,1973.020,primary,,,39565,3033,4450,2009-12-22,1973
Q106566963,1973.021.tif,1973.021,primary,,,32071,3136,3488,2009-12-22,1973
Q102966059,1973.022.jpg,1973.022,suppress,,,224,454,500,2010-04-25,1973
Q102966059,1973.022.tif,1973.022,primary,,,15709,2205,2427,2010-04-07,1973
Q103306316,1973.023.tif,1973.023,primary,,,48215,2826,2910,2014-11-12,1973
Q103308676,1973.024.tif,1973.024,primary,,,95681,4724,3456,2012-07-03,1973
Q105096004,1973.026.tif,1973.026,primary,,,16665,2373,2394,2012-06-20,1973
Q102968085,1973.027.jpg,1973.027,suppress,,,111,475,500,2010-07-19,1973
Q102968085,1973.027.TIF,1973.027,primary,,,17650,2000,3008,2010-07-19,1973
Q102964488,1973.028.TIF,1973.028,primary,,,17648,2000,3008,2010-07-19,1973
Q102964488,1973.028.jpg,1973.028,suppress,,,79,464,500,2010-07-19,1973
Q102961661,1973.029.TIF,1973.029,primary,,,17646,2000,3008,2010-07-19,1973
Q102961661,1973.029.jpg,1973.029,suppress,,,74,472,500,2010-07-19,1973
Q105092220,1973.031.tif,1973.031,primary,,,70666,3076,3919,2012-07-23,1973
Q102971512,1974.001.tif,1974.001,primary,,,26233,2180,2052,2016-10-19,1974
Q102969054,1974.002.tif,1974.002,primary,,,44995,2442,3142,2011-01-28,1974
Q102969054,1974.002.jpg,1974.002,suppress,,,53,389,500,2011-01-31,1974
Q105091573,1974.003.tif,1974.003,primary,,,72759,3948,3144,2012-06-26,1974
Q102975870,1974.004.tif,1974.004,primary,,,63632,3283,3307,2012-03-22,1974
Q102963795,1974.005.JPG,1974.005,primary,,,1398,2448,3264,2017-04-13,1974
Q102969426,1974.006.tif,1974.006,primary,,,68514,3063,3816,2012-09-04,1974
Q103309565,1974.007.tif,1974.007,primary,,,43709,4153,2694,2015-10-27,1974
Q102969861,1974.008.jpg,1974.008,suppress,,,117,312,500,2010-08-02,1974
Q102969861,1974.008.tif,1974.008,primary,,,14523,1758,2813,2010-08-02,1974
Q102969870,1974.009.jpg,1974.009,suppress,,,126,322,500,2010-08-02,1974
Q102969870,1974.009.tif,1974.009,primary,,,14968,1812,2813,2010-08-02,1974
Q102969877,1974.010.tif,1974.010,primary,,,15235,1812,2863,2010-08-02,1974
Q102969877,1974.010.jpg,1974.010,suppress,,,146,316,500,2010-08-02,1974
Q102969882,1974.011.tif,1974.011,primary,,,15197,1797,2880,2010-08-02,1974
Q102969882,1974.011.jpg,1974.011,suppress,,,126,312,500,2010-08-02,1974
Q102969065,1974.011a.tif,1974.011a,primary,,,58826,2613,3841,2012-07-23,1974
Q105096001,1974.013.jpg,1974.013,primary,,,725,2038,926,2010-02-22,1974
Q102973978,1974.016.tif,1974.016,primary,,,43262,2377,3104,2012-03-22,1974
Q102977350,1974.017.tif,1974.017,primary,,,59660,3184,3196,2014-08-10,1974
Q105095997,1974.018.jpg,1974.018,suppress,,,175,354,500,2010-04-25,1974
Q105095997,1974.018.tif,1974.018,primary,,,13678,1818,2568,2010-04-05,1974
Q105095998,1974.019.jpg,1974.019,suppress,,,171,354,500,2010-04-25,1974
Q105095998,1974.019.tif,1974.019,primary,,,13678,1818,2568,2010-04-05,1974
Q105095999,1974.020.jpg,1974.020,suppress,,,195,354,500,2010-04-25,1974
Q105095999,1974.020.tif,1974.020,primary,,,13678,1818,2568,2010-04-05,1974
Q104030928,1974.021.tif,1974.021,primary,,,104996,5184,3456,2014-09-30,1974
Q104030929,1974.022.jpg,1974.022,suppress,,,272,494,500,2011-07-11,1974
Q104030929,1974.022.tif,1974.022,primary,,,72898,3504,3549,2011-07-11,1974
Q103300473,1974.024.tif,1974.024,primary,,,82175,4330,3238,2012-06-26,1974
Q103307023,1974.026.tif,1974.026,primary,,,47746,4625,3522,2012-06-19,1974
Q103309987,1974.027.jpg,1974.027,suppress,,,149,500,365,2010-04-04,1974
Q103309987,1974.027.tif,1974.027,primary,,,45702,4622,3373,2010-02-25,1974
Q103296916,1974.029.tif,1974.029,primary,,,9573,2121,1536,2012-07-30,1974
Q103296916,1974.029.jpg,1974.029,suppress,,,108,606,825,2010-02-22,1974
Q103297438,1974.030.tif,1974.030,primary,,,9589,2109,1548,2012-07-30,1974
Q105095995,1974.032.jpg,1974.032,primary,,,212,353,500,2010-04-04,1974
,1974.29_30.tif,x1974.29_30,,,both leaves of 1974.029 and 1974.030,75360,4203,6118,2020-02-28,1974
Q102968482,1975.001.tif,1975.001,primary,,,63652,2922,3716,2012-07-23,1975
Q102974506,1975.002.tif,1975.002,primary,,,4827,819,1002,2016-02-26,1975
Q105092032,1975.003.jpg,1975.003,primary,,,500,3024,2392,2010-07-11,1975
Q103306404,1975.004_verso.tif,1975.004,,,,88239,4752,3168,2010-11-15,1975
Q103306404,1975.004_back.tif,1975.004,,,,1653,700,394,2010-11-15,1975
Q103306404,1975.004_f&b.tif,1975.004,,,,119718,4139,4935,2010-11-15,1975
Q103306404,1975.004_verso.jpg,1975.004,,,,122,500,333,2010-11-15,1975
Q103306404,1975.004_recto.tif,1975.004,,,,88236,4752,3168,2010-11-15,1975
Q103306404,1975.004_recto_verso2.jpg,1975.004,,,,703,900,1200,2010-11-15,1975
Q103306404,1975.004.tif,1975.004,,,,1655,700,394,2010-11-15,1975
Q103306404,1975.004_recto_verso.jpg,1975.004,,,,263,500,667,2010-11-15,1975
Q103306404,1975.004_recto_verso.tif,1975.004,suppress,,This file is huge and messed up.,470479,4752,6336,2010-11-15,1975
Q103306404,1975.004.jpg,1975.004,,,,205,500,281,2010-11-15,1975
Q103300860,1975.005v2.tif,1975.005,suppress,,,133707,5782,3946,2010-06-21,1975
Q103300860,1975.005.jpg,1975.005,primary,recto after restoration,,15137,5900,3933,2020-08-12,1975
Q103300860,1975.005_Before.tif,1975.005,secondary,recto before restoration,,23381,3354,2376,2008-06-30,1975
Q103300860,1975.005.verso.jpg,1975.005,secondary,verso,,236,1200,900,2009-07-23,1975
Q102963099,1975.006.tif,1975.006,primary,,,22703,2719,2850,2015-10-27,1975
Q102961480,1975.007.JPG,1975.007,primary,,,309,432,421,2007-01-24,1975
Q102964094,1975.008.JPG,1975.008,primary,,,197,291,394,2007-01-24,1975
Q102973245,1975.010.JPG,1975.010,primary,,,211,305,398,2007-01-24,1975
Q103310763,1975.011.tif,1975.011,primary,,,25332,3331,2593,2010-02-18,1975
Q103310763,1975.011.jpg,1975.011,suppress,,,168,500,389,2010-03-21,1975
Q103296674,1975.012.med.jpg,1975.012,suppress,,,3671,2100,1776,2010-05-14,1975
Q103296674,1975.012.tif,1975.012,primary,,,16371,2568,2172,2010-04-06,1975
Q103296674,1975.012.jpg,1975.012,suppress,,,209,470,407,2010-04-04,1975
Q103307811,1975.013.tif,1975.013,primary,,,66123,4704,2398,2011-07-11,1975
Q103307811,1975.013.jpg,1975.013,suppress,,,148,500,255,2011-07-11,1975
Q104032711,1975.014.jpg,1975.014,primary,,,105,600,441,2009-11-19,1975
Q102965552,1975.015.tif,1975.015,primary,,,46717,3416,4668,2010-04-06,1975
Q102965552,1975.015.jpg,1975.015,suppress,,,214,366,500,2010-04-11,1975
Q103311712,1975.017.tif,1975.017,primary,,,43071,3127,2349,2012-03-22,1975
Q103306836,1975.018.jpg,1975.018,suppress,,,154,500,333,2010-04-11,1975
Q103306836,1975.018.tif,1975.018,primary,,,13783,2694,1743,2010-04-06,1975
Q103306836,1975.018.med.jpg,1975.018,suppress,,,2810,2100,1359,2010-05-14,1975
Q103301889,1975.019.jpg,1975.019,suppress,,,189,500,382,2011-07-08,1975
Q103301889,1975.019.tif,1975.019,primary,,,43393,4400,3364,2010-06-30,1975
Q103312005,1975.020.jpg,1975.020,suppress,,,282,500,462,2010-04-25,1975
Q103312005,1975.020.tif,1975.020,primary,,,4046,1218,1125,2010-04-15,1975
Q103308244,1975.022.tif,1975.022,primary,,,91880,4787,3275,2012-10-18,1975
Q103299147,1975.023.jpg,1975.023,suppress,,,181,500,374,2010-07-11,1975
Q103299147,1975.023.tif,1975.023,primary,,,22989,3216,2436,2010-07-11,1975
Q103309257,1975.024.jpg,1975.024,suppress,,,114,500,373,2010-07-11,1975
Q103309257,1975.024.tif,1975.024,primary,,,23329,3264,2436,2010-07-11,1975
Q103309976,1975.025.jpg,1975.025,suppress,,,219,500,351,2010-07-11,1975
Q103309976,1975.025.tif,1975.025,primary,,,22576,3282,2344,2010-07-11,1975
Q103309976,1975.025.lg.jpg,1975.025,suppress,,,4673,3210,2255,2010-07-11,1975
Q103312418,1975.026.jpg,1975.026,primary,,,136,500,369,2010-07-11,1975
Q103299579,1975.027.jpg,1975.027,primary,,,150,500,368,2010-07-11,1975
Q103298855,1975.028.tif,1975.028,primary,,,21076,3030,2370,2010-07-11,1975
Q103298855,1975.028.jpg,1975.028,suppress,,,206,500,392,2010-07-11,1975
Q103307170,1975.029.tif,1975.029,primary,,,73553,3961,3168,2010-06-30,1975
Q103307170,1975.029.jpg,1975.029,suppress,,,146,500,400,2011-07-08,1975
Q103305654,1975.030.tif,1975.030,primary,,,71218,3902,3114,2014-07-29,1975
Q104032206,1975.032.jpg,1975.032,suppress,,,186,353,500,2011-07-11,1975
Q104032206,1975.032.tif,1975.032,primary,,,103605,3534,5002,2011-07-11,1975
Q103296464,1975.034.tif,1975.034,primary,,,71785,3938,3110,2014-07-29,1975
Q105095992,1975.036.tif,1975.036,primary,,,61523,3961,2650,2012-07-03,1975
Q102965994,1975.037.jpg,1975.037,primary,,,5791,1937,3137,2008-12-02,1975
Q105091734,1975.038.tif,1975.038,primary,,,7981,1490,1828,2010-03-02,1975
Q105091734,1975.038.jpg,1975.038,suppress,,,218,401,486,2010-04-04,1975
Q102973273,1975.040.tif,1975.040,primary,,,44011,3369,4459,2012-07-18,1975
Q102966195,1975.041.tif,1975.041,primary,,,43485,3346,4436,2012-07-18,1975
Q102969553,1975.042.tif,1975.042,primary,,,44199,3357,4494,2012-07-18,1975
Q102967978,1975.043.tif,1975.043,primary,,,42347,3225,4482,2012-07-18,1975
Q105092079,1975.045.jpg,1975.045,suppress,,,175,500,354,2010-04-04,1975
Q105092079,1975.045.med.jpg,1975.045,primary,,,4907,3641,5141,2010-03-23,1975
Q103296468,1975.046.tif,1975.046,primary,,,67005,3858,2963,2014-07-29,1975
Q103300116,1975.050_2.jpg,1975.050,,,,1426,1512,2016,2021-04-28,1975
Q103300116,1975.050.jpg,1975.050,,,,128,508,396,2007-07-27,1975
Q102968270,1975.051.jpg,1975.051,primary,,,1228,1512,2016,2021-04-28,1975
Q102961376,1975.054.tif,1975.054,primary,,,19950,2212,3075,2010-03-03,1975
Q102961376,1975.054.jpg,1975.054,suppress,,,208,360,500,2010-04-04,1975
Q102975543,1975.055.tif,1975.055,primary,,,41185,2645,2656,2012-06-28,1975
Q103309309,1975.056.tif,1975.056,primary,,,83198,4324,3283,2012-06-26,1975
Q105092004,1975.057.tif,1975.057,primary,,,72826,4303,2879,2015-11-03,1975
Q105092005,1975.058.tif,1975.058,primary,,,71611,4277,2848,2015-11-03,1975
Q94971493,1975.059_front.jpg,1975.059,primary,,,5750,2588,3408,2009-05-05,1975
Q94971493,1975.059.jpg,1975.059,suppress,,,208,330,800,2011-07-01,1975
Q94971493,1975.059_back.jpg,1975.059,secondary,,,6602,2480,3252,2009-05-05,1975
Q94971493,1975.059.tif,1975.059,suppress,,,43682,1902,4611,2010-08-24,1975
Q102975774,1975.060.jpg,1975.060,suppress,,,139,202,500,2010-04-04,1975
