filename,template_type,artist,author,title,description,depicted people,depicted place,date,medium,dimensions,institution,department,accession number,place of creation,place of discovery,object history,exhibition history,credit line,inscriptions,notes,references,source,permission,other_versions,wikidata,other fields,other versions,photographer,camera coord,attribution,collection,genre,object type,source/photographer,current location
Tissot The Gathering of the Manna (color).jpg,artwork,[],"[""James Tissot"", ""(1836\u20131902)"", ""Alternative names"", ""\""Co\u00efd\u00e9\"""", ""legal name"", "": James Joseph Jacques Tissot"", ""Description"", ""French painter, caricaturist and printmaker"", ""Date of birth/death"", ""15 October 1836"", ""8 August 1902"", ""Location of birth/death"", ""Nantes"", ""Buillon"", "", D\u00e9partement Doubs"", ""Work location"", ""Paris"", "","", ""Londres"", "","", ""Palestine"", "","", ""Buillon"", ""(Doubs)"", ""Authority control"", "":"", ""Q381248"", ""VIAF"", "":"", ""51697889"", ""ISNI"", "":"", ""0000 0000 8129 7432"", ""ULAN"", "":"", ""500010633"", ""LCCN"", "":"", ""n82073912"", ""NLA"", "":"", ""36512826"", ""WorldCat"", ""creator QS:P170,Q381248""]","[""The Gathering of the Manna""]",[],[],[],"[""between circa 1896 and circa 1902"", ""date QS:P571,+1500-00-00T00:00:00Z/6,P1319,+1896-00-00T00:00:00Z/9,P1326,+1902-00-00T00:00:00Z/9,P1480,Q5727902""]","[""gouache"", ""on"", ""board"", ""medium QS:P186,Q204330;P186,Q18668582,P518,Q861259""]","[""Height: 29.1 cm (11.4 in); Width: 24 cm (9.4 in)"", ""dimensions QS:P2048,29.1U174728"", ""dimensions QS:P2049,24U174728""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""\nJewish Museum""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""Jewish Museum""]",[]
Jan van Eyck 004.jpg,artwork,[],"[""Creator:Jan van Eyck""]",[],"[""Crop of the painting"", ""The Arnolfini Portrait"", ""Jan van Eyck"", "": Deutsch:  Arnolfini-Hochzeit, Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami, DetailEspa\u00f1ol:  \u00abRetrato de Giovanni Arnolfini y su esposa\u00bb, detalle"", ""("", "")"", ""Artist"", ""Jan van Eyck"", ""(circa 1390"", ""date QS:P,+1390\u201300\u201300T00:00:00Z/9,P1480,Q5727902"", ""\u20131441)"", ""Alternative names"", ""Jean van Eyck, Johannes van Eyck"", ""Description"", ""Southern Netherlandish painter, drawer and"", ""manuscript illuminator"", ""Date of birth/death"", ""circa 1390"", ""date QS:P,+1390-00-00T00:00:00Z/9,P1480,Q5727902"", ""before 9 June 1441"", ""date QS:P,+1441-06-09T00:00:00Z/7,P1326,+1441-06-09T00:00:00Z/11"", ""Location of birth/death"", ""Maaseik"", ""Bruges"", ""Work location"", ""The Hague"", ""(1422),"", ""Bruges"", ""(1425),"", ""Lille"", ""(1425\u20131428),"", ""Bruges"", ""(1431\u20131441)"", ""Authority control"", "":"", ""Q102272"", ""VIAF"", "":"", ""54156267"", ""ISNI"", "":"", ""0000 0001 2101 4186"", ""ULAN"", "":"", ""500116209"", ""LCCN"", "":"", ""n50048855"", ""NLA"", "":"", ""35072913"", ""WorldCat"", ""artist QS:P170,Q102272"", ""Title"", ""Deutsch:"", ""Arnolfini-Hochzeit, Hochzeitsbild des Giovanni Arnolfini und seine Frau Giovanna Cenami, Detail"", ""Espa\u00f1ol:"", ""\u00abRetrato de Giovanni Arnolfini y su esposa\u00bb, detalle"", ""Object type"", ""painting"", ""object_type QS:P31,Q3305213"", ""Date"", ""1434"", ""date QS:P571,+1434-00-00T00:00:00Z/9"", ""Medium"", ""Deutsch:"", ""\u00d6l auf Holz"", ""Espa\u00f1ol:"", ""\u00d3leo sobre tabla"", ""Collection"", ""National Gallery"", ""Native name"", ""National Gallery"", ""Location"", ""London"", ""Coordinates"", ""51\u00b0\u00a030\u2032\u00a031.334\u2033\u00a0N, 0\u00b0\u00a007\u2032\u00a042.366\u2033\u00a0W"", ""Established"", ""1824"", ""Web page"", ""nationalgallery.org.uk"", ""Authority control"", "":"", ""Q180788"", ""VIAF"", "":"", ""144868906"", ""ISNI"", "":"", ""0000 0001 2342 2001"", ""ULAN"", "":"", ""500125190"", ""LCCN"", "":"", ""n80081622"", ""NLA"", "":"", ""35311349"", ""WorldCat"", ""institution QS:P195,Q180788"", ""Notes"", ""Deutsch:"", ""Hochzeitsbild, Portr\u00e4t"", ""Source/Photographer"", ""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", ""."", ""Permission"", ""("", ""Reusing this file"", "")"", ""[1]""]",[],[],"[""1434"", ""date QS:P571,+1434-00-00T00:00:00Z/9""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""You must also include a"", ""United States public domain tag"", ""to indicate why this work is in the public domain in the United States."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""The work of art depicted in this image and the reproduction thereof are in the"", ""public domain"", ""worldwide. The reproduction is part of a"", ""collection of reproductions compiled by"", ""The Yorck Project"", "". The compilation copyright is held by"", ""Zenodot Verlagsgesellschaft mbH"", ""and licensed under the"", ""GNU Free Documentation License"", "".""]",[],[],[],"[""See"", ""Category:The Arnolfini Portrait""]",[],[],[],"[""National Gallery"", ""Native name"", ""National Gallery"", ""Location"", ""London"", ""Coordinates"", ""51\u00b0\u00a030\u2032\u00a031.334\u2033\u00a0N, 0\u00b0\u00a007\u2032\u00a042.366\u2033\u00a0W"", ""Established"", ""1824"", ""Web page"", ""nationalgallery.org.uk"", ""Authority control"", "":"", ""Q180788"", ""VIAF"", "":"", ""144868906"", ""ISNI"", "":"", ""0000 0001 2342 2001"", ""ULAN"", "":"", ""500125190"", ""LCCN"", "":"", ""n80081622"", ""NLA"", "":"", ""35311349"", ""WorldCat"", ""institution QS:P195,Q180788""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""Image:Jan van Eyck 001.jpg""]",[]
Emile Jean Horace Vernet 001.jpg,artwork,"[""Horace Vernet"", ""(1789\u20131863)"", ""Alternative names"", ""\u00c9mil Jean Horace Vernet"", ""Horace Emil Jean Vernet"", ""Description"", ""French history painter, orientalist, portrait painter, drawer and lithographer"", ""Date of birth/death"", ""30 June 1789"", ""17 January 1863"", ""Location of birth/death"", ""Paris"", ""Paris"", ""Work location"", ""Rome"", "","", ""Paris"", "","", ""Saint Petersburg"", "","", ""Netherlands"", ""(ca. 1841-1846),"", ""Algiers"", ""(1847-1848)"", ""Authority control"", "":"", ""Q161145"", ""VIAF"", "":"", ""22149840"", ""ISNI"", "":"", ""0000 0001 2123 5923"", ""ULAN"", "":"", ""500024243"", ""LCCN"", "":"", ""n82070688"", ""WGA"", "":"", ""VERNET, Horace"", ""WorldCat"", ""artist QS:P170,Q161145""]",[],"[""Deutsch:"", ""Judas und Tamar"", ""Fran\u00e7ais\u00a0:"", ""Juda et Thamar""]",[],[],[],"[""1840"", ""date QS:P571,+1840-00-00T00:00:00Z/9""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 129 cm (50.7 in); Width: 97.5 cm (38.3 in)"", ""dimensions QS:P2048,129U174728"", ""dimensions QS:P2049,97.5U174728""]",[],[],[],[],[],[],[],[],[],"[""Deutsch:"", ""Orientalismus"", ""This painting is based on Genesis 38:15-18.""]",[],[],"[""[1]""]",[],[],[],[],[],[],[],"[""The Wallace Collection"", ""Native name"", ""Wallace Collection"", ""Location"", ""London"", ""Coordinates"", ""51\u00b0\u00a031\u2032\u00a003\u2033\u00a0N, 0\u00b0\u00a009\u2032\u00a011\u2033\u00a0W"", ""Established"", ""1897"", ""Web page"", ""www.wallacecollection.org"", ""Authority control"", "":"", ""Q1327919"", ""VIAF"", "":"", ""130815091"", ""ISNI"", "":"", ""0000 0004 0632 6669"", ""ULAN"", "":"", ""500302044"", ""LCCN"", "":"", ""n50034920"", ""Historic England"", "":"", ""1239252"", ""WorldCat"", ""institution QS:P195,Q1327919""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]",[]
Nathan and David.jpg,information,[],"[""\nBaron Henri de Triqueti (1803-1874)""]",[],"[""\nThou shalt not commit adultery (Nathan confronts David); bronze bas-relief on the door of the Madeleine Place de La Madeleine, Paris.""]",[],[],"[""\n1837""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""This file is lacking"", ""source"", ""information."", ""Please edit this file's description and provide a source.""]","[""\npublic domain""]",[],[],[],[],[],[],[],[],[],[],[],[]
Stefan Lochner - Last Judgement - circa 1435.jpg,artwork,"[""Stefan Lochner"", ""(circa 1400/1410\u20131451)"", ""Alternative names"", ""Etienne Lochner; Steffan; Stephan; Steffan Lochner; Stephan Lochner; Lochner"", ""Description"", ""German painter and"", ""manuscript illuminator"", ""Date of birth/death"", ""circa 1400-1410"", ""1451"", ""Location of birth/death"", ""Meersburg"", ""Cologne"", ""Work period"", ""from 1442 until 1451"", ""date QS:P,+1450-00-00T00:00:00Z/7,P580,+1442-00-00T00:00:00Z/9,P582,+1451-00-00T00:00:00Z/9"", ""Work location"", ""Cologne"", ""Authority control"", "":"", ""Q290812"", ""VIAF"", "":"", ""50254539"", ""ISNI"", "":"", ""0000 0001 0899 9101"", ""ULAN"", "":"", ""500020599"", ""LCCN"", "":"", ""n88629523"", ""WGA"", "":"", ""LOCHNER, Stefan"", ""WorldCat"", ""artist QS:P170,Q290812""]",[],"[""The Last Judgment"", ""."", ""Alternative title(s):"", ""Weltgericht"", "".""]",[],[],[],"[""circa 1435"", ""date QS:P571,+1435-00-00T00:00:00Z/9,P1480,Q5727902""]","[""oil"", ""and"", ""gold"", ""on"", ""oak wood""]","[""Height: 124.5 cm (49 in); Width: 174 cm (68.5 in)"", ""dimensions QS:P2048,124.5U174728"", ""dimensions QS:P2049,174U174728""]",[],[],"[""WRM 0066""]",[],[],"[""by 1803"", ""date QS:P,+1803-00-00T00:00:00Z/7,P1326,+1803-00-00T00:00:00Z/9"", "":  Sankt Laurenz (church),"", ""Cologne"", ""1803:  acquired by Ferdinand Franz Wallraf (1748-1824),"", ""Cologne"", ""1824:  bequeathed to"", ""Wallraf-Richartz-Museum"", "","", ""Cologne"", "", by Ferdinand Franz Wallraf,"", ""Cologne""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Wallraf\u2013Richartz Museum"", ""Native name"", ""Wallraf-Richartz-Museum & Fondation Corboud"", ""Location"", ""Cologne"", "","", ""Germany"", ""Coordinates"", ""50\u00b0\u00a056\u2032\u00a015\u2033\u00a0N, 6\u00b0\u00a057\u2032\u00a031\u2033\u00a0E"", ""Established"", ""1827"", ""Web page"", ""www.wallraf.museum"", ""Authority control"", "":"", ""Q700959"", ""VIAF"", "":"", ""154206223"", ""ISNI"", "":"", ""0000 0001 2297 0946"", ""ULAN"", "":"", ""500305277"", ""LCCN"", "":"", ""n50047761"", ""NLA"", "":"", ""36576886"", ""WorldCat"", ""institution QS:P195,Q700959""]",[],[],"[""\nPostcard""]",[]
Narcissus-Caravaggio (1594-96) edited.jpg,artwork,"[""Caravaggio"", ""(1571\u20131610)"", ""Alternative names"", ""Michelangelo Merisi da Caravaggio,"", ""Birth name: Michelangelo Merisi"", ""Italiano:"", ""Michelangelo Merisi, detto il Caravaggio"", ""Description"", ""Italian painter"", ""Date of birth/death"", ""28 September 1571 / 29 September 1571"", ""18 July 1610"", ""Location of birth/death"", ""Caravaggio"", ""Porto Ercole"", ""Work period"", ""1593 - 1610"", ""Work location"", ""Rome"", "","", ""Naples"", "","", ""Malta"", "","", ""Sicily"", ""Authority control"", "":"", ""Q42207"", ""VIAF"", "":"", ""87679282"", ""ISNI"", "":"", ""0000 0001 2102 8836"", ""ULAN"", "":"", ""500115312"", ""LCCN"", "":"", ""n50000558"", ""NLA"", "":"", ""35025773"", ""WorldCat"", ""creator QS:P170,Q42207""]",[],"[""Narcissuss"", ""label QS:Les,\""Narciso\"""", ""label QS:Lfr,\""Narcisse\"""", ""label QS:Lhr,\""Narcis\"""", ""label QS:Lde,\""Narziss\"""", ""label QS:Lpt,\""Narciso\"""", ""label QS:Lhy,\""\u0546\u0561\u0580\u0581\u056b\u057d (\u0576\u056f\u0561\u0580)\"""", ""label QS:Lth,\""\u0e19\u0e32\u0e23\u0e4c\u0e0b\u0e34\u0e2a\u0e0b\u0e31\u0e2a\u0e2b\u0e25\u0e07\u0e40\u0e07\u0e32\"""", ""label QS:Lpl,\""Narcyz\"""", ""label QS:Luk,\""\u041d\u0430\u0440\u0446\u0438\u0441\"""", ""label QS:Lnl,\""Narcissus\"""", ""label QS:Larz,\""\u0646\u0631\u062c\u0633 (\u0644\u0648\u062d\u0647)\"""", ""label QS:Lmk,\""\u041d\u0430\u0440\u0446\u0438\u0441 (\u041a\u0430\u0440\u0430\u0432\u0430\u045f\u043e)\"""", ""label QS:Lit,\""Narciso\"""", ""label QS:Len,\""Narcissuss\"""", ""label QS:Lsv,\""Narkissos\"""", ""label QS:Lbr,\""Narkis\"""", ""label QS:Lru,\""\u041d\u0430\u0440\u0446\u0438\u0441\u0441 (\u041a\u0430\u0440\u0430\u0432\u0430\u0434\u0436\u043e)\""""]",[],[],[],"[""circa 1600""]","[""oil on canvas""]","[""Height: 110 cm (43.3 in)"", ""; Width: 92 cm (36.2 in)"", ""dimensions QS:P2048,+110U174728"", ""dimensions QS:P2049,+92U174728""]",[],[],[],[],[],[],"[""Caravaggio and Bernini"", ""Paths of the Baroque""]",[],[],[],"[""catalogue"", "":"", ""Caravaggio and Bernini"", "",  1"", ""described at URL"", "":"", ""https://www.wga.hu/html/c/caravagg/03/21narcis.html"", ""described by source"", "":"", ""1001 Paintings You Must See Before You Die"", "", pp.\u00a0203""]",[],"[""This is a faithful photographic reproduction of a two-dimensional,"", ""public domain"", ""work of art. The work of art itself is in the public domain for the following reason:"", ""Public domain"", ""Public domain"", ""false"", ""false"", ""This work is in the"", ""public domain"", ""in its country of origin and other countries and areas where the"", ""copyright term"", ""is the author's"", ""life plus 100 years or fewer"", ""."", ""This work is in the"", ""public domain"", ""in the"", ""United States"", ""because it was"", ""published"", ""(or registered with the"", ""U.S. Copyright Office"", "") before January 1, 1926."", ""This file has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."", ""https://creativecommons.org/publicdomain/mark/1.0/"", ""PDM"", ""Creative Commons Public Domain Mark 1.0"", ""false"", ""false"", ""The official position taken by the Wikimedia Foundation is that \"""", ""faithful reproductions of two-dimensional public domain works of art are public domain"", ""\""."", ""This photographic reproduction is therefore also considered to be in the public domain in the United States."", ""In other jurisdictions, re-use of this content may be restricted;"", ""see"", ""Reuse of PD-Art photographs"", ""for details.""]",[],[],[],[],[],[],[],"[""Galleria Nazionale d'Arte Antica"", ""Native name"", ""Galleria Nazionale d'Arte Antica"", ""Location"", ""Palazzo Barberini"", ""and"", ""Palazzo Corsini"", ""Rome"", "","", ""Italy"", ""Coordinates"", ""41\u00b0\u00a054\u2032\u00a012.636\u2033\u00a0N, 12\u00b0\u00a029\u2032\u00a024.756\u2033\u00a0E"", ""Established"", ""1893"", ""Web page"", ""http://www.barberinicorsini.org"", ""Authority control"", "":"", ""Q2266081"", ""VIAF"", "":"", ""158317507"", ""ISNI"", "":"", ""0000 0001 2353 8629"", ""ULAN"", "":"", ""500310958"", ""LCCN"", "":"", ""n83197050"", ""NLA"", "":"", ""36496500"", ""WorldCat"", ""institution QS:P195,Q2266081""]","[""mythological painting""]","[""painting""]","[""\nSelf-scanned""]",[]
Gerard David 004.jpg,artwork,"[""Gerard David"", ""(circa 1450/1460\u20131523)"", ""Description"", ""Southern Netherlandish painter, illuminator, artist and drawer"", ""Date of birth/death"", ""circa 1450s"", ""date QS:P,+1450-00-00T00:00:00Z/8,P1480,Q5727902"", ""/ circa 1460"", ""13 August 1523"", ""Location of birth/death"", ""Oudewater"", ""Bruges"", ""Work location"", ""Bruges"", ""Authority control"", "":"", ""Q333380"", ""VIAF"", "":"", ""54419155"", ""ISNI"", "":"", ""0000 0000 8383 6807"", ""ULAN"", "":"", ""500025998"", ""LCCN"", "":"", ""n84222312"", ""NLA"", "":"", ""35368908"", ""WorldCat"", ""artist QS:P170,Q333380""]",[],"[""Deutsch:"", ""Die Taufe Christi, mit Stiftern und ihren Schutzheiligen (Altar des Jean des Trompes)""]","[""Baptism of Jesus""]","[""John the Baptist"", ""Jesus"", ""God the Father"", ""Elizabeth of Hungary"", ""John the Evangelist""]",[],"[""\n1502-1508""]","[""Deutsch:"", ""Holz""]","[""\n134 \u00d7 187 cm (52.7 \u00d7 73.6 in)""]",[],[],"[""0000.GRO0035.I-0039.I"", ""("", ""Groeningemuseum"", "")""]",[],[],[],"[""Exposition des primitifs flamands \u00e0 Bruges""]",[],[],"[""Deutsch:"", ""Auftraggeber: Jean des Trompes""]","[""catalogue"", "":"", ""Exposition des primitifs flamands \u00e0 Bruges"", "",  123"", ""described at URL"", "":"", ""http://vlaamsekunstcollectie.be/collection/work/data/0000_GRO0035_I-0039_I"", ""RKDimages, Art-work number 43964"", "".""]",[],"[""[1]""]",[],[],[],[],[],[],[],"[""Deutsch:"", ""Mus\u00e9e Communal""]","[""religious art""]","[""triptych"", ""/"", ""painting series""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Deutsch:"", ""Br\u00fcgge""]"
Giovanni Antonio Pellegrini 001.jpg,artwork,"[""Giovanni Antonio Pellegrini"", ""(1675\u20131741)"", ""Description"", ""Italian painter"", ""Date of birth/death"", ""29 April 1675"", ""2 February 1741"", ""Location of birth/death"", ""Venice"", ""Portugu\u00eas:"", ""Veneza"", ""Venice"", ""Portugu\u00eas:"", ""Veneza"", ""Work location"", ""Venice"", "","", ""London"", "","", ""D\u00fcsseldorf"", "","", ""Paris"", "","", ""Mannheim"", ""Portugu\u00eas:"", ""Veneza, Londres, D\u00fcsseldorf, Paris, Mannheim"", ""Authority control"", "":"", ""Q1358364"", ""VIAF"", "":"", ""45106929"", ""ISNI"", "":"", ""0000 0000 8224 1465"", ""ULAN"", "":"", ""500031760"", ""LCCN"", "":"", ""n93097410"", ""WGA"", "":"", ""PELLEGRINI, Giovanni Antonio"", ""WorldCat"", ""artist QS:P170,Q1358364""]",[],"[""Deutsch:"", ""R\u00fcckkehr Jephthas""]",[],[],[],"[""\ncirca 1700-1725""]","[""Deutsch:"", ""Leinwand""]","[""Height: 122 cm (48 in); Width: 99 cm (38.9 in)"", ""dimensions QS:P2048,122U174728"", ""dimensions QS:P2049,99U174728""]",[],[],[],[],[],[],[],[],[],[],[],[],"[""[1]""]",[],[],[],[],[],[],[],"[""Deutsch:"", ""Sammlung Denis Mahon""]",[],"[""painting"", ""object_type QS:P31,Q3305213""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Deutsch:"", ""London""]"
MARC538fol5.jpg,information,[],"[""Unknown author"", ""Unknown author""]",[],"[""\nBook of Job in Illuminated Manuscripts.List of Byzantine Manuscripts with Cyclic Illustration.Venice.Biblioteca Nazionale Marciana""]",[],[],"[""\n900""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""\nuser""]","[""\npublic domain""]",[],[],[],[],[],[],[],[],[],[],[],[]
Parma-cupola duomo.jpg,information,[],"[""wit""]",[],"[""Cathedral"", ""dome, Parma, Italy"", ""Parma Duomo cupola""]",[],[],"[""\n20 October 2005""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Flickr""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
Codex Washingtonensis W 032.JPG,information,[],"[""Unknown author"", ""Unknown author""]",[],"[""English:"", ""Illustration on the last page of the codex"", ""Codex Washingtonianus""]",[],[],"[""5"", ""th"", ""century"", ""date QS:P,+450-00-00T00:00:00Z/7""]",[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Codex Washingtonensis. Retrieved from"", ""http://www.csntm.org/Manuscripts/GA%20032/CodexW_194b.jpg""]",[],[],[],[],[],[],[],[],[],[],[],[],[]
Fra Angelico 074.jpg,artwork,"[""Fra Angelico"", ""(circa 1395"", ""date QS:P,+1395\u201300\u201300T00:00:00Z/9,P1480,Q5727902"", ""\u20131455)"", ""Alternative names"", ""Beato Angelico, (Fra) Beato, (Fra) Giovanni, (Fra) Giovanni da Fiesole, (Fra) Giovanni da Fiesole Angelico, Fra Angelico da Fiesole, (Fra) Giovanni Angelico da Fiesole, Guido di Pietro Trosini, Guido di Pietro da Mugello, Guidolino di Pietro da Mugello"", ""Description"", ""Italian painter, fresco painter, miniaturist and monk"", ""Date of birth/death"", ""circa 1395"", ""date QS:P,+1395-00-00T00:00:00Z/9,P1480,Q5727902"", ""18 February 1455"", ""Location of birth/death"", ""Vicchio"", ""Rome"", ""Work period"", ""between 1402 and 1455"", ""date QS:P,+1450-00-00T00:00:00Z/7,P1319,+1402-00-00T00:00:00Z/9,P1326,+1455-00-00T00:00:00Z/9"", ""Work location"", ""Fiesole"", ""(1407),"", ""Foligno"", ""(1409-1414),"", ""Cortona"", ""(1414-1418),"", ""Fiesole"", ""(1420-1436),"", ""Perugia"", ""(1437),"", ""Florence"", ""(1436-1445),"", ""Rome"", ""(1445-1455),"", ""Orvieto"", ""(1447-1449),"", ""Fiesole"", ""(1451-1452)"", ""Authority control"", "":"", ""Q5664"", ""VIAF"", "":"", ""88038345"", ""ISNI"", "":"", ""0000 0001 2242 4267"", ""ULAN"", "":"", ""500029319"", ""LCCN"", "":"", ""n50083291"", ""NLA"", "":"", ""35083616"", ""WorldCat"", ""artist QS:P170,Q5664""]",[],"[""Deutsch:"", ""Kreuzabnahme, Detail""]","[""Descent from the Cross""]","[""Jesus""]",[],"[""\n1437-1440""]","[""Deutsch:"", ""Tempera auf Holz""]","[""Height: 176 cm (69.2 in)"", ""; Width: 185 cm (72.8 in)"", ""dimensions QS:P2048,+176U174728"", ""dimensions QS:P2049,+185U174728""]",[],[],[],[],[],[],[],[],[],"[""Deutsch:"", ""Urspr. Altar der Sakristei der Santa Trinita in Florenz""]","[""described at URL"", "":"", ""https://www.wga.hu/html/a/angelico/08/3trinita.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/a/angelico/08/2trinita.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/a/angelico/08/5trinita.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/a/angelico/08/4trinita.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/a/angelico/08/1trinita.html"", ""described at URL"", "":"", ""https://www.wga.hu/html/a/angelico/08/6trinita.html""]",[],"[""[1]""]",[],[],[],[],[],[],[],"[""Deutsch:"", ""Museo di San Marco""]","[""religious art""]","[""painting""]","[""The Yorck Project (2002)"", ""10.000 Meisterwerke der Malerei"", ""(DVD-ROM), distributed by"", ""DIRECTMEDIA"", ""Publishing GmbH."", ""ISBN"", "":"", ""3936122202"", "".""]","[""Deutsch:"", ""Florenz""]"
