local_filename,qid,commons_id,accession_number,rank,kilobytes,height,width,photo_inception,extension,directory,label_en,commons_image_name,iiif_manifest,manifest_label,upload_notes
1956.012.tif,Q106577405,M122708925,1956.012,primary,2325,768,1019,2010-02-10,tif,1956,Pax,Pax - Vanderbilt Fine Arts Gallery - 1956.012.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.012.json,,
1956.013.tif,Q102961468,M122562963,1956.013,primary,2607,810,1085,2010-02-10,tif,1956,Abondantia,Abondantia - Vanderbilt Fine Arts Gallery - 1956.013.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.013.json,,
1956.014.tif,Q102962048,M122564613,1956.014,primary,2443,780,1055,2010-02-10,tif,1956,Bellum,Bellum - Vanderbilt Fine Arts Gallery - 1956.014.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.014.json,,
1956.015.tif,Q102964894,M122586492,1956.015,primary,2416,780,1043,2010-02-10,tif,1956,Fames,Fames - Vanderbilt Fine Arts Gallery - 1956.015.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.015.json,,
1956.016.tif,Q102974065,M122611401,1956.016,primary,12482,1696,2512,2010-02-02,tif,1956,The Boathouse,The Boathouse - Vanderbilt Fine Arts Gallery - 1956.016.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.016.json,,
1956.017.jpg,Q105095755,M122707264,1956.017,primary,44,327,484,2010-02-22,jpg,1956,"Fishermen Drawing in their Nets (after Giulio Romano, 1499-1546)","Fishermen Drawing in their Nets (after Giulio Romano, 1499-1546) - Vanderbilt Fine Arts Gallery - 1956.017.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.017.json,,
1956.018.tif,Q103307108,M122685310,1956.018,primary,32833,4006,2795,2010-02-03,tif,1956,Portrait of Nicolas Fouquet,Portrait of Nicolas Fouquet - Vanderbilt Fine Arts Gallery - 1956.018.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.018.json,,
1956.019.tif,Q103301821,M122660683,1956.019,primary,31178,3631,2928,2010-02-03,tif,1956,Jean-Pierre Camus,Jean-Pierre Camus - Vanderbilt Fine Arts Gallery - 1956.019.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.019.json,,
1956.020.tif,Q103300064,M122651847,1956.020,primary,18421,2981,2109,2010-02-02,tif,1956,Fontaines Chinois (Chinese Fountain),Fontaines Chinois (Chinese Fountain) - Vanderbilt Fine Arts Gallery - 1956.020.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.020.json,,
1956.021.tif,Q103308282,M122686997,1956.021,primary,22461,3075,2493,2010-02-02,tif,1956,Septieme Cahier de Trophées de Musique #6 (Seventh Book of Trophies of Music #6),Septieme Cahier de Trophées de Musique -6 (Seventh Book of Trophies of Music -6) - Vanderbilt Fine Arts Gallery - 1956.021.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.021.json,,
1956.022.jpg,Q106577407,M122708927,1956.022,primary,70,372,473,2010-02-22,jpg,1956,"Pipe Bird or Hunting Birds, from a series of seventeen works entitled ‘Pastorales’ after Jacques Stella (1596-1657)","Pipe Bird or Hunting Birds, from a series of seventeen works entitled ‘Pastorales’ after Jacques Stella (1596-1657) - Vanderbilt Fine Arts Gallery - 1956.022.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.022.json,,
1956.023.jpg,Q106577423,M122708991,1956.023,primary,85,382,477,2010-02-22,jpg,1956,Shepherds pursuing a wolf that has captured a sheep,Shepherds pursuing a wolf that has captured a sheep - Vanderbilt Fine Arts Gallery - 1956.023.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.023.json,,
1956.024.jpg,Q106577450,M122709049,1956.024,primary,60,341,437,2010-02-22,jpg,1956,The Harvest,The Harvest - Vanderbilt Fine Arts Gallery - 1956.024.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.024.json,,
1956.025.tif,Q106577446,M122709009,1956.025,primary,65739,2970,3776,2016-05-17,tif,1956,The Dance,The Dance - Vanderbilt Fine Arts Gallery - 1956.025.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.025.json,,
1956-026.tif,Q103310082,M122695549,1956.026,primary,11861,1702,1188,2020-07-23,tif,1956,The Resurrection,The Resurrection - Vanderbilt Fine Arts Gallery - 1956-026.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.026.json,,
1956-027.tif,Q103308843,M124763336,1956.027,primary,126728,5651,3826,2020-07-23,tif,1956,St. Martin and the Beggar,St. Martin and the Beggar - Vanderbilt Fine Arts Gallery - 1956-027.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.027.json,,
1956-028.tif,Q102974499,M124775301,1956.028,primary,111022,5078,3730,2020-07-23,tif,1956,The Lamentation of Christ,The Lamentation of Christ - Vanderbilt Fine Arts Gallery - 1956-028.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.028.json,,
1956-029.tif,Q103306456,M122676750,1956.029,primary,5679,1124,861,2020-07-23,tif,1956,Peasant Woman with a Goose,Peasant Woman with a Goose - Vanderbilt Fine Arts Gallery - 1956-029.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.029.json,,
1956.030.jpg,Q103307737,M122685624,1956.030,primary,77,393,380,2010-02-22,jpg,1956,"Rudolph I; Stephen, King of Hungary; Clovis and Charlemagne","Rudolph I; Stephen, King of Hungary; Clovis and Charlemagne - Vanderbilt Fine Arts Gallery - 1956.030.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.030.json,,
1956-034.tif,Q102974492,M124774515,1956.034,primary,398437,9682,7022,2020-07-23,tif,1956,The Lamentation of Christ,The Lamentation of Christ - Vanderbilt Fine Arts Gallery - 1956-034.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.034.json,,
1956-035.tif,Q103299222,M122650253,1956.035,primary,13261,1800,1256,2020-07-23,tif,1956,Dialectica,Dialectica - Vanderbilt Fine Arts Gallery - 1956-035.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.035.json,,
1956-036.tif,Q102970016,M124762379,1956.036,primary,159174,6189,4388,2020-07-23,tif,1956,Presentation of Jesus in the Temple,Presentation of Jesus in the Temple - Vanderbilt Fine Arts Gallery - 1956-036.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.036.json,,
1956-037.tif,Q102974686,M122611990,1956.037,primary,28819,1898,2590,2020-07-21,tif,1956,The Pilgrim,The Pilgrim - Vanderbilt Fine Arts Gallery - 1956-037.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.037.json,,
1956-038.tif,Q102974550,M122611941,1956.038,primary,89247,3438,4429,2020-07-21,tif,1956,The Man Between the Two Pines,The Man Between the Two Pines - Vanderbilt Fine Arts Gallery - 1956-038.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.038.json,,
1956.039.tif,Q102974871,M122612032,1956.039,primary,4371,1287,1150,2010-02-11,tif,1956,The Two Gossips,The Two Gossips - Vanderbilt Fine Arts Gallery - 1956.039.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.039.json,,
1956.041.jpg,Q106577451,M122709053,1956.041,primary,67,345,477,2010-02-22,jpg,1956,"The Holy Family, after Frans Floris I (1519/20-1570)","The Holy Family, after Frans Floris I (1519-20-1570) - Vanderbilt Fine Arts Gallery - 1956.041.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.041.json,,
1956-042.tif,Q106577455,M122709062,1956.042,primary,36150,2219,2779,2020-08-17,tif,1956,"The Virgin, Christ Child, and St. John","The Virgin, Christ Child, and St. John - Vanderbilt Fine Arts Gallery - 1956-042.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.042.json,,
1956-043.tif,Q105092167,M122707118,1956.043,primary,82796,4266,3311,2020-08-18,tif,1956,The Christian Hero,The Christian Hero - Vanderbilt Fine Arts Gallery - 1956-043.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.043.json,,
1956.044.jpg,Q103299187,M122650231,1956.044,primary,51,456,382,2010-02-22,jpg,1956,Descent from the Cross,Descent from the Cross - Vanderbilt Fine Arts Gallery - 1956.044.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.044.json,,
1956.045.jpg,Q102964106,M122584188,1956.045,primary,57,334,498,2010-02-22,jpg,1956,Death of Ananias,Death of Ananias - Vanderbilt Fine Arts Gallery - 1956.045.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.045.json,,
1956.046.jpg,Q106577320,M122708874,1956.046,primary,66,351,489,2010-02-22,jpg,1956,David and Goliath,David and Goliath - Vanderbilt Fine Arts Gallery - 1956.046.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.046.json,,
1956.047.jpg,Q103308432,M122687091,1956.047,primary,58,388,312,2010-02-22,jpg,1956,"Sibyl Reading, Facing Left","Sibyl Reading, Facing Left - Vanderbilt Fine Arts Gallery - 1956.047.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.047.json,,
1956.048.jpg,Q103298325,M122642182,1956.048,primary,99,611,450,2010-02-22,jpg,1956,Charles V,Charles V - Vanderbilt Fine Arts Gallery - 1956.048.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.048.json,,
1956-049.tif,Q103296578,M122617371,1956.049,primary,45147,3351,2298,2020-08-18,tif,1956,A Sybil,A Sybil - Vanderbilt Fine Arts Gallery - 1956-049.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.049.json,,
1956.050.tif,Q103551116,M122705314,1956.050,primary,67387,2956,3889,2012-10-30,tif,1956,The Pier with a Lamp,The Pier with a Lamp - Vanderbilt Fine Arts Gallery - 1956.050.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.050.json,,
1956-051.tif,Q102961312,M122562771,1956.051,primary,6413,1256,870,2020-08-17,tif,1956,A Philosopher,A Philosopher - Vanderbilt Fine Arts Gallery - 1956-051.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.051.json,,
1956.052.jpg,Q106577374,M122708899,1956.052,primary,43,277,442,2010-02-22,jpg,1956,Martyrdom of Saints Peter and Paul,Martyrdom of Saints Peter and Paul - Vanderbilt Fine Arts Gallery - 1956.052.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.052.json,,
1956.053.jpg,Q103297140,M122641400,1956.053,primary,61,484,383,2010-02-22,jpg,1956,"Augustus and the Tiburtine Sibyl, after Parmigianino (1503-1540)","Augustus and the Tiburtine Sibyl, after Parmigianino (1503-1540) - Vanderbilt Fine Arts Gallery - 1956.053.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.053.json,,
1956-054.tif,Q102973210,M122608740,1956.054,primary,10596,1887,957,2020-08-17,tif,1956,St. Andrew,St. Andrew - Vanderbilt Fine Arts Gallery - 1956-054.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.054.json,,
1956-056.tif,Q103308802,M124762889,1956.056,primary,246309,7571,5551,2020-07-23,tif,1956,St. Jerome Hearing the Trumpet of the Last Judgement,St. Jerome Hearing the Trumpet of the Last Judgement - Vanderbilt Fine Arts Gallery - 1956-056.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.056.json,,
1956.057.jpg,Q106577304,M122708873,1956.057,primary,58,328,478,2010-02-22,jpg,1956,Chofu Crystal River in Musashi Province from the series Fashionable Beauties of the Green Houses at the Six Crystal Rivers,Chofu Crystal River in Musashi Province from the series Fashionable Beauties of the Green Houses at the Six Crystal Rivers - Vanderbilt Fine Arts Gallery - 1956.057.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.057.json,,
1956.058.tif,Q102966507,M124760115,1956.058,primary,197147,6540,10288,2020-02-28,tif,1956,"Ishibe: Megawa Village (Ishibe, Megawa no sato)","Ishibe- Megawa Village (Ishibe, Megawa no sato) - Vanderbilt Fine Arts Gallery - 1956.058.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.058.json,,
1956.059.jpg,Q103301929,M122663175,1956.059,primary,55,458,306,2010-02-22,jpg,1956,Kanasugi Bridge and Shibaura (Kanasugibashi Shibaura),Kanasugi Bridge and Shibaura (Kanasugibashi Shibaura) - Vanderbilt Fine Arts Gallery - 1956.059.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1956/1956.059.json,,
1957-001.tif,Q103308681,M122687180,1957.001,primary,40399,3796,1815,2020-08-27,tif,1957,Somewhere in France,Somewhere in France - Vanderbilt Fine Arts Gallery - 1957-001.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.001.json,,
1957.002.tif,Q106577415,M122708982,1957.002,primary,52046,2925,6071,2017-05-23,tif,1957,"Rialto, Venice","Rialto, Venice - Vanderbilt Fine Arts Gallery - 1957.002.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.002.json,,
1957-007.tif,Q103306503,M122676776,1957.007,primary,17956,2013,1521,2020-08-27,tif,1957,"Philip IV of Spain, (after Velázquez)","Philip IV of Spain, (after Velázquez) - Vanderbilt Fine Arts Gallery - 1957-007.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.007.json,,
1957.008.tif,Q103309621,M122688911,1957.008,primary,11156,2148,1768,2010-04-07,tif,1957,The Corn Field,The Corn Field - Vanderbilt Fine Arts Gallery - 1957.008.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.008.json,,
1957.009.jpg,Q106577409,M122708936,1957.009,primary,52,334,439,2010-02-22,jpg,1957,"Plate 94 from Caricaturana (Characters);  as published in Le Charivari, October 18, 1838","Plate 94 from Caricaturana (Characters); as published in Le Charivari, October 18, 1838 - Vanderbilt Fine Arts Gallery - 1957.009.jpg",https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.009.json,,
1957.010.jpg,Q103310890,M122702791,1957.010,primary,32,452,308,2010-02-22,jpg,1957,Une Bonne Fin de Mois (A Good Month's Work),Une Bonne Fin de Mois (A Good Month's Work) - Vanderbilt Fine Arts Gallery - 1957.010.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.010.json,,
1957.021.tif,Q103307444,M122685449,1957.021,primary,38540,4224,3112,2010-02-04,tif,1957,Refitting a Boat at Low Tide,Refitting a Boat at Low Tide - Vanderbilt Fine Arts Gallery - 1957.021.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.021.json,,
1957.022.jpg,Q103306382,M122676641,1957.022,primary,17,409,283,2010-02-22,jpg,1957,Patene du chalice du Suger,Patene du chalice du Suger - Vanderbilt Fine Arts Gallery - 1957.022.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.022.json,,
1957.023.jpg,Q103311907,M122703047,1957.023,primary,18,449,328,2010-02-22,jpg,1957,Vase Antique de Sardoine,Vase Antique de Sardoine - Vanderbilt Fine Arts Gallery - 1957.023.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.023.json,,
1957.024.jpg,Q103297230,M122641453,1957.024,primary,17,457,328,2010-02-22,jpg,1957,Bassin de cristal de Roche,Bassin de cristal de Roche - Vanderbilt Fine Arts Gallery - 1957.024.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.024.json,,
1957.025.jpg,Q103299612,M122651292,1957.025,primary,16,390,288,2010-02-22,jpg,1957,Epee de Francois I,Epee de Francois I - Vanderbilt Fine Arts Gallery - 1957.025.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.025.json,,
1957.026.jpg,Q103296659,M122617438,1957.026,primary,23,447,332,2010-02-22,jpg,1957,Aiguiere de crystal de Roche,Aiguiere de crystal de Roche - Vanderbilt Fine Arts Gallery - 1957.026.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.026.json,,
1957.027.jpg,Q103297719,M122641633,1957.027,primary,40,600,440,2010-02-22,jpg,1957,Bouteille de cristal de Roche,Bouteille de cristal de Roche - Vanderbilt Fine Arts Gallery - 1957.027.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.027.json,,
1957.028.jpg,Q103299341,M122650940,1957.028,primary,14,399,296,2010-02-22,jpg,1957,Drageoir de cristal de Roche,Drageoir de cristal de Roche - Vanderbilt Fine Arts Gallery - 1957.028.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.028.json,,
1957.029.jpg,Q103298894,M122649996,1957.029,primary,17,409,292,2010-02-22,jpg,1957,Coupe de Jaspe de Sicile,Coupe de Jaspe de Sicile - Vanderbilt Fine Arts Gallery - 1957.029.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.029.json,,
1957.030.jpg,Q103312039,M122704376,1957.030,primary,40,678,480,2010-02-22,jpg,1957,Verre de cristal de Roche,Verre de cristal de Roche - Vanderbilt Fine Arts Gallery - 1957.030.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.030.json,,
1957.031.jpg,Q106577302,M122708871,1957.031,primary,39,269,432,2010-02-22,jpg,1957,Camborne Rd. or Cornish Landscape No. 3,Camborne Rd. or Cornish Landscape No. 3 - Vanderbilt Fine Arts Gallery - 1957.031.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.031.json,,
1957.032.tif,Q103304534,M122663524,1957.032,primary,9345,2025,1575,2010-02-02,tif,1957,Le Stryge (The Vampire),Le Stryge (The Vampire) - Vanderbilt Fine Arts Gallery - 1957.032.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.032.json,,
1957.033.jpg,Q106577456,M122709064,1957.033,primary,71,413,494,2010-02-22,jpg,1957,The White Mill,The White Mill - Vanderbilt Fine Arts Gallery - 1957.033.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.033.json,,
1957-038.tif,Q102974220,M122611554,1957.038,primary,74109,3172,3986,2020-08-18,tif,1957,"The Hall, Blue Coat School","The Hall, Blue Coat School - Vanderbilt Fine Arts Gallery - 1957-038.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.038.json,,
1957.039.jpg,Q103304540,M122663528,1957.039,primary,63,435,314,2010-02-22,jpg,1957,Le Veillée (The Sitter),Le Veillée (The Sitter) - Vanderbilt Fine Arts Gallery - 1957.039.jpg,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.039.json,,
1957-040.tif,Q103551092,M122705278,1957.040,primary,44557,2293,3315,2020-08-18,tif,1957,Mount Saint Gothard,Mount Saint Gothard - Vanderbilt Fine Arts Gallery - 1957-040.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.040.json,,
1957-041.tif,Q106577396,M122708912,1957.041,primary,53015,2547,3551,2020-08-18,tif,1957,Norham Castle on the Tweed,Norham Castle on the Tweed - Vanderbilt Fine Arts Gallery - 1957-041.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.041.json,,
1957.042.tif,Q102974879,M122612039,1957.042,primary,29297,2625,3806,2010-04-07,tif,1957,The Tyresmith,The Tyresmith - Vanderbilt Fine Arts Gallery - 1957.042.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1957/1957.042.json,,
1965.001.tif,Q102974237,M122611567,1965.001,primary,18305,2069,3015,2010-02-03,tif,1965,"The Hare, after Albert de Balleroy","The Hare, after Albert de Balleroy - Vanderbilt Fine Arts Gallery - 1965.001.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.001.json,,
1965-004.tif,Q102963945,M122584167,1965.004,primary,39324,2193,3059,2020-08-18,tif,1965,Cranbrook,Cranbrook - Vanderbilt Fine Arts Gallery - 1965-004.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.004.json,,
1965.005.tif,Q103310169,M122696041,1965.005,primary,45145,2934,2624,2013-04-01,tif,1965,The Stoning of St. Stephen,The Stoning of St. Stephen - Vanderbilt Fine Arts Gallery - 1965.005.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.005.json,,
1965.006.tif,Q103301012,M122660238,1965.006,primary,18170,2946,2102,2008-02-18,tif,1965,Head of Victor Hugo,Head of Victor Hugo - Vanderbilt Fine Arts Gallery - 1965.006.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.006.json,,
1965-007.tif,Q103307059,M122685222,1965.007,primary,48918,3238,2577,2020-08-24,tif,1965,Portrait of Jules Aimé Dalou,Portrait of Jules Aimé Dalou - Vanderbilt Fine Arts Gallery - 1965-007.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.007.json,,
1965.008.tif,Q103302278,M122663308,1965.008,primary,71460,4302,2834,2013-04-01,tif,1965,La Bonne Faisant son Marché,La Bonne Faisant son Marché - Vanderbilt Fine Arts Gallery - 1965.008.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.008.json,,
1965-009.tif,Q103309647,M122691102,1965.009,primary,23181,2305,1715,2020-08-24,tif,1965,"The Drawing Lesson, Berthe Morisot and her Daughter","The Drawing Lesson, Berthe Morisot and her Daughter - Vanderbilt Fine Arts Gallery - 1965-009.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.009.json,,
1965-011.tif,Q103306449,M122676729,1965.011,primary,32336,2831,1948,2020-08-24,tif,1965,Peasant Woman of Boulogne,Peasant Woman of Boulogne - Vanderbilt Fine Arts Gallery - 1965-011.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.011.json,,
1965-012.tif,Q103304530,M122663515,1965.012,primary,23941,2295,1779,2020-08-24,tif,1965,Le Savoir (The Washing Place),Le Savoir (The Washing Place) - Vanderbilt Fine Arts Gallery - 1965-012.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.012.json,,
1965-013.tif,Q103308552,M122687117,1965.013,primary,38546,3107,2116,2020-08-24,tif,1965,Sir Edward J. Poynter,Sir Edward J. Poynter - Vanderbilt Fine Arts Gallery - 1965-013.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.013.json,,
1965-014.tif,Q103296801,M122617478,1965.014,primary,47997,3390,2415,2020-08-24,tif,1965,An Aged Spaniard,An Aged Spaniard - Vanderbilt Fine Arts Gallery - 1965-014.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.014.json,,
1965.015.tif,Q103306391,M122676655,1965.015,primary,14416,2831,1738,2010-01-28,tif,1965,"Pauvre Mere (Poor Mother), From Le Monde Dramatique (The Dramatic World)","Pauvre Mere (Poor Mother), From Le Monde Dramatique (The Dramatic World) - Vanderbilt Fine Arts Gallery - 1965.015.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.015.json,,
1965.016.tif,Q102969208,M122604929,1965.016,primary,18889,2625,2456,2010-01-28,tif,1965,"OH! from Interjections; as published in Le Figaro, March 17, 1839","OH! from Interjections; as published in Le Figaro, March 17, 1839 - Vanderbilt Fine Arts Gallery - 1965.016.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.016.json,,
1965.017.tif,Q106577288,M122708858,1965.017,primary,26788,2844,3215,2010-02-02,tif,1965,"Astronomes parisiens observant la Comète (Paris Astronomers Observing a Comet), published in Le Charivari, September 3, 1853","Astronomes parisiens observant la Comète (Paris Astronomers Observing a Comet), published in Le Charivari, September 3, 1853 - Vanderbilt Fine Arts Gallery - 1965.017.tif",https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.017.json,,
1965-018.tif,Q103309803,M122695164,1965.018,primary,9090,1351,1147,2020-08-18,tif,1965,The Herdsman's Cottage or Sunset,The Herdsman's Cottage or Sunset - Vanderbilt Fine Arts Gallery - 1965-018.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.018.json,,
1965-019.tif,Q102975536,M122614332,1965.019,primary,28475,1799,2700,2020-08-18,tif,1965,Twickenham Church,Twickenham Church - Vanderbilt Fine Arts Gallery - 1965-019.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.019.json,,
1965-020.tif,Q102964843,M122586487,1965.020,primary,27898,1968,2418,2020-08-18,tif,1965,Ezzelin Mourning Meduna,Ezzelin Mourning Meduna - Vanderbilt Fine Arts Gallery - 1965-020.tif,https://iiif-manifest.library.vanderbilt.edu/gallery/1965/1965.020.json,,
