qid,local_filename,local_identifier,rank,label,notes,kilobytes,height,width,photo_inception,subdir
Q103309776,2001.056.tif,2001.056,primary,,,87527,4843,3083,2015-08-12,2001
Q103309782,1984.039.tif,1984.039,primary,,,84139,4676,3070,2012-06-26,1984
Q103309787,1970.013.tif,1970.013,primary,,,81703,4584,3041,2012-05-02,1970
Q103309906,2005.036.tif,2005.036,primary,,,55612,4165,2278,2016-03-04,2005
Q103309938,2017.001.040.jpg,2017.001.040,primary,,,2214,2714,2094,2018-06-19,2017
Q103310006,2017.001.043.tif,2017.001.043,primary,,,28817,3911,1886,2018-06-13,2017
Q103310014,1973.004.jpg,1973.004,primary,,,228,504,326,2006-09-26,1973
Q103310090,1988.040.tif,1988.040,primary,,,48482,4194,2959,2015-10-27,1988
Q76552832,1965.002.tif,1965.002,primary,,,10263,2100,1668,2010-02-02,1965
Q103310140,2001.181.tif,2001.181,primary,,,83582,4782,2982,2016-04-05,2001
Q103310148,2017.001.022.tif,2017.001.022,primary,,,12189,2105,1482,2018-06-13,2017
Q103310160,2005.042.tif,2005.042,primary,,,97962,4621,3617,2016-03-04,2005
Q103310176,2017.001.042.tif,2017.001.042,primary,,,29168,3911,1909,2018-06-13,2017
Q103310219,2005.039.tif,2005.039,primary,,,98345,4592,3654,2016-03-04,2005
Q103310243,2017.001.030.tif,2017.001.030,primary,,,46014,3882,3034,2018-06-14,2017
Q103310264,2005.041.tif,2005.041,primary,,,100321,4678,3659,2016-03-04,2005
Q103310293,1957.012.jpg,1957.012,primary,,,41,460,304,2010-02-22,1957
Q103310301,2000.008.tif,2000.008,primary,,,15210,2728,1903,2010-04-01,2000
Q103310363,1968.012.tif,1968.012,primary,,,67573,4006,2878,2014-08-10,1968
Q103310394,1992.272.tif,1992.272,primary,,,37398,4356,2928,2010-11-11,1992
Q103310432,1989.026.tif,1989.026,primary,,,11478,1771,2212,2010-03-02,1989
Q103310492,2004.049.jpg,2004.049,primary,,,38,417,317,2010-02-24,2004
Q103310505,1979.0678P.tif,1979.0678P,primary,,,76668,4080,3206,2012-11-28,1979
Q103310510,2015.037gg.tif,2015.037gg,primary,,,43732,3827,2925,2015-09-22,2015
Q103310516,2015.037q.tif,2015.037q,primary,,,43987,3827,2942,2015-09-22,2015
Q103310532,2015.037b.tif,2015.037b,primary,,,43690,3809,2936,2015-09-22,2015
Q103310544,1980.024.tif,1980.024,primary,,,79498,4267,3178,2012-06-26,1980
Q103310558,1978.028.tif,1978.028,primary,,,64422,4090,2687,2014-08-10,1978
Q103310575,1999.093.tif,1999.093,primary,,,95315,4843,3358,2012-08-09,1999
Q103310700,2015.037ff.tif,2015.037ff,primary,,,43732,3827,2925,2015-09-22,2015
Q103310705,2000.079.tif,2000.079,primary,,,88229,4859,3098,2016-07-11,2000
Q103310878,1957.019.jpg,1957.019,primary,,,66,456,355,2010-02-22,1957
Q103311071,2015.075.50.tif,2015.075.50,primary,,,76161,4216,3082,2016-11-16,2015
Q103311157,1979.0056.tif,1979.0056,primary,,,77494,4443,2976,2012-07-03,1979
Q103311163,1996.018.tif,1996.018,primary,,,78107,4240,3143,2012-10-17,1996
Q103311173,2002.003.tif,2002.003,primary,,,507,448,360,2007-08-21,2002
Q103311185,1997.095.tif,1997.095,primary,,,83680,4686,3047,2012-03-22,1997
Q103311192,1999.125.tif,1999.125,primary,,,68934,4036,2914,2012-08-09,1999
Q103311200,1979.0773P.tif,1979.0773P,primary,,,54721,5142,3631,2012-08-01,1979
Q103311207,1997.088.tif,1997.088,primary,,,101546,5084,3408,2012-07-04,1997
Q103311217,1976.015.tif,1976.015,primary,,,20162,2991,2298,2012-06-19,1976
Q103311229,1979.0350P.tif,1979.0350P,primary,,,80751,4434,3107,2012-03-22,1979
Q103311244,1999.114.tif,1999.114,primary,,,79053,4064,3319,2012-08-09,1999
Q103311258,1966-004.tif,1966.004,primary,,,37211,2694,2356,2020-08-19,1966
Q103311271,1997.115.tif,1997.115,primary,,,56280,3686,2605,2012-07-05,1997
Q103311288,1999.095.tif,1999.095,primary,,,60878,4612,2252,2012-03-22,1999
Q103311303,1999.126.tif,1999.126,primary,,,69685,3959,3003,2012-03-22,1999
Q103311318,1997.132.tif,1997.132,primary,,,75602,4129,3124,2012-07-05,1997
Q103311327,2001.158.med.jpg,2001.158,primary,,,1355,1640,2250,2010-03-24,2001
Q103311336,1980.091.med.jpg,1980.091,primary,,,6370,3684,3103,2011-01-31,1980
Q103311341,1997.116.tif,1997.116,primary,,,53331,3470,2622,2012-07-05,1997
Q103311353,1996.125.tif,1996.125,primary,,,15664,2712,1969,2012-08-08,1996
Q103311358,1988.041.tif,1988.041,primary,,,25657,3393,2581,2010-04-05,1988
Q103311366,1996.012.tif,1996.012,primary,,,41184,3353,2095,2012-07-04,1996
Q103311390,1996.009.tif,1996.009,primary,,,86180,4486,3278,2012-03-22,1996
Q103311396,1996.019.tif,1996.019,primary,,,71721,4085,2995,2012-03-21,1996
Q103311406,1996.020.tif,1996.020,primary,,,67771,3713,3114,2012-03-21,1996
Q103311558,2015.037j.tif,2015.037j,primary,,,43664,3821,2925,2015-09-22,2015
Q103311590,2012.001k.tif,2012.001k,primary,,,75320,4163,3087,2012-03-27,2012
Q103311599,2012.001l.tif,2012.001l,primary,,,57128,3657,2665,2012-03-27,2012
Q103311613,2012.001a.tif,2012.001a,primary,,,65153,3807,2920,2012-03-27,2012
Q103311619,2012.001f.tif,2012.001f,primary,,,69801,3984,2989,2012-03-27,2012
Q103311627,2012.001i.tif,2012.001i,primary,,,81269,4378,3167,2012-03-27,2012
Q103311640,2012.001j.tif,2012.001j,primary,,,66493,3947,2874,2012-03-27,2012
Q103311650,2012.001b.tif,2012.001b,primary,,,64901,3801,2913,2012-03-27,2012
Q103311660,2012.001c.tif,2012.001c,primary,,,70716,4142,2913,2012-03-27,2012
Q103311667,2012.001e.tif,2012.001e,primary,,,81696,4401,3167,2012-03-27,2012
Q103311672,2012.001q.tif,2012.001q,primary,,,65962,3867,2910,2012-03-27,2012
Q103311680,2012.001h.tif,2012.001h,primary,,,72440,4061,3043,2012-03-27,2012
Q103311689,2012.001p.tif,2012.001p,primary,,,71847,4119,2976,2012-03-27,2012
Q103311700,2012.001g.tif,2012.001g,primary,,,71881,4050,3028,2012-03-27,2012
Q103311707,2012.001r.tif,2012.001r,primary,,,62853,3801,2821,2012-03-27,2012
Q103311712,1975.017.tif,1975.017,primary,,,43071,3127,2349,2012-03-22,1975
Q103311720,2015.037p.tif,2015.037p,primary,,,43987,3827,2942,2015-09-22,2015
Q103311725,2015.037v.tif,2015.037v,primary,,,43732,3827,2925,2015-09-22,2015
Q103311732,2015.037cc.tif,2015.037cc,primary,,,44023,3838,2936,2015-09-22,2015
Q103311737,2015.037dd.tif,2015.037dd,primary,,,43828,3821,2936,2015-09-22,2015
Q103311745,2015.037w.tif,2015.037w,primary,,,43966,3833,2936,2015-09-22,2015
Q103311753,2015.038t.tif,2015.038t,primary,,,23096,3810,2920,2014-05-21,2015
Q103311758,2015.038i.tif,2015.038i,primary,,,19208,3809,2923,2014-05-21,2015
Q103311763,2015.038bb.tif,2015.038bb,primary,,,27847,3813,2897,2014-05-21,2015
Q103311774,2015.038mm.tif,2015.038mm,primary,,,18919,3817,2908,2013-05-24,2015
Q103311781,2015.038nn.tif,2015.038nn,primary,,,17921,3801,2884,2013-10-07,2015
Q103311791,2015.038uu.tif,2015.038uu,primary,,,29844,3809,2900,2013-10-07,2015
Q103311800,2015.038y.tif,2015.038y,primary,,,22062,3796,2891,2014-05-21,2015
Q103311813,2003.005j.tif,2003.005j,primary,,,80755,4322,3188,2012-03-22,2003
Q103311846,2004.021.tif,2004.021,primary,,,5326,1949,928,2010-02-18,2004
Q103311869,2015.075.38.tif,2015.075.38,primary,,,75696,4315,2993,2016-11-16,2015
Q103312021,1997.111b.tif,1997.111b,primary,,,69957,4894,3659,2015-09-29,1997
Q103312062,1998.009.tif,1998.009,primary,,,115787,5305,3724,2011-02-11,1998
Q103312146,1988.044.tif,1988.044,primary,,,21710,3121,2371,2010-04-08,1988
Q103312153,1976.010.tif,1976.010,primary,,,39465,4138,3253,2011-01-27,1976
Q103312187,1979.0685P.tif,1979.0685P,primary,,,77727,4174,3177,2012-11-29,1979
Q103312221,2015.075.39.tif,2015.075.39,primary,,,77726,4328,3064,2016-11-16,2015
Q103312239,1993.217.jpg,1993.217,primary,,,548,1200,1150,2010-02-23,1993
Q103312353,1997.055.tif,1997.055,primary,,,86500,4540,3251,2012-07-03,1997
Q103312361,2015.037f.tif,2015.037f,primary,,,43664,3821,2925,2015-09-22,2015
Q103312447,1992.398.tif,1992.398,primary,,,18646,2756,2305,2010-09-09,1992
Q103312493,1992.138.tif,1992.138,primary,,,37148,4363,2906,2010-09-15,1992
Q103312519,1979.0908.jpg,1979.0908P,primary,,,240,500,367,2010-04-04,1979
Q103312525,2013.011.tif,2013.011,primary,,,77430,4405,2999,2013-01-29,2013
Q103312531,2013.003.tif,2013.003,primary,,,78544,4423,3030,2013-01-29,2013
Q103312637,2004.016.tif,2004.016,primary,,,35293,4126,2918,2010-03-10,2004
Q103312657,1997.053.tif,1997.053,primary,,,65711,3894,2879,2012-07-04,1997
Q103312673,1994.333.jpg,1994.333,primary,,,225,1200,800,2010-02-23,1994
Q103312705,2015.075.28.tif,2015.075.28,primary,,,80345,4471,3066,2016-11-16,2015
Q103551078,2002.004.jpg,2002.004,primary,,,124,289,400,2010-02-23,2002
Q103551111,2003.023.jpg,2003.023,primary,,,113,247,271,2010-02-23,2003
Q103551189,2004.062.jpg,2004.062,primary,,,36,307,334,2010-02-24,2004
Q104013523,2015.038l.tif,2015.038l,primary,,,23105,3813,2913,2014-05-21,2015
Q104013525,2015.037n.tif,2015.037n,primary,,,43664,3821,2925,2015-09-22,2015
Q104013527,1982.062.tif,1982.062,primary,,,32529,2925,3796,2012-11-01,1982
Q104013532,2012.008m.tif,2012.008m,primary,,,34670,3928,3011,2013-05-31,2012
Q104013534,1969.077.med.jpg,1969.077,primary,,,97,1341,1011,2003-11-21,1969
Q104013539,1982.063.tif,1982.063,primary,,,33389,2971,3836,2012-11-01,1982
Q104013547,1982.061.tif,1982.061,primary,,,81081,3353,4126,2012-11-29,1982
Q104017117,2012.008n.tif,2012.008n,primary,,,34672,3928,3011,2013-05-31,2012
Q104017118,1979.0710P.tif,1979.0710P,primary,,,70768,3114,3877,2012-12-05,1979
Q104017121,2015.038qq.tif,2015.038qq,primary,,,31413,2900,3802,2013-10-07,2015
Q104017125,1999.006.tif,1999.006,primary,,,72303,3046,4050,2012-08-09,1999
Q104017128,1979.0708P.tif,1979.0708P,primary,,,65540,2960,3777,2012-12-05,1979
Q104017131,2012.008k.tif,2012.008k,primary,,,34671,3928,3011,2013-05-31,2012
Q104017133,1979.0709P.tif,1979.0709P,primary,,,80010,4268,3198,2012-11-28,1979
Q104030941,1988.102b.tif,1988.102b,primary,,,32788,2671,4190,2010-04-05,1988
Q104031001,1992.250.tif,1992.250,primary,,,122952,4554,4684,2012-07-30,1992
Q104031916,1979.1188P.tif,1979.1188P,primary,,,42999,4726,1552,2012-09-13,1979
Q104031917,1979.1189P.tif,1979.1189P,primary,,,80879,4578,3014,2012-09-13,1979
Q104031918,1979.1190P.tif,1979.1190P,primary,,,82967,4653,3042,2012-09-13,1979
Q104031919,1979.1191P.tif,1979.1191P,primary,,,83362,4631,3071,2012-09-13,1979
Q104031920,1979.1192P.tif,1979.1192P,primary,,,81506,4612,3015,2012-09-13,1979
Q104031921,1979.1193P.tif,1979.1193P,primary,,,81958,4607,3035,2012-09-13,1979
Q104031922,1979.1194P.tif,1979.1194P,primary,,,82233,4627,3032,2012-09-13,1979
Q104031924,1979.1195P.tif,1979.1195P,primary,,,226754,4836,2667,2012-09-13,1979
Q104031925,1979.1196P.tif,1979.1196P,primary,,,175598,4770,2692,2012-09-13,1979
Q104031944,1997.049.tif,1997.049,primary,,,81371,4473,3104,2012-07-04,1997
Q104031945,1997.062.tif,1997.062,primary,,,81540,4326,3216,2012-07-10,1997
Q104031946,1994.539b.tif,1994.539b,primary,,,99371,4906,3456,2012-10-18,1994
Q104031948,1994.539c.tif,1994.539c,primary,,,91221,4754,3274,2012-10-18,1994
Q104031949,1994.539d.tif,1994.539d,primary,,,91495,4755,3283,2012-10-18,1994
Q104031950,1994.539e.tif,1994.539e,primary,,,92138,4787,3284,2012-10-18,1994
Q104031951,1994.539f.tif,1994.539f,primary,,,90240,4710,3269,2012-10-18,1994
Q104031952,1994.539g.tif,1994.539g,primary,,,89891,4716,3252,2012-10-18,1994
Q104031953,1994.539h.tif,1994.539h,primary,,,91153,4752,3273,2012-10-18,1994
Q104031954,1994.539i.tif,1994.539i,primary,,,90930,4730,3280,2012-10-18,1994
Q104032004,1982.020.tif,1982.020,primary,,,8309,1696,1672,2011-04-11,1982
Q104032006,1982.055.tif,1982.055,primary,,,7198,1567,1560,2011-04-12,1982
Q104032007,1982.019.tif,1982.019,primary,,,8728,1743,1709,2011-04-11,1982
Q104032008,1982.054.tif,1982.054,primary,,,7367,1588,1577,2011-04-12,1982
Q104032009,1982.018.tif,1982.018,primary,,,8127,1668,1663,2011-04-11,1982
Q104032010,1982.031.tif,1982.031,primary,,,8263,1706,1653,2011-04-11,1982
Q104032011,1982.053.tif,1982.053,primary,,,7479,1608,1582,2011-04-12,1982
Q104032033,1980.097.tif,1980.097,primary,,,74426,3106,4088,2012-11-28,1980
Q104032035,1980.098.tif,1980.098,primary,,,74533,3106,4094,2012-11-29,1980
Q104032036,1980.099.tif,1980.099,primary,,,74534,3106,4094,2012-11-29,1980
Q104032037,1980.100.tif,1980.100,primary,,,74533,3106,4094,2012-11-29,1980
Q104032038,1980.101.tif,1980.101,primary,,,74535,3106,4094,2012-11-29,1980
Q104032039,1980.102.tif,1980.102,primary,,,73312,3055,4094,2012-11-29,1980
Q104032040,1980.103.tif,1980.103,primary,,,74536,3106,4094,2012-11-29,1980
Q104032041,1980.104.tif,1980.104,primary,,,73744,3073,4094,2012-11-29,1980
Q104032042,1980.105.tif,1980.105,primary,,,73786,3106,4053,2012-11-29,1980
Q104032043,1980.106.tif,1980.106,primary,,,74535,3106,4094,2012-11-29,1980
Q104032044,1980.107.tif,1980.107,primary,,,73405,3106,4032,2012-11-29,1980
Q104032045,1980.108.tif,1980.108,primary,,,73990,3106,4064,2012-11-29,1980
Q104032046,1980.109.tif,1980.109,primary,,,74534,3106,4094,2012-11-29,1980
Q104032064,1981.015.tif,1981.015,primary,,,73122,3186,3916,2012-06-26,1981
Q104032066,1981.016.tif,1981.016,primary,,,74392,3121,4067,2012-06-26,1981
Q104032068,1997.081c.tif,1997.081c,primary,,,33138,3721,3037,2011-03-29,1997
Q104032069,1997.081d.tif,1997.081d,primary,,,32823,3815,2934,2011-04-04,1997
Q104032070,1997.081a.tif,1997.081a,primary,,,39977,4678,2915,2011-03-29,1997
Q104032071,1997.081f.tif,1997.081f,primary,,,33996,3806,3046,2011-04-04,1997
Q104032072,1997.081g.tif,1997.081g,primary,,,31962,4228,2578,2011-04-04,1997
Q104032073,1997.081e.tif,1997.081e,primary,,,33065,3843,2934,2011-04-04,1997
Q104032074,1997.081h.tif,1997.081h,primary,,,33073,3623,3113,2011-04-04,1997
Q104032076,1994.005a.tif,1994.005a,primary,,,90968,4685,3313,2012-10-17,1994
Q104032077,1994.005b.tif,1994.005b,primary,,,101012,5071,3399,2012-10-17,1994
Q104032078,1994.005c.tif,1994.005c,primary,,,98787,5053,3336,2012-10-17,1994
Q104032079,1994.005d.tif,1994.005d,primary,,,101100,5062,3408,2012-10-17,1994
Q104032080,1994.005e.tif,1994.005e,primary,,,86731,4436,3336,2012-10-17,1994
Q104032081,1994.005f.tif,1994.005f,primary,,,92399,4712,3346,2012-10-17,1994
Q104032082,1994.005g.tif,1994.005g,primary,,,88633,4477,3378,2012-10-17,1994
Q104032083,1994.005h.tif,1994.005h,primary,,,87336,4542,3281,2012-10-17,1994
Q104032084,1994.005i.tif,1994.005i,primary,,,90577,4706,3284,2012-10-17,1994
Q104032086,1994.005j.tif,1994.005j,primary,,,87514,4427,3373,2012-10-17,1994
Q104032105,2013.017.tif,2013.017,primary,,,76153,4328,3002,2013-01-29,2013
Q104032106,2013.018.tif,2013.018,primary,,,75784,4333,2984,2013-01-29,2013
Q104032267,1997.083a.tif,1997.083a,primary,,,49650,2930,2891,2012-07-03,1997
Q104032268,1997.083b.tif,1997.083b,primary,,,49731,2885,2941,2012-07-03,1997
Q104032269,1997.083c.tif,1997.083c,primary,,,49465,2891,2919,2012-07-03,1997
Q104032270,1997.083d.tif,1997.083d,primary,,,49036,2865,2920,2012-07-03,1997
Q104032271,2002.041.001.tif,2002.041.001,primary,,,85176,4404,3300,2016-10-31,2002
Q104032272,2002.041.002.tif,2002.041.002,primary,,,85175,4404,3300,2016-10-31,2002
Q104032503,1988.033a.tif,1988.033a,primary,,,71800,2887,4243,2012-03-20,1988
Q104032507,1988.033b.tif,1988.033b,primary,,,72478,2887,4283,2012-03-20,1988
Q104032510,1988.033c.tif,1988.033c,primary,,,72310,2877,4288,2012-03-20,1988
Q104032514,1988.033d.tif,1988.033d,primary,,,71926,2882,4258,2012-03-20,1988
Q104032519,1988.033e.tif,1988.033e,primary,,,72773,2892,4293,2012-03-20,1988
Q104032522,1988.033f.tif,1988.033f,primary,,,72102,2872,4283,2012-03-20,1988
Q104032525,1988.033g.tif,1988.033g,primary,,,72183,2882,4273,2012-03-20,1988
Q104032529,1988.033h.tif,1988.033h,primary,,,72187,2906,4238,2012-03-20,1988
Q104032711,1975.014.jpg,1975.014,primary,,,105,600,441,2009-11-19,1975
Q104032714,2004.002.tif,2004.002,primary,,,17474,2840,2100,2010-03-01,2004
Q104032883,1997.112.tif,1997.112,primary,,,59961,3176,3221,2012-07-05,1997
Q104032884,1997.113.tif,1997.113,primary,,,61784,3206,3288,2012-07-05,1997
Q104032885,1997.100.tif,1997.100,primary,,,4181,1118,1268,2012-07-11,1997
Q104032886,1999.090.tif,1999.090,primary,,,73063,3172,3930,2012-08-02,1999
Q104032887,1999.091.tif,1999.091,primary,,,81397,3403,4081,2012-08-02,1999
Q104032888,1996.164.tif,1996.164,primary,,,139900,2759,3708,2012-08-14,1996
Q104032889,1996.165.tif,1996.165,primary,,,143726,2796,3759,2012-08-14,1996
Q104032890,1996.166.tif,1996.166,primary,,,137523,2735,3677,2012-08-14,1996
Q104032891,1996.167.tif,1996.167,primary,,,86777,3319,4461,2012-08-14,1996
Q104032892,1999.067.tif,1999.067,primary,,,62470,3679,2897,2012-03-20,1999
Q104032893,1999.068.tif,1999.068,primary,,,61338,3471,3015,2012-03-20,1999
Q104032896,1999.069.tif,1999.069,primary,,,56076,3298,2901,2012-03-20,1999
Q104032897,1999.070.tif,1999.070,primary,,,54794,3060,3055,2012-03-20,1999
Q104032898,1999.072.tif,1999.072,primary,,,85054,4706,3084,2012-08-02,1999
Q104032899,1999.073.tif,1999.073,primary,,,86993,4447,3338,2012-08-02,1999
Q104032900,1999.074.tif,1999.074,primary,,,64992,4068,2726,2012-08-02,1999
Q104032901,1999.075.tif,1999.075,primary,,,68710,4237,2767,2012-08-02,1999
Q104032902,1999.076.tif,1999.076,primary,,,61308,4053,2581,2012-08-02,1999
Q104032903,1999.077.tif,1999.077,primary,,,66659,3995,2847,2012-08-02,1999
Q104032904,1999.078.tif,1999.078,primary,,,38305,2776,2354,2012-08-02,1999
Q104032906,1979.0064.tif,1979.0064,primary,,,80471,4187,3279,2012-06-26,1979
Q104032908,1980.090.tif,1980.090,primary,,,81203,4183,3312,2012-05-02,1980
Q104032909,1996.109.tif,1996.109,primary,,,68937,3159,3723,2012-03-22,1996
Q104032910,1999.096.tif,1999.096,primary,,,75227,4249,3021,2012-08-09,1999
Q104032912,1997.133.tif,1997.133,primary,,,78978,4169,3232,2012-07-05,1997
Q104032913,1997.134.tif,1997.134,primary,,,70387,3904,3076,2012-07-05,1997
Q104032914,1997.096.tif,1997.096,primary,,,58940,3200,3142,2012-07-05,1997
Q104032915,1997.097.tif,1997.097,primary,,,59420,3219,3149,2012-07-05,1997
Q104032916,1997.091.tif,1997.091,primary,,,71860,3968,3090,2012-07-05,1997
Q104032917,1997.092.tif,1997.092,primary,,,80776,4579,3010,2012-07-04,1997
Q104032918,1999.008.tif,1999.008,primary,,,86726,4624,3200,2012-08-07,1999
Q104032919,1999.009.tif,1999.009,primary,,,81951,4443,3147,2012-08-07,1999
Q104032920,1999.010.tif,1999.010,primary,,,78444,4343,3082,2012-08-07,1999
Q104032922,1999.011.tif,1999.011,primary,,,71139,4080,2975,2012-08-07,1999
Q104032923,1997.120.tif,1997.120,primary,,,51605,3139,2804,2012-07-05,1997
Q104032924,1997.121.tif,1997.121,primary,,,44698,2938,2594,2012-07-05,1997
Q104032925,1997.122.tif,1997.122,primary,,,45228,2968,2598,2012-07-05,1997
Q104032926,1997.123.tif,1997.123,primary,,,43131,2883,2551,2012-07-05,1997
Q104032927,1997.124.tif,1997.124,primary,,,43221,2884,2555,2012-07-05,1997
Q104032928,1999.040.tif,1999.040,primary,,,74747,4849,2630,2012-08-07,1999
Q104032930,1999.055.tif,1999.055,primary,,,76525,3956,3300,2012-08-07,1999
Q104032931,1999.056.tif,1999.056,primary,,,84788,4508,3209,2012-08-07,1999
Q104032932,1999.057.tif,1999.057,primary,,,77393,3253,4059,2012-08-07,1999
Q104032933,1999.058.tif,1999.058,primary,,,77019,4063,3234,2012-08-07,1999
Q104032934,1999.060.tif,1999.060,primary,,,86718,3307,4474,2012-08-07,1999
Q104032935,1999.061.tif,1999.061,primary,,,82480,4322,3256,2012-07-05,1999
Q104032936,1999.082.tif,1999.082,primary,,,76980,4226,3108,2012-08-07,1999
Q104032939,1999.084.tif,1999.084,primary,,,76879,4230,3101,2012-08-07,1999
Q104032942,1999.086.tif,1999.086,primary,,,77613,4196,3156,2012-08-07,1999
Q104032945,1999.064.tif,1999.064,primary,,,78490,4253,3149,2012-08-07,1999
Q104032948,1999.065.tif,1999.065,primary,,,73723,4135,3042,2012-08-07,1999
Q104032951,1999.066.tif,1999.066,primary,,,71594,4095,2983,2012-08-07,1999
Q104032954,1999.107.tif,1999.107,primary,,,65328,3676,3032,2012-03-20,1999
Q104032957,1999.108.tif,1999.108,primary,,,82272,3075,4565,2012-03-20,1999
Q104032960,1999.109.tif,1999.109,primary,,,100097,3456,4942,2012-08-09,1999
Q104032962,1999.110.tif,1999.110,primary,,,65512,3996,2797,2012-03-20,1999
Q104032966,1999.111.tif,1999.111,primary,,,89439,3258,4684,2012-03-20,1999
Q104032971,1999.112.tif,1999.112,primary,,,71849,3910,3135,2012-08-09,1999
Q104032974,1992.339.tif,1992.339,primary,,,18728,2118,3018,2010-04-05,1992
Q104032977,1992.340.tif,1992.340,primary,,,24048,2076,2965,2012-11-01,1992
Q104032980,1999.092.tif,1999.092,primary,,,64048,3469,3150,2012-08-02,1999
Q104032985,1979.0065.tif,1979.0065,primary,,,54261,5400,3428,2010-06-30,1979
Q104032990,1980.089.tif,1980.089,primary,,,95382,5056,3219,2012-12-05,1980
Q104032993,1997.085.tif,1997.085,primary,,,79944,2973,4588,2012-07-05,1997
Q104032996,1997.086.tif,1997.086,primary,,,76145,3004,4325,2012-07-05,1997
Q104032999,1979.0063.JPG,1979.0063,primary,,,1460,2448,3264,2017-04-13,1979
Q104033001,1997.136.tif,1997.136,primary,,,69878,3913,3047,2012-07-05,1997
Q104033003,1997.137.tif,1997.137,primary,,,72589,4058,3052,2012-07-05,1997
Q104033004,1999.013.tif,1999.013,primary,,,64097,3753,2914,2012-08-07,1999
Q104033005,1999.014.tif,1999.014,primary,,,63422,3725,2905,2012-08-07,1999
Q104033006,1999.015.tif,1999.015,primary,,,70106,3940,3036,2012-08-07,1999
Q104033008,1999.016.tif,1999.016,primary,,,70071,3929,3043,2012-08-07,1999
Q104033009,1979.0779P.tif,1979.0779P,primary,,,95552,3203,5090,2012-03-21,1979
Q104033010,1979.0780P.tif,1979.0780P,primary,,,76825,3129,4189,2012-03-21,1979
Q104033011,1999.134.tif,1999.134,primary,,,62821,3543,3025,2012-03-21,1999
Q104033082,1980.044.tif,1980.044,primary,,,33567,2941,1947,2012-03-22,1980
Q104033084,1980.045.tif,1980.045,primary,,,34309,2971,1970,2012-03-22,1980
Q104033085,1980.041.tif,1980.041,primary,,,35148,2025,2961,2012-03-22,1980
Q104033086,1980.042.tif,1980.042,primary,,,35464,2000,3025,2012-03-22,1980
Q104033087,1980.043.tif,1980.043,primary,,,34797,2015,2946,2012-03-22,1980
Q104033091,1997.082a.tif,1997.082a,primary,,,50176,3098,2763,2012-03-28,1997
Q104033092,1997.082b.tif,1997.082b,primary,,,50090,3011,2838,2012-03-28,1997
Q104033094,1997.082c.tif,1997.082c,primary,,,44356,2815,2688,2012-03-28,1997
Q104033096,1997.082d.tif,1997.082d,primary,,,46545,2850,2786,2012-03-28,1997
Q104033098,1997.082e.tif,1997.082e,primary,,,46087,2781,2827,2012-03-28,1997
Q104033099,1997.082f.tif,1997.082f,primary,,,44468,2792,2717,2012-03-28,1997
Q104033100,1997.082g.tif,1997.082g,primary,,,47998,2873,2850,2012-03-28,1997
Q104033101,1997.082h.tif,1997.082h,primary,,,46072,2795,2812,2012-03-28,1997
Q104033102,1997.082i.tif,1997.082i,primary,,,50082,2920,2926,2012-03-28,1997
Q104033104,1981.024a.tif,1981.024a,primary,,,9960,2105,1615,2015-10-27,1981
Q104033105,1981.024b.tif,1981.024b,primary,,,9969,1903,1788,2015-10-27,1981
Q104033107,1981.024f.tif,1981.024f,primary,,,9013,1892,1626,2015-10-27,1981
Q104033108,1981.024h.tif,1981.024h,primary,,,10693,2088,1748,2015-10-27,1981
Q104033110,1981.024j.tif,1981.024j,primary,,,8285,1961,1442,2015-10-27,1981
Q104033121,1995.056a.tif,1995.056a,primary,,,76882,2986,4393,2012-07-31,1995
Q104033123,1995.056b.tif,1995.056b,primary,,,75852,2984,4337,2012-07-31,1995
Q104033124,1995.056c.tif,1995.056c,primary,,,77165,3028,4348,2012-07-31,1995
Q104033125,1995.056d.tif,1995.056d,primary,,,78011,3034,4387,2012-07-31,1995
Q104033127,1995.056e.tif,1995.056e,primary,,,77219,3019,4364,2012-07-31,1995
Q104033128,1995.056f.tif,1995.056f,primary,,,75930,2970,4362,2012-07-31,1995
Q104033130,1995.056g.tif,1995.056g,primary,,,77188,3002,4387,2012-07-31,1995
Q104033131,1995.056h.tif,1995.056h,primary,,,74231,2925,4330,2012-07-31,1995
Q105091560,2015.037oo.tif,2015.037oo,primary,,,32970,2936,3833,2015-09-22,2015
Q105091561,2001.129.tif,2001.129,primary,,,86071,4880,3009,2016-04-05,2001
Q105091562,2000.048.tif,2000.048,primary,,,52869,4357,2070,2016-07-12,2000
Q105091563,2000.063.tif,2000.063,primary,,,73447,4653,2693,2016-07-11,2000
Q105091564,2000.095.tif,2000.095,primary,,,72576,4559,2716,2016-07-11,2000
Q105091565,2016.005.14.tif,2016.005.14,primary,,,103765,5159,3432,2016-10-31,2016
Q105091566,2000.036.tif,2000.036,primary,,,70992,4336,2793,2016-07-14,2000
Q105091567,2000.102.tif,2000.102,primary,,,74672,4490,2837,2016-07-11,2000
Q105091568,2000.029.tif,2000.029,primary,,,74003,4517,2795,2016-07-11,2000
Q105091569,1998.042.tif,1998.042,primary,,,82994,3140,4510,2012-09-13,1998
Q105091571,2016.005.15.tif,2016.005.15,primary,,,103766,5159,3432,2016-10-31,2016
Q105091572,2000.043.tif,2000.043,primary,,,64932,4265,2597,2016-07-14,2000
Q105091573,1974.003.tif,1974.003,primary,,,72759,3948,3144,2012-06-26,1974
