qid,label,title1,language1,probability1,title2,language2,probability2
Q102976673,Verliebtes Mädchen (Amorous Maiden),Verliebtes Mädchen (Amorous Maiden),de,0.999995571064811,,,0
Q102977559,Zertretene - Leichnam und Frauenakt am Pfahl (The Downtrodden - Corpse and Nude Woman at a Post),Zertretene - Leichnam und Frauenakt am Pfahl,de,0.999998514153943,The Downtrodden - Corpse and Nude Woman at a Post,en,0.999996968884813
Q103296534,"A Rooster, ""Gallus Oeneus,"" Wild Golden Cock","A Rooster, ""Gallus Oeneus,"" Wild Golden Cock",de,0.999996056984476,,,0
Q103296618,Abschied (Parting),Abschied (Parting),de,0.99999720247829,,,0
Q103297237,Bastienne,Bastienne,de,0.714283012536085,,,0
Q103297278,Bechtold,Bechtold,de,0.99999388034663,,,0
Q103297971,"Business-Man, ffrom Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1","Business-Man, ffrom Genius, Zeitschrift für werdende und alte Kunst",de,0.999996031897524,Magazine for Emerging and Ancient Art,en,0.999994923945472
Q103299074,Das Messer (Jagged Edge),Das Messer (Jagged Edge),de,0.571425784992556,,,0
Q103299082,"Das Nest (The Nest), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 3, No. 1","Das Nest (The Nest), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 3, No. 1",de,0.999997347159082,,,0
Q103299168,"Der Dichter Walter Rheiner (The Poet Walter Rheiner), from the portfolio Felixmüller—Woodcuts (Felixmüller—Holzschnitte.","Der Dichter Walter Rheiner (The Poet Walter Rheiner), from the portfolio Felixmüller—Woodcuts (Felixmüller—Holzschnitte.",de,0.999997925904911,,,0
Q103299175,Der Fluch des Schlangentals (The Curse of Snake Valley),Der Fluch des Schlangentals,de,0.999997149339239,The Curse of Snake Valley,en,0.99999705403671
Q103299179,Der Künstler in der Dachstube (The Artist in the Attic),Der Künstler in der Dachstube,de,0.999995642049651,The Artist in the Attic,en,0.999996065679984
Q103299250,"Die Bruder (The Brother), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art) Year 3, No. 1","Die Bruder (The Brother), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art) Year 3, No. 1",de,0.999997430631344,,,0
Q103299472,"Ecce Homo, after Peter Paul Rubens","Ecce Homo, after Peter Paul Rubens",de,0.555118051935493,,,0
Q103299480,"Echizen Bay, Kehi Pine Trees at Tsurugan, Echizen Province","Echizen Bay, Kehi Pine Trees at Tsurugan, Echizen Province",de,0.571425649531856,,,0
Q103299714,F. Léger.  Malerei-Gouache-Tegning 1905-1953.  Charlottenborg,F. Léger.  Malerei-Gouache-Tegning 1905-1953.  Charlottenborg,de,0.999994747853915,,,0
Q103299814,Femme Assise (Woman Sitting),Femme Assise (Woman Sitting),de,0.571426550438186,,,0
Q103299856,Feuervogel (Firebird),Feuervogel (Firebird),de,0.999998784650874,,,0
Q103300003,Fishbird-Birdfish,Fishbird-Birdfish,de,0.714283558148212,,,0
Q103300321,Furyu Dansen Gun,Furyu Dansen Gun,de,0.999996238690787,,,0
Q103300645,Gnolis Handschuh (Gnoli's Glove),Gnolis Handschuh (Gnoli's Glove),de,0.571426797734345,,,0
Q103301102,Henry Geldzahler,Henry Geldzahler,de,0.999997140633088,,,0
Q103301115,"Her Son, #1","Her Son, #1",de,0.99999164260282,,,0
Q103301200,Hinterreiter,Hinterreiter,de,0.999997409257329,,,0
Q103302070,Keinen Kacho Gafu (Picture Album of Flowers and Birds by Keinan),Keinen Kacho Gafu,de,0.999997278038475,Picture Album of Flowers and Birds by Keinan,en,0.999995801988455
Q103302076,"Keinen Shuga Jo (Keinen's Book of Painting Illustrations), Vol. V",Keinen Shuga Jo,de,0.999995784381867,Keinen's Book of Painting Illustrations,en,0.999996348057258
Q103302228,Kyosai Gaden Gaihen (First Part),Kyosai Gaden Gaihen (First Part),de,0.857138045299243,,,0
Q103304602,Lewie Memm or Self-Portrait,Lewie Memm or Self-Portrait,de,0.714281864722179,,,0
Q103304801,"Mädchenkopf (Girl's Head), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1","Mädchenkopf (Girl's Head), from Genius, Zeitschrift für werdende und alte Kunst (Magazine for Emerging and Ancient Art), Year 2, no. 1",de,0.999998263481149,,,0
Q103305132,Mater Dolorosa: Ne. De. des Sept Douleurs / Virgen de Dolores/ Die Schmerzhafte Mutter,Mater Dolorosa: Ne. De. des Sept Douleurs / Virgen de Dolores/ Die Schmerzhafte Mutter,de,0.999995750194955,,,0
Q103305147,"Max Bill Neue Werke"" ""Marlborough Zürich glaernisch str. 10/Villa rosau 14 Juni-19. August 1972  Mo.-Fr. 10-18. Sa 10-16. So-.","Max Bill Neue Werke"" ""Marlborough Zürich glaernisch str. 10/Villa rosau 14 Juni-19. August 1972  Mo.-Fr. 10-18. Sa 10-16. So-.",de,0.857140681143131,,,0
Q103305198,"Melchisedech Blessing Abraham, after Francesco Bassano","Melchisedech Blessing Abraham, after Francesco Bassano",de,0.714282072646312,,,0
Q103305346,Mississippi Burning: Die Wurzel Des Hasses (Mississippi Burning: The Root of Hatred),Mississippi Burning: Die Wurzel Des Hasses,de,0.999995120744916,Mississippi Burning: The Root of Hatred,en,0.999997410678925
Q103305361,Mister Hasting,Mister Hasting,de,0.999995812886165,,,0
Q103305600,Much Madness is Divinest Sense-To a Discerning Eye,Much Madness is Divinest Sense-To a Discerning Eye,de,0.999993865822999,,,0
Q103305837,"Nie Ja, Samuel Beckett","Nie Ja, Samuel Beckett",de,0.999996227787487,,,0
Q103305917,No Alpinche Fraude,No Alpinche Fraude,de,0.714283187344215,,,0
Q103306495,Phemie,Phemie,de,0.999995770171451,,,0
Q103307201,Powder Horn,Powder Horn,de,0.99999606209456,,,0
Q103307540,Reveil,Reveil,de,0.682074178359621,,,0
Q103307545,Rhenish Pietà,Rhenish Pietà,de,0.999995721005131,,,0
Q103307840,Samuel Beckett Radosne Dni,Samuel Beckett Radosne Dni,de,0.8571381281394,,,0
Q103310463,Tod packt eine frau (Death Seizes a Woman),Tod packt eine frau,de,0.999995319303531,Death Seizes a Woman,en,0.714283690043224
Q103310878,Under Shelter,Under Shelter,de,0.999994741406226,,,0
Q103312028,Vermeil bird,Vermeil bird,de,0.857141920040619,,,0
Q103551052,Henry Geldzahler and Unidentified Men,Henry Geldzahler and Unidentified Men,de,0.571427515714597,,,0
Q103551075,John,John,de,0.999995199540534,,,0
Q104013539,In Orbit,In Orbit,de,0.857139058132005,,,0
Q104032326,Selbstbildnis (Self-Portrait),Selbstbildnis (Self-Portrait),de,0.999993887333064,,,0
Q104032329,Selbstbildnis (Self-Portrait),Selbstbildnis (Self-Portrait),de,0.999994439307471,,,0
Q105091694,"Cher, June 29","Cher, June 29",de,0.857140475933448,,,0
Q105091727,Damien Rice,Damien Rice,de,0.857140893072466,,,0
Q105091735,Der Mann vom Kapuziner-Boulevard (The man from the Boulevard des Capucines),Der Mann vom Kapuziner-Boulevard,de,0.857138899374992,The man from the Boulevard des Capucines,en,0.99999470427006
Q105091738,Die Nachbarin,Die Nachbarin,de,0.999996161465634,,,0
Q105091756,Edwin McCain Messenger,Edwin McCain Messenger,de,0.999993845389892,,,0
Q105091767,"Entrance, Kirkland Hall, Vanderbilt University","Entrance, Kirkland Hall, Vanderbilt University",de,0.571427090340712,,,0
Q105091889,Kitchen Interior,Kitchen Interior,de,0.999998118735138,,,0
Q105091989,"No. A, West Side Row","No. A, West Side Row",de,0.999996178236809,,,0
Q105092072,Rhinestone Ruckus,Rhinestone Ruckus,de,0.999997374503142,,,0
Q105092244,Underwater,Underwater,de,0.857139101278533,,,0
Q105095826,Die Stadt Hibikskus (Hibiscus Town),Die Stadt Hibikskus (Hibiscus Town),de,0.999995561434964,,,0
Q105095830,Das Schlafzimmer Fenster (The Bedroom Window),Das Schlafzimmer Fenster,de,0.999996961858109,The Bedroom Window,en,0.999995610444639
Q105095832,Die Letzte Kaiserin (The Last Empress),Die Letzte Kaiserin,de,0.999995325247227,The Last Empress,en,0.999995330027927
Q105095836,Die verzauberten Dollars,Die verzauberten Dollars,de,0.999994634995195,,,0
Q105095838,Die Brillanten der Frau Susa,Die Brillanten der Frau Susa,de,0.9999961097082,,,0
Q105095844,Der Magdalenenbaum,Der Magdalenenbaum,de,0.999996274122432,,,0
Q105095850,Das letzte Weekend (The Last Weekend),Das letzte Weekend,de,0.857141285559767,The Last Weekend,nl,0.857139928490303
Q105095852,"Achtung, Banditen! Die Zeit des Verbrechens (Attention Bandits! The time of crime)","Achtung, Banditen! Die Zeit des Verbrechens",de,0.999997111271979,Attention Bandits! The time of crime,en,0.999998272640035
Q105095854,Milagro: Der Kreig im Bohnenfeld (The Milagro Beanfield War),Milagro: Der Kreig im Bohnenfeld,de,0.999998486921127,The Milagro Beanfield War,en,0.999996668121976
Q105095862,Die kleine Vera (Little Vera),Die kleine Vera (Little Vera),de,0.999996146649812,,,0
Q105095865,Der Pfadfinder (Pathfinder),Der Pfadfinder (Pathfinder),de,0.999994619617381,,,0
Q105095867,Ein Regenschirm fur Verliebte,Ein Regenschirm fur Verliebte,de,0.999996093976452,,,0
Q105095869,Schrei nach Freiheit: Leben und Tod des Steve Biko (Cry Freedom),Schrei nach Freiheit: Leben und Tod des Steve Biko (Cry Freedom),de,0.999998741274289,,,0
Q105095882,Dem Bones,Dem Bones,de,0.999994544447828,,,0
Q105095992,Le Rollier Verd,Le Rollier Verd,de,0.999994455715089,,,0
Q106566739,"Figurliche Komposition (Figurative Composition), from Genius, Zeitschrift für werdende und alte Kunst","Figurliche Komposition (Figurative Composition), from Genius, Zeitschrift für werdende und alte Kunst",de,0.999995677992523,,,0
Q106568520,Damo Suzuki and Defender,Damo Suzuki and Defender,de,0.999997800057595,,,0
Q106577289,"Auf! Auf! Auf! Mensch hilf Dir Selbst (Get Up! Get Up! Get Up! Man help Yourself), from the portfolio ‘Felixmüller--Holzschnitte.’",Auf! Auf! Auf! Mensch hilf Dir Selbst,de,0.999997558182184,Get Up! Get Up! Get Up! Man help Yourself,nl,0.857139139053234
Q106577305,Chushin Renri No Hachiue,Chushin Renri No Hachiue,de,0.571426214127555,,,0
Q106577336,Gendei Asahi No Gunbai,Gendei Asahi No Gunbai,de,0.857139772937757,,,0
Q106577350,Incense Burner,Incense Burner,de,0.571427059881603,,,0
Q106577368,"La Madeleine, Paris","La Madeleine, Paris",de,0.571428413618791,,,0
Q106582799,Perfumer,Perfumer,de,0.857137469032115,,,0
Q102963350,"Civilization Marches On (Die Zivilisation marschiert), from the series Interregnum",Civilization Marches On,en,0.999994824862268,Die Zivilisation marschiert,de,0.999994726062834
Q102965076,Figurine of Daruma (Sanskrit: Bodhidharma),Figurine of Daruma,en,0.999997861242635,Sanskrit: Bodhidharma,sq,0.571427375888622
Q102971257,"Seki: Early Departure of a Daimyō (Seki, honjin hayadachi)",Seki: Early Departure of a Daimyō,en,0.999996891716625,"Seki, honjin hayadachi",sw,0.857141456657886
Q102975700,Ukiyo Shizuki (Floating World Drips),Ukiyo Shizuki (Floating World Drips),en,0.571426352632883,,,0
Q102975733,Une Poignee (A Handle),Une Poignee (A Handle),en,0.571428166642672,,,0
Q102976626,Veduta di Campo Vaccino [View of the Roman Forum (Cow Pasture)] from Vedute di Roma (Views of Rome),Veduta di Campo Vaccino [View of the Roman Forum (Cow Pasture)] from Vedute di Roma (Views of Rome),en,0.99999708580951,,,0
Q103299382,Duex Landaises (or Evening),Duex Landaises (or Evening),en,0.999995126446657,,,0
Q103301423,Ikkyu Gaikotsu (The Teaching of Skeletons by Ikkyu),Ikkyu Gaikotsu (The Teaching of Skeletons by Ikkyu),en,0.999997940616748,,,0
Q103302324,La Normandie (Normandy),La Normandie (Normandy),en,0.857140184155276,,,0
Q103302329,"La Passion Selon St. Jean, No. 285","La Passion Selon St. Jean, No. 285",en,0.999993511303237,,,0
Q103305300,"Miró: Pintures, dibuixos, collages i objectes (Dedicated book)","Miró: Pintures, dibuixos, collages i objectes (Dedicated book)",en,0.571430304356045,,,0
Q103305879,"Ninso Mizukagami Shu (On Physiognomy), Volumes 1,2 and 3","Ninso Mizukagami Shu (On Physiognomy), Volumes 1,2 and 3",en,0.571426454847003,,,0
Q103305982,"Noto Province: Waterfall Bay (Noto, Taki no ura)",Noto Province: Waterfall Bay,en,0.999995232294746,"Noto, Taki no ura",hr,0.876673940220001
Q104032255,"Portraits of the Roman Emperors (Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae)",Portraits of the Roman Emperors,en,0.999998049978289,"Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae",it,0.999994280916308
Q104032256,"Portraits of the Roman Emperors (Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae)",Portraits of the Roman Emperors,en,0.99999617062727,"Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae",it,0.999997070600289
Q104032258,"Portraits of the Roman Emperors (Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae)",Portraits of the Roman Emperors,en,0.999998040660613,"Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae",it,0.857140283384234
Q104032260,"Portraits of the Roman Emperors (Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae)",Portraits of the Roman Emperors,en,0.9999974749997,"Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae",it,0.85713884393201
Q104032261,"Portraits of the Roman Emperors (Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae)",Portraits of the Roman Emperors,en,0.99999614585355,"Icones imperatorum romanorum, ex priscis numismatibus ad vivum delineatae, & brevi narratione historica illustratae",it,0.999995918123657
Q105091618,Arlecchino from the Commeida dell'Arte Suite [V-A],Arlecchino from the Commeida dell'Arte Suite [V-A],en,0.857140799824004,,,0
Q105091619,Arlechino & Brighella fr. the Commedia dell'Arte Suite [VII-A],Arlechino & Brighella fr. the Commedia dell'Arte Suite [VII-A],en,0.571429508815029,,,0
Q105095907,Zao Wou-ki (Dedicated book),Zao Wou-ki (Dedicated book),en,0.571428001464411,,,0
Q105096116,Fuji Musume (The Wisteria Maiden),Fuji Musume (The Wisteria Maiden),en,0.428570765844842,,,0
