filename,template_type,artist,author,title,description,depicted people,depicted place,date,medium,dimensions,institution,department,accession number,place of creation,place of discovery,object history,exhibition history,credit line,inscriptions,notes,references,source,permission,other_versions,wikidata,other fields,other versions,photographer,camera coord,attribution,collection,genre,object type,source/photographer,current location
Adriaen Brouwer - Peasants Carousing in a Tavern.jpg,artwork,"[""Adriaen Brouwer"", ""(circa 1605/1606\u20131638)"", ""Alternative names"", ""Adriaan Brouwer"", ""Description"", ""Flemish painter and drawer"", ""Date of birth/death"", ""between circa 1605 and circa 1606"", ""date QS:P,+1605-00-00T00:00:00Z/8,P1319,+1605-00-00T00:00:00Z/9,P1326,+1606-00-00T00:00:00Z/9,P1480,Q5727902"", ""1 February 1638 (buried)"", ""Location of birth/death"", ""Oudenaarde"", ""Antwerp"", ""Work location"", ""Antwerp"", ""(1622),"", ""Amsterdam"", ""(ca. 1621, 1626),"", ""Haarlem"", ""(1626),"", ""Amsterdam"", "","", ""Antwerp"", ""(1631)"", ""Authority control"", "":"", ""Q364139"", ""VIAF"", "":"", ""8181420"", ""ISNI"", "":"", ""0000 0001 0854 9848"", ""ULAN"", "":"", ""500012394"", ""LCCN"", "":"", ""n85349860"", ""NLA"", "":"", ""35065669"", ""WorldCat"", ""artist QS:P170,Q364139""]",[],"[""English:"", ""Peasants Carousing in a Tavern""]","[""This image is available from the"", ""Netherlands Institute for Art History"", ""under digital ID"", ""285166"", ""."", ""This tag does not indicate the copyright status of the attached work."", ""A normal"", ""copyright tag"", ""is still required."", ""See"", ""Commons:Licensing"", ""."", ""\u010de\u0161tina"", ""|"", ""English"", ""|"", ""fran\u00e7ais"", ""|"", ""\u043c\u0430\u043a\u0435\u0434\u043e\u043d\u0441\u043a\u0438"", ""|"", ""Nederlands"", ""|"", ""+/\u2212""]",[],[],"[""1630s"", ""date QS:P,+1630-00-00T00:00:00Z/8""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""Height: 33.3 cm (13.1 in)"", ""; Width: 49.2 cm (19.3 in)"", ""dimensions QS:P2048,+33.3U174728"", ""dimensions QS:P2049,+49.2U174728""]",[],[],"[""56.1185"", ""("", ""Museum of Fine Arts"", "")""]",[],[],[],[],[],[],[],"[""RKDimages, Art-work number 285166"", "".""]",[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]","[""genre art""]","[""painting""]","[""http://www.mfa.org/collections/object/peasants-carousing-in-a-tavern-33571""]",[]
Mary Lizzie Macomber - Saint Catherine - 98.622 - Museum of Fine Arts.jpg,artwork,"[""Mary Lizzie Macomber"", ""(1861\u20131916)"", ""Alternative names"", ""Mary L. Macomber"", ""Description"", ""American painter"", ""Date of birth/death"", ""21 August 1861"", ""4 February 1916"", ""Location of birth/death"", ""Fall River"", ""Boston"", ""Authority control"", "":"", ""Q2693042"", ""VIAF"", "":"", ""26911508"", ""ISNI"", "":"", ""0000 0000 6705 0505"", ""ULAN"", "":"", ""500011454"", ""LCCN"", "":"", ""nr89016250"", ""RKD"", "":"", ""51825"", ""WorldCat"", ""creator QS:P170,Q2693042""]",[],"[""Saint Catherine"", ""title QS:P1476,en:\""Saint Catherine"", ""\"""", ""label QS:Len,\""Saint Catherine"", ""\""""]",[],"[""Catherine of Alexandria""]",[],"[""1896""]","[""oil on canvas""]","[""Height: 83.5 cm (32.8 in)"", ""; Width: 61.2 cm (24.1 in)"", ""dimensions QS:P2048,+83.5U174728"", ""dimensions QS:P2049,+61.28U174728""]",[],[],"[""98.622"", ""("", ""Museum of Fine Arts"", "")""]","[""United States of America""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]","[""religious art""]","[""painting""]","[""https://www.mfa.org/collections/object/saint-catherine-31099""]",[]
Thomas Worthington Whittredge - Apples - 48.490 - Museum of Fine Arts.jpg,artwork,"[""Worthington Whittredge"", ""(1820\u20131910)"", ""Alternative names"", ""Thomas Worthington Whittredge"", ""Description"", ""American painter and photographer"", ""Date of birth/death"", ""22 May 1820"", ""25 February 1910"", ""Location of birth/death"", ""Springfield"", ""Summit"", ""Authority control"", "":"", ""Q1370512"", ""VIAF"", "":"", ""67267275"", ""ISNI"", "":"", ""0000 0000 6678 446X"", ""ULAN"", "":"", ""500017639"", ""LCCN"", "":"", ""n83060731"", ""NLA"", "":"", ""35606104"", ""WorldCat"", ""creator QS:P170,Q1370512""]",[],"[""Apples"", ""title QS:P1476,en:\""Apples"", ""\"""", ""label QS:Len,\""Apples"", ""\"""", ""label QS:Lcy,\""Afalau\"""", ""label QS:Lde,\""\u00c4pfel\""""]",[],[],[],"[""1867""]","[""oil on canvas""]","[""Height: 38.7 cm (15.2 in)"", ""; Width: 30.8 cm (12.1 in)"", ""dimensions QS:P2048,+38.73U174728"", ""dimensions QS:P2049,+30.8U174728""]",[],[],"[""48.490"", ""("", ""Museum of Fine Arts"", "")""]","[""United States of America""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]",[],"[""painting""]","[""https://www.mfa.org/collections/object/apples-33235""]",[]
James Goodwyn Clonney - In the Woodshed.jpg,artwork,"[""James Goodwyn Clonney"", ""(1812\u20131867)"", ""Alternative names"", ""Clonney"", ""Description"", ""American painter"", ""Date of birth/death"", ""28 December 1812"", ""7 October 1867"", ""Location of birth/death"", ""Liverpool?"", ""Binghamton, N.Y."", ""Work period"", ""Romanticism"", ""era QS:P2348,Q37068"", ""Work location"", ""New York City"", ""(1834);"", ""Philadelphia"", ""(1830)"", ""Authority control"", "":"", ""Q18511875"", ""VIAF"", "":"", ""61424312"", ""ISNI"", "":"", ""0000 0000 6707 7150"", ""ULAN"", "":"", ""500024286"", ""LCCN"", "":"", ""nr94003230"", ""WGA"", "":"", ""CLONNEY, James Goodwyn"", ""WorldCat"", ""artist QS:P170,Q18511875""]",[],"[""In the Woodshed"", ""label QS:Len,\"""", ""In the Woodshed"", ""\""""]",[],[],[],"[""1838"", ""date QS:P571,+1838-00-00T00:00:00Z/9""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 43.1 cm (17 in); Width: 35.2 cm (13.8 in)"", ""dimensions QS:P2048,43.18U174728"", ""dimensions QS:P2049,35.24U174728""]",[],[],"[""47.1193""]",[],[],"[""Provenance:"", ""The artist; Mrs. Berba Beck, New York; with Knoedler, New York, 1943; to Maxim Karolik, 1943; to MFA, 1947, gift of Martha C. (Mrs. Maxim) Karolik.""]",[],"[""\nGift of Martha C. Karolik for the M. and M. Karolik Collection of American Paintings, 1815-1865""]","[""\nLower right, on barrel head: 1838/J G Clonney""]",[],[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]",[],"[""painting""]","[""1:"", ""artclon.com"", ""2:"", ""mfa.org""]","[""not on view""]"
Robert David Wilkie - The Christmas Party - 47.1214 - Museum of Fine Arts.jpg,artwork,"[""Robert David Wilkie"", ""(1828\u20131903)"", ""Alternative names"", ""Robert D. Wilkie"", ""Description"", ""American painter"", ""Date of birth/death"", ""February 1828"", ""1903"", ""Location of birth/death"", ""Halifax"", ""Swampscott"", ""Work location"", ""Boston"", ""Authority control"", "":"", ""Q22249808"", ""VIAF"", "":"", ""26923472"", ""ULAN"", "":"", ""500065441"", ""LCCN"", "":"", ""nr91044089"", ""RKD"", "":"", ""103012"", ""WorldCat""]",[],"[""The Christmas Party"", ""title QS:P1476,en:\""The Christmas Party"", ""\"""", ""label QS:Len,\""The Christmas Party"", ""\""""]",[],[],[],[],"[""oil on canvas""]","[""Height: 43.1 cm (17 in)"", ""; Width: 76.2 cm (30 in)"", ""dimensions QS:P2048,+43.18U174728"", ""dimensions QS:P2049,+76.2U174728""]",[],[],"[""47.1214"", ""("", ""Museum of Fine Arts"", "")""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]",[],"[""painting""]","[""https://www.mfa.org/collections/object/the-christmas-party-33086""]",[]
Alexander F. Loemans - The Finding of Moses - 47.1231 - Museum of Fine Arts.jpg,artwork,"[""Alexander F. Loemans"", ""(1816\u20131898)"", ""Alternative names"", ""Alexander-Fran\u00e7ois Loemans; Alexander Loemans; Alexander Francois Loermans"", ""Description"", ""French painter"", ""Date of birth/death"", ""1816"", ""1898"", ""Location of birth"", ""Netherlands"", ""Work period"", ""1884"", ""Authority control"", "":"", ""Q22002332"", ""VIAF"", "":"", ""309815242"", ""ULAN"", "":"", ""500334228"", ""BPN"", "":"", ""86837850"", ""RKD"", "":"", ""50580""]",[],"[""The Finding of Moses"", ""title QS:P1476,en:\""The Finding of Moses"", ""\"""", ""label QS:Len,\""The Finding of Moses"", ""\""""]","[""Finding of Moses""]",[],[],[],"[""oil on canvas""]","[""Height: 75.2 cm (29.6 in)"", ""; Width: 121.9 cm (48 in)"", ""dimensions QS:P2048,+75.25U174728"", ""dimensions QS:P2049,+121.92U174728""]",[],[],"[""47.1231"", ""("", ""Museum of Fine Arts"", "")""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]","[""religious art""]","[""painting""]","[""https://www.mfa.org/collections/object/the-finding-of-moses-33102""]",[]
Emanuel de Witte - Keuken interior SC220941.jpg,artwork,"[""Emanuel de Witte"", ""(1617\u20131692)"", ""Alternative names"", ""Emanuel de Widt; Manuel de Widt; Emanuel de Wit; Manuel de Wit; Emanuel de With; Manuel de With; Emanuel de Witt; Manuel de Witt; Manuel de Witte"", ""Description"", ""Dutch painter and drawer"", ""Date of birth/death"", ""1617"", ""1692"", ""Location of birth/death"", ""Alkmaar"", ""Amsterdam"", ""Work location"", ""Alkmaar (1636),"", ""Delft"", ""(1641-1650), Amsterdam (ca. 1652-1692)"", ""Authority control"", "":"", ""Q711203"", ""VIAF"", "":"", ""69722781"", ""ISNI"", "":"", ""0000 0000 8258 5639"", ""ULAN"", "":"", ""500025645"", ""LCCN"", "":"", ""no99039098"", ""WGA"", "":"", ""WITTE, Emanuel de"", ""WorldCat"", ""artist QS:P170,Q711203""]",[],"[""Kitchen Interior"", ""label QS:Len,\""Kitchen interior of a Dutch House\"""", ""label QS:Lnl,\""Keuken interieur met een vrouw bij een opbergkast\""""]",[],[],[],"[""circa 1665"", ""date QS:P571,+1665-00-00T00:00:00Z/9,P1480,Q5727902""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259"", ""(mounted on panel)""]","[""Height: 48.6 cm (19.1 in); Width: 41.6 cm (16.3 in)"", ""dimensions QS:P2048,48.6U174728"", ""dimensions QS:P2049,41.6U174728""]",[],[],"[""47.1314""]",[],[],[],[],[],[],"[""\nRobert and Ruth Remis Gallery (Gallery 244)""]",[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]",[],"[""painting""]","[""http://www.mfa.org/collections/object/kitchen-interior-33140""]","[""Boston""]"
Pieter Jansz Saenredam - Interior of Sint Odulphuskerk SC241531.jpg,artwork,"[""Pieter Jansz. Saenredam"", ""(1597\u20131665)"", ""Alternative names"", ""Pieter Jansz. Saenredam, Pieter Jansz. Sanredam, Pieter Zaenredam, Pieter Jansz. Zaenredam"", ""Description"", ""Dutch printmaker, painter and drawer"", ""Date of birth/death"", ""9 June 1597"", ""31 May 1665 (buried)"", ""Location of birth/death"", ""Assendelft"", ""Haarlem"", ""Work period"", ""from 1612 until 1665"", ""date QS:P,+1650-00-00T00:00:00Z/7,P580,+1612-00-00T00:00:00Z/9,P582,+1665-00-00T00:00:00Z/9"", ""Work location"", ""Haarlem"", ""(1612-1665),"", ""'s-Hertogenbosch"", ""(1632-1634),"", ""Utrecht"", ""(June 1636-October 1636),"", ""Amsterdam"", ""(15 July 1641-20 July 1641),"", ""Rhenen"", ""(27 June 1644-7 July 1644), Assendelft (July 1654),"", ""Alkmaar"", ""(May 1661-June 1661)"", ""Authority control"", "":"", ""Q433804"", ""VIAF"", "":"", ""9881086"", ""ISNI"", "":"", ""0000 0001 2276 2733"", ""ULAN"", "":"", ""500115526"", ""LCCN"", "":"", ""n84200371"", ""WGA"", "":"", ""SAENREDAM, Pieter Jansz"", ""WorldCat"", ""artist QS:P170,Q433804""]",[],"[""English:"", ""Church of Saint Odulphus, Assendelft""]",[],[],[],"[""1655"", ""date QS:P571,+1655-00-00T00:00:00Z/9""]","[""oil"", ""on"", ""panel"", ""medium QS:P186,Q296955;P186,Q287,P518,Q861259""]","[""\n40.6 \u00d7 36.8 cm (16 \u00d7 14.5 in)""]",[],[],"[""48.321"", ""("", ""Museum of Fine Arts"", "")""]",[],[],[],[],[],[],"[""\nJuly 19, 1940, purchased by W.E. Duits, Ltd., London (stock no. 7330); 1946, sold by Duits to Pieter de Boer, Amsterdam; 1948, sold by de Boer, through Frederick Mont, New York, to the MFA for $6000. (Accession Date: March 8, 1948)""]",[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]","[""church interior""]","[""painting""]","[""http://www.mfa.org/collections/object/church-of-saint-odulphus-assendelft-33161""]",[]
Meditation by the Sea.jpg,artwork,"[""anonymous""]","[""Unknown author"", ""Unknown author""]","[""Meditation by the Sea"", ""title QS:P1476,en:\""Meditation by the Sea\"""", ""label QS:Len,\""Meditation by the Sea\""""]",[],[],[],"[""early 1860s"", ""date QS:P571,+1860-00-00T00:00:00Z/8""]","[""oil on canvas"", ""medium QS:P186,Q296955;P186,Q12321255,P518,Q861259""]","[""Height: 34.6 cm (13.6 in)"", ""; Width: 49.8 cm (19.6 in)"", ""dimensions QS:P2048,+34.61U174728"", ""dimensions QS:P2049,+49.85U174728""]",[],[],"[""45.892""]",[],[],[],[],[],[],"[""Museum of Fine Arts, Boston, online database""]",[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]",[],"[""painting""]","[""\nPainting""]",[]
Domenico Fetti - Parable of the Good Samaritan - 46.1145 - Museum of Fine Arts.jpg,artwork,"[""Domenico Fetti"", ""(1589\u2013)"", ""Description"", ""Italian painter"", ""Date of birth/death"", ""1589"", ""16 April 1623 / 1624"", ""Location of birth/death"", ""Rome"", ""Venice"", ""Work period"", ""Baroque"", ""Work location"", ""Rom"", "","", ""Mantua"", "","", ""Venice"", ""Authority control"", "":"", ""Q551695"", ""VIAF"", "":"", ""79203050"", ""ISNI"", "":"", ""0000 0001 1772 0109"", ""ULAN"", "":"", ""500115450"", ""LCCN"", "":"", ""nr91043037"", ""WGA"", "":"", ""FETTI, Domenico"", ""WorldCat"", ""creator QS:P170,Q551695""]",[],"[""Parable of the Good Samaritan"", ""title QS:P1476,en:\""Parable of the Good Samaritan"", ""\"""", ""label QS:Len,\""Parable of the Good Samaritan"", ""\""""]",[],[],[],"[""circa 1622""]",[],"[""Height: 67.3 cm (26.4 in)"", ""; Width: 83.5 cm (32.8 in)"", ""dimensions QS:P2048,+67.3U174728"", ""dimensions QS:P2049,+83.5U174728""]",[],[],"[""46.1145"", ""("", ""Museum of Fine Arts"", "")""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]","[""religious art""]","[""painting""]","[""https://www.mfa.org/collections/object/parable-of-the-good-samaritan-32989""]",[]
Martin Johnson Heade - April Showers - 47.1173 - Museum of Fine Arts.jpg,artwork,"[""Martin Johnson Heade"", ""(1819\u20131904)"", ""Alternative names"", ""Martin J. Heade; Martin Johnson Heed; Heade; m.j. heade"", ""Description"", ""American painter and traveler"", ""Date of birth/death"", ""11 August 1819"", ""4 September 1904"", ""Location of birth/death"", ""Bucks County"", ""St. Augustine"", ""Work location"", ""New England"", "","", ""New Jersey"", ""Authority control"", "":"", ""Q3123472"", ""VIAF"", "":"", ""25407404"", ""ISNI"", "":"", ""0000 0000 8104 7679"", ""ULAN"", "":"", ""500000888"", ""LCCN"", "":"", ""n89656703"", ""NLA"", "":"", ""35182345"", ""WorldCat"", ""creator QS:P170,Q3123472""]",[],"[""April Showers"", ""title QS:P1476,en:\""April Showers"", ""\"""", ""label QS:Len,\""April Showers"", ""\""""]",[],[],[],"[""1868""]","[""oil on canvas""]","[""Height: 50.4 cm (19.8 in)"", ""; Width: 102.2 cm (40.2 in)"", ""dimensions QS:P2048,+50.48U174728"", ""dimensions QS:P2049,+102.23U174728""]",[],[],"[""47.1173"", ""("", ""Museum of Fine Arts"", "")""]","[""United States of America""]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[""Museum of Fine Arts"", ""Native name"", ""Museum of Fine Arts Boston"", ""Location"", ""Boston"", "","", ""Massachusetts"", ""Coordinates"", ""42\u00b0\u00a020\u2032\u00a021\u2033\u00a0N, 71\u00b0\u00a005\u2032\u00a039\u2033\u00a0W"", ""Established"", ""1870"", ""Web page"", ""www.mfa.org"", ""Authority control"", "":"", ""Q49133"", ""VIAF"", "":"", ""151846308"", ""ISNI"", "":"", ""0000 0001 0664 9044"", ""ULAN"", "":"", ""500305147"", ""LCCN"", "":"", ""n79058410"", ""NLA"", "":"", ""36527557"", ""WorldCat"", ""institution QS:P195,Q49133""]",[],"[""painting""]","[""https://www.mfa.org/collections/object/april-showers-33046""]",[]
