RecordNumber,qid,filename,commons_uri,commons_page_url
55638,Q18338511,Albrecht Dürer - Sol Iustitiae (Sun of Righteousness) (NGA 1943.3.3484).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%20Sol%20Iustitiae%20%28Sun%20of%20Righteousness%29%20%28NGA%201943.3.3484%29.jpg,https://commons.wikimedia.org/wiki/File:Albrecht_D%C3%BCrer_-_Sol_Iustitiae_(Sun_of_Righteousness)_(NGA_1943.3.3484).jpg
58662,Q355903,Dante Pd10 Kopenhagen MS Thott 411.2.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dante%20Pd10%20Kopenhagen%20MS%20Thott%20411.2.jpg,https://commons.wikimedia.org/wiki/File:Dante_Pd10_Kopenhagen_MS_Thott_411.2.jpg
55368,Q1077064,Charity to Street Arab.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Charity%20to%20Street%20Arab.jpg,https://commons.wikimedia.org/wiki/File:Charity_to_Street_Arab.jpg
46266,Q580452,Albrecht Kauw 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20Kauw%20001.jpg,https://commons.wikimedia.org/wiki/File:Albrecht_Kauw_001.jpg
47767,Q478195,Fra Angelico 027.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20027.jpg,https://commons.wikimedia.org/wiki/File:Fra_Angelico_027.jpg
49950,Q3663192,Christ with beard.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Christ%20with%20beard.jpg,https://commons.wikimedia.org/wiki/File:Christ_with_beard.jpg
57041,Q1316518,Sweet Honey in the Rock.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sweet%20Honey%20in%20the%20Rock.jpg,https://commons.wikimedia.org/wiki/File:Sweet_Honey_in_the_Rock.jpg
55344,Q261010,Jeanne Jugan.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jeanne%20Jugan.jpg,https://commons.wikimedia.org/wiki/File:Jeanne_Jugan.jpg
48978,Q663118,Ingobertus 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Ingobertus%20001.jpg,https://commons.wikimedia.org/wiki/File:Ingobertus_001.jpg
57411,Q464863,Rembrandt Harmensz. van Rijn - Het Joodse bruidje.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20-%20Het%20Joodse%20bruidje.jpg,https://commons.wikimedia.org/wiki/File:Rembrandt_Harmensz._van_Rijn_-_Het_Joodse_bruidje.jpg
58363,Q3624153,Simone Martini and Lippo Memmi - The Annunciation and Two Saints - WGA15010.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Simone%20Martini%20and%20Lippo%20Memmi%20-%20The%20Annunciation%20and%20Two%20Saints%20-%20WGA15010.jpg,https://commons.wikimedia.org/wiki/File:Simone_Martini_and_Lippo_Memmi_-_The_Annunciation_and_Two_Saints_-_WGA15010.jpg
57646,Q3867348,Kievskaya psaltir iov 02.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kievskaya%20psaltir%20iov%2002.jpg,https://commons.wikimedia.org/wiki/File:Kievskaya_psaltir_iov_02.jpg
46447,Q184030,Duccio di Buoninsegna 063.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Duccio%20di%20Buoninsegna%20063.jpg,https://commons.wikimedia.org/wiki/File:Duccio_di_Buoninsegna_063.jpg
55279,Q211246,"Mattias Stom, Christ before Caiaphas.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Mattias%20Stom%2C%20Christ%20before%20Caiaphas.jpg,"https://commons.wikimedia.org/wiki/File:Mattias_Stom,_Christ_before_Caiaphas.jpg"
55634,Q223681,Apostasialogo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Apostasialogo.jpg,https://commons.wikimedia.org/wiki/File:Apostasialogo.jpg
55483,Q1174304,Great Dismal Swamp-Fugitive Slaves.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Great%20Dismal%20Swamp-Fugitive%20Slaves.jpg,https://commons.wikimedia.org/wiki/File:Great_Dismal_Swamp-Fugitive_Slaves.jpg
58624,Q22759025,The Great Wave off Kanagawa.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Great%20Wave%20off%20Kanagawa.jpg,https://commons.wikimedia.org/wiki/File:The_Great_Wave_off_Kanagawa.jpg
55848,Q25152561,Church of Light.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Church%20of%20Light.JPG,https://commons.wikimedia.org/wiki/File:Church_of_Light.JPG
58826,Q223385,SantaCruz-CuevaManos-P2210651b.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/SantaCruz-CuevaManos-P2210651b.jpg,https://commons.wikimedia.org/wiki/File:SantaCruz-CuevaManos-P2210651b.jpg
54506,Q1106441,RossanoGospelsChristBeforePilate.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/RossanoGospelsChristBeforePilate.jpg,https://commons.wikimedia.org/wiki/File:RossanoGospelsChristBeforePilate.jpg
55161,Q2346367,Anne BnF Grec 139 fol. 428v.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Anne%20BnF%20Grec%20139%20fol.%20428v.jpg,https://commons.wikimedia.org/wiki/File:Anne_BnF_Grec_139_fol._428v.jpg
55547,Q6254238,Rankin house looking up path 2005.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Rankin%20house%20looking%20up%20path%202005.jpg,https://commons.wikimedia.org/wiki/File:Rankin_house_looking_up_path_2005.jpg
54362,Q4669651,Absalom-Jones Peale.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Absalom-Jones%20Peale.jpg,https://commons.wikimedia.org/wiki/File:Absalom-Jones_Peale.jpg
56107,Q4797256,The Childrens Museum of Indianapolis - Storyteller Under Sunny Skies clay sculpture.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Childrens%20Museum%20of%20Indianapolis%20-%20Storyteller%20Under%20Sunny%20Skies%20clay%20sculpture.jpg,https://commons.wikimedia.org/wiki/File:The_Childrens_Museum_of_Indianapolis_-_Storyteller_Under_Sunny_Skies_clay_sculpture.jpg
57399,Q1365170,"Church in Fort Lamy, Chad.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Church%20in%20Fort%20Lamy%2C%20Chad.jpg,"https://commons.wikimedia.org/wiki/File:Church_in_Fort_Lamy,_Chad.jpg"
58666,Q320199,Saint Apollenaris.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Apollenaris.jpg,https://commons.wikimedia.org/wiki/File:Saint_Apollenaris.jpg
57992,Q2596433,1795-William-Blake-Naomi-entreating-Ruth-Orpah.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/1795-William-Blake-Naomi-entreating-Ruth-Orpah.jpg,https://commons.wikimedia.org/wiki/File:1795-William-Blake-Naomi-entreating-Ruth-Orpah.jpg
49973,Q6688204,Sacré-Cœur de Shizhi.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Sacr%C3%A9-C%C5%93ur%20de%20Shizhi.jpg,https://commons.wikimedia.org/wiki/File:Sacr%C3%A9-C%C5%93ur_de_Shizhi.jpg
55342,Q313183,Konrad Witz 008.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Konrad%20Witz%20008.jpg,https://commons.wikimedia.org/wiki/File:Konrad_Witz_008.jpg#
46586,Q20029842,Brügger Meister von 1482 001.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Br%C3%BCgger%20Meister%20von%201482%20001.jpg,https://commons.wikimedia.org/wiki/File:Br%C3%BCgger_Meister_von_1482_001.jpg
57552,Q11848833,"Natural History, Birds - Thrush nest.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Natural%20History%2C%20Birds%20-%20Thrush%20nest.jpg,"https://commons.wikimedia.org/wiki/File:Natural_History,_Birds_-_Thrush_nest.jpg"
56141,Q1890012,Stumpf Mosaik 1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Stumpf%20Mosaik%201.jpg,https://commons.wikimedia.org/wiki/File:Stumpf_Mosaik_1.jpg
55136,Q744415,"Le Mort devant son juge, Maitre de Rohan.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Mort%20devant%20son%20juge%2C%20Maitre%20de%20Rohan.jpg,"https://commons.wikimedia.org/wiki/File:Le_Mort_devant_son_juge,_Maitre_de_Rohan.jpg"
49939,Q1398856,Baptistère kelisa-e-vank esfahan.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Baptist%C3%A8re%20kelisa-e-vank%20esfahan.jpg,https://commons.wikimedia.org/wiki/File:Baptist%C3%A8re_kelisa-e-vank_esfahan.jpg
57882,Q6779398,Mary Eliza Mahoney.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Mary%20Eliza%20Mahoney.jpg,https://commons.wikimedia.org/wiki/File:Mary_Eliza_Mahoney.jpg
57773,Q6431805,Korean Central Presbyterian Church.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Korean%20Central%20Presbyterian%20Church.jpg,https://commons.wikimedia.org/wiki/File:Korean_Central_Presbyterian_Church.jpg
54460,Q6399196,Georgia Khakhuli triptych.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Georgia%20Khakhuli%20triptych.jpg,https://commons.wikimedia.org/wiki/File:Georgia_Khakhuli_triptych.jpg
56949,Q2048084,Pallottihaus 03.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pallottihaus%2003.jpg,https://commons.wikimedia.org/wiki/File:Pallottihaus_03.jpg
55377,Q5861873,Transfiguracion del Divino Salvador del Mundo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Transfiguracion%20del%20Divino%20Salvador%20del%20Mundo.jpg,https://commons.wikimedia.org/wiki/File:Transfiguracion_del_Divino_Salvador_del_Mundo.jpg
58099,Q2920073,Nerga Sellasie.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Nerga%20Sellasie.jpg,https://commons.wikimedia.org/wiki/File:Nerga_Sellasie.jpg
54305,Q2942886,PortAuPrinceMural.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/PortAuPrinceMural.jpg,https://commons.wikimedia.org/wiki/File:PortAuPrinceMural.jpg
56696,Q2274548,Poste Camino de Santiago.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Poste%20Camino%20de%20Santiago.jpg,https://commons.wikimedia.org/wiki/File:Poste_Camino_de_Santiago.jpg
47895,Q3148548,Fra Filippo Lippi - Madonna and Child with two Angels - Uffizi.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Filippo%20Lippi%20-%20Madonna%20and%20Child%20with%20two%20Angels%20-%20Uffizi.jpg,https://commons.wikimedia.org/wiki/File:Fra_Filippo_Lippi_-_Madonna_and_Child_with_two_Angels_-_Uffizi.jpg
55175,Q7809947,Tithe Barn Pilton.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tithe%20Barn%20Pilton.jpg,https://commons.wikimedia.org/wiki/File:Tithe_Barn_Pilton.jpg
56974,Q1993082,"Patrobulus, Hermas, Linus, Caius, Philologus of 70 disciples (Menologion of Basil II).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Patrobulus%2C%20Hermas%2C%20Linus%2C%20Caius%2C%20Philologus%20of%2070%20disciples%20%28Menologion%20of%20Basil%20II%29.jpg,"https://commons.wikimedia.org/wiki/File:Patrobulus,_Hermas,_Linus,_Caius,_Philologus_of_70_disciples_(Menologion_of_Basil_II).jpg"
48725,Q2558835,Hubert van Eyck 023.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Hubert%20van%20Eyck%20023.jpg,https://commons.wikimedia.org/wiki/File:Hubert_van_Eyck_023.jpg
55931,Q6306155,Julia A. J. Foote.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Julia%20A.%20J.%20Foote.jpg,https://commons.wikimedia.org/wiki/File:Julia_A._J._Foote.jpg
58363,Q3624153,Simone Martini and Lippo Memmi - The Annunciation and Two Saints - WGA15010.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Simone%20Martini%20and%20Lippo%20Memmi%20-%20The%20Annunciation%20and%20Two%20Saints%20-%20WGA15010.jpg,https://commons.wikimedia.org/wiki/File:Simone_Martini_and_Lippo_Memmi_-_The_Annunciation_and_Two_Saints_-_WGA15010.jpg
46131,Q3235597,Antonello da Messina 027.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Antonello%20da%20Messina%20027.jpg,https://commons.wikimedia.org/wiki/File:Antonello_da_Messina_027.jpg
57990,Q11930181,Mestre de cabestany.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Mestre%20de%20cabestany.jpg,https://commons.wikimedia.org/wiki/File:Mestre_de_cabestany.jpg
57433,Q6533524,The Promised Land.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Promised%20Land.jpg,https://commons.wikimedia.org/wiki/File:The_Promised_Land.jpg
55961,Q1873244,Dura Europos fresco Moses from river.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Dura%20Europos%20fresco%20Moses%20from%20river.jpg,https://commons.wikimedia.org/wiki/File:Dura_Europos_fresco_Moses_from_river.jpg
57038,Q17301597,Pedro García de Benabarre and workshop - Herod's Banquet - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pedro%20Garc%C3%ADa%20de%20Benabarre%20and%20workshop%20-%20Herod%27s%20Banquet%20-%20Google%20Art%20Project.jpg,https://commons.wikimedia.org/wiki/File:Pedro_Garc%C3%ADa_de_Benabarre_and_workshop_-_Herod%27s_Banquet_-_Google_Art_Project.jpg
55536,Q21513953,Eye of Providence (icon).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Eye%20of%20Providence%20%28icon%29.jpg,https://commons.wikimedia.org/wiki/File:Eye_of_Providence_(icon).jpg?uselang=enceiling%20chapelle
55293,Q3613127,Meister Bertram von Minden 011.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Meister%20Bertram%20von%20Minden%20011.jpg,https://commons.wikimedia.org/wiki/File:Meister_Bertram_von_Minden_011.jpg
56057,Q4199030,Our Lady the Unexpected Joy.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Our%20Lady%20the%20Unexpected%20Joy.jpeg,https://commons.wikimedia.org/wiki/File:Our_Lady_the_Unexpected_Joy.jpeg
